band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
0,2867,26999,39500,74055,111961,152736,74871,0,787,9242,40509,89421,123308,136257,83465,18,4450,30278,70322,90349,115064,115682,56826,1539,5932,16272,27781,55906,110899,203779,60881,1592,16353,42862,107623,134011,92309,66249,21990,135,6682,53923,105114,114061,140726,48091,14257,185,5728,58791,97414,127811,130133,48999,13928,639,15454,57042,83125,97836,95960,85813,47120,684,738,3010,15145,41883,93467,260264,67798,11485,72432,70972,85350,98635,90329,49319,4467,35,1606,19023,67628,131212,161297,85891,16297,8719,66170,129749,120113,76425,51813,27399,2601,80
0,0,0,11,4539,33381,109987,111697,0,3,259,8499,43551,111745,86185,9373,0,5586,47962,88812,72926,31817,8604,3908,5342,7281,14555,25578,41412,68542,78428,18477,10983,66532,81268,58891,28678,8672,2915,1676,7101,185363,58163,7495,1072,371,50,0,8442,176365,66912,6387,1126,345,38,0,10953,69436,79413,52543,28666,11714,4118,2772,1431,2105,6307,18700,44060,117539,66203,3270,8198,5049,12909,28287,56332,84884,58693,5263,7,72,565,1735,6114,27993,101115,122014,49712,92333,62109,32189,13815,5285,2208,1964,178
0,0,2,1,2,1,1,7,1,1,5,4,4,7,7,20,0,1,1,8,14,16,15,22,59,4,9,5,2,3,0,2,26,28,11,9,12,8,4,0,0,10,23,3,0,0,0,0,0,10,21,11,0,0,0,0,0,0,0,29,49,21,30,32,48,30,8,9,11,9,11,42,93,1,0,0,0,0,0,10,70,0,0,0,0,1,1,61,0,0,0,0,68,29,3,25,339
481,26149,78557,178022,246328,235825,302960,106180,4254,28655,46941,100941,185704,213639,364460,229908,5830,25971,52205,90295,148180,202492,377101,272428,13916,11420,15377,23775,41761,88858,332753,646642,9717,8428,11556,21240,67217,204790,450647,400907,12,3366,10161,16636,33894,168314,463518,478601,15,2861,11040,15627,38327,165517,475875,465240,7498,9569,16489,37533,86070,182994,413872,420477,13278,11513,16410,22776,37012,92894,463039,517580,35049,165843,192045,192610,208908,217600,145438,17009,249822,481179,294356,87127,28392,14821,8870,9935,5918,29664,108013,197068,241597,250855,230745,110642,469
1,1281,5986,15479,24006,48650,94499,53116,1071,23603,36410,28368,37941,64486,46291,4848,4682,50108,35646,35539,61676,46395,7472,1500,47733,65669,52612,35305,20019,11625,8455,1600,31083,47159,51980,45392,30842,23525,11941,1096,98675,136214,6398,1371,301,55,4,0,117837,116676,6960,1189,305,48,3,0,32856,57213,44570,40113,33612,24658,8325,1671,43490,51348,48858,41831,42104,11166,3060,1161,19676,30316,52511,39568,26153,26281,37319,11194,409,4566,12262,20543,32349,48337,65921,58631,19505,44674,41257,38337,36924,31064,19789,11468,352
9669,25598,12998,13483,19079,11682,5337,1164,9810,24683,11859,12186,16331,14675,8660,806,6355,25519,13065,12224,15162,16669,9260,756,9724,16290,16651,19218,19343,12789,4200,795,6711,17760,19867,20346,17886,12074,4275,91,1013,11648,21913,29841,22420,11477,693,5,1081,10357,22673,28124,25077,10870,822,6,4042,19562,18058,14480,16867,16499,8584,918,11859,16621,14387,14639,17814,16580,6645,465,1648,6458,12804,16000,17214,19392,19885,5609,269,4034,11276,18676,23690,23915,14154,2996,1561,14602,26954,24115,19719,9870,2099,90,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,11,5,2,4,1,2,3,6,28,7,9,13,11,1,6,7,185,1,2,1,4,2,1,0,283,24,7,2,1,15,2,0,0,65,57,4,0,0,0,0,0,89,72,7,0,0,0,0,153,152,167,164,60,52,18,38,752,41,34,21,5,1,12,52,79,0,0,0,0,0,0,162,431,0,0,0,0,0,0,35,0,1,5,11,85,27,13,210,598
6339,32148,31903,23699,11487,6120,3185,1999,11591,26760,24726,23786,14546,8088,5068,2315,11831,38605,27986,16336,9657,6411,4463,1591,8185,9812,9886,13426,18376,24080,23253,9862,8940,19308,28528,25973,18994,11155,3840,142,2369,36437,32072,22771,13404,8110,1540,177,2784,33822,35250,21378,14647,7338,1501,160,7602,23951,29217,22702,15909,10308,6154,1037,13982,14383,14349,15645,21291,23799,11979,1452,2305,2814,4021,6608,11714,23400,44792,21226,582,5337,13485,21502,27471,27872,16267,4364,11608,34177,28760,19814,12275,7108,2698,440,22
282692,221267,73097,26431,13172,6925,3387,2536,191474,158080,115951,74589,48779,27254,11128,2556,145401,133075,81492,79600,73099,67477,45846,4146,51487,51887,66031,95149,108473,126912,99301,31217,105083,71564,52092,50840,53446,79152,124700,94501,1340,111864,87984,110030,115346,160834,44094,313,1815,108266,98194,102654,128606,155168,36750,180,115939,76450,64802,63994,67004,84460,122266,36122,111699,124582,101810,66531,81872,71039,70940,9029,15119,9857,46337,88666,98157,100377,117914,152344,304814,77015,54309,44814,40518,35496,30370,34441,120149,65441,51339,50537,55947,62833,71052,145625,574
1,3591,37903,75495,169110,297859,227064,62244,932,13756,64500,116212,205632,221306,206006,44923,1643,17446,58514,120402,192314,228369,217025,37554,141021,130901,96547,93647,108532,130161,126401,46057,27129,41958,80365,114337,156532,224514,186555,41877,3,845,6638,24076,63212,203204,321812,253477,3,601,7206,22420,71693,194379,325581,251384,16902,14669,48302,101940,154740,226776,258531,51407,46555,80822,97631,111502,141505,176750,180627,37875,101880,183622,199347,156473,111284,75259,40615,4787,31079,117147,169198,163468,132639,107109,96915,55712,15847,29652,70890,123744,171767,199467,170059,91841,474
219899,105103,4896,980,1531,300,127,197,250820,75556,4759,1069,362,219,133,115,271558,54849,4633,1155,457,206,136,39,38491,46479,45774,36772,42693,44237,46742,31845,89964,106700,82338,39160,11500,2683,598,90,75191,226868,23009,6147,1392,395,31,0,79191,220122,26284,5597,1489,325,25,0,141342,155968,25912,6103,2318,1055,313,22,118283,97494,54181,33344,18915,8788,1775,253,12,78,222,661,2255,8043,56368,265394,18822,56099,63068,55005,47986,39956,29783,22314,92940,153554,62362,16607,5124,1764,519,163,281
351879,39460,3596,1192,603,426,395,461,334897,51349,6667,2440,1119,681,637,583,303337,72296,13246,4788,2317,1202,965,540,32117,42295,62582,79127,82647,63957,28764,7446,171040,103243,52452,33043,20868,12102,5655,1112,561,31611,70095,123821,126204,45007,2266,112,767,28603,75658,118408,137147,36649,2338,107,219950,98904,43186,19692,9703,5119,2384,396,168105,166501,42869,11981,4916,1877,1071,492,5033,1486,2044,3243,6153,15362,59948,305407,47646,49871,51735,56113,64800,64626,40549,23000,193608,91141,48453,28354,16374,9667,5412,5896,569
