band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
0,10,2247,10482,19910,19991,35882,46521,63002,83679,90038,91119,20108,0,0,401,2904,8749,20910,41952,51849,77143,81220,81964,102368,13529,0,125,2846,11672,24546,40972,49165,60418,69865,67385,67939,80970,7086,933,1276,3748,7813,11504,16391,21858,32044,58371,94587,129130,93067,12267,778,2355,10849,18381,33307,61843,86779,78211,63371,50402,40833,31333,4547,0,525,2532,12699,44984,68933,73042,77200,96914,54588,28130,17654,5788,0,653,3038,19775,42565,56429,79162,85862,82330,60957,31289,15195,5734,301,1055,9650,27625,40187,50718,56319,60372,62561,54353,52572,49986,17290,402,438,489,878,2583,8691,16545,29517,42514,81185,172187,117228,10332,1076,25722,46047,43025,45002,50625,58073,61672,59188,49751,32358,9705,745,8,104,911,4856,18192,37819,59108,85882,104968,88141,54058,25987,2955,1788,15113,42679,71221,84358,77109,61354,43063,34272,28341,17757,5650,284,80
0,0,0,0,0,8,73,3491,16802,24576,61807,128361,24497,0,0,2,12,526,3089,13335,28745,57906,81442,58070,12352,4136,0,0,3355,17975,37027,55221,55213,42073,25908,12483,5090,3288,1982,3479,3273,4553,6929,10291,15172,20591,26517,35730,48838,51070,28628,4544,3793,17358,44061,51392,46725,38842,27021,15862,7130,3459,1771,1504,697,0,31865,115256,76217,27289,6499,1547,521,264,133,22,2,0,0,44049,115577,74448,17745,5102,1793,516,207,152,25,1,0,2921,19422,45441,52285,45112,33661,24753,15754,9351,4928,2567,1538,1882,844,958,1254,2365,4817,9743,17824,30730,55999,86021,43107,4269,1684,6847,2147,3198,5813,9738,15770,24739,37199,48952,53779,38329,12884,220,0,9,49,185,462,900,1835,4157,11003,26881,57821,116874,39439,17541,54552,57196,45541,32802,21311,13029,7522,4238,2147,1343,1518,875,178
0,0,0,1,1,1,1,1,0,1,1,0,7,0,2,0,0,5,3,1,3,5,5,1,10,14,0,0,1,0,1,5,8,8,13,5,8,11,17,57,4,1,6,4,4,2,1,2,1,0,1,1,8,32,13,9,5,3,7,7,8,3,3,0,0,0,0,6,11,16,3,0,0,0,0,0,0,0,0,1,5,18,7,10,1,0,0,0,0,0,0,0,0,0,0,0,13,29,34,10,17,17,32,9,20,45,10,6,5,6,6,6,4,8,5,22,25,91,2,1,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,1,1,1,60,0,0,0,0,0,0,4,59,26,8,2,3,23,339
1,2452,16981,37417,52194,109913,142434,159814,129715,160977,178624,151404,32576,486,8148,18708,23375,37488,50760,98294,116366,132063,135393,212350,299295,41776,933,9325,16204,24884,37153,56355,62194,89706,120558,145148,216977,344813,50252,9635,6845,6814,8333,10042,14600,17745,27603,41698,75350,183310,402621,369906,6818,4581,5468,6146,7962,10660,21087,43647,97674,169973,267175,363715,169596,0,163,1590,4064,7722,9995,15327,25208,66739,152437,243505,397952,249800,0,241,1715,5917,6241,8279,16280,28263,53980,156755,293087,357247,246497,5397,3669,6065,7797,12239,20517,37135,56597,90858,144122,242844,382835,164427,9074,6600,7473,8982,10497,13510,16762,23951,40381,79591,251281,609317,97083,14924,46783,108345,120882,116959,117448,122260,130061,135952,129511,94680,34241,2456,100188,257438,302305,243858,132664,59623,27986,15379,10544,7333,5540,4344,7300,3669,4925,18380,46521,82423,117327,140907,149246,152281,156342,145863,109104,47514,469
0,36,1062,2130,4112,14640,11493,12794,28261,21536,69957,63213,13784,42,3147,20990,13079,24067,13593,15908,36010,42644,37715,24687,9765,1371,206,13995,32191,25356,18993,21974,38536,30205,39732,16195,3635,1164,836,24420,37999,39370,39755,31689,20729,13588,11683,7989,7685,5004,2673,434,17950,22107,28497,32966,32896,26836,23377,19017,15640,13504,8253,1310,665,342,181596,47743,8424,3182,1119,403,150,45,12,1,1,0,303,199162,32235,7681,2092,888,454,152,33,15,3,0,0,17640,28194,37339,28957,26812,22439,23249,20886,17758,12245,5288,1093,1118,18674,39759,35952,27693,33301,29173,18928,17716,14232,4338,1819,730,703,14830,8873,19473,30536,31706,26733,18422,16084,15032,17797,23417,18471,1644,56,784,2955,5659,9159,12343,15566,20378,27847,32810,40698,45065,29698,12213,15870,29034,26627,24522,23891,22649,23185,20275,17264,12439,9284,5765,352
2802,12590,17167,9548,7139,7854,11152,11348,8679,5254,3384,1814,279,2288,14731,14981,8322,6658,7713,8754,10115,9726,8079,5833,1661,149,1062,12022,15905,9618,7349,7214,8240,9509,10355,9922,5890,1859,65,2799,11065,9461,9811,10987,11783,12323,11640,9251,6039,2687,778,386,1629,9292,10687,12017,12252,12751,11884,10816,8696,5817,2731,429,9,8,2790,6200,8849,16727,20339,17995,13927,8763,2982,389,40,1,9,3343,6150,10435,14554,16941,20234,15349,8179,3383,407,25,1,902,6191,13201,12380,10317,8630,9286,10765,10847,8877,5593,1895,126,4365,11945,9866,8970,8409,8966,10578,10807,10884,8498,4585,1111,26,435,2234,4016,6593,8790,9814,10213,10704,11299,12585,12544,8551,1232,44,630,2629,5369,8089,11028,13274,15039,15528,13176,8893,4704,607,377,2525,9453,16625,16059,15024,13982,11710,7846,3894,1299,191,25,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,2,0,1,3,1,2,0,2,3,4,17,12,4,11,1,4,11,8,0,1,4,5,4,185,0,1,1,1,0,1,4,2,0,1,0,0,218,70,16,9,1,1,1,1,4,12,1,0,0,0,0,45,34,43,4,0,0,0,0,0,0,0,0,14,71,39,37,6,1,0,0,0,0,0,0,121,71,104,80,107,106,67,30,42,22,6,45,3,714,52,19,17,25,16,9,0,1,3,3,33,26,79,0,0,0,0,0,0,0,0,0,0,0,162,431,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,5,1,8,14,59,36,8,10,5,206,598
596,12659,20220,19121,21145,14433,10941,5833,4437,2795,2051,1555,1094,2531,15685,16711,13984,16008,16124,11561,7821,5674,4203,3348,2360,870,2810,17302,24337,20899,14662,10721,7642,5549,4382,3322,2680,2273,301,3935,6627,5894,5887,6475,7739,10140,11786,13514,15041,14966,10935,3941,3556,8686,12050,16976,17408,16625,14473,11018,7969,5160,2479,474,6,31,7459,20616,21974,20798,16365,11677,8133,6041,2536,850,349,51,28,9224,21264,24872,16695,13864,13075,8740,5002,2826,982,264,44,2456,9621,14691,18677,17333,14452,11841,9183,7179,5417,3994,1880,156,7676,9986,8545,8748,8500,10634,10598,13562,15283,13396,7283,2461,208,1054,1872,1734,2027,2859,3737,5382,7615,11651,18324,27548,27287,5790,121,1100,3344,6518,9678,12749,15347,17342,17739,16000,10306,4920,1716,2290,16846,21526,19550,16178,12799,9581,7080,5057,3565,1755,428,225,22
172304,174175,130878,69855,30521,19298,11230,8114,4316,3527,2306,1042,1941,121152,111707,92632,74011,66775,42772,47371,25155,22506,14776,7159,2329,1466,96700,81378,79352,56082,56823,46723,44923,41338,44187,38400,33193,10067,970,35144,23114,30056,33782,47599,60581,69795,71076,69460,82232,64658,31777,11183,48909,77106,44202,30205,28676,33353,29212,40647,42600,55521,73495,80978,46474,314,13853,72425,54015,60581,71737,76979,76660,106665,72895,23460,2190,31,406,24552,70728,60476,52207,59921,85816,85369,79782,85323,26029,996,28,69457,63210,51548,43140,36538,36031,42896,38042,52615,60838,75041,54721,6960,61257,76996,64352,69892,67075,34201,59175,52214,46236,41320,43330,19552,1902,13550,2674,5739,18255,37077,53193,60337,59533,61816,63055,72024,79134,102384,257272,69164,46557,37273,29479,27830,25903,25007,23238,20573,18205,15785,25491,78925,58912,39219,33071,30913,30823,31949,34686,37462,40801,43061,56156,106945,574
