band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
0,2065,16974,30247,52909,69365,118921,134832,57676,0,248,4740,21991,59468,89219,119535,123222,64566,1,2500,17796,46633,75385,93196,98513,107090,41875,1321,4017,12539,19924,32197,62169,130947,176611,43264,1232,11336,30010,66845,123683,105059,73167,55876,15781,13,3044,30076,84024,85558,149605,81463,38244,10962,33,3437,31248,84001,100311,132095,84769,35730,11365,502,8163,42580,67247,79764,89560,81373,75773,38027,600,661,1733,6441,23709,49985,112960,238720,48180,6359,61848,62189,69374,83227,88605,73162,35453,2772,23,797,9122,41892,85763,138952,131577,63627,11236,5962,47214,105521,117780,87658,56030,41729,19547,1548,80
0,0,0,6,405,11697,37767,125462,84278,0,2,47,2765,19295,57885,112388,59967,7266,0,2407,28555,68644,78955,51438,20128,6204,3284,4822,5718,10547,17796,29490,45937,65617,66050,13638,7522,51976,72858,62061,39063,17079,5334,2304,1418,2812,144309,94274,15360,1918,719,199,24,0,3270,153516,85592,14413,2101,503,202,18,0,7503,56264,71858,56150,35666,18884,7658,3152,2480,1251,1708,3663,10855,26439,59026,117594,36356,2723,7846,3920,8881,18733,36141,61239,76760,43290,2805,5,47,319,985,2707,9639,36287,107762,101864,39605,83842,63647,37937,18937,8658,3442,1853,1694,178
0,0,1,2,2,0,1,1,7,1,1,1,6,3,4,9,5,19,0,1,0,5,10,16,9,14,22,58,4,6,8,2,3,1,0,2,21,31,12,6,8,10,7,3,0,0,6,24,5,1,0,0,0,0,0,6,20,15,1,0,0,0,0,0,0,0,9,41,33,23,31,24,39,36,8,8,9,8,8,13,39,93,1,0,0,0,0,0,0,10,70,0,0,0,0,0,1,1,61,0,0,0,0,7,78,12,3,25,339
179,17300,47989,128826,187621,228453,214937,269779,79418,2375,22073,38934,64338,119295,183081,201042,378451,164913,4085,19595,38678,63889,106033,136526,207654,400719,197323,12728,9916,12110,17141,28359,46831,102719,368184,576514,8977,6902,9745,13202,30746,93127,238542,442788,330473,2,1751,8106,11534,17468,64503,190222,481111,399805,0,1874,8094,11784,21922,59279,204429,458019,409101,6729,7563,12138,24649,51286,104375,197073,420022,350667,12057,10256,12524,18692,24781,41666,121053,551295,382178,26362,130423,173148,169136,176911,192426,187456,107855,10785,202475,425188,332192,126763,41590,18474,11361,7225,9234,5086,18675,73052,147690,201906,218315,224558,194822,90398,469
0,1010,6013,6669,20070,25762,57978,89994,35522,926,23207,24992,25388,32391,41987,59277,31779,3071,2187,43964,34384,30825,40643,55760,30492,3474,1289,38389,61953,52295,35576,22708,13562,10933,6395,1207,27581,39401,46802,43053,31827,25941,19382,8086,945,56436,173245,10391,2319,418,187,20,2,0,68757,162941,8568,2086,517,125,22,2,0,26802,49813,42828,36829,32601,29182,18512,4928,1523,32867,49192,53427,40601,30900,23350,9735,1903,1043,18020,22339,44226,42623,27148,22375,24900,34128,7259,261,3043,9001,15483,23502,34376,46217,60695,50440,16531,37369,38146,34965,33310,31809,25091,15988,9809,352
7186,24315,12928,10547,15484,15355,8287,4088,820,6600,24345,11542,10267,12478,15227,11765,6223,563,4381,23451,13271,10347,11962,14430,14047,6683,438,7840,14751,14227,16429,17999,15144,9222,2747,651,5300,14964,17134,18236,17423,14412,8834,2669,38,562,8436,16318,23277,24315,20610,5140,347,5,549,8477,15162,24881,25415,19087,5093,341,5,2736,15897,17638,13330,13572,15852,13234,6187,564,10065,15042,12956,12828,14141,16415,12708,4575,280,1268,4793,9966,13599,14741,15792,17943,16943,3965,182,2690,8174,14026,19174,22312,19323,11088,2041,1107,9703,23760,22130,20146,14554,6367,1187,56,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,11,5,2,1,3,2,1,4,5,25,8,11,4,12,8,1,6,7,185,1,1,1,3,3,2,0,0,275,25,13,2,1,4,13,1,0,0,45,56,25,0,0,0,0,0,0,85,47,35,1,0,0,0,0,142,140,144,124,116,42,42,28,26,745,39,32,21,15,1,3,11,51,79,0,0,0,0,0,0,0,162,431,0,0,0,0,0,0,0,35,0,0,5,8,25,82,11,13,208,598
3688,27292,30072,24741,14303,8002,4299,2746,1737,8364,25190,20089,23641,17266,9829,6371,4233,1897,8386,33269,29363,17521,11087,7348,4952,3718,1236,7011,8759,8812,10037,13775,18907,21996,19718,7865,7403,15087,24374,24748,20958,13977,7763,2509,61,1188,26918,32881,23626,14307,12756,3989,1094,121,1345,28430,31533,23732,16198,10486,4059,973,124,5787,19435,26359,22706,16951,11965,8237,4772,668,12284,12831,12708,12644,17121,20747,19342,8124,1079,1994,2425,3195,4740,7744,13348,25471,42085,15878,394,3695,9930,16483,22044,25556,23370,11838,3570,8328,29968,27755,20598,13887,8899,5358,1719,368,22
252493,200454,97452,39762,21220,7866,5169,2713,2378,171851,152785,98904,83149,50741,40376,22702,7075,2228,126735,119726,88921,69912,66969,59309,59057,37025,2482,46161,42080,55509,85870,71802,106434,116623,81843,24135,91140,73518,47241,44780,46072,54013,79891,115164,79559,741,85851,82975,100845,79492,150011,106213,25560,117,910,94716,76929,94595,107985,125288,112193,18917,100,107417,70010,58284,56843,57802,61057,89998,105660,23966,90696,111509,103152,66935,62432,76655,62616,57313,6194,14623,6341,29180,67781,86546,83973,94169,108017,138141,292577,75622,51031,42422,37059,35417,29863,26011,31775,110526,62742,47098,44470,46570,51703,57840,65691,136283,574
