band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
0,0,504,5587,12948,16313,25018,25661,42050,43479,67587,79723,77353,76327,10439,0,0,89,1189,3710,10494,20225,36308,48441,55210,71978,70463,71825,89020,4037,0,25,1208,5223,13841,26499,35712,45313,51244,56446,60348,55994,63945,64778,2413,768,976,2216,5759,8158,9784,14489,20446,28136,41435,68510,97834,111502,65589,7387,647,1221,6772,13169,20769,32284,58216,74846,69658,60583,45733,39623,33593,23278,2597,0,312,1371,5134,26316,49644,46896,68090,70832,83725,52162,40024,22559,11783,4141,0,372,1648,7534,25164,48101,53525,60533,69840,84408,54999,39946,21119,11757,4043,264,479,3940,16853,29709,37814,44205,48398,53603,52551,50925,45953,45225,41057,12013,344,370,397,518,1365,2882,7827,13429,21247,34750,53138,102387,162583,77594,4158,646,14813,39911,37725,37301,39938,44870,50608,53285,52505,47168,36843,21531,5351,494,3,45,394,1940,7560,20121,35080,50981,71397,89028,86346,63277,37260,17797,1760,1074,9732,27705,51268,68918,72964,65327,52519,39629,31029,26839,21056,11524,3257,148,80
0,0,0,0,0,1,7,52,3226,8822,19416,33548,67399,112787,14357,0,0,0,6,43,793,4204,11099,21017,42832,60429,76306,32066,7265,3555,0,0,772,8192,21998,37031,49214,46758,38712,27322,14748,7070,3494,2704,1600,3152,2564,3547,4764,7060,9303,15254,16022,21835,30809,37152,44990,40255,19934,2974,3321,10446,31741,43302,43546,39929,32221,23528,14811,7714,3811,2062,1383,1337,463,0,15781,83191,93492,48931,12950,2781,1519,522,225,135,77,11,0,0,0,17489,104190,84232,36467,11884,3227,1187,478,241,138,75,7,0,0,2485,11589,33903,44504,43144,36862,28359,21113,14778,9588,5447,3068,1864,1195,1716,716,827,964,1499,2616,5133,8585,15554,24533,42515,65469,68285,19116,2560,1243,6353,2048,2320,3740,6186,9651,14536,21380,30929,39617,47102,42285,26294,7104,70,0,7,27,77,260,481,845,1585,3184,7236,16414,33538,63593,112752,19616,12071,43907,51500,44903,34713,25662,17251,11273,7051,4295,2385,1478,1007,1561,558,178
0,0,0,1,0,1,1,0,2,0,0,1,1,1,6,0,1,1,0,1,4,3,1,2,3,5,4,2,10,12,0,0,1,0,0,1,5,8,6,11,7,2,14,10,12,53,6,2,2,5,5,3,1,2,2,1,0,0,1,1,1,31,18,4,10,3,3,7,6,5,6,1,3,0,0,0,0,2,8,20,4,2,0,0,0,0,0,0,0,0,0,0,4,13,9,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,20,34,11,11,18,16,26,7,13,38,21,7,4,6,4,5,4,6,5,7,4,25,19,91,2,1,0,0,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,0,1,0,1,6,55,0,0,0,0,0,0,0,4,46,35,12,1,2,2,23,339
0,763,10080,22146,32479,62682,100323,130056,115044,136795,114705,155094,168155,101010,25170,288,4848,14086,18757,25403,31536,46778,90938,82290,115172,125163,134106,227524,232321,25292,446,6380,12267,17078,26187,38157,46887,57052,82058,82294,122627,142456,227945,282708,29960,8638,6149,5814,6726,7427,9369,13487,14960,22731,31784,49523,94927,208513,385620,308834,6158,4016,4120,5165,6165,7370,10244,17821,37269,64371,122933,182968,263328,310531,132043,0,52,917,2409,6481,6385,7290,14128,21648,44054,78146,183268,306832,312521,190371,0,43,1146,2792,5987,6315,8451,12735,21530,43954,82737,198179,283878,320379,186376,5038,2826,4405,6109,8052,12562,19452,29231,46174,72891,102307,153383,250175,345194,116703,8098,5856,6002,7068,7813,10840,11862,14659,20664,27114,51896,114245,311389,523779,53217,12520,29101,81064,104690,102558,101431,101912,105742,112032,117356,116355,102190,65853,20351,1347,75458,203998,259918,247976,172505,92465,46249,24218,14027,9868,7495,5662,4204,3911,6548,3406,3151,10409,27704,52143,80316,104525,121917,129624,131529,134357,134130,117948,86787,36556,469
0,7,277,1018,5721,6238,8906,11105,12755,13497,34993,24250,70221,44840,9190,8,2826,11701,21708,12882,12547,13482,15108,36228,22401,41338,29052,16186,6402,1149,66,8377,29066,17969,25057,19217,22668,17093,33402,34848,23812,8178,1639,917,709,20935,28345,33053,35792,34512,24944,16467,13424,10380,6631,6390,6217,4146,1485,297,15934,17283,23532,28893,28142,27834,22961,19926,15930,14170,12638,9869,4644,661,601,8,143998,77539,13344,5183,1874,460,403,149,38,14,6,2,0,0,9,164880,62956,8717,3704,1600,653,292,142,41,19,4,1,0,0,15586,17737,32362,29423,24335,24099,20837,19559,17545,16572,13043,7564,2561,766,1029,14474,29613,31468,26098,33833,23771,25352,18779,14820,12129,7947,2529,990,629,586,13988,6733,12919,23208,27737,26814,21796,16533,13472,13531,14041,17185,21540,12748,773,30,472,1818,3790,6195,8386,11067,13914,16912,23082,25425,32061,36929,39601,23336,11546,10195,23725,24467,22113,21134,20517,19955,19891,18587,15974,13080,9335,7946,4553,352
1586,9659,15489,10694,7001,6202,6641,9334,10652,8557,5551,3603,2678,1192,171,1440,10327,15628,8766,6326,6310,6397,7461,8449,9355,7388,6206,3915,982,60,582,7477,15732,10187,7125,6205,6387,7312,7920,8915,9171,6984,3996,995,22,1653,9591,8611,8200,8763,9379,10885,10282,10170,8856,6473,3754,1516,563,314,879,7321,9235,9802,10161,11159,10743,10500,9499,8170,6045,3719,1623,150,4,0,1776,4537,6348,12655,13030,16567,16355,12399,9851,4112,1210,163,7,0,0,1667,5107,6907,10507,15559,14479,15454,14323,9568,4027,1232,173,7,0,567,4352,9787,11562,10003,8441,7440,8220,9015,9638,8590,6534,3667,1133,61,2724,10649,8865,8215,7610,7532,8411,7984,9332,10125,8720,5608,2619,605,11,247,1706,2805,4743,6526,7953,8524,8866,9243,9546,10579,11184,10357,5963,768,29,328,1552,3492,5645,7783,9807,11479,12818,13625,12477,9808,6575,3194,398,217,1664,5437,12520,14732,13582,12875,12157,10574,7642,4664,2181,652,94,19,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,5,2,0,0,3,1,1,1,1,0,3,2,4,15,13,3,7,6,2,3,11,2,6,1,3,2,4,4,184,1,1,1,0,1,0,1,2,3,1,1,0,0,0,203,81,15,10,4,1,1,1,1,3,8,6,0,0,0,0,0,21,44,36,22,3,0,0,0,0,0,0,0,0,0,0,69,35,28,32,4,0,0,0,0,0,0,0,0,110,50,102,59,105,63,105,62,29,23,39,7,10,40,0,691,67,19,19,20,11,16,7,2,1,1,5,7,36,16,79,0,0,0,0,0,0,0,0,0,0,0,0,0,162,431,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,3,5,4,14,45,47,8,4,9,5,206,598
153,7918,17765,16032,19184,15857,12026,9519,5597,4047,2807,2174,1666,1238,897,1582,11697,15325,12640,12399,14299,14046,9726,7277,5388,4147,3160,2602,2032,560,1553,12226,21188,20129,15922,11753,8626,6367,4912,4298,3156,2695,2162,1764,129,3064,5804,5292,4946,5476,5590,6685,8941,9671,11832,12603,13783,12133,8015,3045,2343,7641,8722,13320,14838,15505,13674,12922,9980,7602,5243,3439,1423,226,2,0,4348,14585,19873,22181,15513,10743,11114,7716,5603,2828,1512,666,173,25,1,4710,17884,20204,18509,15603,11792,9616,7765,5640,2881,1507,579,169,20,1698,7123,11285,15522,15953,14596,11998,9921,8476,6631,5310,4195,2865,1232,75,6127,8899,7624,7566,7607,7963,9128,9224,10969,13228,13202,9020,4553,1679,91,654,1830,1440,1665,2025,2569,3424,4630,6224,8985,13199,19582,26044,20837,3772,76,649,2179,4318,6797,9102,11361,13326,14827,15467,14893,11965,6974,3761,1185,1217,12536,18340,18014,15944,13169,10702,8328,6407,4778,3564,2416,972,301,192,22
146797,139286,134135,87542,42639,29256,17560,10630,6846,4556,3558,2602,1459,832,1809,107387,102994,89713,71807,51639,45314,55490,31659,23552,18251,15067,9618,4394,1670,1256,90350,65707,77449,56843,45033,37033,44960,34743,41816,37638,37312,33380,21686,5372,814,30396,21225,24421,27541,40167,54018,32850,69301,69629,38308,87458,50100,52290,24088,8665,41079,70997,40416,30386,29021,23080,27806,28588,29482,35909,43105,55828,70872,65157,39652,278,3255,56811,52860,56363,63239,40119,76524,75646,74820,63217,55648,12712,298,15,373,6173,74525,43837,47647,54960,60786,64761,65532,81829,68587,54432,7868,309,14,59008,64687,39110,43032,29874,35278,35296,29921,36892,38315,53097,57931,65021,39621,3954,51633,60206,89380,36276,67862,35658,58032,33549,30017,48766,41963,35336,36894,10398,1532,13267,2138,3388,9519,21832,36356,47619,52633,51786,49906,56182,58225,65415,69005,91500,243781,67400,44873,34950,28226,25986,23705,24008,20700,20499,18446,16902,15126,13740,23435,65605,59944,37143,30371,27303,26358,27107,28463,28981,31834,34218,35811,38888,55550,95347,574
