band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
568342,360554,68080,35394,17543,8006,1699,444,187,729195,207883,51493,28569,21110,13099,7159,1564,177,697340,205649,57544,34884,27313,20918,12865,3606,130,154694,237012,178827,154833,124003,88317,65592,43094,13877,363192,294271,120235,78289,56596,46799,44838,37593,18436,160,169030,543176,159630,106976,55249,21589,4145,294,124,194892,512189,181825,89151,56156,21248,4402,262,468601,265018,111088,61630,44950,35682,34874,30395,8011,560002,235421,124294,66112,41227,20853,10320,1915,105,21934,5619,14623,24635,36360,53505,97460,252963,553150,133294,86834,81365,82172,86969,105058,168292,246764,69501,290839,273075,128934,86271,66773,52464,40229,37345,84319,563
1,611,8178,40230,82581,118240,135396,115953,2943,21,1537,26300,49330,68631,89435,148905,117138,2836,40,25452,48255,48735,71708,97820,138591,71361,2171,6724,14540,29237,57011,96088,146767,116568,36008,1190,4633,15893,41076,72452,106903,124943,101167,33455,3611,0,19647,64052,68953,93708,100246,106616,40405,10506,0,21432,61668,77149,83753,100877,106559,42788,9907,3686,22343,36614,59171,91957,109406,114688,60705,5563,4255,2282,6749,28427,85027,162096,164674,48787,1836,6821,44023,81290,87926,84267,73234,64235,55217,7120,290,4816,26924,69244,106650,118858,110401,59619,7331,3638,37120,72296,102081,107936,88350,57861,28063,6787,170
10065,88112,73086,46807,41393,28766,18676,15223,15835,6292,39943,60441,60032,53197,44174,34977,24974,13976,13786,59442,56388,48055,49994,38780,33189,27744,10747,17716,13869,14797,20719,26792,35240,42909,72045,94285,19508,22592,26858,40417,56002,63925,57027,35439,17712,11397,8482,27079,45986,79893,64238,34362,25510,43051,11369,9012,24425,60004,67140,64589,34438,26213,42808,21954,39687,47586,52571,52886,49714,39432,26191,8994,15981,17715,21401,27675,35592,41886,73402,93066,15727,10178,16060,19847,27280,33109,38469,50620,71720,70099,25501,48904,56975,51545,40403,31894,27863,28936,21455,33250,56922,56988,51602,41532,33335,26558,21152,13006,617
394635,21928,4286,1363,567,172,82,86,296,375945,30350,8544,4610,2136,1062,359,176,233,355826,38733,13956,6769,4227,2495,938,314,157,24151,44030,44596,48227,56778,67779,76722,50153,10979,154014,143758,47406,26038,18310,14699,11318,6526,1346,804,293157,101123,16978,8329,2443,549,32,0,715,302232,91916,18601,6872,2501,549,29,0,224913,113071,34450,18507,12538,9035,6719,3824,358,206625,114557,51397,28203,12920,6229,2556,676,252,582,279,653,1785,4137,6689,13388,40520,355382,48904,48788,56559,61204,58891,53085,45381,38462,12141,186037,121920,45050,24787,15934,10528,6987,5294,6878,576
0,378,3051,12793,34927,43783,38757,18429,416,0,374,1999,9602,31510,44338,45171,19199,341,5,3020,16488,26417,35171,37096,25082,9118,137,810,791,1951,6325,14770,31593,58653,36889,752,585,2262,17379,34179,43624,35656,14453,4009,387,0,0,42,5197,72340,60854,13121,943,37,0,0,39,7659,67951,63523,12422,908,32,223,7128,23996,30782,33336,27803,19578,8092,1596,448,575,879,2244,11250,60310,66897,9740,191,912,5126,9147,13392,20466,30600,39794,31344,1753,31,332,1699,9534,25552,41804,49591,22827,1164,167,24049,47193,37748,21795,13022,6494,1833,233,139
21,11912,94220,153502,180989,180978,114048,53271,6328,13,16775,104414,121794,123159,150805,166441,108601,3267,96,9297,58535,121443,128344,139567,165467,168085,4435,83662,104592,83131,80422,85941,109032,136561,101161,10767,4756,19726,63025,87943,97545,113080,131880,167541,109773,1,368,3960,6400,26536,104029,220650,264656,168669,1,250,4136,7185,23321,107180,223534,259998,169664,4193,8691,53017,104674,110702,117821,142422,183883,69866,35711,76993,82462,88270,88946,110020,163326,145832,3709,11429,104739,184518,176112,141102,96613,55627,20929,4200,156635,158294,109977,89420,83878,81825,72497,36961,5782,5731,11313,27523,57195,98880,144040,151330,148811,150446,537
4163,40044,96067,105497,113973,87908,39276,6222,373,5877,28382,65374,92946,107892,100158,73006,19606,282,8544,27676,47198,56436,69014,95125,122416,66468,646,49794,53952,44079,50647,65598,88962,95318,42855,2318,16744,22547,44659,67323,77216,74663,76663,75004,38704,0,7921,17968,31286,75237,105658,102209,73743,79501,0,8068,17756,36038,68312,108328,101563,74541,78917,13715,12309,37001,55709,78545,97852,93220,78805,26367,22161,23279,43277,72213,98183,102840,88055,42819,696,27765,84620,69007,71095,67413,61343,57568,45407,9305,80985,77120,61219,59058,59291,58639,51795,27919,17497,11419,30337,46987,53720,62744,84899,84397,61180,57840,125
4,19124,65627,44666,55114,190687,365020,118170,18987,3844,108955,32309,56700,192139,271852,155582,45958,10060,37476,102772,100619,211037,219831,134608,48038,18042,4976,46515,99776,117135,156459,201093,169931,73045,12922,523,79348,84055,138804,195556,188802,121866,51647,14386,2935,26,176167,307895,250713,112752,24152,4559,899,236,12,173007,319595,255917,97990,25216,4521,925,216,76560,81846,137695,173781,174349,133490,69499,21689,8490,86397,69808,62095,137447,225745,206677,71151,14613,3466,28496,17051,30706,69347,148999,237796,207410,125478,12116,798,7475,23622,53156,96632,152833,230267,246277,66339,20058,125295,190695,216164,163559,93573,41181,19405,7469,153
41777,43297,31050,29091,21633,14506,5663,3608,3766,57721,51791,30000,23913,15558,7014,2855,3644,1895,72519,53172,28628,18995,11222,3956,2375,2675,849,13898,25593,40318,46421,34720,20876,8621,3341,603,26165,55887,37554,29050,21765,15186,6680,1503,601,6734,167098,17994,1778,617,154,16,0,0,5923,169076,16774,1938,513,152,15,0,0,45728,50309,35882,26656,19589,10115,3096,1683,1333,46654,65460,38235,23554,11875,4544,1973,1535,561,5997,3287,3856,7163,13106,17202,24280,44182,75318,1498,9344,19805,24741,28911,36472,40846,28322,4452,19012,53446,37315,26815,20579,16559,11094,6130,3441,320
0,104,2493,16047,42115,70226,80776,45543,4162,0,397,5442,16310,33699,61448,78751,61851,3568,93,4567,20299,33921,40457,53289,67948,38729,2163,3620,4036,10242,12745,16734,30377,70137,101762,11813,3298,10849,23569,29353,37505,53068,67958,32000,3866,0,4,1232,8001,55385,62649,85710,42163,6322,0,2,1104,9571,53903,62519,84714,43763,5890,2634,19573,26268,28440,34295,45137,58444,40643,6032,2960,1492,6104,9820,16315,40866,88870,91913,3126,4434,6349,19336,33645,49006,60914,55648,29594,2540,168,2850,15827,50792,68511,50729,35217,31411,5961,3585,33217,40362,54352,58353,44086,21144,5504,863,161
