band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
132882,643518,146612,48225,33480,25929,13824,7701,4809,1989,706,272,242,60,310160,530107,86276,41487,26671,20681,14041,11269,8888,5808,3420,1108,294,39,406124,395227,97980,42516,27887,20741,19353,16519,13034,10793,7126,2630,284,35,61253,160587,165011,116964,108723,94883,83896,68451,62276,45311,36832,31348,19609,5105,99231,399866,152378,79669,66488,49856,37708,34118,30991,29252,27351,25126,19480,8735,0,2968,148519,402053,172174,142230,64995,58874,33242,19100,11885,3526,607,76,0,2960,133833,426932,182735,123890,70283,48223,33988,24226,8587,3643,885,64,252563,325780,141393,85878,55883,37894,30083,27134,22937,22834,21508,20679,13476,2207,342405,317376,132944,88334,52198,46751,29887,19403,14593,10196,4397,1524,205,36,20307,2583,4025,7840,11785,16103,20595,26464,33294,46785,75279,138719,310502,345968,96043,64097,54708,51391,52563,53710,53347,57458,66045,88413,125842,159869,113863,22900,94323,300733,156025,94739,67654,54657,46437,39573,34036,28863,24003,22862,30171,66173,563
0,19,497,2823,8149,34272,41382,64940,72027,84130,87607,93498,13783,1006,0,82,1153,10604,22244,31550,41502,46911,55874,81490,101404,96829,13733,757,1,978,20092,32265,30306,31221,41085,50592,62457,79828,93616,54754,6301,637,4737,4589,9197,16932,23992,35695,56523,76713,88110,90423,68272,24688,4202,60,3775,2061,12629,22620,31554,47859,62183,74827,82489,75933,55606,25301,5638,1658,0,7,17597,37740,34883,57330,52505,63468,57387,60846,73985,31813,13126,3446,0,12,17375,38630,38785,53037,56996,52231,56741,81142,57095,32701,16967,2421,3018,3203,17159,23199,27812,36317,52077,66852,69148,76667,69981,44912,11404,2384,3645,1094,1606,2880,8063,17312,40424,71225,96317,123255,95409,37914,4431,558,3329,8102,34158,49919,55183,56633,56088,51999,47312,43148,40584,38194,19122,362,75,677,3586,11409,27404,45680,62027,73109,76753,77392,65552,43903,13141,3425,569,9647,26834,40178,55680,66593,70854,66658,57646,45588,31899,19488,10594,1904,170
1333,32002,60057,44400,47321,31589,24091,25696,17176,13024,10323,10296,9776,10879,1303,12430,29973,35120,42115,34478,39166,33788,28202,24438,20102,15359,14551,6981,1374,25478,41076,39520,31697,35377,29153,29725,25272,23389,19342,18530,13239,4953,12470,8945,9505,9142,11032,12120,15011,20456,21788,25804,28599,43501,62497,57502,10916,15924,13449,15869,19970,25340,34549,36510,44860,38878,34043,23522,15417,10233,5553,8722,5543,9934,17410,45142,39421,57172,36617,24233,23232,16640,18164,32215,5640,8864,5238,10767,20566,43306,43078,45492,38972,31848,17358,16674,21294,30901,11326,21578,25210,28290,33350,32054,35710,34295,32622,28277,23211,18275,10653,4164,10744,10107,8694,11663,15280,18672,21479,23761,27468,41030,58388,61415,26411,7333,6574,8126,10447,11349,14956,17471,20328,22311,24547,28406,35425,44764,52554,40124,13856,23159,32969,37284,36482,32482,27975,23877,20847,18937,17195,18338,23253,6822,7770,42483,35791,36698,36384,32856,28859,24705,21615,18852,15757,13667,12275,6633,617
346172,59840,9400,4309,1666,693,475,258,117,64,43,52,94,232,328355,61956,15299,6155,4606,2277,2092,1188,608,328,158,90,153,150,305341,67710,20373,10434,6446,3994,3363,2267,1694,902,468,198,132,93,11716,25093,28922,25514,28014,29866,35900,40254,46872,46950,46482,36065,18171,3596,50515,164807,77583,36174,22870,15987,13117,10831,9785,7917,6644,4597,2123,465,28,19697,264476,90843,21928,14669,5605,3805,1480,616,247,21,0,0,64,23198,260347,92368,23256,12572,5981,3152,1504,782,164,27,0,0,122614,151013,59930,27140,16233,11877,8900,7294,5807,4930,3884,2856,848,89,120348,126049,67268,40289,26907,16034,11457,7103,3915,2066,1119,489,211,160,496,150,184,324,586,1155,2216,3075,4199,6117,10481,21197,58551,314684,32827,29465,31808,34827,38185,40580,38782,36513,33696,31660,27491,24259,22315,1007,43051,198967,61312,34245,21740,15602,11846,8692,6891,5306,3955,3393,3643,4772,576
0,26,271,1106,3533,8027,17914,26262,28384,26753,23894,14041,2253,70,0,18,310,875,2053,7188,15009,22358,30689,30843,26175,14636,2368,12,0,198,2191,9062,13120,17070,21176,23904,24541,19495,13962,6518,1297,0,548,444,565,872,1926,4027,7370,12859,18336,31993,41122,28897,3549,26,292,556,1569,7153,16591,22506,27591,28104,23122,14572,6529,2885,974,90,0,0,0,5,57,4269,26945,59491,40380,15314,5282,678,105,8,0,0,0,5,86,3965,30880,54442,39739,18831,3699,773,110,4,96,461,5406,13683,18166,19278,21968,21090,18112,14508,11072,5727,2568,399,206,374,380,478,775,1344,3351,12281,38478,56957,29268,7112,1524,6,255,1467,3782,5360,6715,8774,11412,14909,19374,23842,26537,22874,7196,37,6,82,230,588,2186,6378,12667,19793,26608,32257,30747,17531,3276,185,10,1880,19201,30039,29731,23929,16864,11668,8449,5810,3118,1333,439,63,139
0,410,9268,42928,81179,103151,111144,123163,117217,88192,63835,36029,17567,1186,0,435,13787,54818,77030,77099,77478,83481,94371,106068,110192,83252,16756,502,0,635,7066,25416,56906,78987,82371,86837,89005,94841,114898,128170,29781,356,38719,77835,64609,55506,53030,50937,50732,61622,66217,84875,91433,73332,23341,3081,3824,2923,14809,33962,49740,57614,60077,66176,71605,77422,90199,108188,100570,58160,0,3,139,2240,2657,5208,8523,26054,68343,98554,180240,162676,148484,92148,0,3,164,2067,3136,4687,9795,23082,56533,125354,143867,171823,168983,85775,3379,2535,5809,20999,53400,69625,70255,71630,75169,82424,99235,118548,100320,21941,12410,43909,50245,53529,55842,56025,53077,60262,64751,92903,117152,111237,23521,406,3136,24430,77558,113117,122252,113064,99281,81814,62670,45613,29767,15255,5471,1841,86500,121792,97260,75770,63827,56869,54243,53573,52234,52118,42327,27616,7729,3411,2142,6352,7410,13903,24352,37260,53448,74152,92308,100163,94660,93196,109410,86513,537
1,8653,32538,49410,69825,67768,74477,71859,58571,37233,17595,4568,878,147,2356,7015,22086,36594,46991,60499,68719,68394,67731,55475,41486,15030,1036,111,5533,7536,20028,28453,33663,37073,40152,49019,59209,77205,75322,54081,6136,113,26858,40050,33875,28856,28909,32984,37477,47151,55950,63248,59027,31835,6891,412,14194,6002,16921,25487,34921,43162,49118,49269,47764,48143,50385,49821,38896,19440,0,25,7222,10036,11089,26692,33511,59316,66619,61075,71171,48882,41834,56051,0,19,7174,10050,12949,24581,38054,51235,63083,77753,56680,50389,48294,53262,12520,2634,9245,20124,29506,35715,46081,54614,62592,62617,59278,52857,36734,9006,17539,9737,16495,24062,35387,43712,62537,61510,69009,62997,52225,33070,5111,132,11861,45098,50552,43718,45558,45778,44399,42077,39572,37674,36451,31159,17949,1677,46315,59460,47465,40869,37857,38012,37809,38249,37378,37494,30091,19932,10340,12252,4696,12676,21475,28470,32329,34778,37551,43687,54304,60123,49256,39095,41070,34013,125
0,217,11013,47827,37254,29620,27506,43356,118628,211988,232805,82042,27082,8061,0,39240,68148,26002,19754,36476,84632,158137,190079,132658,71052,32669,15418,3134,704,87813,47648,48106,92453,139747,151485,131123,87507,47312,22160,12118,8665,558,24912,45767,64221,72669,84933,103381,123668,135260,106468,71826,33443,9284,1476,91,15223,89490,51468,75105,109132,128744,128577,110373,81188,48895,23625,10007,4798,774,0,16332,136787,209362,184356,178153,83302,46333,14527,5011,2193,685,267,91,0,16570,140174,198775,201718,164408,92462,39032,15119,6417,1597,712,339,76,34567,61781,55107,79035,101374,113472,114104,107252,87657,61504,33992,15098,7801,4655,25807,93062,34301,32109,53280,93854,130162,160689,130445,79437,28018,9072,6884,279,17918,15456,10784,15928,26404,45189,76242,116260,152721,158959,114202,85355,41494,487,165,1704,5481,11563,21289,34882,51717,72603,95579,130358,157334,157470,126391,10863,2555,54074,78699,109079,139430,139828,119404,90274,61230,37111,20629,12620,10248,2218,153
15650,40220,25958,21147,22535,14937,16152,13584,9297,5099,2666,2117,3101,1928,34385,42492,31420,23723,15524,14223,10942,8445,3842,2482,1603,2188,2573,549,47102,43984,32312,19967,16162,11769,8559,5532,2501,1634,1481,1816,1404,168,6624,13566,17771,23797,29225,27764,25763,20605,13676,7654,4410,2352,1016,168,2445,45860,30643,25195,21853,19268,15434,12235,9898,6839,2787,999,629,306,3,82488,89439,17130,3057,1441,468,247,80,34,4,0,0,0,3,86316,84851,17934,3205,1255,501,185,99,38,4,0,0,0,19934,40946,31150,26118,20360,16434,14627,10788,6526,3239,1392,1077,1007,793,14314,56106,38688,26454,22473,14226,8473,5750,3042,1777,1109,973,872,134,2328,4785,1942,2154,3100,4622,7191,9384,11017,13157,17437,26212,39311,51751,532,2401,6755,11750,14161,16204,17564,20244,22648,26547,25543,20123,8962,957,992,35593,32645,26512,20488,16992,14158,12444,10780,8682,6095,4047,3304,1659,320
0,0,59,536,3160,12551,20128,39393,37671,50825,51363,35611,9185,984,0,4,283,2204,6220,9436,19140,30436,33775,45971,55714,47589,10017,677,0,431,3364,10350,17687,20090,26433,26339,34637,40981,43910,31370,5361,513,3297,720,3115,5741,7615,8441,8981,12884,17729,31841,54663,71503,33643,1293,2697,1736,9066,12399,17433,18892,21947,26847,32968,43250,41915,24001,6751,1564,0,0,2,231,1126,6836,20482,47877,34618,41728,63430,33028,10034,2074,0,0,0,229,1371,6292,27090,38206,34023,56153,48990,35088,12419,1605,1960,2762,16332,16501,16603,18296,20781,24033,28596,34349,38896,29377,10868,2112,2649,516,945,3269,5273,6161,8181,13855,24061,44937,65774,74051,11153,641,1956,3557,4454,10057,15906,21896,28645,34616,39218,39009,33353,22071,6187,541,22,453,2158,6389,17465,33859,44247,41809,33084,26520,20636,20067,12374,2383,74,11892,22323,24027,29325,35364,38422,35840,28957,19646,9951,3977,1557,111,161
