band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
188824,637931,104784,53880,28938,23740,10913,6665,2912,979,353,250,80,385406,480067,74327,38004,23588,20372,14157,10560,7249,4630,1485,344,60,446631,377089,87885,38865,28074,22436,17984,15866,12391,8556,4032,387,53,74790,170841,156557,141178,115259,90806,78636,72403,55127,43608,32354,22185,6505,133813,391558,145620,84859,61235,47047,39641,34761,31527,30439,27792,22263,9694,0,4363,164827,470308,145150,117388,55610,55616,28931,11522,5153,1302,79,0,4397,201854,419215,179888,101192,60349,47612,25303,14470,4991,892,86,296094,307056,136168,85647,51894,37598,29441,26367,24977,23615,22927,15721,2744,371074,307332,134967,80917,62127,37969,27781,17492,11791,6168,2297,286,48,20622,2713,5031,9617,14247,19305,25169,32407,44077,70882,131051,304038,381090,101894,67136,57071,56270,57025,57170,59725,66608,83836,124068,167642,136861,24943,127820,299793,149619,91224,66608,55456,46041,39175,32967,27121,24383,30975,69067,563
0,79,638,5133,15624,32839,56518,85780,87016,96414,99051,23844,1197,0,135,2425,13101,33805,38435,43360,53033,80057,99420,118911,20545,906,1,1849,26429,34939,31767,37588,46657,65116,79844,93972,74588,10583,800,4941,5522,11523,19863,31472,44609,73663,88192,103396,79999,34604,6234,115,3933,2685,16623,26037,37572,61642,74405,84725,85189,68710,33523,7234,1855,0,56,19591,48860,40601,65641,48903,71177,80545,61832,44054,19410,3463,0,121,22419,43792,49099,58446,57329,66771,64255,78755,43258,16033,3855,3131,5192,20170,25558,32330,47766,61466,75061,80404,78114,56183,16130,2628,3733,1216,1828,4435,10884,30554,58285,102114,120802,109580,53399,6609,694,3524,11135,41859,55801,60142,60994,58566,53086,47909,44065,42321,24051,680,85,960,5003,16344,36071,57012,73920,81495,83908,75080,52823,17568,3864,806,12527,31707,47552,64904,74786,74783,66583,53992,38466,23263,12365,2398,170
1616,34059,64268,55101,44135,30337,27393,17059,19093,11857,11221,10262,11562,1596,15676,35347,39012,44978,34310,38816,37568,27583,21393,17854,16064,7809,2455,32446,40650,40231,37137,36016,28979,31673,25922,20941,20595,15579,5501,13488,9856,8539,11030,13491,13621,19944,21507,26599,28526,43488,64676,63607,12025,16521,15430,17743,22836,31259,38429,46503,42900,39626,27864,17501,10843,6038,8864,4977,17448,22307,52043,40574,58031,37068,19160,18931,22306,32251,6256,9007,5147,14277,31140,49201,45511,51956,30749,24012,19717,19292,33733,12888,22895,29249,30492,36679,36425,39537,33433,31994,26730,21050,12931,4712,11798,9434,12700,13909,17414,20129,23329,27680,38239,58333,68691,32893,7896,7084,9316,11117,13236,16997,20282,23012,25333,28741,35858,46186,55896,44324,15282,26201,37112,40242,38121,32794,28236,23045,21046,19088,18428,25399,8482,11569,44519,38494,39587,38302,33406,28463,24726,21360,17986,15036,13506,7391,617
358751,49505,8954,3060,1380,734,329,185,76,57,49,89,246,337762,56200,13638,6360,3542,2388,1529,926,437,214,101,156,162,315831,61638,18927,9806,5892,3873,2933,2162,1260,579,256,158,100,12817,29716,30335,28181,31126,33763,41714,49430,46968,49770,42763,22388,4444,64119,169752,68919,34270,21780,15649,12439,11092,9352,7376,5508,2605,554,28,43431,250502,92327,16994,11388,4367,3014,1001,309,53,1,0,65,53101,255231,76864,20224,9501,4663,2462,896,361,47,0,0,143783,142919,54095,25586,15280,11403,8733,6780,5539,4702,3366,1120,109,137051,126397,63859,37166,22862,15799,9396,5499,2798,1532,629,260,167,510,162,226,409,793,1691,2915,3899,5683,9696,19718,55216,322497,34997,31984,34909,38298,42099,43073,40731,37727,35090,30804,26126,26000,1577,66836,188085,57812,32501,20697,14851,10975,8129,6301,4612,3667,3898,5051,576
0,34,433,1926,4460,12550,23262,31285,30381,26835,17660,3619,89,0,44,378,1199,3583,10909,21128,29340,33276,30998,18113,3544,22,0,295,3865,10493,16018,19790,24005,27041,23327,16953,8785,1961,1,591,482,597,1154,2778,5664,10685,17254,28178,42400,36751,5950,50,333,653,2216,10933,20205,26056,31205,27865,19302,8797,3533,1328,108,0,0,0,13,271,12499,40052,66429,25310,6453,1337,162,8,0,0,0,12,422,12877,48420,58562,23139,7774,1200,120,8,114,762,7641,16034,19935,23013,23019,21203,16873,13174,7238,3023,505,245,376,421,595,927,2240,6531,26648,59482,42918,9981,2160,10,315,1838,4489,6140,7991,10416,13960,18900,24065,28162,26175,9995,88,9,103,296,902,3633,9496,17423,25684,33061,34509,22497,4627,294,18,3363,24278,32889,30340,22530,14952,10448,7271,4087,1725,556,77,139
0,1038,12859,59246,104385,114191,120985,132354,112047,71450,43001,22254,1459,0,972,20257,69635,85589,81090,90292,94740,111432,116361,98665,25605,631,0,1005,10523,35549,75874,86016,89991,92048,100977,115370,142199,45228,489,45115,83105,66465,59019,57075,54422,59189,67549,83991,97125,87425,31099,3690,3935,3971,19532,41576,57497,62308,68603,74942,81353,93382,111748,111424,64998,0,3,366,2694,3543,6868,12504,54786,100443,152737,188312,180009,93004,0,3,420,2752,3836,6538,15197,49900,91839,162467,194285,164470,103562,3477,2955,7845,31624,66592,75616,76319,78921,84682,101275,125226,114229,26508,15249,47794,55432,58947,59402,58913,59912,68535,90967,117919,125134,36521,544,3559,32446,93231,127208,128910,115764,97970,76348,55236,36482,19300,6700,2115,96311,128521,99866,77376,65665,59339,57929,56705,57193,49169,32975,10499,3721,2509,6922,8942,17724,30772,47025,68207,92070,106880,103900,99489,115148,95681,537
29,11207,37280,66147,76098,77297,71018,72780,48663,24728,6938,1173,165,3107,8362,28668,42943,55849,66435,76465,72438,65056,50952,21391,1732,125,5792,9685,23341,32936,38104,40650,47491,57905,78650,81808,66014,11019,128,30137,42264,35151,31352,31727,36987,45827,56209,66929,65748,41122,9531,539,14553,7498,20040,29848,40911,50650,53590,51694,51338,53648,53797,44167,21789,0,343,7578,12992,15128,33459,39352,78336,76714,63365,58634,50875,56747,0,465,8011,12100,18166,31482,46901,70944,68256,72770,60047,45201,59180,12725,3221,12163,23935,34424,42770,54938,65195,67355,64669,59145,42117,10866,18222,10738,17841,29866,39495,58159,66892,72357,70365,59753,41157,8532,146,12283,54016,51329,47406,49451,48806,46637,43616,41218,39807,35234,21435,2285,51324,62455,49310,42640,41065,40621,40938,40803,40707,34998,23804,11672,13186,5945,13972,24997,32132,35743,38599,42961,53277,64405,57116,43583,43381,37412,125
0,341,20895,50405,34380,31024,34009,83350,206338,258438,114936,33927,9356,1,52321,64281,22142,24857,58327,132084,196181,166183,99460,39802,17750,4010,781,97776,46436,62645,115593,163369,154234,116433,65584,29565,14193,9853,937,27377,53594,70099,81238,95984,122631,137615,133870,93651,45318,13769,2129,124,23949,88228,58558,92189,124540,142087,131054,101799,63725,32036,12620,5630,984,0,42803,133390,244849,201086,149803,59642,33322,8738,2338,904,433,91,0,45854,140656,229092,220045,137059,65387,27113,7904,2933,922,335,99,44803,59197,63863,92924,112835,124545,121098,104159,76416,44305,19069,9073,5112,33222,91833,34102,40724,69844,112346,163676,163014,106992,41803,11433,7931,479,19845,15019,12246,19836,33922,61444,103096,149172,175452,138229,94852,53440,846,215,2193,7002,14902,27414,44895,66725,91608,126382,164354,172026,146324,13359,3141,65534,87991,128633,153965,142913,113061,78684,48495,26055,14721,11440,2766,153
18593,42980,26406,23226,18224,17694,16091,13709,6207,3498,2380,3172,2211,39441,40672,34878,20731,17011,15393,9740,5842,3170,1795,2189,2871,658,50171,47323,30838,20574,14540,12481,7214,4030,1938,1529,1899,1630,224,7552,15488,19345,26629,32034,30569,26087,17255,9587,5522,2871,1244,208,4103,50093,30414,26227,22927,18725,15080,11906,8542,4086,1245,700,343,3,105830,67999,16929,2035,1038,315,170,68,4,0,0,0,3,111819,63987,14649,2521,880,323,147,50,12,0,0,0,24060,41680,34473,24404,20102,17385,13676,8996,4644,1807,1209,1090,865,17596,60312,38584,27487,19390,13913,6990,4347,2178,1365,1035,1019,175,3114,4323,2087,2511,3795,6048,9131,11058,13276,17258,25894,40532,55364,627,2937,8484,13454,16095,17854,20353,23090,27291,28537,23309,11137,1223,1971,40146,33641,26752,20608,16913,14243,12357,10260,7332,4658,3595,1915,320
0,3,132,784,5915,16592,32718,44929,48813,55724,42270,12195,1391,0,22,509,3519,7193,14803,26144,36624,42656,57704,57064,14338,890,1,658,5112,12892,21723,22234,29644,32584,43492,46277,38591,7596,662,3353,898,4028,6809,8252,9489,10973,16088,29423,51220,77024,41859,2050,2777,2288,10129,15109,19658,22120,25743,31546,43577,47765,30446,8581,1727,0,0,4,596,2392,11290,33677,47454,52045,51068,44976,15859,2105,0,0,4,449,3115,12217,39738,41896,41987,62403,44436,12934,2287,2052,4703,18461,17476,18161,21068,23803,27748,36027,40470,34869,14209,2419,2697,536,1539,3881,6138,7431,11297,20693,37936,65560,83623,19295,840,2218,3726,5814,12657,19468,26373,34131,40635,42760,37898,26786,8298,702,35,617,2892,9418,24781,42313,48139,39468,30858,23408,21588,15215,2734,191,15143,24367,26867,34134,39964,40811,34726,24694,13342,5179,1862,186,161
0,0,29,194,482,932,2809,5624,8563,16360,38752,21510,640,0,8,58,155,329,824,1795,4110,9246,22122,42009,15174,65,0,7,177,557,1397,2656,4959,9888,17373,27357,27890,3603,31,1134,2080,3168,4212,6417,9129,12350,16589,17570,14323,7603,1275,45,679,568,841,2099,4512,8758,13836,16960,18768,16293,10341,2139,101,0,0,0,3,213,1545,5226,16627,20373,20183,20338,9188,2199,0,0,0,1,307,1799,6450,15846,17586,23403,20388,7833,2282,395,341,1014,1679,2587,4310,7438,12249,18818,21452,17265,7575,772,627,298,347,493,933,2551,5110,11603,24449,31331,14951,3158,44,1960,8688,10595,13466,15592,15490,12920,8816,5042,2328,833,158,7,1,26,312,1687,4468,7733,11302,14088,15738,15465,13654,10756,665,67,631,2071,4634,8731,13826,17348,18129,14107,7769,4855,3147,580,88
55,29477,129171,147776,121250,106427,91399,69119,60750,51308,44989,31675,1047,520,13292,70519,109215,119166,125043,109763,93468,79478,68493,58247,36472,767,2072,10339,53798,89955,92239,100469,97511,96885,87593,93326,98892,57833,3531,44814,102217,74083,61096,57768,57576,65715,73573,89167,90322,94362,63883,9867,13463,55939,41982,31420,38325,56633,81615,93367,97914,96812,96576,89666,90731,0,0,4650,67596,53498,51064,42732,77805,76277,87912,114632,167342,140935,0,0,5426,66514,60243,45903,49777,69183,71711,95353,120000,151305,149028,15726,61060,50781,38906,38764,46010,68004,94998,102253,103674,104806,103786,55675,20349,60671,70465,71790,75884,81335,86223,92751,90075,95362,81358,53730,4450,7682,21584,120108,150759,117771,82307,63225,54625,53796,59397,76947,69942,6300,161543,116772,113152,106019,87456,62101,40907,26750,21443,23408,37370,77917,9605,26217,75954,38895,31274,32730,35985,41280,47774,57052,64845,76674,123994,231769,559
3383,17664,61337,125299,155621,182028,187525,153983,82504,31066,11780,3180,658,2744,52470,149092,156881,159009,152509,133626,109941,67893,25940,4452,1256,215,5660,61509,117970,127193,127075,126968,124835,120708,103524,76060,23443,955,128,110666,164939,201961,186960,134956,86198,54442,33272,21962,12989,5937,1579,167,51551,64165,79864,85836,96392,104376,109345,113327,110408,104876,72872,22028,988,0,579,3212,25192,36508,99629,113030,200084,171910,139292,115406,75445,35741,0,609,4263,23871,43507,94648,132749,178597,159376,157441,117219,66022,37726,48559,58857,83231,93927,97508,107440,109147,115147,111795,108560,72644,9006,207,74381,128916,169070,180447,155011,123009,87148,52390,28291,13191,3480,618,76,34704,41314,91644,121347,124195,117086,108139,98531,90286,81602,67487,35040,4653,31795,96349,112852,109302,99762,87147,77311,70920,71239,73858,75962,70651,38880,26340,27596,52786,67877,76729,85428,93118,97775,98840,93262,89065,103765,103447,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
16676,90247,47189,23207,11203,7072,3842,1558,436,194,145,168,474,45280,103765,31609,12097,4574,2505,1029,483,226,161,141,193,348,72208,76069,26345,12255,6602,3705,2282,1204,632,357,275,231,246,5595,5729,6748,8460,11184,14541,17428,22442,23961,26984,27442,22042,9855,11121,54938,36593,26792,20886,15758,11350,8837,7389,5208,2484,731,324,0,4,2572,24348,59419,61625,24275,17224,7352,3650,1634,289,19,0,4,2959,24296,66747,54758,26378,14454,6878,4166,1544,208,19,33746,69223,41525,19541,11127,8180,6842,5489,3841,1876,664,267,90,14133,33061,39827,42686,30169,19075,11061,6187,3495,1663,542,211,301,1503,429,861,1651,2088,2473,2990,3731,5147,8086,15308,40346,117798,13811,16178,16246,15872,15722,15242,15456,15442,17656,19752,21656,16535,2843,18843,83542,37926,17290,10639,7147,5127,3980,3125,2585,2258,2707,7242,588
0,92,9079,38484,55095,45724,45757,45173,41495,35645,28695,10525,198,1,2295,30132,49336,54447,42267,47299,40808,34838,29937,21981,2612,9,14,21037,80421,66615,53613,42374,38057,29134,17084,6537,965,111,0,8944,8192,9201,13952,18836,29510,42861,63619,72164,59340,24996,4203,144,7602,17818,64351,90762,83711,54190,23293,9653,3429,944,198,11,0,0,108,22004,176536,118797,33500,4309,666,38,3,1,0,0,0,276,25911,175796,122107,27312,4095,430,30,5,0,0,0,5589,21214,93904,90161,61825,41203,22842,11624,4958,1894,569,168,11,6202,5663,7147,12288,23029,47131,83676,92189,57896,18127,2502,112,0,2689,2522,3064,4938,8822,13815,21022,31064,42836,58981,84602,77171,4436,0,33,255,947,2268,4611,9876,20562,46415,93444,102758,68673,6120,2539,42293,115870,92020,52443,27024,13598,6089,2520,994,403,153,16,216
189,50197,135943,107733,89215,113668,132686,117360,61971,44469,28946,12326,3206,1562,70399,142785,153922,162452,145390,86045,53355,38986,24037,12206,5532,1238,9354,209419,254653,132202,83961,61836,46887,37654,29504,17759,10039,3937,704,119163,39401,33432,35226,42685,51873,63735,73693,78268,87169,100731,101732,70801,120279,143508,120643,84976,76435,75622,71678,66544,53772,39705,26809,13203,4735,4,184,22415,163288,175291,155139,93946,108738,69461,45434,34551,22353,7105,4,199,23218,153516,195225,135292,114341,98050,62497,53073,35467,19548,7479,143880,183882,130627,93032,76480,65990,58851,50598,38618,28554,17839,7209,2349,104518,45831,50238,65985,80978,96489,109017,118917,105216,78487,34289,6503,1441,39799,29210,22148,23592,27126,33383,40838,50061,61682,83072,125919,199450,161629,28608,53520,61801,62023,58677,50541,43763,37858,39270,48919,95135,218968,98826,152707,194422,111165,84086,72220,61553,52509,44646,36455,28089,22279,22053,15725,547
