band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
285662,553404,111519,46391,27317,20177,8293,5156,1514,444,276,96,460183,425150,67523,35715,22538,18314,13491,8435,6136,2243,448,73,512696,337248,72270,38319,27168,22127,18229,15591,10375,5557,605,64,85657,201196,156041,127639,133893,86891,82015,64354,50776,38598,25786,7403,178241,385349,134119,79989,62394,45104,39367,34819,33863,31061,24700,11243,0,9967,296827,405572,120052,100521,63204,38078,18871,5708,1358,91,0,7310,362479,337416,146029,87399,57563,36141,18215,6269,1333,95,344047,285010,138903,76747,48161,36606,30442,27053,25916,25215,18582,3567,435045,283377,122019,79276,54571,35607,22559,15455,8446,3410,431,53,20866,3083,6367,11860,17402,23660,31456,41982,65756,124394,294494,418929,107975,71335,60723,61460,61780,62586,67255,82578,119538,173659,162832,28528,164305,292676,146413,89454,66606,55114,45671,38117,31093,26453,32116,72231,563
0,114,1075,7601,20053,58299,70974,91725,100730,114995,37215,1352,1,204,3946,23707,34495,44782,61196,66923,98058,135946,33797,1078,2,3882,33805,36058,35295,46906,57545,78517,103790,90164,17172,997,5162,6409,15526,23404,40170,60994,87067,111635,95147,49619,8802,198,4058,3943,20968,32633,48195,72884,89708,93511,82091,43946,10115,2081,0,1063,28549,54087,46095,70268,69242,77302,85737,47801,20316,3673,0,552,33903,48645,55915,65820,65451,74593,82804,52109,20375,3966,3206,7752,23479,28206,41143,58999,76489,83903,86079,69929,22049,2899,3853,1313,2346,5774,18756,42982,89999,123813,129351,75022,10065,859,3968,15590,50309,62267,65794,65484,60241,53908,48800,46248,30232,1292,110,1340,7189,23391,48204,70624,85940,89984,85899,63318,23830,4304,1123,16383,37791,57757,74786,82515,77043,64023,46646,28348,14659,3058,170
1750,46366,68893,54254,42647,26883,26167,21269,14225,11392,11810,12307,1640,20344,41977,42715,45741,42168,36305,33189,28067,19269,17701,8890,3870,36285,47515,41946,37937,36122,34623,28147,25715,21913,17765,6287,14334,10885,9919,11244,16006,15837,24172,26736,29171,42727,66978,70363,13246,18195,16984,20533,27504,39555,43751,49534,45137,32371,20592,12078,6787,9539,5166,25466,27671,57096,59943,45407,27448,19474,21623,34378,6876,9167,6806,21957,39670,52983,55822,43258,26757,20583,21448,34671,14768,26822,30901,36736,36936,41355,39181,37699,30431,23989,14899,5298,12254,12112,10504,20227,18720,22822,26743,36868,46073,78734,48147,9241,7643,10825,11894,15723,19591,23575,26248,29444,36487,47236,59455,49261,17072,30196,41630,42482,39850,32977,27556,23459,21494,19768,26219,10773,15953,45667,42811,42729,39820,33861,28568,24220,20649,16732,15024,8311,617
369167,41235,7588,2859,1195,511,282,114,66,53,86,259,349290,47846,12451,5252,3678,2223,1257,650,316,113,170,169,325808,56260,17501,8946,5323,3823,2585,1760,817,305,179,108,15284,30908,32850,33735,34392,37856,51572,48964,55788,49907,26818,5341,80976,169135,64270,30797,20480,15395,12594,10578,8983,6329,3225,653,30,114016,217132,63906,13207,8955,4064,1524,506,74,1,0,68,98574,245732,50489,15411,7512,3604,1447,509,68,1,0,159019,140982,49284,23149,14694,10579,8328,6479,5320,3924,1522,135,149219,125072,61603,36685,22779,12994,7811,3768,2164,826,314,180,523,173,281,537,1156,2441,3718,5296,8878,18194,51791,330427,37677,34962,38715,42897,45719,46504,41960,38997,35566,29162,28449,2807,93786,173686,55080,30455,19689,14067,9993,7500,5527,4130,4060,5442,576
0,63,830,2536,7184,20264,29451,34604,30469,21520,5491,122,0,60,638,1675,6182,16898,27667,34703,36086,23187,5400,38,0,512,5233,13768,19129,24175,28139,27241,20024,11594,2714,5,630,543,730,1649,4042,8158,15136,25352,41502,44795,9905,92,394,798,3376,15658,24874,31158,32311,25116,12564,4400,1753,132,0,0,0,42,1332,29902,66988,40169,12133,1753,204,11,0,0,0,39,2246,32651,65751,38485,11410,1752,189,11,129,1255,10719,19244,22849,24862,24373,19837,15561,9368,3680,657,282,447,448,725,1371,3635,16154,52644,58744,14978,3090,16,405,2315,5279,7186,9544,13036,17955,23923,29438,29756,13504,193,12,130,390,1530,5926,14149,23841,32974,37974,28401,6769,438,24,5928,29760,35697,29987,20258,13235,9085,5448,2285,728,99,139
0,1624,22667,81862,116220,125707,143132,130410,92586,51714,27484,1863,0,1641,34773,84788,88761,90684,102647,113666,124871,113859,38718,861,0,1666,15738,50524,88305,95148,101018,104883,117693,149754,69817,723,52799,85607,71582,61397,62397,57586,70078,85334,102236,99579,42173,4501,4082,5650,26134,51641,65539,69903,77084,86042,94561,117599,124434,72600,0,3,1137,3189,4048,10393,34726,87798,156075,201438,182412,114050,0,3,1276,3108,4763,10702,32748,89473,155509,197446,188753,111488,3547,3705,11650,46999,78287,81814,83647,89449,102838,129437,130399,33497,18777,52847,59907,63635,68383,61488,71850,85515,118798,139989,53357,723,4306,43211,112187,140982,135013,117139,93443,68232,45268,24526,8493,2469,107668,136004,101804,79430,67823,63532,62332,61436,57215,39588,14378,4059,3050,7528,11228,22761,39751,60549,88592,111223,115094,107500,121890,106103,537
276,14627,52905,72466,80439,81959,81248,63732,34182,9812,1690,187,3667,10427,34059,51480,65521,79106,80746,75623,59199,30299,3252,144,6219,12231,27876,37092,42181,46839,58686,72869,92752,78095,18537,146,33478,45782,36160,32405,37376,43808,54237,69786,73822,52255,13665,749,14915,9679,24050,35306,49233,56622,56694,56653,56666,58896,50333,24476,0,2530,8134,15225,19682,43004,67534,81961,79075,63703,51498,61177,0,2184,9632,14008,24096,42907,64892,80783,77426,64736,51512,61347,12892,4187,16085,29861,40798,52002,64993,74313,71305,64903,49010,13174,18777,12183,25086,32671,51274,69478,74312,78172,67897,50016,13487,170,12958,63189,53211,52034,53481,52091,48839,45440,43397,39963,25738,3182,57102,65679,51548,44995,44361,44102,44497,44028,40805,28487,13752,14167,7059,16305,29037,36342,39827,43405,51784,66347,66280,49594,46163,41380,125
0,559,34580,49616,34887,33795,53035,168750,291069,157801,42403,10904,5,69936,53491,21676,37385,91759,192213,199334,131656,53477,21459,5008,2711,104960,49592,83604,149513,177576,148454,89933,40489,17950,11143,1474,30671,60536,80740,91479,112959,143166,151502,119856,63202,20101,3024,163,37766,83109,69173,112159,144867,150665,125990,84702,44246,16665,6769,1288,0,72285,163454,248349,199219,124985,49048,14365,4061,1069,464,100,0,70363,187258,234993,208964,112529,43914,13716,3983,1126,452,101,53478,59156,75589,107878,127785,135554,122825,95456,58502,24946,10552,5678,43204,88104,36085,50907,90719,153556,182764,142830,63319,16193,8908,810,21936,14702,14523,25092,46021,85647,139292,185182,167227,108226,68009,1542,307,2808,9096,19684,36268,58638,87016,120699,168134,187309,171086,16354,4189,78666,101620,151573,165293,141728,102308,63967,34055,17791,12687,3522,153
21193,44956,27800,22175,19954,20521,14644,10111,4613,2649,3287,2488,43568,45901,30809,19234,19188,14009,8803,4485,2270,2158,3137,829,54555,48711,31022,20031,14749,10787,6042,2595,1718,1963,1908,310,8747,16539,22531,31992,35016,29685,22636,14680,7136,3607,1560,262,6546,53413,31986,27661,22547,18545,14066,10843,5927,1667,800,390,3,134401,46712,10710,1430,770,248,101,16,0,0,0,3,131084,52159,8527,1657,635,209,102,14,1,0,0,29351,42245,34654,25669,20495,17155,11989,6721,2624,1323,1226,939,24712,60137,38874,26626,19772,10613,6411,3177,1531,1193,1122,223,3989,3776,2327,3048,4859,8123,11128,13361,17003,25584,41772,59421,745,3771,10612,15519,18298,20422,23522,27882,31196,26748,14080,1596,3974,44208,34861,26730,20813,16794,14269,12077,8916,5580,3948,2221,320
0,4,194,2399,10157,23680,43378,51173,60512,50825,17317,1827,0,40,908,4891,10909,20539,33768,46241,56717,65308,20922,1223,1,877,7388,16693,25200,28196,33249,41022,50012,46366,11574,888,3414,1221,5166,8097,9239,10773,14310,25534,46794,81704,52262,2952,2871,3390,12427,19028,21599,24855,30776,42696,51696,38577,11504,2047,0,0,30,1206,4702,22739,50798,47796,66107,48315,17314,2459,0,0,52,1054,5765,28111,46168,45949,62742,51793,17277,2555,2115,7435,19845,19080,21026,23734,28329,34783,43370,41060,17871,2818,2753,636,2090,5077,6595,9843,17002,33561,60893,90733,31179,1104,2655,3876,7742,15846,23658,32694,41062,46151,43103,32436,11311,932,47,865,4051,13882,34823,50925,48037,36247,27685,23239,18580,3085,415,19119,26602,31028,39638,44625,41219,31309,17922,7004,2301,284,161
0,1,77,294,535,1833,4398,9003,14101,37505,27146,1002,0,14,78,195,513,1310,3133,6905,19266,42342,22032,107,0,16,237,828,1995,4032,7784,15671,26623,32423,6241,45,1242,2477,3634,5236,7843,11475,15845,19055,16822,10265,1936,65,739,610,1093,2939,6550,12120,16598,20329,18810,12765,3202,140,0,0,0,43,401,3371,12751,20497,23545,22710,10075,2502,0,0,0,43,573,4030,12581,20018,23299,23022,9855,2474,414,428,1287,2065,3432,5919,10838,17479,23149,20083,9782,1019,660,346,371,612,1565,3665,8812,19613,35142,20624,4424,61,2697,9516,12183,15295,17223,15773,11747,6790,3258,1187,215,11,1,42,534,2574,6113,10148,14152,16392,17177,15015,12895,852,105,802,2736,6186,11532,16991,19769,17573,10082,5687,3653,779,88
169,47170,138092,164820,120601,111640,88187,66524,58528,48436,38793,1483,735,20307,80525,126682,138372,129339,108298,92443,76699,63822,46080,1141,2261,15572,67867,98338,106522,108561,103440,100850,95962,107783,72190,5097,53946,104982,77492,66448,61358,65632,74975,92130,95197,103142,76322,12819,15720,62316,41512,34855,47918,74922,95164,106970,103729,104695,99310,97332,0,262,8958,88322,46318,54780,67853,80785,95169,119544,160243,162209,0,102,12391,86179,52570,52205,64975,80432,95542,118441,161931,159675,19374,67725,50968,40894,43503,59307,92213,106552,113242,114230,113235,63200,24124,67683,73705,84569,82222,90086,98216,96012,104967,90872,65769,6218,8013,34534,145604,155890,111535,77829,62506,57730,61590,78531,81839,8842,171915,125199,121820,110186,84692,55803,34987,24477,24057,35446,83803,12058,34477,75573,38989,34010,36439,41490,48289,57847,67871,79306,124679,245473,559
4347,21689,82704,147590,186420,196598,191073,116621,49417,14503,4289,777,4181,69916,163808,176310,168753,162809,131654,88836,40613,7261,1634,253,7870,77263,132500,137574,138117,136579,132713,120102,93369,38036,1748,157,121397,185938,222122,184976,126589,75272,44504,28386,16612,7889,2127,216,55568,73201,87811,96316,106653,117571,121496,119662,116582,89885,29861,1422,0,928,8026,30574,54076,128607,178519,193039,173364,129043,79671,40181,0,874,10053,28502,66553,127218,172730,190930,170630,129373,79137,40028,52476,67413,94161,103389,110267,115019,122402,123825,119549,91131,16165,231,83314,142906,187196,188629,160954,116389,71293,40642,18544,5207,856,98,36703,51065,109105,133571,132876,122180,111373,101182,91011,77887,42836,6239,38243,108620,122429,115495,102948,89400,79592,75457,79800,81993,76628,45423,28791,32008,62089,76478,86648,96822,103717,107313,103467,96240,109322,113133,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
24750,94409,40406,21731,11149,5489,2522,886,241,159,177,492,61348,94772,28225,9614,4694,1742,764,341,192,151,205,363,83804,71197,23779,10652,5821,3344,1700,824,465,305,258,262,6146,6077,7750,10019,13726,16545,22234,24628,28737,30673,24459,11417,15187,58124,37256,26343,20390,14923,10653,8462,6570,3213,922,368,0,88,4623,42011,64996,50940,22021,10214,5137,2019,340,22,0,59,5750,41997,73026,44495,19740,9960,5002,2048,314,20,39139,73671,37980,17649,10542,8020,6636,4895,2579,888,301,111,15820,36065,45512,42960,28949,15841,9099,4455,2353,795,254,308,1523,511,1134,1968,2394,2885,3664,4851,7655,14306,38031,123489,15141,17592,17495,17210,16854,16331,16715,18184,20808,22914,19853,3314,25488,86211,33990,16051,9744,6697,4740,3731,2958,2464,2811,7526,588
0,295,17665,50301,47732,57060,47253,45653,41720,33749,14199,335,3,5504,37751,56182,52429,51562,45904,41352,34564,26111,4574,26,45,32706,87872,66835,52760,44288,36423,23110,9964,1784,175,0,9669,8744,10903,15663,25211,38063,58995,76140,70971,35242,6167,194,8300,24093,78219,101833,79177,40800,16039,5547,1613,317,24,0,0,1129,47890,203520,83061,18500,1761,91,9,1,0,0,0,1102,57691,201397,80552,13852,1275,83,9,1,0,0,6086,31337,107169,91666,56921,34047,17216,7626,2846,818,217,13,6582,6157,8294,15635,32669,69491,100427,79225,32528,4729,225,0,2864,2809,3613,6359,11332,18268,28320,41503,57776,85529,90470,7119,0,51,390,1372,3268,6967,16095,36774,86672,114425,81436,8512,3044,59035,125647,86067,44925,21537,9661,3885,1421,528,192,20,216
275,70420,144158,107877,98877,129455,150121,87367,55801,34262,15554,3742,2646,94066,154905,166952,185022,122051,69002,48947,30698,15417,6711,1492,13320,258165,240825,125198,79574,58308,45759,35724,22917,12346,4936,837,123530,40417,37496,40166,49172,61942,75766,81054,90831,107995,110432,79108,130962,156363,120352,87457,82353,80377,75105,63763,48083,31491,16268,5335,4,1106,43939,210211,160976,150715,117515,81856,61118,38703,23740,8026,4,360,49333,201439,181133,141208,110481,84055,58711,39667,23455,8063,159526,193614,130608,95303,77586,68451,58784,46414,33925,21954,9079,2665,109206,48415,58221,78036,93164,109702,124520,122155,95960,48073,8798,1659,42822,29906,24250,26363,31594,39734,49505,61296,81798,124386,204207,182048,32459,59779,67219,66607,60641,51401,43489,40562,48728,86193,219116,121715,179106,189798,112221,86561,73719,62033,52415,42906,32838,24912,23809,17591,547
137360,138521,15149,5835,1817,1316,622,525,340,326,447,993,200848,84566,8716,3677,1687,907,487,359,289,383,592,740,215297,62565,11848,5652,2087,1606,1099,734,588,579,576,620,12449,6623,7289,11114,12510,16969,31546,29903,52669,51448,45333,25398,36177,107735,66333,38469,24729,10966,7185,5194,3311,1538,812,802,0,7039,19752,74469,106256,70140,16230,5746,2576,878,162,3,0,6261,24137,65720,134860,49933,13342,5323,2550,955,167,3,84828,131602,47454,15633,8965,5297,3857,2530,1428,767,583,307,40671,78197,59685,46931,32234,20143,11660,7188,4161,1247,543,591,3753,1181,1009,1379,1600,1763,2145,2798,4537,8891,30148,244047,16601,26031,29469,28670,28883,26837,26044,29829,31635,29739,21427,8086,62674,158028,41574,14748,7915,4567,3148,2347,1734,1337,1573,3606,589
0,1208,55459,222724,241601,159730,85074,42509,17080,4341,475,56,0,3685,75170,197389,200121,145121,101617,63380,35508,7871,372,23,327,5504,30571,114021,172688,166436,133136,105550,75570,26035,408,11,175164,303502,165532,89162,46759,25285,13429,6947,3152,1114,200,11,7411,24657,141593,215620,179552,120747,79578,43270,15295,2272,223,39,0,596,3628,1699,1047,3182,10662,27251,57828,101478,158416,464470,0,434,4091,1409,1261,3320,10713,27936,58677,101139,157825,463452,6443,1545,20442,94977,190330,207287,154456,100347,47791,6466,153,20,39142,173133,174390,154176,127813,88889,49800,17722,4315,773,90,14,7287,130892,176373,143735,108608,84445,66570,50865,35822,19711,5786,163,49,1166,4877,13195,28654,53781,97688,167292,238978,181411,36035,7131,5201,4059,23734,57756,96437,135709,167510,156577,98133,50528,28109,6503,514
