band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
0,0,14,170,1443,10727,88704,363132,18799,0,7,147,1668,8689,41581,132651,284296,13950,2,1243,4768,15470,37110,74621,137556,196568,15651,837,1530,3995,11093,28350,79419,172314,177241,8210,1139,5767,11939,36283,70587,109748,132051,96605,18870,409,7907,25927,77029,79932,121863,79634,71021,19267,379,7758,30894,74512,91091,104974,89874,63951,19556,736,5202,12936,26508,42851,70911,122578,147215,54052,257,368,612,1593,6963,33842,150794,274257,14303,2256,92104,89164,88537,77744,66381,46605,18203,1995,18,829,13676,70435,116165,126076,101492,46465,7833,2587,26782,71987,94747,100257,86805,63767,32805,3252,80
0,0,361,8950,46669,87524,74455,37263,4393,9,720,7908,34559,66295,77271,52942,17321,2590,312,13009,43344,60498,64526,48217,23333,4904,1472,4886,3944,7860,14710,27477,53581,98438,48316,403,5571,18655,38607,52607,61689,50416,25804,5363,903,266,40014,57510,99211,41276,18125,3089,124,0,275,39109,67130,91532,44196,14000,3293,80,0,4600,19887,41753,54832,55934,45174,27010,8042,2383,2967,3563,11031,25310,46493,86929,72841,9283,1198,6348,2250,3105,8075,24398,58512,88448,60952,7527,174,1337,7374,24386,45303,61071,65806,44474,9690,6670,50306,81784,65287,33904,13722,4450,2505,987,178
2,3,0,1,1,0,1,1,5,3,2,4,4,4,7,2,11,12,1,2,5,8,12,9,9,21,10,58,8,6,2,0,4,3,1,2,32,21,12,11,6,7,6,3,0,0,0,9,7,4,6,10,0,0,0,0,10,6,2,9,15,0,0,0,0,3,31,39,21,19,35,13,44,27,6,9,11,8,6,35,22,89,6,0,0,1,0,0,0,10,70,0,0,1,0,0,2,2,56,0,0,0,5,73,16,4,2,23,339
3482,47798,119607,162626,168826,151659,151716,292047,76741,4561,12379,40379,98631,134278,161457,201324,436793,84700,4323,20734,45639,74471,105842,142134,214002,449267,118090,4623,4759,8105,13682,21878,41873,83228,357277,639077,3296,4100,5834,14488,47634,121366,243243,416753,317788,1,1318,1827,6724,15404,84246,258343,432989,373650,1,1303,2204,6501,19024,74175,287973,409869,373452,3104,5527,19364,43385,72835,116696,200334,368440,344817,4432,4786,7039,10010,16479,36923,137095,754689,203049,13506,162585,136886,145828,153411,147379,148196,162767,103944,157149,333340,382818,214966,54642,16760,8741,3151,2935,9557,72244,137887,160413,170253,186964,213879,172300,51005,469
15,9959,30218,28669,32054,45765,54082,37966,4290,91,12425,37616,21303,28547,43256,59027,38723,2030,1027,16449,38906,33511,41106,56284,46377,8040,1318,31342,47356,59289,54066,29411,13694,5695,2023,142,17556,24661,34317,42040,44681,38648,26595,12935,1585,6547,63215,77181,67822,19928,7173,1059,88,5,6099,62858,86417,60747,20308,5332,1178,74,5,15177,25062,38527,39348,46456,33453,28480,14154,2361,20568,36232,30283,33068,44244,47554,25151,4683,1235,11626,16132,50370,64020,51154,33129,14061,2466,60,102,3500,14938,27273,34382,40945,48158,48227,25493,9541,15126,29299,38330,44068,43235,32595,21005,9819,352
13419,17905,10732,8324,10196,12973,15580,9703,178,5983,14472,12293,8610,7724,10383,16682,22723,140,1874,10156,12891,11286,10318,11726,18997,21680,82,9378,17852,13482,12145,13106,16057,13440,3317,233,550,6774,16032,18382,16303,18039,17712,5194,24,6,470,1476,5297,8827,22019,28513,27944,4458,5,450,1678,4832,10599,18640,31258,26881,4667,343,4432,13188,16012,14410,15751,19542,14741,591,8457,15729,11687,7946,8377,11477,19885,15393,59,614,12787,22348,20144,16124,12200,8514,4744,1535,53,572,4385,18605,30763,25863,13193,5125,451,71,2303,8316,19559,29822,28265,10101,551,22,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,2,0,0,0,0,13,1,0,0,6,256
0,0,0,0,0,0,0,0,0,14,7,0,5,2,1,0,8,5,39,19,2,16,6,5,5,5,1,208,1,1,3,1,3,0,0,0,323,27,5,3,5,5,3,0,0,0,2,103,35,0,0,0,0,0,0,2,146,44,0,0,0,0,0,234,209,161,127,67,36,20,35,0,854,52,35,6,7,7,17,32,5,113,0,0,0,0,0,0,0,170,470,0,0,0,0,0,0,0,54,2,4,11,25,109,30,7,5,235,598
10944,18900,14873,14727,20031,18130,11915,5995,1166,20754,19002,12199,12863,17115,17805,10620,5889,455,24270,18072,13762,14261,15116,16176,10327,4608,125,12120,11616,11467,13344,16600,21873,19710,8784,1227,11365,15417,16716,18373,18139,17806,15326,3635,65,12960,21940,27376,26324,14680,9865,3151,580,0,12798,21611,30277,23893,16437,7998,3393,469,0,11710,18889,17109,16577,14755,15778,14240,7408,336,18068,13522,11685,10600,16004,22054,19863,4821,104,681,3136,4184,7825,13347,19372,23738,27764,16670,740,6140,14042,19834,20600,20387,19070,11042,4843,3781,21629,25843,22811,18896,13885,7498,1758,636,22
414028,179190,66495,25341,11113,4231,1575,798,653,226640,171654,110507,84035,54507,35023,16204,4346,508,181059,122128,86006,75541,75793,74519,63316,24647,415,30870,32271,59675,92877,129102,139233,130099,76631,12666,77390,81852,52231,48190,54198,70570,103105,137230,78658,242,143673,141349,197135,130848,74105,14745,1326,1,292,139064,159029,178791,148568,60867,15927,885,1,108073,79692,62861,60392,64142,79074,108389,118759,22042,75178,118255,115189,109396,91433,84232,73878,35069,794,8843,3475,16065,50643,88062,104536,109209,119874,202717,362178,83830,56702,46408,39203,35383,31801,27408,20511,96138,80510,56970,54213,56767,62645,65225,68416,162540,574
351,12553,37247,61810,103951,148262,252017,234373,22703,550,13009,33953,56308,100447,181324,237183,242671,7822,1200,7747,26820,69432,118267,179305,239581,224740,6175,101833,105171,88453,81624,90585,101589,130619,149164,24229,19105,40265,64744,76576,99681,162529,212686,168779,28902,0,998,5392,14546,19807,52362,91826,200642,487694,0,948,6346,13641,23785,46391,102368,188737,491051,12092,11505,32094,68027,107426,160353,234531,216557,30682,33280,53788,59785,75279,97424,134241,190364,219209,9897,46080,231397,174865,141644,111556,78618,53557,30266,5284,7946,83483,161066,152388,114371,103729,112245,108685,29354,9931,19975,49401,96243,148392,194789,184965,123593,45978,474
316793,15142,836,187,44,13,4,4,10,325706,6357,656,197,61,23,13,16,4,329172,3003,500,188,95,44,16,13,2,53110,30139,26760,26024,29356,31317,37549,51473,47305,159836,90528,46268,23300,9597,2743,595,152,14,259835,72989,184,25,0,0,0,0,0,268136,64685,196,16,0,0,0,0,0,259624,63504,7171,1655,664,275,104,30,6,157613,61720,39889,27785,20674,14312,8033,2972,35,5,22,31,80,257,622,1655,5801,324560,23884,39924,41367,38627,34012,32730,35582,42487,44420,213093,107558,9174,2124,666,249,94,48,27,281
265536,102093,20568,6515,2895,950,637,598,169,289872,83773,15715,5338,2256,1216,770,875,146,310720,59254,15349,6921,3505,2007,1173,859,173,16136,20544,44690,77162,101336,76999,40407,18122,4565,132641,110846,56137,35940,25562,18803,12707,6040,1285,33,49780,138188,146394,47152,15383,2728,290,13,41,49103,157054,132162,47095,11447,2834,212,13,207987,97560,41759,22402,13635,8667,5265,2399,287,104798,163423,83645,31039,10405,3862,1810,815,164,4262,1147,1216,2032,3685,7259,16142,48328,315890,36925,34639,37946,40978,43911,50315,66067,68176,21004,147348,113403,51904,30861,19923,13350,8789,5809,8574,569
