band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
0,0,0,14,94,459,2047,9740,46640,212377,210857,761,0,1,10,143,927,3203,13890,33918,85799,178652,166222,224,0,238,1781,3994,9613,19257,38563,59768,95425,137456,116448,446,609,829,1584,3340,7222,14935,30298,66407,116964,167672,71880,1249,600,2936,5571,9738,23320,44044,62916,86338,99519,88058,53483,6466,2,3343,7839,23059,53481,68546,64559,92238,60910,64972,32873,11167,6,3556,8824,26645,52718,65208,65978,86673,69288,60820,31327,11946,295,2336,5443,10800,18516,27227,37756,56771,84812,114713,98019,26301,176,256,307,498,1037,2675,8919,29767,87895,228405,122708,346,256,42856,73820,66592,66958,61932,55048,48724,37695,21260,7158,690,5,153,1672,12693,47389,77007,94388,93892,81514,48328,24149,1799,635,10180,32863,57678,70058,75379,73112,63260,50849,32497,15795,683,80
0,0,13,348,3987,21523,48854,68779,56825,42769,13551,2966,0,195,1077,7365,22325,41591,57891,56318,42595,23785,5051,1422,30,3121,18660,34854,44854,48324,45895,34168,20414,5987,3012,296,4225,2338,3889,6238,10208,15378,26031,44151,72233,65548,9317,59,4040,8070,19747,30976,38624,45139,44474,36475,22156,7297,2308,309,0,11237,40786,45767,76964,50273,20586,10789,2826,377,10,0,0,12444,43049,51021,73147,45822,20981,9778,3075,289,9,0,3320,8343,21657,32920,40297,43095,40509,32039,22192,10689,2774,1780,2232,2069,4056,9204,17576,27589,43761,69806,62495,17592,3023,212,5087,2437,1680,2499,5133,12243,25866,47743,66313,60026,28358,2230,75,483,1901,6426,16084,28548,39313,46815,50933,41020,23093,4924,2862,22122,51443,62333,52105,33637,18272,8899,3769,1701,2123,349,178
1,3,1,0,1,1,0,0,0,1,3,3,2,2,2,3,4,2,4,5,1,4,15,5,1,0,3,4,7,7,7,8,7,7,19,7,54,6,7,5,1,1,0,4,3,1,0,2,11,35,10,9,8,7,4,5,5,2,2,0,0,0,2,7,6,3,2,6,8,2,0,0,0,0,1,9,3,3,2,9,15,0,0,0,0,0,0,3,21,36,18,16,13,30,15,9,33,31,10,3,6,10,5,7,5,18,25,15,81,12,2,0,0,1,0,0,0,0,0,10,70,0,0,0,1,0,0,0,1,1,12,46,0,0,0,0,1,40,44,9,3,2,1,23,339
1178,17671,57616,94422,123668,123259,129300,106884,110709,140641,243661,25493,2337,7555,12932,34495,67417,93353,113680,119916,150587,188042,364381,19807,2613,8765,23087,36231,53000,71669,86980,110798,144620,231802,383944,20993,3708,3045,4315,6419,9256,14318,20352,33507,55712,129881,463053,430936,2677,2326,3625,4602,9089,22648,51404,100347,167124,253040,379292,178328,0,44,1457,1645,4344,8801,20026,73203,178368,311189,287900,287525,0,39,1560,1909,4295,8493,20862,66050,194890,302489,285454,288461,2442,2534,6563,16456,29478,45707,66712,91019,140720,216869,358473,197529,3598,2839,4445,5375,7357,10500,15515,30040,79598,311201,669118,34916,5650,73693,132436,101198,108054,115060,113709,109795,110397,117122,124350,63038,90106,225120,270601,287480,183365,67901,24019,11083,7118,3633,1699,2377,3046,31820,77385,107437,119456,124402,131021,142751,159916,151546,96413,29309,469
0,2699,16743,20750,25528,18015,27404,35541,42612,32080,19224,2422,5,2231,16054,31842,18342,15785,24439,34540,42927,43427,12139,1287,130,4914,21241,30097,25242,25104,38790,41765,37220,15804,2065,646,21769,30698,39885,45635,42253,28440,15658,10820,4879,2062,914,5,13398,15201,20702,27233,32026,32561,31877,28905,21864,12796,5723,732,0,30340,56298,60305,55503,26220,9241,3959,975,160,16,1,0,31422,64329,59623,49171,23862,9627,3727,1099,136,20,2,11915,13603,24599,28649,29147,33463,31582,25065,21926,15571,5952,1546,13631,25984,24079,23389,22704,28934,36042,37186,20539,7808,2090,632,10362,5303,22037,40426,48624,43087,33511,23081,12158,3880,539,10,23,913,5071,12533,19649,23673,27278,32000,36092,36065,35380,14341,5628,9675,15501,23162,28018,31527,34022,32066,26059,17228,15130,5002,352
8584,15381,10077,8014,6695,5998,8063,10737,10621,11832,2989,19,2932,10681,10619,8516,7119,5401,6081,8116,11423,19738,8379,5,764,5665,9032,9460,8654,7775,7781,9120,13240,20195,7319,5,4423,14768,11580,9941,8785,9501,10743,12279,11058,4922,907,103,170,2691,7818,12677,14221,12134,12692,13677,13944,8130,850,6,0,136,508,1308,3413,5967,9262,17501,21653,22801,14707,1754,0,157,527,1449,3324,5799,9442,15506,23518,22351,15323,1614,113,1546,5657,10647,12181,11228,10572,12192,14458,14620,5735,61,4339,12741,10390,8403,6193,5570,7059,8978,14048,17222,4061,6,171,4068,14594,16916,15410,13412,10847,8799,6779,4594,2587,833,12,196,915,3887,12293,21023,23781,18134,11031,5341,2264,133,22,708,2916,7044,13248,20602,23413,20383,9275,1313,77,9,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,1,0,0,0,6,256
0,0,0,0,0,0,0,0,0,0,0,0,14,2,5,0,3,3,1,1,0,6,3,4,36,13,10,1,16,6,2,3,5,2,4,0,207,2,1,0,3,1,0,3,0,0,0,0,298,46,7,4,2,4,4,3,3,0,0,0,0,0,16,89,35,0,0,0,0,0,0,0,0,0,27,121,44,0,0,0,0,0,0,0,174,177,154,99,103,57,53,17,16,21,18,0,839,41,39,22,6,5,3,6,14,13,27,0,113,0,0,0,0,0,0,0,0,0,0,170,470,0,0,0,0,0,0,0,0,0,0,54,1,4,5,7,16,80,48,20,7,2,5,233,598
6817,14316,13056,10528,9935,14056,14962,13935,9278,6473,3015,310,13363,19847,9763,8982,8381,12666,13622,13114,8621,5685,2637,21,15549,19136,11137,10282,10996,10862,11714,11981,8328,4876,1839,17,9168,8742,8825,8468,9682,10593,14843,16699,15721,9779,3752,469,7430,11230,11652,13186,13470,14041,13527,13280,12428,6015,563,20,5052,16020,20369,20835,20277,15044,9108,6440,2674,988,69,0,5641,15314,22772,20959,18719,14315,9386,5908,2910,887,65,0,7114,14073,13648,12873,11811,11959,12142,11198,10902,8579,2438,65,14541,10826,8834,9074,8343,8412,13973,17930,16691,6574,1485,38,138,2129,2376,3358,5395,8284,11884,14981,17357,19551,21991,9273,311,2468,6845,11298,14730,15642,15099,15350,14771,10791,7103,2290,1215,11701,19159,19178,17512,15232,12913,9935,6452,2195,817,428,22
310662,223734,84999,40318,21715,10259,5978,2733,1321,677,532,496,165880,162257,105976,74688,64086,49127,34965,25387,13446,5965,1349,298,138663,111129,76435,62966,56195,58773,54210,56675,50304,32673,5185,216,24803,20561,29564,47888,65904,82430,109988,102890,100582,76795,37006,5013,43459,82345,47192,38477,35842,38376,45040,53700,72756,97735,99150,49352,38,63372,109722,112132,145486,130105,80872,45625,13137,2872,63,0,42,62075,115011,121257,137238,126381,81796,42811,14581,2178,54,0,79236,72912,52416,46062,44532,47580,50458,61038,77199,94340,71079,6572,51633,82224,90247,84518,81044,73783,63868,66366,56535,43894,8974,338,8276,2145,3729,14233,34169,56683,73073,79316,81472,85624,97207,167497,330325,79539,51748,41098,35423,31360,28118,26093,24447,21675,18719,14879,58653,84076,48982,41907,40379,41669,44077,47500,49572,45866,64502,136241,574
