band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
0,0,2,29,204,1158,5649,32443,171005,270491,2008,0,1,19,253,1753,7544,27947,69160,171624,204019,669,0,359,2420,6164,13850,32166,55744,87832,139474,143510,1470,667,979,2111,4553,10329,23136,51190,108832,179445,99553,2194,720,3710,6583,14027,34428,59007,82950,105187,102926,64409,9042,69,4630,11029,33053,62491,79932,94819,68958,71797,42172,14039,58,4394,12068,40205,61458,72726,94141,72383,69547,41879,14130,384,2957,7338,14509,23388,35393,50695,84073,119463,111249,33540,201,260,405,658,1541,5364,20748,66251,220703,165770,1088,448,57672,76680,73102,71857,63384,56103,45805,27565,9414,959,7,262,3048,24045,66772,95088,104139,96260,61001,29173,3194,1028,13542,42987,68297,79453,82319,73528,60580,40118,20028,1109,80
0,0,25,1125,9577,39302,68206,68362,50089,19681,3248,0,297,1959,13169,32087,56287,63298,52070,31837,6902,1709,76,4895,24936,42572,51138,52371,43138,27393,9242,3271,583,4426,2677,4547,8356,13144,21584,39450,66635,80704,17998,94,4365,10434,24634,36209,46534,48781,44802,29668,10908,2834,446,0,19531,44368,57477,75625,41276,15898,4587,837,16,0,0,18092,47952,68160,68458,35907,16008,4267,758,13,0,3580,11121,26617,39402,46054,46109,38509,28027,14478,3761,1957,2435,2367,5358,12469,22938,38841,66984,73962,29957,3855,449,5550,2250,1974,3330,7958,19763,41730,67434,70177,36148,3301,98,643,2795,9789,23187,37126,47975,55573,48027,28529,5873,3597,28961,60813,66266,48736,27509,13402,5420,2152,2296,463,178
1,3,1,0,1,1,0,0,1,2,4,3,1,4,4,1,3,8,1,2,14,8,1,0,4,6,6,10,7,10,6,20,7,56,4,8,4,2,0,2,5,1,0,2,19,31,9,7,10,6,5,6,2,3,0,0,0,4,8,4,4,2,9,5,0,0,0,0,2,10,4,2,6,18,0,0,0,0,0,0,7,34,31,18,14,28,20,9,37,31,6,3,9,11,5,6,10,31,19,85,9,1,0,0,1,0,0,0,0,10,70,0,0,0,1,0,0,0,2,5,53,0,0,0,0,8,67,18,4,2,1,23,339
1493,24667,70364,122284,129763,141180,130539,112349,134872,273847,33144,2877,8712,18271,49532,83399,115402,127627,150012,192941,398059,27670,2961,11436,28716,44975,64151,85159,112615,145578,223164,422713,33034,3929,3452,5158,7847,11956,18651,30048,50167,112303,436468,494523,2835,2691,4184,6119,14623,37986,85005,157048,250947,394726,218338,0,413,1332,2468,5657,15404,50371,140594,319872,325733,312658,0,309,1495,2970,5880,14316,50205,144905,310901,327746,315775,2596,3150,9312,21885,39173,60774,87516,131865,215637,366568,236026,3773,3455,5015,6149,9249,13490,24317,61435,253219,738037,56363,7398,102527,129002,112132,121662,125574,121811,119291,125709,135614,73782,107247,254096,305166,290164,140479,43229,15869,8947,4770,2002,2533,4486,40947,94181,122322,133525,138899,149075,168926,171676,116053,34412,469
1,3433,19892,28886,23956,20748,34402,48133,36488,24342,2737,23,3518,22848,26803,22671,19838,33693,45821,46753,19596,1454,262,7267,27177,32141,25707,34366,44231,42406,26022,2582,857,23823,36396,43284,51482,38863,24022,14250,6922,2779,1185,12,14689,17505,25943,31648,34162,34864,32900,26753,16059,7587,908,7,41319,64199,62408,46832,19928,6433,1542,322,26,2,1,38462,70278,69256,39107,17368,6612,1584,321,25,4,12611,17207,27211,31241,35864,34477,32216,23750,18621,8097,1723,15167,26989,32051,20942,27321,34582,42310,30334,10096,2380,846,10785,7293,29139,48951,51194,42094,29998,16845,5868,833,18,28,1406,7030,16534,23533,27808,32727,38335,39276,39317,17024,6883,10576,18999,27264,32309,36139,36379,30803,20629,16688,6349,352
10073,16239,10171,7606,6834,8608,9900,11627,13439,4481,32,3871,11896,10990,8641,6827,6284,7751,11103,18807,12831,9,971,7013,9934,10325,8982,8453,8621,12790,20793,11121,7,5889,15317,12362,10407,9694,11353,12605,12710,7244,1303,126,243,3594,9890,14990,14588,13323,13897,15676,11232,1569,8,0,234,684,1936,4395,8827,15522,20986,26311,18029,2086,0,221,688,2257,4398,8233,14337,21764,25842,18938,2332,173,2114,7677,12281,12993,11928,12164,15173,16559,7819,129,5417,13442,11082,8332,6348,6949,8240,13497,18536,7158,9,234,6066,17151,18035,16038,13254,10400,8206,5523,3098,1005,18,273,1485,6395,17901,25413,22920,14572,6865,2956,212,30,1065,3937,9664,18009,24453,24645,14532,2539,125,11,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,0,0,0,6,256
0,0,0,0,0,0,0,0,0,0,0,14,4,3,0,5,2,1,0,3,6,4,38,12,10,6,11,5,4,5,2,5,0,207,2,1,0,4,0,3,0,0,0,0,303,43,7,2,3,5,5,3,0,0,0,0,0,56,79,5,0,0,0,0,0,0,0,0,42,143,7,0,0,0,0,0,0,196,178,152,130,82,57,33,17,22,22,0,844,46,38,17,3,5,4,11,14,33,0,113,0,0,0,0,0,0,0,0,0,170,470,0,0,0,0,0,0,0,0,0,54,1,5,5,11,25,99,29,12,3,4,234,598
7053,15872,13896,9552,14005,16976,14937,12333,7888,3658,511,15240,19420,10757,8561,11998,14897,13914,11080,7374,3423,38,17671,19837,11234,10796,12486,12701,12431,10825,6232,2472,32,9911,9431,9553,10041,10776,13631,17430,18231,12148,4973,616,8561,12145,13101,14847,14723,14678,15017,14011,8708,1024,27,8298,15830,24158,21024,19290,14680,8192,3673,1580,151,0,8192,15109,25898,23118,17723,13354,8318,3546,1473,145,0,8220,15655,14270,13761,13284,12856,12667,12352,10044,3607,86,15494,11386,10249,9243,8807,11869,19158,19158,9227,2081,49,207,2484,2717,4232,7127,10880,15099,18218,20793,23753,11207,410,3318,8508,13628,16927,16786,16515,16675,12993,7910,3028,1727,14365,21495,19989,18327,15526,12133,8434,3263,1005,473,22
340378,211370,84757,30288,19414,9180,4125,1922,853,609,528,180928,169942,105924,77405,62240,45851,32121,18232,8487,1961,333,150814,115380,78539,64360,63367,61723,60413,56972,42490,9119,247,26619,22783,37186,60632,77937,109451,111099,114190,91112,45896,6519,53456,81540,48888,39595,40958,44341,53960,72564,100681,110934,56507,71,90183,116001,124993,151151,130848,64292,20379,5302,204,0,72,84812,123600,141475,143452,118832,65518,20712,4771,180,0,88189,74193,55259,49069,48817,53849,60751,77670,100149,85898,9580,57375,91716,97875,97161,79032,74355,72810,64972,53149,14596,383,8427,2472,5817,21468,46895,72912,84439,88075,92281,103009,177629,339683,80855,53077,42399,36777,32208,29460,27443,23932,21281,16309,70761,81915,51000,44643,44530,46305,50349,54260,50347,65275,144039,574
