band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
0,0,0,5,41,213,864,3688,15109,64769,236181,161738,381,0,0,8,52,545,2010,5941,18697,45726,91871,192177,125855,107,0,114,1234,2956,6326,13971,26131,42620,64712,100750,133019,90971,185,564,690,1304,2500,5064,9228,20342,39948,76080,122086,152659,51767,757,539,2245,4836,7346,15760,32350,49531,68148,84455,92491,76145,44553,4590,0,2167,6149,14755,43605,60663,61678,64525,80576,57713,54457,26581,10120,0,2252,7257,19692,38596,59100,62512,69385,76133,54769,56506,26912,9875,248,1888,4352,8707,14411,21190,29085,41689,59767,88939,107028,85000,20685,163,217,282,376,725,1633,4182,13668,40506,110169,220370,90544,154,185,29793,71397,61425,62034,60149,53591,48326,42469,31040,16564,5502,514,5,100,982,6801,31556,61019,80893,88569,85310,67638,38998,20110,1008,355,7929,25155,48217,62043,67921,69890,63921,54985,42869,27002,12244,458,80
0,0,5,135,1967,10933,34027,56598,59831,49356,34985,9043,2735,0,122,697,4144,14886,30779,46949,56661,47413,34660,18348,3799,1157,5,1949,13264,29419,39243,44755,43031,38535,28071,14057,4390,2792,104,4082,2025,3133,5383,8291,11333,17589,30643,48601,72217,51180,5099,39,3800,6470,16049,25355,34153,39131,43105,38490,29518,16322,5074,1938,210,0,5623,34657,37993,69925,59155,29954,13408,7080,1689,128,3,0,0,6196,39650,43842,61112,57083,30080,13736,6166,1601,145,4,0,3117,6341,17418,28261,36152,39332,37634,35058,27012,17645,7807,2223,1615,2050,1885,2982,7044,13345,20709,31561,50731,68535,47723,10352,2627,71,4589,2666,1532,2022,3547,7721,16643,31922,51138,62742,51304,22310,1479,64,376,1321,4333,11258,21528,31378,39628,45702,45423,35666,18770,4168,2401,17122,43245,57096,53110,38234,23121,12769,6090,2753,1446,1939,289,178
1,3,1,0,0,1,1,0,0,1,0,3,3,2,2,2,2,5,1,2,5,3,2,6,14,3,0,1,2,4,5,5,8,7,8,6,6,19,6,53,6,8,3,3,1,0,0,6,1,1,0,2,8,36,10,10,6,6,6,4,6,3,2,1,0,0,0,0,4,10,4,1,1,8,8,0,0,0,0,0,0,8,4,4,2,4,12,8,0,0,0,0,0,0,0,14,29,28,12,17,12,29,12,8,29,30,14,3,2,8,11,4,6,4,22,21,14,80,12,3,0,0,0,1,0,0,0,0,0,10,70,0,0,0,1,0,0,0,0,2,0,43,15,0,0,0,0,1,8,59,23,3,3,2,1,23,339
866,13713,48592,80314,98689,120066,115351,106856,106214,94403,159401,209506,20531,1936,6740,9893,25583,50580,77955,96530,112457,118008,134917,203695,320896,15312,2330,6647,18740,30667,42968,56255,73429,90039,111582,150971,233200,343271,14403,3540,2636,3895,5055,7868,10432,15790,23237,36490,59304,155396,467618,383241,2562,2036,3152,4040,6020,14421,32567,63023,113152,174558,249196,358635,151140,0,5,1314,984,3339,6072,11949,28666,98110,209136,289951,259759,265217,0,5,1406,1327,2973,5952,12330,31623,97835,191791,304010,262431,262819,2336,2130,4879,12387,22595,36142,50198,69136,98728,143851,216281,359311,156528,3388,2556,3662,4970,6203,8251,11085,17778,38264,101312,376401,577125,23507,4326,50052,133274,93581,96930,104178,106506,103554,100791,102977,109705,114372,54256,77070,199956,241983,271463,212718,99327,35890,15158,8632,5754,2783,1500,2268,2070,25211,63463,94038,107218,113290,118162,124261,137015,150412,133479,80431,25452,469
0,791,10908,24320,18704,21588,19979,24351,42120,31314,31702,15012,2229,0,874,14240,23921,20702,19025,16388,25503,35140,42596,35374,8103,1152,80,3285,16666,26198,25779,23977,27441,35856,40991,30296,10147,1833,469,19815,29944,32753,40470,42691,32667,18444,12444,8046,3431,1620,690,3,12759,12922,17844,24924,29545,27276,31030,29654,23882,16827,11572,4196,587,0,22677,47085,56240,60863,33612,14207,5235,2466,540,82,10,1,0,22816,55185,63756,46273,32879,13558,5639,2256,546,97,12,1,11615,10842,22013,22377,29795,29015,31990,26770,21531,18760,12052,4808,1450,12925,22079,27387,19877,22578,19157,31831,30348,30706,19320,4580,1769,461,9972,4206,16775,33298,44190,42334,35715,27179,17677,8678,2634,353,7,15,624,3652,9397,16170,20606,23512,26764,30934,33845,33181,31816,12502,4258,9531,12649,19801,24438,28207,30451,30999,28093,21675,14869,14000,4047,352
7296,14264,10462,7873,5733,6457,5945,8675,9271,11997,9143,1878,16,2417,9460,10458,8165,6664,5569,5230,6233,8490,11772,19595,4952,5,563,4487,8104,8816,8611,7242,6867,7600,9406,13934,18720,4659,1,3509,13412,11371,9545,8301,8420,9615,10073,11216,9335,3484,636,93,126,2012,6107,10731,13314,12108,11308,11654,13342,11914,5931,458,5,0,86,390,854,2591,4201,7368,10341,19144,21363,18158,13426,1088,0,90,446,991,2289,4356,7228,11032,17459,19837,21331,12843,1108,91,1172,4321,8794,11415,10482,9917,10080,11968,13838,12973,3928,31,3629,11509,10261,8106,6044,5282,5770,7281,9512,14239,14935,2439,3,121,2718,12215,15644,14658,13274,11258,9124,7561,5667,3834,2216,720,11,147,593,2563,7968,16545,21593,20430,14540,8444,4341,1742,93,15,489,2207,5215,10036,16375,20833,21382,16033,5673,697,47,8,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,1,0,0,0,0,6,256
0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,6,0,1,4,2,0,1,0,8,1,4,33,12,14,1,10,7,5,3,4,3,2,4,0,207,2,1,0,1,3,0,2,1,0,0,0,0,282,57,11,5,0,3,4,6,3,0,0,0,0,0,0,2,75,63,0,0,0,0,0,0,0,0,0,0,5,101,84,2,0,0,0,0,0,0,0,164,151,139,110,115,64,44,39,11,15,24,13,0,834,37,37,28,10,2,5,4,6,14,17,21,0,113,0,0,0,0,0,0,0,0,0,0,0,170,470,0,0,0,0,0,0,0,0,0,0,13,41,0,5,3,7,12,21,92,31,13,4,3,4,233,598
5006,13601,11870,9101,10491,13066,12993,14197,9908,8634,5048,2583,183,11929,19576,9448,7560,9132,8788,13702,11496,10616,7731,4635,2073,16,13558,19231,11029,8968,10138,9963,10972,10600,9897,6923,4073,1355,10,8409,8115,7903,7729,8729,9423,11649,14253,15842,13659,7665,3014,351,6524,10766,10308,11827,12590,12304,12826,12639,11842,10710,4168,327,11,2907,16177,15816,20429,20809,15726,10927,6620,4809,2038,585,33,0,2810,16180,18915,21062,17233,15462,11394,6920,4322,1915,634,29,0,6249,12655,13132,11720,11288,10873,11284,10476,10536,9919,6960,1659,51,13843,9711,9117,7755,7809,7376,10946,14590,17293,12569,4667,1021,24,103,1860,2101,2753,4197,6436,9277,12193,14828,16517,18463,20276,7713,239,1888,5560,9229,12717,14465,14271,13828,14303,13003,9002,6551,1642,844,9502,17097,18093,16417,15278,13083,10741,8248,4780,1579,695,380,22
287410,217734,104803,38376,25710,12572,8351,4204,1747,997,582,487,451,151105,157957,101638,75166,62333,51568,40648,28275,18937,10076,4400,1044,277,129254,105314,77141,58816,53597,52410,52078,51367,50128,44738,25374,3012,195,23238,17876,25017,39766,52466,72429,93642,100346,90301,89663,65787,28853,4040,36405,80246,46613,36687,32830,34524,37398,44980,55023,73286,92378,89551,43503,23,43656,100236,99671,136243,120989,108739,53303,30799,8413,1333,19,0,23,42635,112292,103882,119560,125731,105940,56309,27578,8041,1410,23,0,71278,71465,50440,43220,42329,41689,43387,51593,60308,76387,88561,57942,4825,45949,76074,78650,81917,78310,71191,63153,58680,55291,53702,34831,5384,292,8134,1900,2741,9588,24080,44298,61055,70669,74049,76064,79791,92561,158494,321765,78276,50908,39687,34233,30542,27224,25114,23866,21831,19321,17023,13634,47273,86341,47774,39736,37355,37888,39064,42048,45321,44928,42523,63900,129273,574
