band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
0,12,227,1358,5124,22930,87885,169145,113979,79643,2686,0,47,698,5163,30337,85464,106818,92059,75191,85443,1769,2,2208,32170,64222,78842,67490,62748,53245,58087,62065,1910,1543,2089,3347,5355,8585,15135,35186,78567,166945,153175,13062,2023,13647,30512,48394,84209,87610,69078,55908,48246,38404,4958,1,4556,78982,102948,113105,70095,56407,33381,18585,4271,658,2,3902,75277,121651,110079,65559,49532,36198,15611,4327,851,1376,26029,53921,72080,69105,55486,46435,43897,46856,50147,17657,747,993,1450,3790,10037,25759,60000,119877,157967,98825,3544,376,14455,28306,30560,34115,40985,54415,78114,108080,87128,6455,4,83,914,8912,49188,92180,110588,96580,62893,53605,8042,7022,73704,122186,93977,60894,42890,34432,27382,15632,4792,78,80
0,0,2,10,276,2653,11793,56326,118071,68036,2448,0,8,257,3563,18428,46387,67024,65555,45360,11956,1077,0,3127,33162,48682,53448,45378,37303,24323,10738,3127,327,4320,3095,3409,5574,9428,14829,25243,44794,84302,63820,801,4719,13126,28493,38141,43921,44088,38389,28249,15520,4697,272,0,17010,109656,71437,31410,13821,6573,4170,3270,2170,98,0,16202,106346,81874,26836,12702,5779,4753,2778,2227,118,4271,20686,35971,37824,39263,36156,31726,26524,19102,7186,906,1563,1832,3382,7871,15399,27843,51631,90059,54835,4951,249,4899,1338,1832,3229,6489,13834,28823,54022,83129,59676,2344,179,979,3290,9477,18937,27660,34845,43144,54316,55966,10822,6648,52043,69681,54713,34760,20320,10987,5489,2598,1884,492,178
0,0,0,0,2,2,1,1,1,0,7,0,1,1,2,5,6,6,4,0,12,12,0,0,0,4,8,12,13,0,10,19,11,50,8,4,0,4,4,5,6,1,0,2,10,33,15,7,4,8,8,9,2,2,0,0,0,1,3,9,8,11,2,2,0,0,0,0,0,2,13,19,3,4,1,0,0,0,0,0,7,39,30,10,18,15,34,8,18,45,10,5,7,4,8,7,11,35,18,85,11,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,1,0,4,57,0,0,0,0,4,67,23,3,2,1,20,339
143,3397,12944,46518,94602,145444,183153,176110,155821,289432,66938,789,4981,7706,16876,47910,99760,141081,171285,230211,383619,70284,797,4226,11621,28715,53355,80815,112232,147626,237182,411620,86313,4155,4451,5796,8584,12566,19854,34576,53401,123500,471847,435772,2638,2560,3286,5448,12681,35136,80619,149047,228978,406816,247293,0,698,2444,4149,11375,26410,91066,190521,386162,314848,146829,0,666,2357,4953,13258,29212,84831,221377,348271,316793,152784,2019,2420,5726,14863,32196,53862,81978,122325,202538,376221,280354,4761,4205,5010,7073,9520,16175,30326,81284,283488,634575,98085,10229,105591,152963,142196,137825,123286,120833,128497,141642,100363,11077,75794,214836,258069,266643,211159,92755,30159,12994,6696,3103,2294,1777,23864,88468,122435,125760,127938,141487,185421,181712,131367,44272,469
1,2800,22586,34461,30651,40864,51586,36468,17786,4045,1770,711,29378,38007,30708,40355,48110,33614,13993,5048,2132,962,8487,58556,39875,38004,40859,30825,16752,6494,1498,1159,509,19054,25498,54656,56316,38472,23069,13470,7216,3692,1501,74,19947,30413,37500,39050,35579,32241,23087,14741,8562,1428,470,5,125813,95214,17498,3834,603,51,0,0,0,0,9,122347,100326,16267,3591,444,34,0,0,0,0,25005,43729,38591,33171,34623,30124,18759,11544,5637,958,877,18258,32135,58657,53585,39055,20686,12692,5400,1315,819,416,11656,2589,2995,9209,24628,35759,34716,29310,32604,47144,12408,379,4452,11993,19969,27611,29314,28988,31053,36449,33551,19259,11557,26551,40543,37032,31624,28970,26345,19880,10750,7271,2495,352
20429,21067,11518,9497,12438,9605,7443,4097,2308,601,7,24312,17965,10513,9581,11747,8905,6944,5155,2985,900,3,24661,18143,11385,10176,9217,8038,7153,5513,3791,930,3,5159,7112,7884,9089,12429,14196,14392,12473,7980,5346,2950,12680,16285,16263,15709,12907,10292,7604,4964,2045,259,2,583,24565,32544,25839,12398,2380,577,109,15,0,0,568,25123,33290,25548,11793,2091,467,120,10,0,0,15444,20025,13496,11420,10056,9423,7765,5988,4037,1329,27,11359,9088,9404,10609,13155,15145,14006,9976,5302,964,2,114,1247,2110,3268,4612,6412,8708,11339,13365,20023,27812,134,1588,5508,10467,13066,13420,13516,13401,13162,11442,3306,10076,27821,18698,14781,12206,8617,4764,1708,315,21,3,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,0,15,5,2,4,1,1,1,1,4,4,4,34,15,11,13,7,3,1,3,5,2,4,205,2,2,1,0,2,2,2,1,0,0,312,32,6,2,3,3,4,8,1,0,0,0,0,11,82,43,4,0,0,0,0,0,0,0,10,113,61,8,0,0,0,0,0,192,204,145,145,40,52,41,13,24,32,1,829,55,17,28,7,6,4,6,16,45,2,118,0,0,0,0,1,0,0,1,0,170,470,0,0,0,0,0,0,0,0,0,54,4,5,3,16,31,88,25,8,5,4,237,598
1305,11987,17562,13158,20963,21511,14105,9033,4408,2349,444,2931,15965,15772,15557,19868,18650,13714,7268,4153,2877,81,4112,26482,23688,18750,15161,11273,7649,4614,3206,1902,7,4708,6820,7025,8385,10028,12989,16596,20223,18580,10417,1075,5000,13260,18520,22963,22136,16001,10273,5740,2650,303,0,1286,22888,34929,24503,21234,8302,3036,559,117,2,0,1360,21774,33995,29251,20318,7036,2443,593,84,2,0,3642,18369,23196,22732,17649,12448,8049,5511,3922,1301,27,8333,8915,9747,11291,11518,15531,20387,20717,8620,1759,15,484,2031,1736,2420,3762,5673,9079,15840,27655,39854,8306,38,389,1943,5478,10706,15922,20712,24173,22282,12475,2712,1748,28836,32594,21236,13666,8466,5418,3274,1160,322,120,22
190033,171238,122754,87051,60428,35507,21272,10516,3514,946,165,117892,108273,91846,87037,75793,70378,62512,48772,31718,9082,121,94320,74893,67893,57791,62665,63088,71676,79241,89208,42439,210,19565,22374,30590,44394,66485,92194,121836,130757,114924,54694,5611,39850,61508,34491,31348,32745,36185,43828,59135,93287,147878,123169,135,9663,63848,52217,60425,75926,110617,108869,125223,64771,31730,135,8621,67023,54152,65729,75823,99961,116764,114262,66005,34949,67940,49740,39795,36123,36958,42537,50134,70081,109433,153217,47466,34867,61279,78552,78693,78573,73171,80869,87845,89641,39512,422,6265,4115,29645,68500,87567,85637,78519,74018,74872,82079,112207,407383,81462,48133,35579,29356,24071,20024,16775,15195,13776,11670,69106,52340,37663,33161,32587,34272,37354,42173,43897,69711,251160,574
