band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
0,28,510,2476,12083,63626,155024,146473,96858,5911,0,119,1413,12263,59721,112330,110805,82875,97363,6100,10,4326,48037,80448,80530,70502,61914,60728,70783,5711,1715,2522,4043,6280,12627,25123,65459,158930,185955,20335,2427,18617,37310,66614,99054,85430,66691,54412,45267,7167,15,11084,84308,159913,91262,56183,48592,24939,5603,1090,20,10242,105086,142434,85220,65468,44914,22927,5543,1135,1849,34831,63675,82366,69602,54152,48193,51004,54655,22662,823,1094,1909,5686,18074,47802,104150,171891,122783,8777,494,19770,31766,34695,40382,52203,75349,111491,106644,10195,5,141,1848,20919,78536,116311,114087,79343,58270,13529,10625,93721,131537,88594,56347,41173,33309,20659,6870,154,80
0,0,2,49,1028,7054,38605,118565,90656,3656,0,21,655,8309,32375,65789,75343,57338,18417,1368,2,6789,43798,56030,54828,45967,31959,15606,4106,530,4664,3354,4221,7464,12643,22709,39247,80706,82973,1634,5173,17332,34679,44343,49712,45653,35021,20640,6612,450,11,28830,110280,80778,19978,7167,5955,3714,2757,145,16,29227,131768,59212,17904,9620,5814,3094,2779,181,5228,26383,40541,43101,41222,37125,31417,23553,9938,1107,1729,2203,4671,11353,21713,43465,85891,79788,8380,422,5038,1499,2311,4513,10096,22865,48592,84997,75345,4359,227,1332,4838,14008,25379,34841,43646,57368,62565,15411,9563,62915,74522,52067,30341,16224,7794,3429,2149,611,178
0,0,0,0,3,1,2,1,0,7,0,1,1,5,5,7,5,1,11,13,0,0,0,7,11,17,2,6,21,13,52,6,4,3,1,7,4,4,1,2,18,27,16,5,6,10,11,2,3,0,0,0,2,6,12,10,4,2,0,0,0,0,2,5,20,9,4,2,0,0,0,0,0,20,44,15,16,19,35,12,24,44,7,5,7,8,8,10,35,20,86,10,0,0,0,0,0,0,0,10,70,0,0,0,0,0,1,0,4,57,0,0,0,1,40,47,7,4,1,20,339
265,4922,21786,67865,125018,194357,196614,174365,284914,104396,1032,5697,10422,27705,76535,137322,173601,233598,386030,122560,1089,5299,16629,40418,69910,108101,148125,229078,418123,137730,4535,5132,6921,10159,17492,28800,50228,106645,428082,516508,2882,2965,4038,7411,22817,63552,135599,224603,415331,295304,0,996,2580,9037,19873,49824,173425,380931,369457,168379,0,985,3319,8448,18151,61727,178561,370459,355561,177291,2167,3006,8159,22946,43913,74884,116255,199503,368540,335129,5196,4732,6063,8188,13022,25245,60700,227920,661732,161704,13235,135010,163221,156916,143110,132634,137268,153227,123808,16073,93303,246146,289880,283731,172631,55100,18497,8920,3728,2566,2349,35620,111585,137172,139452,145373,185653,209685,152785,54827,469
7,5050,30628,35357,36022,56713,46140,25669,5388,2044,1437,37280,38356,34451,50197,49254,20865,7431,2601,1146,14510,61218,42326,42092,42574,25143,10966,2310,1252,627,20746,32307,63967,55051,35285,18634,10020,4855,2038,115,22527,35215,41356,42072,38363,30770,18540,11232,2407,536,351,154249,74036,12750,1492,136,4,0,0,0,588,160645,70490,9498,1615,181,1,0,0,0,28965,47440,40638,38111,35980,26513,14857,8152,1413,949,20186,40412,66977,53659,32384,17455,8459,2100,872,514,11896,2858,4161,15543,33654,40387,33768,33722,50227,16802,556,6067,15357,25168,31913,31989,32558,39280,37865,22265,12579,33505,44517,38192,33008,30833,24942,13999,8240,3203,352
22921,21454,11342,11524,12503,9713,5792,2847,893,21,26654,17856,11039,11779,11642,8757,6241,3716,1319,7,27129,18119,11779,11149,9599,8276,6783,4671,1499,6,5747,8110,8999,10997,14534,16101,14892,10039,6171,3420,14372,17630,18184,16241,12821,9682,6556,3047,473,4,1534,29729,33842,26308,6505,793,268,31,0,0,1457,30752,36438,22334,6736,1071,206,16,0,0,17506,21051,13888,11999,10927,9370,7249,5071,1896,53,12344,9736,10191,13338,15620,16566,12273,7396,1540,6,140,1583,2635,4126,5786,8392,11452,14202,19911,30783,191,2244,7606,12662,14938,14771,14430,14903,12888,4377,13172,28925,19198,15282,11915,6967,2898,602,48,3,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,15,6,1,4,1,1,1,4,5,4,38,17,7,11,7,4,2,4,4,4,205,3,2,0,0,3,3,1,0,0,318,29,4,2,2,3,11,2,0,0,0,0,26,99,14,1,0,0,0,0,0,0,45,115,30,2,0,0,0,0,216,231,143,116,51,45,24,26,35,2,832,59,20,22,6,5,3,15,48,5,118,0,0,0,1,0,0,0,1,170,470,0,0,0,0,0,0,0,0,54,5,4,7,17,86,47,10,9,3,238,598
2416,14472,17197,18198,24026,19921,11393,5687,2833,682,4225,17579,17185,19302,21362,17840,10507,5139,3406,291,6261,29530,24310,19651,14730,9983,6024,3890,2431,34,5457,7477,8075,9518,12501,16730,20916,20946,13753,1473,6185,15383,22136,25383,21826,13951,7598,3802,581,1,2084,28787,31539,35216,13396,4325,1300,206,3,0,2219,28436,37810,29558,12640,4954,1042,194,3,0,4801,21749,26015,23475,16624,10561,6970,4700,1893,58,9470,10035,10601,12292,14770,20107,24103,12869,2539,47,656,2182,2026,3100,4940,8034,14279,26816,42877,11930,52,586,2899,7894,14553,20433,25237,26298,15264,3614,3115,34620,32849,19985,12124,7344,4492,1744,424,143,22
209945,180677,123254,84150,53056,30148,15469,5180,1346,199,130580,116139,98227,90305,83611,70040,60099,40320,13903,200,100742,84050,70791,66317,65234,74067,85315,96305,60052,551,21446,24639,38376,56596,83956,120807,141352,138036,70430,7786,48641,60540,35836,35050,37066,44490,57522,89908,157115,137256,182,17690,69686,72079,74482,87765,127225,137344,77929,39042,182,19742,76801,60861,68469,105429,120612,133569,77882,39877,73761,52495,41887,39458,43805,50213,67690,106306,166701,61108,39601,68637,87015,89287,83965,87267,91830,100410,54585,827,6400,7103,43645,85893,96372,90152,82532,81651,89614,120062,418517,81832,48226,36458,29562,23721,19583,17260,15045,13220,76252,53410,39652,36005,36562,39287,44634,47733,68511,261378,574
