band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
0,0,51,375,1046,3129,10496,34074,81708,126046,109789,74959,41045,271,0,8,165,815,4177,19928,48423,87051,76454,69440,62125,64550,49826,27,0,348,7151,35561,51988,61901,56402,50718,47825,41222,43791,49606,36431,45,1162,1486,1976,2803,3853,6383,9524,15656,30837,61653,112175,150953,80993,3535,1383,4997,19628,25825,38869,62646,70674,64124,52258,43582,38978,35087,23131,1807,0,615,13851,80941,91080,100249,59846,40773,42486,28560,16017,6030,2310,231,0,633,18088,77557,104554,83609,58561,50123,36583,28519,15470,6734,2360,198,819,8987,34688,46751,56770,56502,47806,40081,34255,34871,36433,38444,38535,8047,588,690,896,1459,3085,5901,14967,29943,51759,85783,130170,107321,50256,171,200,4561,19800,22827,23999,26047,29673,35528,45179,60287,80344,88746,43833,1965,3,14,192,1219,7096,31053,61872,80923,86863,77008,56520,39636,38643,1947,2196,37030,84430,95559,72231,51474,37904,30333,26145,21873,14692,7623,1476,23,80
0,0,0,2,3,105,969,3685,11861,42652,84365,88946,25470,1557,0,0,42,334,2816,10164,28004,43908,56482,51935,40498,21264,3648,520,0,405,9913,31516,39657,41254,38702,33541,28184,19616,11023,4104,1667,33,3660,2426,2409,2717,4511,6434,10189,14519,21131,35218,56290,77783,22241,87,3811,5834,16856,24873,30352,34254,35259,33682,28419,22489,14662,7026,2004,94,0,2417,34005,102699,58982,27560,14214,5575,4616,4006,2268,2478,751,44,0,2787,40770,98548,62317,21518,12187,8013,4364,3555,2010,2738,765,43,3158,10014,23603,29563,30046,30427,29664,27026,24247,21304,16810,10497,2755,501,1107,1458,1755,3398,6177,12157,15617,28007,43736,71062,61573,11523,2017,28,4439,1195,1165,1640,2518,4493,8007,14364,25487,41419,61137,65651,27578,522,109,477,1363,3382,7679,13402,19372,23915,28383,33458,41303,44533,37071,5168,2998,28380,52340,53583,42468,29999,19640,12650,7639,4391,2432,1611,1243,241,178
0,0,0,0,0,1,2,1,1,1,0,1,1,6,0,0,1,1,2,3,5,5,5,2,1,3,14,7,0,0,0,0,3,5,10,11,8,0,4,15,16,5,46,9,4,3,0,4,0,5,5,3,2,1,0,2,0,39,8,12,6,3,4,9,4,8,2,2,1,0,0,0,0,2,2,5,11,9,3,2,2,0,0,0,0,0,0,1,1,10,15,9,1,3,2,0,0,0,0,0,0,0,5,26,33,12,12,12,12,21,24,4,12,40,18,4,4,4,5,4,6,7,9,11,31,13,80,11,5,0,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,1,0,1,29,31,0,0,0,0,0,1,40,40,13,3,2,0,1,20,339
28,1575,4633,14515,37175,65987,95943,133048,145871,136611,129541,136957,247204,25414,345,2657,5207,6327,14668,32296,59891,93580,118780,140349,161723,197592,322878,18209,261,2590,4850,11983,22439,38325,52897,74352,91579,116030,158061,250124,329379,21632,3336,3222,3709,4983,6908,8787,13294,19671,28077,41023,73589,183586,519554,264763,2141,1926,2211,2800,4030,8575,18430,39827,73798,111303,162709,242002,349907,154843,0,26,1108,2442,3715,9493,15702,28328,87660,165714,267553,276967,214798,100996,0,29,1191,2373,4383,8119,14808,37355,79228,166431,247569,300431,213030,99555,1778,1354,2705,5967,12077,22148,34162,50655,67528,94339,140162,214123,361124,166380,3937,3297,3557,4406,4687,7390,9927,16435,26246,60957,157783,377613,473208,25059,5571,44617,122870,115705,112055,110359,100315,94717,95709,100465,109572,106586,51802,4159,44879,145279,189507,207677,210363,180845,107141,45386,19565,10390,6296,3283,2096,1795,1127,8143,40542,80966,96889,99200,99311,101755,115303,145190,151561,120160,88758,25596,469
0,430,7932,23651,25261,23529,26261,39573,38641,30322,18088,5497,2485,1348,135,11309,34258,27479,22625,29646,36269,38483,22378,10819,5212,2328,1459,618,1543,41857,38607,29723,30532,31100,29358,19607,11986,5110,1529,849,1058,159,16026,14345,30686,45862,44505,32492,23440,14323,9452,5835,3401,2073,553,25,15232,20744,27251,29883,31027,28705,26691,23379,16272,11845,7937,3178,610,264,0,48369,130862,49405,9894,3529,819,124,16,0,0,0,0,0,0,43425,139363,45182,10979,3110,777,173,9,0,0,0,0,0,18233,31617,32356,30377,26576,25822,26153,20707,12846,9671,5747,1603,605,705,14417,19566,37117,45067,44486,31467,21498,13704,8374,4303,1498,565,860,96,11111,2045,2000,2798,7379,17191,25588,29276,26358,22989,23785,31688,35997,4813,148,1939,6139,10958,15956,20982,22939,22975,22683,24172,28186,28313,23529,14099,10283,12232,30191,31688,28922,25350,23135,22467,20085,15904,9846,6308,5427,1180,352
13617,20526,11825,8352,7403,8765,9256,7498,5172,3300,2100,992,204,0,18079,18329,10253,7395,7847,9400,7667,6267,5154,4186,2743,1428,262,0,18048,18626,10408,8651,7755,7553,6734,6038,5410,4228,3545,1828,185,1,3503,5666,5881,6241,7408,9092,10596,11393,11585,9904,7114,4895,3640,2092,8189,14110,12237,13044,12243,10771,8654,7257,5662,3986,2126,684,47,0,0,12269,23257,29579,18426,10498,3889,627,345,105,12,3,0,0,0,12249,25403,26480,20397,10103,3085,913,280,86,11,3,0,0,10552,17439,12676,9882,9063,8000,7759,6861,5864,4781,3624,2021,482,6,8968,7829,6743,7585,7748,11358,10998,12016,10613,7750,5102,2115,184,1,71,600,1361,1867,2566,3466,4339,5673,7261,8805,10097,11833,20263,20808,50,656,2419,5399,8332,9987,10798,10463,10464,10518,10681,9609,8393,1241,4451,22947,17785,13655,11514,10147,7993,5442,3231,1369,402,68,3,3,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,1,4,1,0,1,1,0,3,5,1,4,33,9,14,5,11,6,2,3,1,2,4,3,5,0,205,2,2,0,1,0,0,3,1,2,1,0,0,0,279,56,13,3,1,1,2,3,4,8,1,0,0,0,0,0,0,26,67,40,6,1,0,0,0,0,0,0,0,0,0,20,103,58,9,2,0,0,0,0,0,0,164,181,136,77,128,33,38,34,28,10,22,23,15,0,817,47,30,15,19,6,5,4,4,4,9,20,34,1,118,0,0,0,0,0,1,0,0,0,0,1,0,170,470,0,0,0,0,0,0,0,0,0,0,0,0,54,4,2,3,4,13,21,72,41,12,6,6,2,3,237,598
416,6319,11680,13793,11169,15675,17257,14795,10558,7039,4083,2253,1677,111,1463,9928,13241,12030,12920,14964,15107,13300,10028,5838,3756,2537,1723,1,1566,16505,22043,17396,14149,12512,10311,7534,5354,3854,2733,1974,913,0,3271,5505,5152,5760,6238,7572,9530,11444,13347,15425,15967,12168,4935,532,2536,9538,12264,15585,18225,17848,14917,10534,7201,4596,2744,811,47,0,178,9956,23635,28641,21196,19671,7745,3463,1781,460,121,9,0,0,227,10437,25099,26995,23622,16101,8182,4223,1403,436,122,9,0,0,1811,10653,17870,18404,17755,14752,11419,8058,5765,4419,3483,1926,528,3,6183,7514,6963,7792,8440,9752,10524,13530,16992,16397,9396,2657,693,0,245,1491,1349,1460,1912,2710,3737,5305,7910,11965,19197,27961,28870,2728,17,168,681,2029,4422,7610,11057,13916,17019,18755,18986,13538,7702,930,403,14845,28083,23354,16519,11568,7921,5631,3958,2630,1223,448,186,71,22
142895,152355,115455,82966,73230,49313,34868,23458,15415,8145,3422,1341,468,93,94892,89273,79596,69527,61396,65205,58973,49851,48563,38866,28979,15908,2353,42,80277,56392,59833,49360,46331,46684,48257,51979,57199,63533,69705,61375,12450,49,15987,14919,20899,26901,35022,47244,64041,85415,96242,104401,95877,68979,24911,2586,22520,59075,32850,25878,24898,24985,26927,30163,35527,46557,64126,97138,119802,92978,18,647,28705,58188,38305,50754,57502,57469,93258,96230,90337,69007,39652,23352,17,738,30418,55177,43581,44475,51649,77064,77821,89220,92367,76481,41870,22546,51001,47327,34513,29838,27810,30134,30783,34662,40948,53248,75847,110164,114180,22969,25354,40685,56070,62915,63296,57574,62611,59871,63529,69653,73520,55242,12985,119,6016,1262,9391,30855,54881,68290,68718,65378,60800,58037,58188,62287,63588,95733,378729,81974,47526,34414,27501,23931,20520,17406,15217,13239,12439,10872,10992,8664,49080,53088,33600,28233,25895,25605,26380,27628,29874,33181,34179,38362,72948,225371,574
