band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
0,66,992,5101,32539,137790,178305,115755,12441,0,212,2729,27194,104569,128088,97814,106990,15393,33,9600,65277,91941,88153,70662,66151,78433,12739,1929,2973,5286,9459,18664,52062,141101,219643,31872,3060,26202,46542,91230,107453,80966,63154,53421,10961,80,26964,143107,129441,84912,55954,32842,8004,1685,78,26395,142212,132197,83343,54783,34399,8109,1473,2715,45527,80593,87522,67289,55197,54881,60246,29019,934,1360,2929,10307,35652,83077,178125,152416,18189,809,26225,35971,40698,50398,71817,112594,127761,16716,6,260,4311,46423,112582,132788,101150,64599,20870,16268,118261,135746,81852,52699,40352,27438,10067,306,80
0,0,4,232,3192,21627,109419,118563,6578,0,65,1438,17441,57449,82082,71638,27717,1785,19,14212,54262,62956,56072,43072,22566,5654,802,5049,3679,5502,10233,18919,34288,74962,103145,3838,5929,23174,41891,52880,53578,44311,27529,9565,758,137,52169,138549,38658,15430,6700,4410,3283,279,137,52858,139202,37226,15696,6434,4511,3302,249,6727,33544,46290,47351,44008,37287,29066,13892,1450,1932,2576,7003,17395,34633,72329,106678,16364,705,5198,1762,2980,6870,17028,41281,83087,92969,8440,302,1873,7593,20434,33834,44365,59572,69437,22205,13966,76141,76930,47867,24851,11712,4814,2511,823,178
0,0,0,2,2,2,0,1,7,0,1,2,6,6,8,2,11,13,0,0,0,11,15,11,4,18,18,53,6,3,4,4,7,4,1,2,24,24,15,6,12,6,8,3,0,0,0,4,9,15,6,2,0,0,0,0,2,11,23,2,4,0,0,0,0,2,34,40,13,23,37,12,33,38,7,5,7,11,11,23,33,88,8,0,0,0,0,0,0,10,70,0,0,0,0,0,1,3,58,0,0,0,2,75,17,5,1,20,339
471,6345,31951,104194,189193,213266,203468,270840,154774,1592,7090,14483,48932,121591,177453,237856,371008,194497,1480,7090,25038,56753,96371,147968,218368,414823,206611,5016,5980,8679,13902,24361,46066,90800,379950,599748,3201,3457,4928,12963,44824,114692,220241,417303,352893,0,1360,5166,12140,39334,133653,356682,406422,219745,0,1374,5043,12624,38866,127068,366964,416865,205698,2363,3843,12731,34171,65431,108803,188435,366837,391888,5824,5374,7225,10811,20336,45822,178201,646587,254322,18518,168054,176151,171780,150912,149175,164517,151747,23648,116129,286065,325090,281793,115356,30213,12131,4848,2877,3443,53682,137534,153725,156686,182834,236958,180249,69390,469
36,9779,40567,36145,50779,58619,36351,8313,2429,3026,46247,38632,43803,62765,32659,11187,3322,1377,21520,64449,45830,48700,38126,18060,4167,1368,798,22867,42693,71377,52992,29501,13962,6681,2761,184,25685,40902,47290,45040,38797,26116,14471,4103,614,2759,184979,48524,6102,636,18,0,0,0,2470,187380,46877,5624,650,17,0,0,0,33859,53237,43258,40939,36722,20369,11295,2288,1051,23016,51252,72464,49433,29020,12458,3763,962,650,12185,3221,6461,25867,43245,40688,36041,52418,22892,811,8406,20038,31882,35844,35364,41638,42917,26118,14236,42014,47793,39928,35384,31037,18866,9668,4092,352
26344,20468,12513,13347,13711,7170,4083,1324,50,29804,17575,12243,13364,11214,7827,5068,1878,37,30027,18172,12886,11413,10003,8216,5907,2367,19,6649,8978,10805,13389,17531,17493,12803,7386,3976,16596,19641,19660,16615,12555,8659,4397,879,8,3503,35498,38367,18561,2597,425,56,3,0,3352,36000,39422,17026,2736,410,61,3,0,20461,21522,14590,12844,11354,9046,6327,2741,125,13462,10845,12163,16034,17656,16117,10008,2711,14,216,1978,3290,5318,7822,11372,14895,20158,33961,274,3247,10237,15522,16456,16204,16688,14765,5617,16950,29949,19859,15664,10488,4859,1153,85,3,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,16,5,4,2,1,1,3,6,4,40,16,14,9,4,2,5,4,4,206,3,1,0,2,2,3,0,0,328,21,2,2,5,6,7,0,0,0,0,80,56,4,0,0,0,0,0,0,98,86,8,0,0,0,0,246,247,171,60,60,38,25,38,4,837,58,28,11,9,4,13,38,17,118,0,0,0,1,0,0,1,170,470,0,0,0,0,0,0,0,54,5,4,13,30,100,21,11,4,238,598
2872,17747,19570,21870,26440,16160,7691,3430,1045,5552,20100,19766,22437,23215,14295,6824,3997,650,8794,32772,25218,20287,13581,8062,4954,3045,131,6351,8311,9428,11061,16800,21070,24456,17159,2210,7703,18162,25985,27978,19623,10907,5452,1033,3,3227,35880,41586,24147,9518,2119,369,10,0,3173,35721,41340,24890,9189,2154,380,9,0,6463,25538,28920,23402,14831,9021,5897,2630,144,10460,11258,12323,14813,20077,24825,19084,3872,121,960,2261,2534,4202,6925,12625,25208,45290,16835,76,950,4498,11560,19461,26240,29900,19308,4837,5454,40878,32053,18438,10431,6056,2745,616,169,22
235306,186458,125512,77515,45972,22364,8069,1942,286,143763,124450,109480,95219,86060,71532,51432,21101,387,109807,91060,77186,72095,77016,89993,103512,81241,1514,23953,29382,48967,74140,112321,151042,158749,93781,11089,59288,58318,39339,39100,44840,56939,86545,161686,157369,240,34844,80030,71174,101787,128457,144135,94100,48657,235,36199,79644,70334,100353,119396,156038,96132,45093,81324,54982,45273,45396,51635,65339,102784,177286,79405,46606,80951,94995,99189,91243,101584,111396,75446,2014,6568,12242,62983,104652,104126,95119,89450,98245,130039,430831,81732,48935,37402,29495,23350,19846,16841,14992,83959,55134,42217,39963,41818,47120,52632,67751,272830,574
