band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
0,0,28,206,824,1956,4906,15593,55210,97765,115299,88433,71354,31257,158,0,2,117,557,2265,10854,30666,67713,73672,76946,61717,55017,63373,40079,11,0,185,4151,25644,44930,57911,54152,50984,45896,41813,39705,41124,46898,29583,13,1072,1384,1781,2452,3499,4372,7458,11631,18661,38063,70788,115538,139419,64197,2674,1248,3907,15889,23849,30911,49164,64797,66049,53638,46001,39704,35398,31866,19182,1386,0,353,10746,51548,107504,85169,66341,48026,33078,37693,23299,12539,4357,2105,231,0,388,9874,64193,94230,89097,58267,50252,42169,30538,24190,13113,4480,2082,116,750,6780,29150,41059,51096,53886,48765,40766,34223,32368,32039,34790,36183,34682,6452,533,594,790,1179,2127,4289,10633,18730,36513,58871,98457,118713,91088,40396,76,187,2811,17266,20869,21872,23720,26018,30039,36528,46608,61787,78445,81207,34290,1342,3,11,132,719,3712,18336,46603,67688,80556,78610,67221,47599,36748,33582,1469,1547,29797,73002,91004,74925,54202,39825,31372,26323,23181,18742,12045,6040,968,16,80
0,0,0,2,2,47,369,1887,5826,16922,53383,86865,75199,17655,1458,0,0,21,214,1268,7482,16014,34266,47884,51326,47120,34235,16560,2804,421,0,191,6600,26489,35213,38126,37722,33849,29224,23179,15826,8560,3251,1377,8,3566,2297,2155,2523,3689,5473,7394,11409,16549,22615,37294,60044,69802,14745,60,3614,4684,14207,21567,26922,30533,33095,32254,30016,24871,18646,12144,5481,1507,74,0,987,27854,71090,90924,29044,13385,10050,3710,4599,3111,1959,2341,517,44,0,1090,28153,87195,75759,28026,12319,9896,5309,3806,3014,2088,2385,540,35,2975,7765,20871,25906,29044,28692,27537,27170,23640,21607,18499,14864,8450,2183,412,964,1433,1535,2476,5103,8445,14950,19772,30456,50734,72131,42814,7278,1517,7,4254,1261,1022,1355,2048,3421,5771,10020,17170,28797,43992,60800,58446,20906,352,92,399,1068,2525,5684,10637,15645,20361,24214,27776,33541,39697,41710,31777,4489,2580,22852,47046,51557,43002,32030,22139,14869,9557,5835,3421,1967,1496,1068,196,178
0,0,0,0,0,0,2,2,0,2,0,1,0,1,6,0,0,1,1,1,4,2,4,6,4,2,0,4,13,7,0,0,0,0,0,7,6,11,11,2,0,6,14,15,5,43,11,4,4,0,3,1,3,4,4,4,0,1,0,2,0,36,9,12,6,3,4,5,7,5,7,1,2,1,0,0,0,0,0,4,4,6,7,9,4,0,2,0,0,0,0,0,0,0,2,5,8,14,7,2,3,1,0,0,0,0,0,0,0,2,18,32,21,6,10,15,10,26,17,4,11,35,22,5,5,2,5,3,7,6,5,7,14,30,11,80,11,5,0,0,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,0,1,0,1,53,7,0,0,0,0,0,1,8,55,24,6,4,1,1,0,20,339
15,928,4244,10706,22874,56071,79242,107444,132689,131207,125859,113913,141331,227074,20905,271,2381,4077,6240,10196,21691,45840,72629,95388,112428,137237,157534,201942,292988,13660,216,2200,3972,9137,18083,29827,43295,60410,74306,93254,116745,167204,244897,296539,14417,3129,2992,3546,4405,5603,7072,10728,14655,20909,30965,43698,82210,207056,515525,222009,2037,1738,2072,2434,3305,5710,12348,25689,48332,80400,117693,162109,245345,330329,134961,0,6,990,1584,3946,6087,11378,21085,37234,109343,184371,260642,257574,179266,100996,0,8,977,1868,3564,6335,9614,20437,49827,92345,184890,271785,253534,189428,89890,1729,1122,2322,4607,9157,17341,26787,39743,52267,72267,98678,144813,213042,351397,139230,3706,3071,3151,3712,4783,5756,8390,11715,18162,32946,72514,183160,392288,413598,17550,4692,33297,110256,111060,103418,105659,97567,90329,87848,90464,96146,103885,95157,41696,3028,38818,128160,172471,191377,196458,185776,132196,67072,28463,13855,8361,5201,2722,1876,1696,1033,5917,31019,68678,88012,92067,92831,93180,98814,116353,142719,136266,107338,78354,21920,469
0,171,4886,17781,27544,20660,22592,30500,39643,32148,25545,14116,4008,2160,1264,101,8380,30236,28242,20946,23619,33579,36600,29272,16157,8332,3807,1870,1312,565,817,36312,38599,29079,26992,28347,30152,22926,14639,8822,3347,1107,769,1018,92,15379,12414,25260,40047,43837,35134,26388,16096,11435,7402,4740,2733,1745,389,19,14359,18397,24986,27457,28678,27293,26697,22830,19606,13527,9719,6526,2152,572,219,0,31014,123586,64020,17642,5124,1255,326,47,4,0,0,0,0,0,0,29293,131940,58711,16783,4494,1369,363,64,1,0,0,0,0,0,16542,28429,31434,27853,26096,24800,24640,21698,16155,10737,7745,4527,1141,552,669,13415,15727,31456,42870,43264,34502,22758,16841,10240,6570,2995,994,515,836,35,10950,1908,1896,2183,4930,12591,20932,26510,26599,23168,21220,23102,31507,32087,3435,111,1514,4998,9209,13423,17893,21165,21541,21196,21295,23756,26787,26028,20942,13160,10035,9315,26734,30053,27906,24750,22414,21237,20190,17758,13031,8152,5642,4887,914,352
11472,19995,12908,7766,7184,7916,8639,7898,5679,4096,2848,1695,767,147,0,17631,16826,10053,7654,7458,7706,8108,6546,5745,4300,3489,2168,1157,169,0,16299,18563,10386,8189,7648,7091,6459,6118,5298,4666,3812,2976,1406,98,1,3222,5242,5393,5784,6791,7421,9582,10285,10768,10357,8672,5902,4460,3213,1918,7034,13646,11322,12131,11764,10530,8869,7543,6091,4796,3179,1628,451,26,0,0,9069,22194,23281,22824,14045,5416,1480,402,240,48,11,0,0,0,0,9309,22900,23977,22588,12207,5702,1584,521,158,54,10,0,0,0,9380,16280,12897,9725,8291,7871,7401,6980,5916,5076,4113,3131,1593,352,4,8218,7369,6493,6929,7461,9139,10566,10690,10930,8482,7009,4178,1451,94,1,58,435,1230,1593,2168,3000,3602,4637,5939,7334,8637,9683,11572,20143,18979,39,506,1890,4283,7040,8945,9899,9812,9998,9528,10102,9703,8873,7533,859,3322,21164,17611,13370,11291,9819,8430,6279,4173,2310,955,235,47,1,3,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,1,3,1,1,1,0,1,1,3,4,1,4,31,11,13,4,11,3,7,1,3,1,3,2,3,5,0,205,2,1,1,1,0,0,2,1,1,2,1,0,0,0,259,75,13,3,1,2,2,3,0,6,6,1,0,0,0,0,0,0,1,79,45,13,2,0,0,0,0,0,0,0,0,0,0,9,89,62,25,5,2,0,0,0,0,0,0,156,164,127,87,130,42,29,42,25,20,11,19,25,12,0,814,46,31,10,22,10,5,4,2,3,8,7,22,31,0,118,0,0,0,0,0,0,1,0,0,0,0,1,0,170,470,0,0,0,0,0,0,0,0,0,0,0,0,15,39,4,1,4,3,10,11,34,74,25,7,9,3,1,3,237,598
335,4950,11603,11409,11892,12094,15852,14266,13829,8429,5371,3280,1957,1509,49,1170,8088,12546,11632,11982,12873,13853,14901,10448,7872,4748,3026,2255,1441,1,1046,14410,20335,17398,13595,12968,10583,8251,5879,4249,3345,2320,1862,603,0,2908,4953,5073,5314,5842,6437,7641,9809,11781,13263,14880,13719,10782,4020,424,2030,8745,10793,13737,16545,17237,15361,11979,8437,5494,3928,1978,556,26,0,29,7152,23690,21129,28693,16933,10676,4840,2205,1130,311,65,3,0,0,51,7478,23126,24903,24676,17789,9355,5537,2702,850,310,76,3,0,0,1517,8961,16072,17570,16801,15119,11846,8977,6362,4950,3764,2956,1562,387,2,5687,6891,6927,6915,7621,8357,9423,10917,14537,16481,14041,6450,2168,418,0,216,1310,1312,1287,1630,2209,3116,4079,5779,8569,13008,19518,27723,25190,1894,10,135,493,1515,3371,5907,8996,11690,14300,16368,18301,16866,11514,6720,644,286,11626,25823,23616,17034,12184,8813,6225,4430,3273,2052,911,343,157,67,22
133286,143273,114063,91355,65299,50750,38526,27171,17507,11897,6187,2565,1071,395,79,89889,82994,73836,66858,64116,57558,52208,55792,45651,41602,34602,24215,12624,1443,36,76293,52110,56389,49285,43976,43847,42107,46913,50281,55956,61610,64054,52905,7661,37,15113,13993,16979,23483,32734,38755,52202,66842,85719,93985,99757,85646,56719,19334,2163,19120,56419,33642,24104,23660,23122,24506,26189,30861,36201,46387,64842,97915,110443,86013,9,371,17492,50657,46585,44523,44755,57822,59670,94648,83752,86169,57330,36289,23352,9,384,19531,51476,44678,41508,41216,57084,75598,74677,89681,89823,60193,38181,19385,44758,48773,32725,28958,26365,26022,28647,30575,34796,42330,53976,77690,108604,100817,18388,23685,35437,49116,62373,51941,61988,54892,58100,58240,58796,66975,66469,47127,8183,102,5951,1069,6483,23092,45198,61248,64609,62861,59054,56125,53447,54611,59184,58697,91795,370543,81938,47868,33985,27164,23535,20367,17629,15287,13429,12110,11304,10035,10169,8061,42405,54643,32614,27171,24477,24009,24047,25015,26787,29043,31320,32004,38240,73715,217934,574
