band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
884949,112912,34582,17659,7211,2181,511,244,872296,102212,32274,23368,16445,10372,2988,294,802037,131142,45968,29572,23482,18284,9452,312,181870,257893,184202,162531,112263,86572,56170,18748,444339,251550,103462,66495,55675,52135,54018,32575,2,155505,410894,236149,100879,79583,65189,12048,5,184144,393825,214210,121249,74527,60163,12126,547862,221906,88165,52840,43712,40936,44573,20255,673396,200998,88293,47512,25289,17323,7109,329,20931,7520,21956,32268,43337,62303,145365,726569,221328,127053,118247,109211,125233,147213,139740,72224,389097,252138,102806,66222,53355,46926,42911,106794,563
39,15092,37924,71404,152059,149161,73302,5152,84,6105,27644,91315,149598,142043,82289,5055,294,10813,35550,102792,159030,142245,48996,4413,9983,36613,48724,73869,122991,135421,69286,7246,5124,4915,24042,94053,171442,142293,55647,6617,1,2193,17421,41760,46968,68299,132869,194622,0,2478,17729,37882,55273,68247,126445,196079,4042,6371,26773,74757,141122,145564,91845,13659,5165,6316,32978,82064,131997,164207,77481,3925,6972,32455,80559,116872,129818,96315,38117,3025,1645,26219,117148,150369,111296,66256,23825,7375,2948,24388,81085,121939,118950,86255,48974,19594,170
2953,44393,73082,77950,59084,46219,25288,7906,1367,36567,73788,84933,58616,45073,28024,8437,6138,60051,75008,64107,49796,40062,32255,9398,29747,26714,26456,34128,44146,61661,75403,38585,16390,13943,25878,45649,59430,73379,68940,33879,0,211,727,6528,15455,42550,115219,157298,0,226,644,5414,18834,45029,108816,159025,16486,23303,41963,49591,54866,64636,59514,26821,19813,25261,39419,47715,58369,80845,58790,11396,10788,28719,37942,39341,45403,57060,78299,38440,58170,84831,69680,46435,27201,16795,11410,17566,19878,33161,44256,46498,45635,44377,42834,56006,617
383448,26245,5483,2108,1100,635,715,3681,358816,38568,10088,6073,3462,1997,1175,3236,326806,58040,15485,8583,6144,3718,2006,2633,32735,35111,38419,47050,78557,89475,76326,25742,151020,126974,50425,32427,23170,18048,14630,6721,8172,132631,171350,65969,23588,11780,7524,2401,8670,144467,159178,64061,26562,10856,7165,2456,217622,97950,41695,23964,15890,12214,9785,4295,156841,135281,66724,32645,17798,7738,3153,3235,1220,1274,2554,5481,10277,20123,49661,332825,76748,78280,75202,63674,50370,39547,27974,11620,208835,91528,36674,25526,19707,15419,11491,14235,576
0,1337,9673,24119,42032,46999,25467,2907,6,2449,11604,36280,54708,31126,14965,1396,388,17167,60727,36265,18660,12181,6786,360,1742,4252,9359,20092,42951,50748,21537,1853,1620,20383,70234,36557,14926,5484,3121,209,241,83164,50366,15834,2645,257,26,1,231,86448,46785,15855,2999,194,21,1,1165,44371,50077,27264,14332,8964,5077,1284,848,1134,2113,8895,51296,76010,12056,182,1429,6659,7983,10437,17563,40944,62197,5322,8,229,776,4451,14208,45381,79534,7947,3603,68031,45805,17498,9061,6061,2165,310,139
57350,306422,167822,117001,77787,36988,26062,5837,34536,200614,173107,127536,125484,82157,46156,5679,10665,102572,124597,136079,158821,147144,107778,7613,59293,108860,134331,124665,126431,129203,89450,23036,9568,32523,90867,108579,127501,149846,183553,92832,10,742,7279,23315,69505,174053,324088,196277,9,885,7370,19785,84014,175635,304168,203403,8120,31460,88917,130511,136633,175547,176932,47149,42379,127077,128006,137098,136912,123194,92786,7817,11798,70162,141561,162348,152149,133153,99909,24189,295849,174705,119366,82837,53088,35080,23744,10600,10399,33565,70038,99508,124325,148140,144980,164314,537
313,51567,97549,108259,115375,88328,31255,877,5330,52117,88690,108375,123345,84237,30953,476,10560,53813,90382,89423,89037,96725,61529,2054,52966,57954,57897,74165,97533,96838,51649,4521,23620,37038,70499,88076,84066,80718,75835,33671,1,9807,20619,81052,137568,140908,81781,21787,1,10835,20017,76764,159725,129926,74875,21380,19554,32261,71723,82660,96711,93828,74237,22549,27671,34143,81441,100474,109174,88557,50084,1979,20303,74457,66228,65188,83624,103567,74175,5981,61282,80378,72556,69759,71855,67378,42836,27479,17025,38579,71640,83086,93356,94614,54494,40729,125
4727,5271,4683,19023,41786,117472,480750,203687,1991,39674,32603,50891,116541,241020,330237,64442,15018,90049,59502,107807,202596,257714,122208,22505,28744,83359,140113,197256,240232,153326,32438,1931,102472,86304,142048,144805,160886,151335,75364,14185,100548,269174,194321,164384,79430,45187,23065,1290,99296,284243,185157,150021,95442,41008,20889,1343,108230,110735,131343,133045,153373,134211,81600,24862,12724,53123,74836,94633,196499,301034,128372,16178,44263,84487,176743,195705,161646,106371,89691,18493,1352,20220,58224,85919,107629,141193,195001,267861,82389,110427,168695,172183,154745,113095,53063,22802,153
6419,27403,30104,29350,30950,33366,29192,7607,24749,47782,30055,30711,29006,21617,6680,3791,34551,57366,38852,34674,18149,4683,4794,1322,26937,53090,54896,37810,15672,4962,964,60,22784,50877,36839,30328,27713,20613,4609,628,20504,127183,36968,7558,1609,512,57,0,20151,132173,32630,7059,1904,424,50,0,28734,48091,38943,33283,27367,11387,4532,2054,33612,59612,40152,34049,19650,4438,2287,591,7138,6507,11105,24077,34139,38418,44541,28466,614,8786,21633,26753,32922,43191,45825,14667,12238,36977,36709,31926,28527,24975,15304,7735,320
0,0,3,1866,18203,67627,144436,29331,0,0,135,6541,27858,61018,154054,11860,0,3492,21824,27175,53359,87703,65300,2613,4586,9614,12907,14732,21181,45133,117734,35579,3855,9337,28328,53857,71828,69213,23043,2005,0,928,64053,75691,50794,37360,24212,8428,0,1113,63490,72660,58280,34967,22244,8712,3349,14429,30281,48643,61921,62416,36286,4141,2848,1341,5433,10622,18216,75251,143439,4316,4825,7464,27297,57323,76244,64556,19773,3984,2,49,1881,17038,51390,88559,84431,18116,7440,46051,78716,66269,39126,18395,4635,834,161
0,75,1597,3667,8215,17958,43695,20688,3,1237,3687,6446,12366,22378,43776,6002,63,3517,7288,10932,19599,31146,21679,1671,5017,8483,7576,8094,13439,27493,23128,2665,1874,16132,21281,21786,17154,10851,6056,761,1182,27998,39391,18141,7286,1762,132,3,1252,29932,37393,17294,8547,1366,109,2,1894,12717,14653,17559,19383,16217,10712,2760,905,1205,3010,5816,12309,38743,32195,1712,7993,10555,12540,18106,20783,15532,8074,2312,2,341,3008,7739,10916,15786,29024,29079,7996,23555,18915,15828,16004,9329,3834,434,88
2363,63503,105798,155055,188498,196575,135429,37222,1633,44219,119301,158797,156815,182027,181034,40617,4267,59655,89522,117197,152927,168241,228593,64041,87169,104282,97000,97546,125015,142684,155941,74806,40355,44524,47946,84874,139923,162349,188422,176050,0,2822,29310,98178,103042,144747,280673,225671,0,3578,29346,91038,122081,142919,268393,227088,44445,56061,53591,86968,144951,166278,196738,135411,27706,69283,111922,137257,145400,151953,174848,66074,13196,282541,196576,116617,83528,75681,80879,35425,164107,196869,180092,130268,76288,41680,40715,54424,59569,48692,46915,59400,89581,133947,166159,280180,559
15842,172907,193688,236567,225247,137724,31541,2512,26810,205180,227456,214113,183175,117438,41027,829,30131,191799,201010,195550,168550,124299,96375,8314,210802,235149,209761,153676,101726,63930,34133,6851,94457,144358,153388,153960,153527,145451,133939,36948,11,2949,52789,125308,188909,263142,258722,124198,18,3666,54764,113345,228673,250960,239907,124695,94828,149239,161004,164351,161552,158473,122305,4276,155348,248810,231050,162016,96050,65279,50795,6680,54721,129488,195501,193290,174047,145740,105071,18170,83432,171176,161762,138308,120416,120154,124689,96091,43794,92271,124301,142548,160323,175799,159325,117667,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
82175,82522,20977,9183,4216,2060,550,728,111103,69936,13229,4587,1921,781,351,503,120993,55974,14935,5854,2597,1130,623,305,7733,7739,11121,17077,30680,44724,56159,27178,34858,63185,40822,27062,17961,12550,5419,554,26,3907,21229,57248,66981,33993,16410,2617,27,4492,19708,52853,77905,29733,15012,2681,68412,77230,25697,14209,9935,5473,1308,147,19792,52161,55556,42234,21595,8331,2174,568,1559,979,2483,3886,5502,10160,28977,148865,30612,33866,30086,26165,24195,25198,23464,8825,76063,68716,21139,11095,7553,5465,4319,8061,588
119,41465,61194,53516,56432,69137,50581,23518,1285,79102,78795,66741,53297,42149,33779,814,42801,140488,70848,45721,32255,21160,2433,256,18247,22294,35718,48358,78798,91550,52406,8591,26580,149764,110640,48168,15830,4144,783,53,37,63697,223515,63335,4931,417,30,0,55,66481,212261,71855,4921,363,26,0,36804,139387,94201,51050,23425,8526,2165,404,12573,21113,47349,78509,114193,75624,6315,286,4965,12062,18012,24976,31675,51578,104909,107785,1,299,2239,6761,23592,86039,173734,63297,64419,166679,69218,29792,15707,7239,2570,338,216
10091,49985,64346,74954,91615,91816,68299,24284,6668,71263,94390,87191,83231,67561,48976,16635,23137,121111,96851,72129,59980,51385,39011,12893,37848,31859,31033,42747,72778,109685,100417,50701,32920,38058,77021,83430,83109,81992,60906,21608,8005,23688,75049,113742,123727,85171,45213,4943,7956,25623,70230,108408,140654,79687,42035,4945,38385,84238,92803,85015,75733,58582,34195,9411,29750,32471,46223,72133,96545,108873,72063,17373,11778,24701,43348,50297,64493,92379,120937,68549,17193,70711,93933,87022,66020,51408,42606,47007,40273,88570,87498,81425,69869,55678,35402,18314,547
259361,38334,3511,1281,462,165,100,37,263097,33439,4368,1467,526,194,131,29,243496,44870,8583,3401,1523,806,542,30,17144,14504,21649,32421,60506,64332,61539,31156,84087,103871,59815,29081,14485,8391,3065,456,352,7555,17449,82091,126516,53172,13902,2214,381,8355,18384,66561,153456,41501,12368,2245,129506,123454,26961,11998,6977,3331,943,81,78450,123281,55279,25620,13474,5774,1331,42,3993,1555,2473,2831,3945,7252,24919,256283,51169,56205,46459,39894,35835,33521,26040,14128,137268,104354,29647,11733,6663,4390,3229,5967,589
218,66288,227920,242899,191293,87369,13986,284,1072,20510,154031,263786,207233,135840,47538,247,1362,6620,49729,148301,236308,233962,152805,1170,196098,256235,185849,124589,50492,13990,2729,275,9746,122944,265868,208801,130122,72009,20344,423,0,1790,2064,5246,29967,92433,202146,496611,0,1868,1993,4672,36686,93076,192497,499465,3398,25079,173735,283845,205551,117952,20652,45,45036,165446,211827,195853,120311,71601,19924,259,45294,400466,205648,97171,48302,24308,8557,511,754,10467,38592,88665,161288,268265,238531,23695,3101,23924,105050,212960,260846,164209,52474,7693,514
74353,170994,116700,171378,233587,116197,21547,1079,146159,110647,139555,196878,151626,107394,50738,2838,134818,109491,152935,157500,141527,124618,80161,4785,39011,112567,182820,215710,193004,121180,38159,3384,58922,90979,80954,107434,140589,172336,182101,72520,3307,127204,205645,142989,137888,147312,84484,57006,3609,139181,194334,133838,157102,139737,79749,58285,73639,99684,97727,135203,141220,150912,154617,52833,110828,129202,159419,185090,158276,102521,55169,5330,12131,35751,104074,167658,188471,147801,122334,127615,177908,247657,169385,107495,78589,61047,39722,24032,25754,107449,85888,101566,138180,167477,144306,135214,406
21,9728,24688,28219,36473,45247,52438,26657,494,28055,36905,38218,37866,36902,37923,7108,12160,65804,48581,35209,27107,22137,8329,4144,16183,17717,30290,41550,52296,42843,19369,3223,23409,85887,67656,28503,9051,3716,2658,2591,620,34763,106142,67221,11166,2720,778,61,546,36220,99771,71503,12136,2484,757,54,20968,69161,62957,37769,17146,7244,3859,4367,11660,15461,27607,44884,63999,44115,12339,3406,12322,12508,16372,20430,26276,41257,60887,33419,0,86,491,2067,7504,34954,109542,68827,31549,98835,51873,20722,9348,4945,3289,2910,220
2,3845,11511,22399,39725,61629,33367,3322,88,5784,17669,28298,44990,57158,21215,598,478,15536,28274,37546,47963,37052,8568,383,1349,5643,14040,27625,44508,49303,26377,6955,2039,19831,42280,58285,38033,12713,2519,100,3,9262,91806,61063,11774,1665,212,15,3,10584,87144,63625,12947,1296,186,15,1857,20485,32231,41521,42020,28135,8799,752,427,3760,9820,23535,50748,63710,23220,580,872,6522,16538,27535,35981,43951,39642,4759,26,1079,5091,13295,28618,57484,62792,7415,3706,49188,57922,39009,19051,6158,704,62,70
384,15450,43525,72126,118814,200899,259010,59011,216,17630,43112,90978,161980,228295,213958,13050,2896,44279,111399,152688,185596,167391,97926,7044,94513,177946,166339,137754,101653,61971,22357,6686,69160,162356,132760,123013,110163,105190,56357,10220,2511,196691,266846,179612,67594,39446,15757,762,2503,218394,241513,175892,79138,37426,13565,788,53249,147550,144734,122545,103225,105412,78171,14333,33150,68138,112828,157833,164783,138405,86581,7501,23854,147470,196668,161665,114833,84943,35078,4708,470,11167,43549,77443,95820,119099,215750,205921,23745,140065,155208,125385,105604,105950,83840,29422,335
0,0,86,2993,32298,125848,211154,59657,0,6,2876,26385,70203,135043,185962,11561,0,7831,57504,81229,109424,116204,57408,2436,5267,6728,16337,58124,137210,135446,66635,6289,3931,28220,73331,90654,104028,91355,36867,3650,0,714,121233,218519,54566,30269,6478,257,0,1279,135754,192994,68830,27015,5888,276,4009,44290,69156,77085,88611,85813,54826,8246,1550,5678,32837,62208,103803,131183,92044,2733,5225,17758,45293,82029,121757,125838,34031,105,10,1167,9898,38934,89406,127295,130917,34409,2993,62315,120196,113009,78457,38860,12293,3913,150
469,5512,16181,38788,110320,299037,524349,195550,926,3452,5348,16114,55057,166630,624354,318325,794,3871,8789,20919,54217,161461,611145,329010,4835,7261,10447,17000,30810,82072,384418,653363,2971,3784,4961,9531,31140,129177,496860,511782,0,298,2971,13968,57545,256427,563205,295792,0,354,2959,12443,70235,269308,540841,294066,1879,4329,7943,17121,46251,137307,456644,518732,3447,3243,4208,7224,14463,57668,525047,574906,35326,256557,278173,268476,188113,111944,47053,4564,45932,354728,471169,233776,50594,16401,12529,5077,1578,13672,66951,155969,258097,304638,246690,142611,116
