band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
503029,390398,79653,30123,21255,12530,8396,6658,4622,1865,912,335,200,213,60,588703,291590,71452,28178,18882,14242,12295,10094,9161,6433,4933,2886,1069,272,59,562084,260241,77328,40682,25000,19342,16288,13732,13219,10688,9671,7735,3813,370,56,60900,153338,127581,139097,88238,92066,85200,64175,66036,53640,49689,32543,25900,16859,4987,102093,371713,157833,87365,55861,39945,35532,31581,29155,26715,28606,29011,28492,24145,12202,0,60,26414,214665,226485,164863,124777,81790,58177,44890,39347,31609,30162,14386,2624,0,89,47902,196705,230968,151080,132866,75833,62185,39854,41185,40454,26237,12576,2315,249951,325467,130293,77711,50979,36164,28332,26213,20726,23588,20916,22375,24369,19354,3811,377839,322799,127338,64431,51147,30924,24741,18552,15121,9922,8401,5706,2863,410,55,19425,1732,2662,7140,11001,14114,17146,19698,23275,27497,34294,49953,88873,261028,482411,150055,80039,68530,66296,62525,61331,58989,59841,66647,74609,79836,77869,73520,56276,23886,94169,324144,156183,83936,57288,43552,35440,30894,27970,26309,24855,23073,22738,30810,78888,563
0,105,5107,13061,18071,23296,38750,65249,83765,90428,79199,47109,33109,5886,998,0,125,1897,5792,11736,29639,44535,67830,85344,80348,69890,62167,37798,6193,839,0,488,3930,9587,16929,29962,53329,71969,87080,92486,72821,41404,18616,4625,907,4895,6696,17975,24519,24588,30202,36967,51419,65310,77803,69196,55535,29938,8452,638,3908,1380,1874,4298,10459,24865,47897,75655,89883,93602,74020,46651,21498,6185,1958,0,17,604,2773,7789,15958,21580,26078,29204,31526,40127,44352,71840,97620,114665,0,14,743,2701,7724,15352,22414,23952,29809,28047,39648,58310,68454,95037,111928,3175,1037,2269,5763,11996,22071,38382,59846,77038,85157,75922,62484,42641,13443,2909,3896,1484,2208,5676,15531,23426,43936,57333,73364,84132,91553,67914,28781,3972,927,3728,3725,11556,28546,41213,52060,61666,69328,70312,62203,48877,31717,15256,3893,53,311,1678,7612,27871,59171,79544,81412,71998,58412,46100,32853,19546,9608,4064,3953,645,2845,8671,22390,40311,56213,65245,67577,63446,55078,43972,32215,23392,18081,4052,170
13,3638,20107,25973,49961,41199,37828,37118,29140,32176,21729,17602,11619,6503,2269,22,2360,17890,29210,39752,42620,46370,34022,35015,25794,22451,17904,13274,8227,1894,66,7572,28680,38842,40574,36117,37842,29131,26328,23889,21173,18842,16387,8885,2487,14597,18388,13137,14750,14238,14404,17732,20145,22852,33239,27717,44490,36491,30935,13725,9717,7288,6693,9506,13512,17894,23222,29084,31636,37419,40098,38560,35349,22788,14722,0,1,176,45,269,841,2809,7485,9776,15299,28293,37694,60156,76271,98873,0,1,193,47,195,947,2692,6846,10078,12541,27359,50919,56803,73604,95763,10033,7543,10660,17217,20509,25211,25914,26202,32447,32005,31367,36430,31612,20865,9165,8784,13189,14992,15367,19125,16239,28787,32361,37379,37752,34225,42935,27110,10824,2539,5495,6576,14457,17978,20093,20511,20951,21976,24433,27056,32755,36385,43303,35499,8524,22599,41194,45883,44239,38323,31550,25066,19038,14096,10822,8547,6427,5629,9698,8977,9347,12294,16054,20807,23266,24617,24923,24817,24193,23757,23808,23126,22491,26513,32632,617
298017,88080,18658,5691,3547,1719,1159,737,677,385,307,285,394,663,3096,268554,94268,26515,9627,6186,3665,3229,2642,1796,1297,997,698,621,925,2395,241313,92993,37537,15829,8634,6191,4331,3971,3239,2542,1803,1457,846,1036,1693,12254,23229,18865,18202,19712,23207,23669,31538,42829,44816,52604,48840,33651,22116,7883,32165,133622,79995,41051,27197,21667,17349,14688,12375,10281,9488,8595,7441,4603,2898,0,11678,56048,108186,94383,60968,34489,21770,12498,7516,5882,3678,3513,2030,776,0,12959,64738,101469,93178,58708,34657,21361,12717,7029,5800,4826,3262,1948,763,89150,140964,58122,34054,24059,16788,12888,10236,8121,7259,6297,5561,5076,3037,1803,71571,100566,77389,55442,37890,25526,16355,13477,8613,5578,4176,2119,1327,1003,2383,557,753,684,750,1143,1997,2821,3901,5567,7895,11264,17516,30319,65146,273102,41019,40718,41861,42154,40345,37808,34393,30658,26874,23602,20204,16385,14486,11180,1728,54601,166739,56513,28663,20122,16133,13722,11828,10476,9050,7978,6771,5860,6458,8501,576
0,1,265,1379,3755,8101,13724,18295,23721,24972,21746,19865,12660,3839,211,0,48,922,1945,4598,13114,17228,27722,28925,24429,15203,9743,6640,2012,5,0,569,4167,19236,33294,31201,18658,13360,9621,7573,6223,4638,3280,714,0,733,1191,1894,3223,4568,6819,10227,14771,25087,30333,26130,17014,8203,2143,198,453,1396,4247,25530,41054,29197,20023,12304,7631,4334,2512,2108,1446,287,12,0,1168,47647,46518,27679,15474,8744,3859,1100,240,73,29,2,1,0,0,1518,51962,42233,26927,15617,9132,3678,1138,209,87,30,2,1,0,203,1348,19956,31981,28226,21105,14375,10187,7629,5628,4628,3238,2438,1470,122,321,592,558,706,882,1908,3906,11337,26846,51311,37237,12506,4063,360,1,440,1199,3387,4081,4188,4652,5399,6865,9201,14306,23198,36175,32050,7116,277,1,10,97,184,308,840,2126,4333,7550,14173,26422,41426,43628,11008,428,107,5450,34131,40832,26200,15522,9491,6069,4656,3939,3046,1908,813,284,86,139
938,71542,200482,108750,128189,72501,51541,41086,35945,25359,22956,15393,13257,5965,1365,1157,38809,125686,118882,68658,70494,100669,54874,50964,60243,42709,32626,22114,6732,652,1198,13365,43838,63303,77027,69922,71160,91104,71581,83753,74409,69741,54027,10356,485,17367,45306,64542,61009,71637,61217,70079,58374,72021,74056,66163,65484,41794,20526,5694,6015,4268,12636,26762,45096,58974,58558,64434,65133,70586,83995,93649,99581,77394,28188,0,11,183,1480,3775,5379,10925,23900,48679,74897,104726,109296,166623,163315,82080,0,12,222,1272,4027,4856,11252,20754,48563,62958,104433,149335,156927,151751,78907,5488,3504,10499,29665,49316,55416,63919,73724,71920,83540,96691,103173,91419,49862,7133,10269,35147,59749,76003,69955,87422,60746,73567,60685,77437,74983,56927,41912,9864,603,5040,8723,31511,52254,73812,84802,87759,83018,81864,76103,70284,62347,49126,24335,4291,174458,135837,99814,79094,65368,54329,44687,35509,27879,22441,17719,14280,11930,6457,5467,4364,7274,14833,24709,35815,44713,52740,59411,67097,74491,80018,80081,76320,91454,81949,537
0,997,20060,40516,49807,52515,55360,66427,63168,56358,46492,30249,10426,1012,136,99,6273,21388,40032,52708,47451,57198,59954,70328,57420,40497,28165,11243,682,85,3497,8124,23993,41122,47415,48711,46228,47412,48051,49784,53687,44401,27633,3388,77,26622,30915,31346,28997,30294,33506,40295,45663,51123,54958,54511,38571,20964,5359,399,18285,6526,15907,27843,36277,42639,48002,46490,44880,43483,42729,42073,40464,27095,10830,0,2,1506,10874,8863,17904,41263,68442,85294,82629,70264,44285,35398,21550,5249,0,2,3104,9686,8530,18488,43449,65516,87640,75336,71467,54515,31321,19557,4912,16566,3654,11903,27817,38343,40356,44258,47431,51755,53438,48835,45544,37113,22881,3629,20310,8369,14771,26923,40826,46930,58856,58387,58301,50749,46386,37096,22469,3054,96,14873,7861,39791,41603,35947,33329,34340,38182,45075,52247,56151,52184,33677,8135,128,22898,43993,43825,41050,38817,37530,37113,37981,38181,38390,35572,28480,20351,12031,17311,10302,7737,16526,29329,37327,42267,44336,45884,50012,53727,50265,36395,25631,24245,19540,125
1,5504,3118,1740,2853,4745,9231,16441,22198,34117,58775,185099,305464,175580,52533,0,2460,20427,21531,21164,20114,26737,36194,52039,102151,134944,179739,175954,72366,11579,90,23212,50059,40080,29646,37569,57251,83191,108912,123306,144932,101046,51270,25382,1453,11938,19333,40560,54170,72194,89862,99157,127642,135499,111756,71261,31412,10140,2286,189,9776,98333,39024,59442,78879,75717,72986,85662,82330,88657,80607,57295,31888,14591,2212,0,127911,142029,140658,101555,89831,88486,69086,44555,29113,19593,12624,9770,1950,238,0,128244,158014,125755,102351,84282,93379,62762,48046,26806,21525,16658,7744,1633,200,52695,60526,51506,72735,66437,69524,73976,74316,81256,79609,72773,57316,36518,20822,7390,2324,11559,26017,34647,40766,44580,44288,71245,96545,154606,163492,118039,49735,18823,733,25692,21413,36030,64165,92463,105314,105986,97914,86459,68506,53311,46091,49051,24061,943,107,1690,7519,17764,29359,38647,45438,52001,57284,66240,77423,87538,110026,268387,17976,5344,84324,51043,72230,89546,94788,92105,87455,82612,73114,57559,38071,23924,19385,5899,153
641,7273,14908,14138,15891,15267,16183,16636,17278,16514,17277,20198,13772,5322,3093,4411,22303,29940,19542,16537,16642,15604,15877,15964,15084,10313,4323,3478,4094,279,7618,31336,33337,25696,21259,18766,18200,16050,9156,4179,2182,2194,2799,1573,46,8544,21962,26386,30519,29355,27307,20634,14104,8087,3938,2241,921,314,74,5,1073,25793,28877,23181,20503,17139,16129,15513,15105,13861,10308,4581,1579,680,69,0,29436,72671,56687,20427,8089,3833,1808,807,406,165,49,13,0,0,0,30330,82448,47419,19287,7743,4013,1640,871,388,183,57,12,0,0,5638,26062,26934,24426,20419,19289,17635,16981,14667,9634,5344,2850,2250,1589,673,3960,36641,33366,24576,21425,20849,18363,15342,10249,4626,1758,1243,1247,723,23,2055,5561,3276,3812,5284,8388,12685,16228,18502,19744,20496,22003,24899,23178,8280,59,728,3237,7679,11394,12961,14158,15655,17555,20863,23697,24489,24393,16616,907,396,14223,19586,20112,19890,18524,17047,15824,15248,14340,13156,10621,7036,5112,3276,320
0,0,0,0,0,18,490,3291,10566,21886,40142,60102,86790,35587,2594,0,0,0,0,16,334,3389,7943,16311,20595,35177,61203,97512,18630,356,0,0,470,5290,10596,12197,14292,20928,28531,37622,49882,52511,25687,3346,114,3317,1914,4317,6739,6623,7063,7410,8866,12333,15348,25291,46254,71450,43063,1478,2876,1131,3884,7964,13777,21241,28359,32563,38765,43423,35828,21327,7895,2036,397,0,0,112,2281,33463,46176,40413,35319,29318,23330,17943,12072,10932,6963,3144,0,2,149,2431,31772,47722,40759,33438,30219,21296,18751,15772,9534,6485,3136,2167,1820,7440,8870,14743,21579,25705,30001,33523,34579,33262,26643,16054,4156,924,1970,913,481,1312,2224,3747,6077,7348,9605,17942,45048,87781,70387,6491,140,2395,2699,2844,6450,13030,21144,30245,37621,41621,39524,33685,17849,7281,5068,10,0,2,4,84,546,2673,8147,17656,28035,39398,49026,52547,41358,18797,3193,990,7777,18337,36070,41653,42782,36217,27708,20053,14281,8691,4296,1658,884,69,161
