band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
532634,385633,60431,32676,17704,12809,8215,4754,3314,998,579,206,228,68,618360,283425,57891,25674,18101,14724,11975,10765,8017,5765,3701,1432,343,76,609149,225862,76201,35943,26395,18264,16905,13388,12844,10755,9001,4872,606,64,71828,155445,147200,123469,108087,93621,86846,61051,60890,56808,41117,30183,17872,5832,130389,372879,146726,84039,53023,43676,35114,31397,30929,30553,30711,30225,27162,13426,0,408,69212,191387,213711,169156,158676,71587,50888,40736,45044,31723,15061,2660,0,781,77892,231565,223788,160196,97962,78227,55398,43254,42803,29915,16084,2384,275697,324998,129489,72100,46116,35073,27300,25734,25119,22403,23532,26013,22036,4639,417495,308303,116959,66155,50082,28100,23105,16237,13162,9438,7209,3366,573,65,19592,1823,3520,8667,13182,16227,19664,23206,27519,33932,47680,84381,240745,520111,156374,83324,71785,70504,68027,62909,62916,68888,74692,87072,82659,79942,65402,25755,123163,325967,147067,80454,55635,42881,35096,31450,28805,27186,25385,23921,31498,81741,563
0,280,8601,14492,17317,35080,48689,90097,98326,78538,63021,39896,8673,1123,0,225,2866,7984,17563,32715,63795,84721,89621,78891,67950,48173,8657,972,0,753,5325,11528,22945,39427,69471,86655,101335,84055,52369,23131,6094,1045,5050,8686,21943,22236,28854,37022,45398,63137,80217,79853,64672,35449,10782,834,4035,1442,2326,5734,14849,35404,64344,95148,99412,85291,58109,28163,7769,2107,0,63,1078,2775,8054,17284,32121,28663,33040,34158,57598,71162,102624,115513,0,57,1029,3820,10803,20541,21839,30424,33246,37958,56465,67202,105987,114762,3235,1162,2917,7463,16262,30271,50633,75825,87137,83350,75366,50012,17229,3271,4013,1628,2447,7210,18158,37512,55555,67259,87466,100652,77137,38250,5794,1052,3895,4213,15809,34326,47709,59705,71201,75598,71267,57258,38697,19219,5121,115,373,2104,10668,37987,72392,88250,83607,69012,54461,39982,24480,11928,4608,4281,842,3362,11357,28734,48934,65058,72073,70757,63050,50779,37660,26411,20168,4948,170
20,6158,21195,38607,49884,43684,38830,34127,34155,25770,20670,14033,7299,2443,40,3141,21759,34735,49683,39622,47675,38545,29348,21289,21977,17266,9510,2215,109,9763,35553,44001,41976,36440,37462,28655,26807,25787,19011,17934,10511,2806,16206,17179,17178,12066,18341,16821,19254,22224,32403,27609,46075,45863,31787,13834,10267,7819,7734,10768,15391,22127,27754,31617,37818,40968,43492,38916,26393,16424,0,2,194,48,277,1217,5728,9260,12906,20686,50408,60494,77741,99027,0,6,201,64,423,1382,4208,9737,13009,23497,48309,56639,84170,96343,10094,8570,13226,19272,23334,27090,29757,28648,35775,35037,37805,34872,23509,10191,9370,13219,15260,15824,20931,26116,31488,36097,39209,36069,49532,32557,12911,3025,6066,7839,16125,19966,21935,22111,22748,24830,27753,32246,38397,45749,40023,10204,25218,45041,49334,45922,38776,30978,23847,17291,12751,10017,7397,6117,9355,10044,10271,13381,18277,22880,25725,26549,26710,26613,25079,25714,25026,23949,27672,34799,617
309882,82506,14149,5587,2430,1592,1138,723,499,372,354,344,666,3173,278373,92032,21314,9046,5620,3986,3174,2322,1424,1185,844,624,1000,2471,250940,91551,34128,13254,8721,5907,4413,3890,2939,2169,1694,1010,1021,1778,14610,23647,19908,21437,20114,24303,29296,40521,45180,56074,53512,41213,24630,8970,39780,142580,73820,38595,28008,21072,16991,13883,12149,10368,9420,8216,5432,3101,0,17451,81789,87060,90863,60765,40194,17162,10144,5858,5214,3792,2342,781,0,20059,78490,107586,91422,50357,28462,18493,10115,6377,5274,3581,2390,809,103256,138057,55290,33695,21865,16575,12493,9729,8220,6811,6299,5599,3614,1912,78265,105841,78867,50304,36497,25225,16492,11741,7495,4926,2665,1520,1143,2434,595,823,709,879,1506,2516,3501,4990,7402,10769,16475,29410,63276,280564,43977,43635,44742,44948,42966,39015,34621,30881,26326,23077,18615,15307,12943,2362,72204,161403,51455,27848,19731,16286,13636,11848,10370,8896,7542,6362,6806,9028,576
0,4,358,2728,5729,10425,15885,22011,27237,27670,21290,13975,4959,263,0,89,1352,2033,7288,14696,24881,33008,27313,19293,11464,8299,2809,9,0,844,5777,25207,37902,28039,16778,11619,8949,7163,5461,3642,1153,0,780,1326,2318,3462,5772,8335,13452,20932,30345,30211,22567,10217,2550,267,506,1666,6660,34965,40095,27588,17314,10159,5947,3187,2254,1787,392,14,0,6220,58439,34907,25715,14817,9507,2367,402,112,45,2,1,0,0,8291,55256,40866,24844,13945,6117,2596,459,115,41,3,1,0,239,2246,25578,34252,27856,19662,13044,9171,6632,5414,3801,2690,1781,168,355,603,628,791,1331,2259,7023,20032,45470,48677,19485,5196,683,1,508,1489,3897,4415,4493,5381,6325,8533,12918,20948,35873,37459,9947,348,1,23,121,223,425,1386,3285,6182,11739,23576,40613,48684,15708,568,137,8420,40848,39852,24060,13550,8070,5683,4454,3604,2383,1034,342,97,139
1823,108615,172545,155797,86972,64684,58159,51321,30259,24127,18872,13271,7270,1554,1302,66835,111034,113446,108263,71296,63617,83069,46307,53161,40785,26370,9028,756,1391,14856,57292,71303,83414,72519,73138,93660,91432,80040,76703,63060,15850,611,19041,55506,57166,69260,70239,75833,80104,59610,78128,82743,68801,47394,24833,6611,6199,4951,15939,35402,55360,61123,62563,70967,72303,86914,96519,105988,87441,33600,0,16,364,1414,3800,5913,19839,36560,67529,88659,154121,168156,166586,82312,0,18,316,2177,4360,7743,13435,36040,67962,98127,146895,157097,180693,80406,5640,4031,14902,34715,55573,68398,75749,71712,84700,98868,109127,102802,60307,8745,11607,40269,84167,67440,89188,61753,80136,69218,88002,68943,68762,51188,13858,738,5341,11288,38037,62217,83641,93124,92221,88860,83548,77565,69177,55727,29446,5077,185480,141070,101614,80988,66141,53531,43933,33050,26101,20598,16030,13460,7487,5786,4709,8578,17563,29075,41863,51378,60344,67832,76507,84639,86294,82069,94990,89428,537
0,1440,25834,51411,49465,59556,69982,66237,60356,54733,39001,13868,1491,149,202,8100,25875,50559,49245,54827,65704,76173,62459,50559,33178,15325,1219,98,4611,8711,30318,47205,51013,51894,50426,49392,53174,55690,50913,34281,5810,85,28492,33807,33232,30815,33464,38027,45145,53450,58215,58575,46379,26302,7128,492,18682,7620,19721,32203,41312,48201,51494,48392,47466,45481,45870,44021,30871,12189,0,3,5546,7946,8570,21595,67819,87762,88263,74702,64403,37827,23651,5436,0,7,5764,9082,11321,29888,51555,87500,94927,77671,61283,35420,23616,5489,16827,4267,15731,33426,42373,44927,48647,53165,57628,52978,50108,42401,26573,4472,20753,9354,18196,31439,45266,60443,58278,63611,59900,51232,42325,27676,4943,107,15183,11406,45400,42856,37094,35824,38413,44714,52962,59593,58063,40605,11216,194,25748,47614,46399,43212,41129,40112,39761,41027,41213,39597,32566,23463,13381,18301,11470,7986,20510,33843,42099,46426,47996,51383,56488,56291,43102,28789,25815,21325,125
30,5896,3114,2001,2755,6193,13715,20414,32427,53406,149029,327828,201370,59221,0,4196,22649,25852,17950,26203,28309,54532,74631,144459,175082,194103,95766,13667,90,30897,53674,37879,34129,47977,67730,105563,134215,147270,126484,59471,29751,2269,13091,23737,43160,65917,81116,104350,118101,143301,133434,92587,41659,13666,3035,245,15877,98792,42472,68980,85300,81768,82440,94352,90052,88825,70053,38454,17285,2749,0,165756,147777,106371,97652,92711,118160,56595,38252,21935,19781,10094,2077,238,0,169859,147489,123508,103903,97331,76627,63961,39740,24327,18346,9691,2415,202,58747,60783,61335,75975,73466,76827,76220,85496,87696,81198,62893,44579,23799,8385,2750,14185,29971,41769,42119,45125,59397,95847,140996,183757,136554,61210,22374,1345,27810,23074,43741,77184,105090,113788,110511,98705,81485,61731,50744,50854,31472,1210,148,2270,9756,22185,34915,44526,51915,58880,66163,79368,91146,110771,273220,32136,10265,86739,57249,83165,98473,101112,96691,91909,82434,67466,46064,27541,21382,6909,153
655,9131,15779,16906,15267,17053,18485,17201,17359,18970,19904,18404,5745,3532,5434,27798,28417,20073,17076,17722,16777,17363,16813,12699,5867,3320,4654,378,9144,35211,33720,26337,20910,21121,19000,12823,6232,2777,2226,2820,1986,84,9648,23966,30270,31895,31436,27056,18462,11395,5468,2995,1266,439,87,8,1469,29649,29919,24100,20596,18105,16990,16090,15554,12540,6467,2001,826,85,0,40976,84693,36381,17832,8087,4244,1266,558,247,94,13,0,0,0,42524,84490,40103,15824,6507,2565,1426,613,242,84,13,0,0,7625,28179,28106,25060,21474,19945,18662,17487,12416,6748,3653,2503,1786,747,4876,40909,34256,25875,21618,21373,18518,13739,7024,2604,1276,1362,917,44,2658,5491,3457,4479,6468,10826,15448,18763,20738,21706,23191,25914,25371,9881,78,944,4289,9352,12917,14451,15755,17824,20818,24607,26097,26321,19790,1148,642,16723,21167,21569,20770,19296,17683,16502,15895,14593,12154,8150,5608,3639,320
0,0,0,0,1,138,1730,6913,20388,32276,61992,87153,47445,3430,0,0,0,0,32,1036,5608,14157,20611,31238,55069,103695,29522,498,0,0,1336,7804,11790,13711,17850,25617,37575,48125,58053,34763,4637,205,3415,2123,5478,6286,8537,7352,8648,11299,14541,23027,42962,71999,53567,2232,2994,1209,4682,10321,17353,25772,33046,38247,45606,41476,26800,10949,2530,481,0,8,247,3930,35739,48742,52006,34421,27350,18955,18113,11225,7567,3163,0,9,233,6951,45163,48702,36205,36050,28603,20476,17289,10714,7718,3353,2260,2595,7998,11279,17496,25581,29493,34237,37010,36992,30744,19165,5576,1040,2051,896,599,1527,2938,5250,6983,9365,12881,34700,87664,86272,10120,220,2576,2810,3443,8507,16555,26351,36667,43247,43738,38887,24098,8360,6200,27,0,2,10,144,1097,4636,13081,24818,37332,49525,56523,48102,22620,3576,1163,9249,23441,40802,45901,43460,34460,25265,17678,11160,5646,2118,1025,98,161
