band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
529992,363376,77400,35037,21368,13074,8350,4878,3258,1688,831,462,263,246,26,594949,298408,62579,29809,20847,14456,13233,9531,6604,4871,2967,1315,420,250,10,565864,234097,109743,49387,26331,18612,15363,12641,9708,8430,6025,3040,804,200,4,63762,147823,150523,126441,102853,91013,83838,70396,61699,49580,38789,32108,24132,14523,2769,174145,319912,127649,73977,56806,49372,44276,42559,38898,35160,29582,23369,19060,15742,9742,0,245,341997,331521,139359,72175,59423,48451,33600,20061,10239,2423,745,10,0,0,301,347548,338889,131917,77662,54663,44054,31326,19376,10441,3508,549,15,0,369629,225339,110769,66767,49316,40437,37004,34768,29211,24126,21691,19192,18168,11754,2078,394801,286295,132605,87341,53083,37554,23451,16139,11422,7495,5898,2912,1061,178,14,19465,1701,1269,1738,3278,6798,11583,20190,30153,42672,55077,71464,109960,254606,430295,153072,71237,52649,46133,43233,43003,43649,45534,51509,62744,91398,126624,128205,77408,23851,130783,266421,140818,99822,66833,45579,34695,28554,25643,24431,23323,20859,26647,39548,86293,563
19,98,743,2272,3473,5380,7520,13875,32852,65189,109614,144281,102362,15613,842,32,333,1240,2361,3105,5071,7324,13703,27928,51627,98368,126786,134645,31360,250,41,1017,2711,3675,6275,9544,14271,20110,30216,51879,89301,122925,126848,25232,88,4286,2299,4248,7786,13469,22736,33670,49582,75386,94203,95517,68023,27925,4905,98,3368,862,1187,2530,5182,9620,14399,21970,39586,62247,97329,118522,93112,30889,3330,9,4,247,1709,4412,6067,9382,14547,21547,23358,30772,38427,85952,151051,116649,111,11,226,2044,4689,7143,9252,13967,20133,23252,31278,42367,82768,149758,117134,2541,977,1748,3866,7053,10836,14202,18904,27307,46761,78170,116195,120656,50196,4721,3351,974,1479,1933,3016,6321,14101,29686,50348,80286,95898,107705,90424,18478,133,3892,12843,66319,82772,79042,64695,49334,42071,33759,27870,21871,12885,5003,1716,61,1007,3812,10805,25549,62227,107326,110326,74318,41818,23475,16101,12314,7848,3763,3444,72,1254,5379,11028,17557,23184,29479,38242,56175,80410,92905,73329,51865,21408,1846,170
1374,8924,14916,15128,18870,19451,42661,26161,41828,22932,45754,24437,39447,14515,2769,700,7901,17693,23315,28013,34106,40735,37227,33944,28531,22001,30767,25773,7033,1312,637,10968,34985,34863,31135,38273,30842,29282,23873,24790,24254,24556,22724,6660,1159,17429,11202,11198,11784,11244,16463,18591,22834,33935,33342,43291,45921,31633,23495,6610,13369,13558,15049,19319,19073,26693,30580,31730,34972,31646,28283,24845,24717,18103,7597,214,243,8855,37627,74144,62302,46339,28142,22751,16820,13698,9690,11661,5181,1932,292,371,8827,44684,74060,67092,37908,25304,21418,16268,13011,12769,10232,5472,1933,13979,18799,21535,29431,27780,31429,33206,31957,28941,29809,28215,24724,13199,4845,1360,12105,9183,11970,12272,19546,21249,26246,32370,38670,53681,31095,39152,25521,9557,1288,7280,5024,7805,10274,16433,27379,24146,26757,27499,30240,35114,40208,39277,31651,9124,8113,12397,21401,31450,35942,33963,29941,25697,23209,22102,21740,19731,16777,19443,12561,3991,26008,25981,29381,34516,34064,30622,27976,26270,26550,24805,19612,13318,7150,4667,617
384676,26991,5394,1951,1017,584,404,223,187,131,114,160,158,310,676,356504,41670,10349,4844,2738,1810,1405,999,636,441,313,228,278,369,389,300954,73856,22597,9249,5287,3336,2435,1670,1137,798,505,349,304,343,184,10692,27633,25355,24259,28897,33174,39318,46397,42357,41979,34838,28249,21478,14206,4171,68975,139455,61938,36081,27564,24240,18140,13635,9992,7619,5738,4598,3092,1548,401,126,8036,150666,139008,75031,28661,12757,5254,2322,809,231,79,33,13,0,283,8938,150452,147129,69626,28468,10196,4636,2121,826,245,84,31,12,1,154095,106119,51118,34025,24147,16152,10591,7244,5744,4643,3889,2918,1727,504,92,135976,124806,62823,39610,23637,14309,8963,5189,2936,1748,1147,720,522,480,404,915,133,159,180,250,344,605,1262,2335,4403,9155,18426,32805,56352,295624,60342,37962,33579,33392,33426,32217,30323,27118,25099,23885,25035,23959,21107,13668,1574,78769,143164,60318,30237,20954,16367,13029,10594,9210,8068,6965,5437,6038,6837,6745,576
0,1703,19384,29984,29802,22036,14684,10496,7060,5438,4948,4021,2421,550,7,37,3624,15191,21240,26170,25412,17371,12768,9092,6839,5966,5203,3042,579,0,261,8776,33309,38025,23651,14005,9169,6503,5383,4862,4202,2721,1489,178,0,699,407,626,1275,2698,4974,8953,14538,23095,29431,30654,22046,10238,2693,207,679,3004,8179,20699,33364,31306,22581,14264,8868,4798,2338,1414,843,185,12,2,79,4602,12265,35529,35568,21786,14591,11612,7319,4368,2148,1979,609,77,3,95,4738,13326,37691,36994,18791,12927,10850,7507,4530,2619,1645,744,74,472,3341,15413,28803,27461,21896,15674,11658,8438,7278,5736,3397,1769,1094,104,648,566,889,2187,5032,11725,23715,34289,31740,23208,11962,4371,1934,268,0,350,590,985,1585,1941,2222,2375,3208,4275,6686,12385,25405,47872,39195,3460,278,424,753,1360,2479,4620,8092,12988,20497,29495,35980,24490,8208,2355,515,223,9081,35960,43087,28340,14970,8642,5641,3485,1871,766,298,117,47,6,139
0,164,10354,51298,63405,60329,90769,95306,112768,90934,82707,71276,49397,15234,1328,0,3899,51868,80454,72014,71603,75724,84229,77775,88675,78450,68960,36103,5168,347,43,4204,15522,60147,74859,74798,78003,78339,82211,89250,95964,88481,48212,5085,151,146293,108937,77381,65969,62586,66341,71141,56758,51497,38733,25619,14060,5807,2388,1759,4937,23941,44420,49057,51488,56645,60265,62573,65600,66977,72815,76728,79690,59796,20337,1,50,3884,6533,32213,69048,111810,143675,149631,115488,89684,51536,20445,1270,1,1,52,3984,7277,33700,80997,108731,134537,138828,119678,92050,56800,17255,1378,1,4032,4523,17209,52342,59571,60614,64928,67487,69816,70964,77156,88979,94772,56817,6059,70570,79896,66948,58734,56150,55578,60510,65617,65240,68407,65508,51789,26397,3712,213,8171,75022,134116,145897,126417,95253,64241,46736,33301,24859,17893,11609,6232,3298,2224,40449,88526,88725,76386,63586,54860,48013,44427,42431,43712,51850,59969,60819,27476,4040,1616,6545,5838,9392,16369,26957,40617,54773,63939,67745,66516,61262,81787,133630,158283,537
9,11190,22588,36705,54272,76411,69127,69529,63856,47081,28107,9953,3284,1204,207,1286,9766,14299,18334,25451,36776,50413,65406,72690,69339,65331,45128,18047,1096,161,4933,7340,10645,12291,13703,17971,24277,33401,52347,77961,91192,88856,55309,3150,147,17800,21177,29396,28139,27374,28339,29598,37252,46726,59328,64460,59940,35330,8035,629,10373,3313,7299,14480,25047,37997,45298,46695,44052,43253,44711,49027,53058,48311,20609,0,52,2332,7486,8080,8910,13314,21467,36096,49999,57080,52691,71662,89701,74653,0,69,2425,8265,8007,10277,13225,20475,33414,47840,56346,61954,65809,90733,74684,9071,2878,7414,12451,16588,23987,38188,57376,60820,58291,53213,54720,53215,39993,5318,12485,4177,6547,11874,22205,36912,45311,51380,56632,64776,66084,66532,44908,3521,179,9386,32580,51558,44791,51341,55958,51338,47335,37702,30422,26857,22795,17479,11589,2392,45528,63469,47479,38880,35423,34289,34252,35053,35634,35227,33552,25172,13418,6752,9395,272,9437,16744,20683,26176,32656,40019,49940,60146,58248,44752,34313,38137,42759,19241,125
143,183,12753,31396,47100,29209,35492,35904,76852,113863,165407,154406,116263,37413,6294,145,356,12506,52052,55925,35455,42213,51751,82714,134028,133757,152150,87666,21005,782,148,17247,82239,59720,51695,72380,97184,98169,101477,99789,89653,56946,28142,7537,2,16751,10010,18095,26603,32736,64226,82462,128464,181319,142375,96691,43258,13546,5078,490,12138,16514,43915,52349,51945,64306,87803,103624,108768,107473,93355,68916,38660,10963,828,144,213,3490,7430,20802,82834,177857,161466,126260,102670,72871,38079,41403,19285,6501,181,295,3791,8633,22634,108260,170987,146041,116912,99840,72251,48824,34825,21530,6301,7075,25672,64756,47612,57711,63900,77012,83699,84280,88742,89958,83889,60618,24270,2517,4715,7445,16521,26635,48237,67270,59558,96852,138037,169244,125011,71299,28234,6968,19,18214,11552,12847,19834,33231,49369,59725,86370,104545,123085,124317,95267,71528,44167,7751,453,1980,8209,25634,47291,64683,78600,87373,93670,101002,115916,112677,72749,35867,13130,2161,27413,55451,69522,95431,115027,112901,99707,83679,67295,50665,34257,24955,17439,3263,153
1457,15495,23108,22865,17040,13237,10470,10103,12077,13596,13636,13492,11981,13148,2686,9865,43227,26111,22481,16707,16930,12057,11145,11177,9217,6157,3054,3202,2926,135,17563,55751,37508,26496,18828,13158,9808,5510,2992,1604,1399,1471,1493,730,79,11570,22983,32204,28184,21683,22560,16659,12674,9975,6540,4002,2454,1477,1006,419,8930,41900,36724,25443,20082,15819,13646,11437,9153,6093,2908,1214,770,223,41,2448,143116,43566,4152,963,110,13,0,0,0,0,0,0,0,0,1820,146893,40235,4543,781,88,8,0,0,0,0,0,0,0,0,19294,43660,38170,27155,19412,15928,11903,7572,4205,2234,1205,1111,1100,1158,279,30608,33352,23672,21331,18716,18209,16396,13541,8675,4228,2042,1733,1336,476,76,2115,4911,2487,1765,1883,2668,3485,6240,9254,13977,20566,28702,41692,45667,8978,178,963,2889,5334,6788,7419,8654,9744,11580,14590,20825,27542,34313,41802,1762,841,24076,36862,31281,24424,19912,15888,12771,9847,7148,4439,2628,2234,1622,409,320
0,16,167,1388,4682,5632,8032,10171,10608,20231,31482,59018,74929,34037,1073,0,12,283,1206,3092,4873,6015,10068,10256,15164,27767,57967,91070,33411,282,0,117,2149,5724,7253,7515,9291,13672,21879,31647,35825,55016,56778,14537,63,3089,477,1039,2956,6157,9366,13502,19473,24011,39147,47968,48486,35949,9350,496,2706,696,1000,4797,8843,13233,18446,24272,26847,32781,34678,37418,34121,19209,2419,0,0,3320,6539,8993,8010,9418,12758,25858,31594,27145,20435,39167,42288,25941,0,2,3216,7088,9169,9093,8877,12459,24203,30077,26820,25368,33450,45832,25812,1518,1689,3161,6858,10080,14715,17954,18294,20483,23954,30091,37714,40987,30393,3575,2457,447,378,1066,3148,5769,8929,11178,15375,23366,37898,57179,70455,23550,271,1602,3656,16556,27733,28421,26981,25429,31465,34687,30744,20088,9697,3773,630,4,3,8,99,578,3628,20269,38521,38450,40900,37850,33724,26846,14438,3456,2696,23,552,4684,14959,27683,36700,36508,32125,27234,23302,21091,19465,14808,2294,37,161
