band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
0,13,500,9431,50673,110460,120377,82476,103483,5576,0,455,3022,15611,45381,107844,114707,87977,101677,6315,142,6848,40055,83738,92365,76839,54869,48396,71561,8176,522,832,1643,3224,6751,15861,49447,157836,213025,33848,586,8774,37146,75539,102595,85887,59733,45253,51156,16320,0,5496,146134,144652,89990,54340,33200,9170,7,0,0,6207,146855,143410,97593,50160,30762,8000,2,0,385,13764,71538,98287,80121,52288,36953,35320,47089,47244,245,413,628,1328,3721,15301,80875,235141,135657,9680,399,26725,36051,27666,29073,40251,71433,125063,112588,13740,25,257,3331,28252,62509,95064,126126,119329,46656,1440,5507,104850,140908,81791,39351,26404,27802,35874,20342,160,80
1,67,1020,10612,11370,21931,45470,88933,76786,3425,2,708,8331,17126,37364,71596,78329,35931,8151,2077,82,12731,54689,79015,61188,30914,12895,4173,3073,855,3984,4120,5813,13227,18165,31827,57775,85933,38296,475,3378,25290,59696,61191,50546,33640,15976,6487,2935,476,0,1104,15673,86430,100526,49306,6092,455,29,0,0,1128,16161,81667,113373,41903,4959,390,34,0,2998,39900,65923,56479,41892,26116,13874,7302,3236,1895,1717,2975,6346,19580,40560,60503,89940,32906,4488,600,5613,1961,2103,3025,7274,20685,47412,88771,75779,6992,5,304,1593,4572,11149,21689,39694,73314,98239,9056,4120,82790,84978,45959,20255,9193,5225,3200,3408,487,178
0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,5,5,7,12,7,0,1,21,42,39,21,23,21,41,1,211,30,9,1,1,0,0,0,0,0,135,69,31,21,9,6,2,0,0,0,0,0,0,0,0,3,5,45,27,0,0,0,0,0,2,0,0,53,25,0,0,0,34,97,43,47,21,29,16,0,154,36,21,12,6,14,10,18,22,1,240,6,0,0,0,0,0,0,0,60,300,0,0,0,0,0,0,0,0,77,0,1,2,23,101,106,35,9,6,33,339
198,3606,36578,111176,137027,165505,162537,157261,348602,52012,1680,3207,15469,56067,100911,124061,158352,213665,443114,57976,1260,3653,24382,58302,86487,105109,134762,218244,447658,94645,7620,9038,12914,18823,27031,38351,57335,129821,466794,406775,2946,1888,3109,11454,39664,88190,138128,207650,346713,334760,0,470,4263,9651,48075,168003,252844,270752,333651,86793,0,434,4265,8709,49879,170866,246576,282567,337493,73713,1937,1370,7665,27266,54278,79191,107350,169100,318222,408123,6677,4662,5377,6591,12919,29701,85899,253515,616256,152905,10423,103637,241035,187984,137275,114537,112333,125541,119263,22474,120684,198270,280311,333753,167186,46269,16568,6464,2505,2492,1919,45110,110906,123707,122218,123640,145988,206461,186580,107973,469
1430,42935,43231,37493,43855,42112,16675,9605,3633,2049,30608,57892,59644,32791,26857,13866,12153,5849,2668,690,38935,52987,56282,40728,29716,15005,6333,1670,1103,259,24633,59014,74160,43110,24822,10108,3996,2077,951,147,20095,37090,46388,45568,35421,28457,18231,9456,2036,276,12,110055,123742,8380,786,41,1,1,0,0,19,109813,124623,7718,813,30,1,1,0,0,32204,45444,44473,37310,33097,26359,13517,7798,2078,738,21316,53827,71007,47139,24455,15147,6981,2088,869,189,13023,2013,1869,4678,14972,40199,54491,46886,47627,17260,3784,15314,26094,37237,38934,34017,29860,24506,16467,16805,11762,12863,44467,51426,42849,33124,21599,12922,8529,3477,352
9857,20306,13733,11484,12556,11815,9985,6475,2773,26,16680,20315,13578,12079,10806,9560,8334,5918,1740,0,11883,23050,16327,12239,10170,9670,9073,5386,1212,0,16483,17024,14044,12231,11435,9604,9141,6892,2047,109,9669,17052,16750,15474,14289,12642,9374,3477,283,0,773,39085,43503,12562,2919,168,0,0,0,0,869,38849,42976,12758,3414,144,0,0,0,0,8310,17526,17579,13824,11698,10644,9659,7342,2379,49,21554,13746,10508,10261,13046,13378,10394,5141,981,1,222,1932,3827,8110,12071,13968,16550,19197,19015,4118,447,2401,5477,10452,14098,14900,15650,17302,15595,2688,1439,12597,19685,19454,16900,14501,9652,3776,943,63,69
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,10,256
0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,3,10,15,0,15,3,3,5,2,13,23,14,10,3,108,8,4,6,2,0,0,2,3,0,42,48,34,11,5,4,3,3,3,1,0,14,4,8,21,3,0,0,0,0,0,14,0,10,28,4,0,0,0,0,24,0,1,23,50,40,28,31,17,10,114,44,20,26,22,10,11,16,15,16,80,6,5,2,3,0,1,0,3,62,174,0,0,1,1,2,0,1,4,31,0,2,5,23,49,44,7,4,5,39,598
8534,19502,13466,19201,17937,14962,13344,6244,2946,744,16401,17748,16221,17061,14140,14124,10839,6693,3391,262,11317,18537,19839,16747,15141,14140,12424,6262,2468,5,17451,22202,19309,18197,15921,13340,7134,2551,657,118,9741,11069,14704,17297,18902,17491,16882,9735,1050,9,734,45102,50134,16804,3824,263,18,1,0,0,807,45367,50549,16069,3876,195,16,1,0,0,7720,10572,13686,16720,15703,16345,15575,14525,5937,97,21767,17669,11426,14408,16592,15987,11676,5706,1648,1,1878,2592,4175,11552,19388,21839,20344,18752,14169,2191,559,3739,10851,18781,22081,19943,16577,12183,8232,3934,1388,8709,15322,17536,18672,18439,15896,11706,6934,2278,22
197935,186803,123921,75504,49969,32091,19138,8683,4341,5039,113982,108011,98119,87501,78943,73555,67354,52996,18724,4239,94858,80602,85397,78001,78344,78651,83887,79459,40848,3377,18949,14416,18604,29533,53764,98234,151454,175281,123335,19854,32265,64433,46862,45423,50321,59448,74723,108359,141439,80151,20,45818,147005,139013,185717,125237,52812,7553,243,6,23,44701,142037,131057,203360,121847,52198,7937,261,3,54948,63903,54570,55831,60242,70072,83643,120088,119345,20782,33058,49203,68764,83276,86996,88188,90382,109207,89885,4465,8672,1945,9264,31302,63137,112038,134652,125422,103871,113121,305790,112296,76617,61153,44375,31055,24281,19432,13989,14436,34152,86232,63918,67630,73537,76850,82168,74728,79198,65011,574
0,32,5434,26004,54670,90551,169318,262076,252484,12698,0,2842,26799,44836,77171,119605,166679,231367,199431,4537,16,1940,12914,47509,97327,148592,188490,225104,147659,3716,167602,119519,78862,74750,78753,90686,101243,102520,52958,6374,13979,35172,57947,79034,98201,117659,141768,177248,130824,21435,0,1097,3850,11695,27367,85273,158818,268106,214753,102308,0,1088,3762,11303,30281,89898,159699,245320,241833,90083,5219,5978,14456,44210,82506,123640,159019,197028,197010,44201,62315,76404,61720,53239,64339,103811,146265,172691,127883,4600,81312,221799,212304,132498,86212,60503,43374,25736,9023,506,746,23132,102598,167617,131298,91355,99035,133086,104655,19745,3351,5363,22248,43842,76668,120871,169936,180152,173512,77324,474
213428,96142,18148,2895,1169,620,322,215,88,6,257556,66000,5137,1604,975,741,501,352,165,2,288703,34864,4516,1829,1175,750,557,402,232,5,30588,27862,28660,29689,30373,32993,36483,39542,47684,29159,90639,96268,64777,44819,23144,7941,2810,1617,811,207,1204,313626,17118,854,173,35,15,5,1,2,1834,313513,16668,784,179,35,12,5,1,2,152812,146668,22463,5516,2598,1479,892,489,111,5,101323,67812,55528,37812,27287,24086,12313,5182,1547,143,1,18,69,142,429,1322,3038,7621,41512,278881,18475,31751,35681,35961,35216,33020,34543,37935,44076,26375,60755,219645,35363,10500,3938,1550,688,307,181,106,281
55662,75819,93267,64560,43916,32381,16022,11957,4958,1419,54193,82470,76986,69177,45962,32774,18597,13173,5639,990,67945,85244,81235,56852,40178,31253,20229,12427,4297,301,8432,7431,18839,52234,79083,103133,66558,45762,15720,2769,35065,62585,44818,44749,48178,45468,46370,39853,26847,6028,0,2186,59847,71331,85423,88951,59077,28491,4439,216,0,2113,61456,69547,96159,84965,54846,25402,5340,133,70256,66744,64727,51250,44010,34572,28666,23684,14494,1558,18558,35856,98567,95807,72593,42142,18947,13084,3452,955,4598,2093,6726,11942,21507,36108,55689,76518,92712,92068,34683,55926,51721,46285,39550,36101,39657,48937,39283,7818,46166,71086,58539,51632,42310,32940,26458,20190,20267,30373,569
102,1287,9722,59465,104003,60822,17640,4458,1395,138,862,6680,70195,115649,44834,12492,4988,2265,985,82,1393,66933,118567,48364,14413,5694,2174,840,591,63,5625,27188,44784,49881,45584,38393,27823,15371,4107,276,1833,15597,75704,90149,47585,17213,6324,2917,1227,483,5,66090,181346,8850,2679,61,1,0,0,0,5,67622,179674,8750,2932,49,0,0,0,0,1726,23896,78383,81256,45437,16961,6486,2905,1442,540,4320,40816,71760,66045,45318,21883,6501,1651,640,98,137,570,965,2548,9518,27339,53999,77488,73483,12985,380,1753,4300,11698,28838,52659,76844,63655,17191,1714,968,30709,71126,71097,47513,23125,8726,3129,1700,939,229
627,21179,26077,38076,51769,60182,40619,26062,8456,1526,8158,33332,30249,48904,53519,42092,29371,21113,6447,1388,5092,44437,62893,53555,39563,31562,21125,11258,3713,1375,12721,31028,30465,39760,51132,50284,35004,17822,5063,1294,4207,12032,32173,49700,54799,47788,31890,21972,14726,5286,5,14484,165022,56489,31900,6252,399,22,0,0,5,14239,163908,54652,35791,5570,388,20,0,0,3960,15968,37668,49359,51640,42104,29392,21956,17250,5276,23117,21798,21655,45225,66484,50416,26753,13021,4590,1514,636,2487,3734,15457,35988,48608,58152,58655,44118,6738,8052,19413,29754,39692,47978,48561,43545,27534,8206,1838,1028,17077,38844,48445,47398,40359,28930,18738,17362,16392,237
61712,106354,111098,102890,88502,66315,44282,25896,10283,263,4341,82276,65800,66915,77459,87419,90763,88202,53783,637,6135,76468,39856,35257,44270,63024,88179,124287,134257,5862,19851,35348,43076,52659,64612,84175,104066,114152,82328,17328,26950,42304,17736,15927,19863,29936,49731,90291,135448,189409,0,3,7113,56798,36459,38221,59758,113390,214377,91476,0,2,6531,55549,38571,38839,57889,124243,211591,84380,36441,40117,19133,18450,22393,31385,51563,93998,165213,138902,14868,32777,51252,62151,67351,71395,82699,108891,119290,6921,4222,21601,160010,126186,70839,49660,41584,38695,63269,41529,355455,88557,41987,22805,13524,10528,11978,19027,43670,10064,40217,44774,18375,19770,22817,25748,29496,33480,56633,326285,567
45290,74429,113548,113092,73628,81023,33908,6076,1273,2948,106633,241294,127908,49028,10289,4245,1937,744,912,2225,157668,318624,45430,11736,4870,2592,1265,600,735,1695,82430,136570,89461,62881,48358,39619,32885,26387,18285,8339,140344,169853,111969,65647,30381,13484,7116,3995,1270,1156,111029,419236,13174,1427,260,73,15,1,0,0,136200,394310,13033,1326,268,67,10,1,0,0,209175,222461,63805,21410,12125,7239,4703,2452,869,976,203533,149031,76540,50939,33449,18576,6758,2539,1609,2241,1858,2015,3022,5568,11490,19842,39851,107461,239054,115054,4604,9695,17580,27537,39581,50452,69497,100645,150685,74939,64057,203783,140371,61234,29130,15823,10159,6936,6578,7144,315
0,0,0,0,0,0,0,0,0,0,10,5,3,3,2,3,3,8,13,90,11,6,2,8,6,4,7,5,5,121,52,1,1,0,0,2,3,3,2,125,33,16,3,2,0,0,2,0,3,126,58,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,12,9,9,10,9,8,6,5,3,74,48,7,2,0,3,2,2,3,6,144,194,14,4,2,2,1,0,0,0,20,84,3,1,0,2,1,0,6,19,145,1,4,7,12,79,85,18,3,11,16,582
73,6440,11883,20656,28874,27170,19360,10723,3950,100,3814,13693,22542,25113,23747,17979,12396,7976,1920,49,3615,27027,29321,22457,16981,12894,10435,5390,1080,29,6682,9204,8326,9569,13069,17634,23363,25368,14283,1731,4776,27591,29189,23169,17344,13445,9504,3675,525,11,7205,85539,30613,5378,485,9,0,0,0,0,7948,84726,30316,5627,605,7,0,0,0,0,4126,23549,28418,21136,16123,13362,11246,8548,2583,138,8835,5864,5736,8824,20494,35442,31761,10935,1299,39,255,1027,3889,7515,10250,13136,18772,27237,32458,14690,7,437,2253,6254,11434,15334,22126,34510,35282,1592,11975,36861,23416,18048,14795,11968,7738,3279,1070,79,52
0,1,3,1,0,4,1,6,0,12,1,1,3,1,6,5,5,8,12,14,0,1,2,8,7,9,12,0,20,11,48,14,5,4,0,2,8,1,2,0,13,32,6,16,6,6,10,2,0,0,0,0,19,13,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,0,2,20,33,27,15,26,23,1,50,23,17,7,9,9,14,12,33,8,89,1,0,0,0,0,0,0,0,20,50,0,0,0,0,0,0,1,4,67,0,0,0,4,36,45,11,7,3,12,26
177094,146187,161005,84744,36626,12789,3247,304,9,0,151758,120935,126217,98816,68076,36489,15641,3905,168,0,65903,112993,78602,87852,97282,96466,62902,19023,982,0,96326,217012,146229,80256,43885,22486,10640,4261,893,17,21997,84680,95439,101216,107062,97489,68501,35138,9829,654,0,2973,91881,79964,78192,138784,173039,54265,2653,254,0,2877,89825,78125,86834,137949,168520,54692,2952,231,24353,85312,93392,96254,103657,104025,73696,34742,6408,166,149116,180346,114841,77841,50865,28560,14293,5454,689,0,1659,5629,79220,143211,102374,57359,42790,57640,102720,29403,32525,73556,116311,120077,93699,67569,55458,43301,16552,2957,432,31453,77530,68113,73855,90690,100473,90627,66789,22043,453
0,0,423,1915,12214,62294,148470,136359,52303,1143,0,301,5011,29940,80154,123437,106733,56721,12499,325,102,12563,86424,108890,96728,62394,31220,13833,2918,49,1539,2689,5010,10352,29579,81223,133907,129557,21057,208,917,18813,67019,99706,98313,67391,39541,19344,3841,236,0,1213,62984,188875,127775,29619,4367,287,1,0,0,1215,62445,181399,137363,28285,4117,296,1,0,857,35663,91609,91396,74653,52596,36170,23058,7958,1161,480,1836,4323,8837,33091,91893,181106,87685,5771,99,589,2177,3442,8115,18204,43544,95994,139990,98569,4497,0,191,1440,10597,33410,56940,93065,134423,82802,2253,1664,76109,142223,102864,48512,23576,12995,5401,1692,85,135
21,8689,31053,21862,30728,32256,101204,240147,109417,16331,1713,35225,49388,45213,59247,97846,143224,117003,35185,7664,3101,69151,80511,89070,94062,115495,85529,35964,15866,2959,46235,129179,169719,148403,64330,19346,9846,3434,1093,123,19377,84701,100068,76254,83512,93170,76075,39638,17608,1305,32,59012,56970,69689,35531,99405,123548,47097,41077,59347,33,59087,62170,63303,39558,105862,116215,42175,50300,53005,14324,64942,100846,79058,70844,82958,81051,61373,28392,7920,40684,105470,89508,107373,107373,74960,36230,16506,12260,1344,21781,18287,48964,116375,137415,96244,63904,53351,32984,2403,405,4455,14657,30241,54111,76778,94512,122061,164870,29618,3618,30347,70442,91514,96788,96672,86340,58089,43084,14814,203
2404,26419,53726,53749,60105,67277,93659,90026,28912,4379,3495,36262,52650,47665,51591,66607,93743,88501,35572,4570,4846,32381,47053,45744,49257,66409,99971,97208,32822,4965,22734,67774,94008,97634,80236,61297,35348,14076,3961,3588,6791,14858,25358,33929,42335,55755,84905,115024,83303,18398,0,162,7432,35484,70711,140258,181833,40136,4375,265,0,171,7051,32961,77915,138764,177111,42342,4199,142,6727,25726,38579,42958,47631,57862,79112,102850,68593,10618,22395,50004,56659,62904,76365,79496,63292,47732,17210,4599,6731,30064,99432,102800,75480,58856,51455,34534,15619,5685,26556,96192,113735,91394,61849,36978,23102,14543,9928,6379,2182,8373,19664,30233,38033,41248,48009,58762,100373,133779,383
145647,307463,233952,129073,44218,8141,1217,156,103,12,125688,326733,232705,122475,49193,11561,1370,158,94,5,68982,190081,195989,171674,134688,83241,23392,1803,125,7,68420,125432,210768,206347,133324,66135,33417,17640,7489,1010,30591,57040,74041,94118,115221,142901,169938,145327,40356,449,0,10,3605,24482,79609,173870,220768,240134,123553,3951,0,8,3517,22469,85597,174850,214680,243150,122820,2891,37519,88068,111805,113734,121820,140189,145019,100267,11550,11,114241,244974,235080,153107,81018,30674,8773,1903,206,6,10690,6315,21053,51332,104084,142811,157307,162379,155361,58650,281846,204722,136194,86843,55318,36572,26518,16746,8502,16721,13642,51152,89057,99520,101736,96477,89270,75311,83518,170299,528
108960,13034,2840,679,286,70,40,8,0,0,88991,30187,4189,1415,602,293,160,68,12,0,79519,31320,8920,4053,1162,583,259,93,8,0,9346,12313,13728,12221,16703,17519,15695,14920,11655,1817,13848,27374,25546,23749,17543,9929,5263,2217,434,14,24,30199,50503,24597,9703,4777,2625,1721,911,857,25,29876,51892,23580,10337,4382,2451,1538,1081,755,22604,48041,27065,11152,6384,3986,3186,2482,976,41,32398,28780,29548,18546,9052,5784,1528,261,20,0,4,487,1369,1215,1716,2707,4287,8965,24334,80833,16157,24875,21542,18009,13162,10120,8212,7235,5436,1169,6338,48943,29806,14536,9027,5540,3668,2246,1909,3904,285
0,0,3,534,6738,25406,79995,183978,226241,6323,0,2,66,503,5104,24485,70046,164236,260438,4338,0,44,3655,14947,32642,54131,84644,139316,190296,9543,420,761,1075,1998,4983,12372,33974,110814,275823,86998,309,1877,7184,16663,36400,61705,94509,136457,138723,35391,0,7367,108624,127019,103294,81446,81455,20013,0,0,0,7494,105386,123697,113458,82354,79464,17365,0,0,141,2963,11919,26448,38315,49402,67105,102777,134892,95256,165,293,443,735,2224,7334,29532,128895,347323,12274,380,38514,69228,59660,73294,97853,96985,70080,22734,490,16,927,22326,125253,131429,101904,83868,48528,14313,654,400,24754,76117,110786,95683,62294,54973,60409,42618,1184,81
60,3772,7140,7056,6003,6915,8956,6834,1364,44,2138,9706,8962,8124,8448,6959,2626,912,239,30,3547,13203,11104,9780,6200,2941,949,311,87,22,25453,13324,4628,2242,1038,567,356,232,166,138,14123,12140,10302,6269,3274,1550,370,99,17,0,0,13,510,6438,9602,9280,9038,7731,4199,1333,0,15,514,6372,10746,8968,8618,6915,5073,923,13383,8318,8471,6932,5081,3385,1934,588,52,0,19948,14358,7364,3720,1534,677,262,196,61,24,8109,3986,4751,5444,6129,5073,4088,4044,5223,1297,18,123,416,934,1499,2640,4457,7514,16306,14237,8200,4911,7043,8317,7239,4634,3046,1912,1583,1259,518
0,0,0,0,0,0,0,4,2,8,0,0,0,1,1,0,5,12,4,19,0,0,0,2,2,6,15,5,12,14,39,5,0,6,4,6,2,4,4,7,3,40,7,1,4,15,6,4,11,0,0,0,0,25,7,0,0,0,0,0,0,0,0,6,23,11,0,0,0,0,0,0,1,4,18,44,16,22,37,33,4,27,27,7,11,4,6,13,39,37,65,5,0,1,1,0,0,0,0,30,70,0,0,0,0,0,0,1,4,49,0,1,1,7,56,26,4,1,0,21,501
171,33475,164285,224147,222006,195737,176216,137947,58088,3687,2591,97348,209480,194721,169870,161046,160793,152091,65404,2415,79,13019,92365,189252,224053,206428,206733,207020,73724,3086,417974,283192,180425,113960,77412,57400,38143,27142,15882,4229,13785,89871,191542,239280,223488,194355,145884,74266,29020,14268,0,8,1651,3085,6255,16368,60894,195970,353929,577599,0,6,1593,3058,6989,17570,62795,186607,407283,529858,4600,9690,54681,159017,275169,298179,233640,121629,44750,14404,212476,208555,158654,132230,132121,131593,113130,80025,43667,3308,35220,372404,408313,203017,93589,46371,25894,16721,10837,3393,7580,24023,39454,88435,186900,259530,276567,220622,100089,12559,4325,13459,23949,45370,106989,234835,323962,247440,154259,61171,476
61224,51603,30883,18572,11707,6910,3888,2387,3041,24652,36587,33114,29143,26036,23026,18798,12896,7368,5753,22146,27729,29200,29453,29147,28062,23543,14796,7883,5686,19368,41473,33006,33715,31364,23134,15268,9033,5294,3364,19216,47013,18567,22540,27468,29905,28423,23806,13760,3227,158,42489,26346,81254,34356,18059,7624,2737,1328,662,12,42997,26106,79857,33866,20143,7234,2636,1409,611,8,36614,17351,20070,24684,28568,29062,26955,21933,9241,389,44127,32626,31677,25470,21058,16294,10461,7256,5385,20513,8212,7908,13995,21210,31469,34712,32322,31332,28852,4855,3598,10483,26674,35183,30346,20871,15281,11822,13645,46964,40228,15520,18370,25591,29022,29576,26404,17134,9864,3158,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,40,0,0,0,0,0,7,18,7,31,49,43,7,14,9,13,5,6,14,15,21,3,38,9,13,20,18,18,22,11,9,0,0,0,0,2,8,13,19,16,0,0,0,0,0,6,12,14,28,6,0,0,2,8,10,50,23,29,37,46,47,39,38,14,7,15,13,12,18,51,59,128,0,0,0,0,0,0,0,0,50,130,0,0,0,0,0,0,0,12,78,0,3,4,13,69,77,1,0,0,20,458
389,50,875,63350,137088,151373,123449,104898,48541,842,288,32818,139510,109931,97064,108058,98774,41869,2039,504,38719,190758,117943,104879,88874,66561,20509,1919,402,291,78946,62378,75671,106585,118698,102597,59870,21416,4141,553,246770,84285,78781,68866,66061,57765,25055,2891,230,151,98,233509,63440,205928,121970,5549,315,45,1,0,121,233259,62002,190477,140123,4537,292,43,1,0,232540,99657,94955,70038,62065,49869,18212,2865,517,137,59739,86865,167980,120256,88907,62881,34288,8993,574,372,37776,12264,19877,30305,42742,66759,88240,111810,152419,68663,6,11,288,2873,14699,46304,80550,100339,123035,262750,200402,103353,111027,89095,59398,32491,17050,11545,6001,493,337
