band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
0,18,1719,23532,91290,144228,96020,113379,12803,0,891,5602,25849,88402,131488,104395,111217,15145,275,11403,57715,103313,95354,70040,53152,75545,16192,594,1022,2156,4613,11123,35615,127827,250596,49443,728,14126,52062,97186,109810,78213,53530,55337,21997,0,16162,180163,148364,73076,48865,16265,94,0,0,23243,199206,127189,76127,41736,15427,61,0,596,23317,94642,105128,72463,46090,37942,49722,53089,292,464,840,2166,8463,48966,225584,176350,19864,1120,35460,36306,30331,36685,62237,122586,138091,20173,32,444,7627,49287,83647,131981,138946,68453,2572,10426,133723,141274,68352,33717,28885,38084,28094,434,80
3,143,3018,13686,18568,35904,88035,96073,4185,31,1373,12633,22162,63163,89912,54448,13359,2534,160,20683,72309,85793,49281,20314,6506,3216,1353,4415,4669,9037,16064,27099,50801,89736,56642,1152,3859,37231,67818,65766,46555,24166,9844,3650,726,1,1443,26595,125957,85267,19292,1006,54,0,7,1575,36926,112217,94799,13091,935,65,0,4143,53575,70847,57073,37555,20125,9856,4311,2130,1894,3811,9818,30457,52322,96706,57180,6251,1176,5937,2087,2465,4617,13986,39366,85182,95438,10537,12,478,2476,7402,17512,35043,70151,109805,16736,8537,99892,82986,37610,15071,6936,4052,3651,880,178
0,0,0,0,0,0,0,0,0,0,4,8,10,10,3,7,12,9,0,1,29,54,34,20,29,39,4,214,28,9,0,1,0,0,0,0,153,63,28,19,6,4,0,0,0,0,0,0,0,0,7,31,42,0,0,0,0,0,2,0,24,54,0,0,1,65,85,46,36,32,22,0,159,39,15,13,14,11,12,29,2,243,3,0,0,0,0,0,0,60,300,0,0,0,0,0,0,0,77,0,2,6,50,151,52,16,5,34,339
351,6341,68688,132783,170583,184738,173677,341641,95700,1843,4025,26047,83789,127226,160010,213677,440208,117677,1414,6306,37819,78414,105484,133879,210922,430579,169685,8507,10519,15454,24780,36811,49962,111978,435400,481091,3143,2219,4906,21299,70229,131903,203897,355962,380944,0,1162,4936,22713,100204,266764,290420,357839,130464,0,1315,5459,19858,111745,255554,297833,363777,118961,2042,1930,13208,42062,74178,105677,161636,317684,456085,7223,5414,6117,8948,21275,65066,214330,604058,242071,13176,162112,248816,184436,136465,123912,134116,140262,31207,140494,230871,345678,315841,99156,27243,9274,3137,2808,2884,65319,130798,137486,135367,147180,212318,219763,123387,469
4263,41344,43301,57961,53748,22773,12301,5052,2275,41369,59592,63003,35867,18077,12666,8475,3114,855,45170,60913,52522,42843,27454,9986,2556,1198,376,28705,69296,74793,42395,16599,7114,2721,1195,200,22841,45440,49889,48813,34857,24825,12650,3354,349,852,138642,98644,4672,199,8,1,0,0,2990,154727,82218,2910,167,5,1,0,0,37256,51571,45222,42470,32913,19944,9575,3239,828,25329,74985,69081,37139,20564,11497,2998,1140,285,13258,2161,2421,8400,27978,60301,53287,52885,22327,4744,19272,33018,42840,40578,35547,29119,19388,18512,12171,20186,53605,54852,42373,28902,16534,10113,4282,352
11868,22123,13702,13316,13586,12081,8358,3904,72,19771,20576,14426,12848,11391,9898,7500,2586,14,14917,24207,16481,12654,10822,10516,7424,1985,4,18525,18237,14827,13417,11635,10380,8670,3146,173,11365,19163,18273,16617,14941,12307,5724,619,1,2074,49758,35689,10591,887,11,0,0,0,2435,50463,35508,9683,915,6,0,0,0,10111,20132,18194,14390,12015,11312,9120,3633,103,23474,14041,11217,12675,15248,13349,7324,1678,4,319,2457,5315,11038,14452,17342,20516,21830,5741,581,3161,7547,13579,16115,17156,18588,18131,4152,2376,15811,22115,20767,17524,13033,5944,1341,99,69
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,35,11,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,10,256
0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,7,19,1,15,3,7,1,8,23,18,13,3,109,10,3,4,2,0,2,3,0,50,52,25,11,3,5,4,2,2,0,14,5,25,6,0,0,0,0,0,14,0,30,10,2,0,0,0,24,0,9,33,47,49,29,20,13,118,43,24,30,19,8,19,13,20,81,8,2,3,2,1,0,3,62,174,0,0,2,1,1,1,1,34,0,2,12,33,67,12,7,6,39,598
11440,18142,18842,20455,18342,16448,8690,3445,1076,18987,19179,18733,17573,15660,12653,9485,4094,516,13319,21751,20848,16616,17093,14613,9305,3212,123,20271,23996,21357,18155,17130,10690,4224,911,146,11054,12675,17274,19858,20553,19352,13808,2291,15,1489,53981,46166,14028,1138,76,2,0,0,1916,59520,43750,10650,998,44,2,0,0,8596,12281,16941,17359,18168,17811,17011,8446,267,24138,16128,15718,16925,18254,14765,8589,2345,18,2219,2872,6334,16755,23666,23274,21350,17263,3147,732,5246,14632,23175,23547,20160,14975,9317,5096,1935,11241,17874,20245,20788,19110,14310,8510,2867,22
222888,194274,122388,69227,45024,26685,12323,5120,5495,124295,121408,105810,90268,86007,79542,63571,27598,4925,101781,93630,92043,86815,86276,90965,91164,56590,4160,20390,16482,23236,40988,83118,143553,196262,152318,27077,39205,69022,50143,52262,60390,75245,106668,157103,93386,79,72850,149738,201156,168320,95403,15412,460,6,92,72283,154486,185752,188186,83498,18673,443,11,63800,67419,60577,63574,71279,86412,119233,142153,28977,37168,60302,79452,93244,100584,96276,113618,116628,6152,8874,2528,15817,46900,96760,145404,143150,121953,122038,322349,114408,79927,61113,40696,29428,23310,16171,16022,48562,86353,71332,78082,83298,89530,86003,85751,74513,574
0,144,11198,41168,79650,150071,249878,318862,22296,3,6545,35274,63710,108528,157916,235170,257055,9066,80,2866,23143,72704,136686,193266,239920,197562,7040,185590,119422,87875,81951,91673,108270,118857,70821,8808,16607,43543,70951,94690,122719,145207,188950,161974,28626,0,1736,4894,19000,52960,157325,264104,265663,107585,0,1943,5481,17882,62150,151198,238790,280256,115567,5785,6465,24586,65378,112865,165582,204951,228028,59627,69077,84980,64258,61106,93030,146301,183580,161747,9188,104583,251709,210678,124034,79053,55413,34159,12801,837,1278,36799,143281,179260,116876,102462,137902,127097,28312,3532,8400,31373,60558,108887,168029,203374,192375,96739,474
221759,98586,8775,2050,1001,480,253,120,9,283869,41709,3766,1582,791,637,461,213,5,300462,24733,3626,1650,1055,685,520,292,10,33282,31701,31397,32003,36668,38200,43996,50588,35198,104449,98284,66100,40064,16323,4482,2027,1042,262,7639,314670,10016,600,67,29,9,1,2,14411,310825,7263,431,70,22,8,1,2,178779,129836,15612,4619,2144,1209,654,174,6,111804,73790,51429,39958,29881,16375,7484,2093,219,1,27,83,242,916,2449,6275,34315,288725,21534,36745,39423,40237,37089,37950,40940,46332,32783,84831,209217,26463,7857,2887,1003,438,214,123,281
