band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
0,0,60,829,6758,24194,65206,99445,91491,64741,64128,65367,770,0,55,875,2825,10096,26756,57159,89741,92313,71169,63381,68190,429,21,1577,11860,37521,64936,71298,68661,53230,41679,36507,42792,51968,939,377,530,773,1389,2253,4508,6958,15512,40684,98122,176039,123190,12654,420,1960,14662,34205,57335,74331,75828,62288,45087,36187,35457,36373,8856,0,12,31080,120538,137301,75379,52439,32816,23853,9390,181,0,0,0,17,30666,142118,108592,81379,55599,30951,25170,8302,195,0,0,213,3144,24850,64012,76188,68574,49870,36336,27514,26525,31400,42371,31992,160,279,366,507,941,2087,5159,16706,66975,169205,148634,70702,1268,53,9345,30603,25561,21090,21480,24923,35442,55659,88766,108317,56583,5167,12,75,510,3756,19920,43982,56892,82890,97615,96686,66333,13937,381,880,45123,111669,101946,64585,35881,23032,19479,21513,27154,25537,6165,25,80
0,14,145,982,5933,10358,14806,18010,36112,65600,76130,28874,2651,0,194,1260,7741,11025,23750,44150,62665,53591,38251,12376,3363,1249,0,3008,21940,47917,61159,55266,33929,18234,9313,4005,2154,2664,26,3239,2902,3302,5725,8791,12610,20458,29037,43206,66647,53205,10426,67,2677,7547,35924,46595,47911,41677,32588,21825,12039,6108,2823,1759,142,0,147,1709,14921,65649,87950,67873,17579,3261,440,83,3,0,0,154,1601,20862,59320,88143,69735,15957,3355,421,62,5,0,2002,14482,47191,48831,44433,35726,26695,16805,10263,6274,3673,1972,1268,1343,1703,2841,5235,14814,26304,40805,56598,68545,32802,5917,2702,6,4032,2725,1461,1655,2203,4205,9372,20222,37449,61671,78148,34377,2095,1,88,486,1533,3370,6858,12021,19608,31086,50502,74065,57352,2645,716,40349,75392,60292,36303,19206,10259,5755,3931,2658,2304,2325,125,178
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,7,6,6,2,5,4,6,15,1,0,0,1,23,31,34,26,13,18,17,25,22,0,202,29,12,8,0,0,1,0,0,0,0,0,0,71,109,37,19,15,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,55,3,0,0,0,0,0,0,0,2,0,0,18,57,3,0,0,0,3,38,78,39,35,29,19,21,22,3,0,143,31,26,12,8,6,10,9,8,8,22,11,0,237,7,2,0,0,0,0,0,0,0,0,0,60,300,0,0,0,0,0,0,0,0,0,0,58,19,0,1,1,1,19,51,125,44,25,10,4,3,32,339
54,1519,7008,43562,76124,111107,112877,129115,123621,121749,133192,293154,21420,852,2099,3962,15151,41289,69552,84786,104909,126840,150149,202828,352647,19438,938,1338,6843,23799,44047,61651,73948,83605,107739,149761,224775,369705,26353,5833,6493,7993,10739,13481,19814,24486,30727,45228,79820,210217,475100,244571,2457,1512,1619,2916,7762,22317,48181,79197,107183,145072,209210,314815,232261,0,0,1511,3222,6802,23323,77746,155461,193072,211255,238334,244671,19105,0,0,1548,3596,6243,23904,72696,159175,185505,210753,228229,265486,17367,1793,682,1920,7792,20450,35950,51247,66154,83427,114817,184523,312568,293179,5470,3820,3512,4178,5907,7358,14044,29988,71192,151903,334848,498736,43546,4769,25825,167473,173148,146596,113581,93954,86557,86319,93684,103634,69104,9858,81398,140181,171271,232746,263566,170207,64963,25908,12051,5854,2632,1975,1750,1059,13759,62500,90011,95419,94432,93714,96482,112608,152580,164687,118203,79048,469
330,18793,39303,29182,36855,24404,38824,24115,12764,9828,5172,2279,1169,17509,48376,47818,34557,31356,21039,13183,10327,9168,5580,2097,1642,366,21831,48684,36213,42319,33338,24629,19182,8963,4747,1460,768,824,60,18313,32072,55812,51736,36684,26178,10808,5354,2708,1760,1122,389,82,15739,21379,32599,39919,33306,29598,25247,19916,12242,8767,3588,570,148,0,32277,135453,66079,8371,735,94,8,0,1,0,0,0,0,33706,139753,63582,4787,1078,101,9,1,1,0,0,0,21752,33931,38237,28714,30633,28717,23562,16169,10509,6212,3331,678,573,15298,36669,48575,46286,41776,22733,14403,9822,4211,1717,856,662,10,12234,1927,1395,1577,3226,8503,19575,36700,42329,36278,36519,34716,8039,2087,8440,15636,21967,27678,30761,28431,25157,23193,19909,14831,12047,12881,10907,4225,20452,36815,40108,35501,29939,22575,16509,10751,7448,5933,1855,352
5389,16032,13408,9625,9718,9180,9228,9035,7382,5580,3489,943,1,10754,18325,12289,10219,9391,8485,7856,7143,6630,4820,2571,527,0,6856,18104,15615,11743,9475,8184,7415,7467,6974,4862,2040,275,0,12151,13778,11962,10425,9772,8789,8137,7167,6964,5981,3199,641,44,5950,12634,13338,12781,11973,11220,10367,9451,6954,3525,783,34,0,0,15495,44159,23707,10738,4287,611,13,0,0,0,0,0,0,14808,42532,26628,10340,4100,578,24,0,0,0,0,0,5486,11635,14591,12873,10808,9403,8251,8100,7401,6224,3557,670,11,16932,12631,8932,7693,8348,9443,10481,10166,7642,4761,1750,231,0,61,996,1982,3379,6057,8758,9956,11257,12868,14332,15760,11793,1811,223,1187,2685,4838,7926,10423,11160,11709,12091,13061,13355,9969,383,264,6840,12699,15514,14963,13560,12262,10297,7294,3648,1261,389,19,69
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,10,256
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,1,5,19,3,0,15,0,3,7,1,1,5,12,19,9,8,8,3,95,18,6,2,2,4,1,0,0,2,1,2,0,30,47,30,17,9,5,2,4,3,2,2,2,1,0,14,0,4,5,21,6,0,0,0,0,0,0,0,14,0,0,8,26,6,2,0,0,0,0,0,23,1,0,4,15,29,39,34,19,25,16,12,7,102,50,10,17,23,15,15,5,10,12,9,15,11,77,7,6,1,2,2,1,0,1,0,1,2,62,174,0,0,0,0,2,0,2,0,1,0,28,7,0,2,0,7,17,23,64,10,6,3,4,5,37,598
3845,15936,12248,13003,13777,13681,13353,11189,8744,6003,2734,2085,282,12055,15023,12683,12400,12025,11270,10553,11444,8139,6185,2965,2137,1,7565,13581,14722,14399,13736,12128,11285,10833,8776,6168,2478,1208,1,12232,18231,16835,13217,13362,13018,11280,9634,5221,2539,993,243,75,6791,8865,8942,11463,13878,14080,14221,13630,12942,9183,2748,134,3,22,15254,49526,31168,16625,3655,549,69,11,1,0,0,0,25,16029,50704,32943,11620,4834,655,58,11,1,0,0,0,5691,6845,9841,11856,11741,11889,12805,12014,12612,11690,8269,1615,12,16876,14082,11890,9647,11521,11681,13105,12203,8107,5159,2021,588,0,863,2474,2008,3865,8527,13806,16595,16585,15471,14701,13403,7720,862,293,1630,4827,9620,14304,16887,16369,14714,12822,10031,6975,7213,1195,561,4389,9407,12367,13389,14319,14502,13739,12231,9670,6764,4203,1339,22
147380,163849,120061,85405,58362,42273,30907,21990,14111,7961,3733,3131,4261,95398,74222,83378,75845,66595,61693,57842,56795,51767,43165,27077,6381,3266,81614,51985,70005,63169,60112,60246,60328,61098,64933,62508,51951,13257,2218,16135,10166,12037,15439,22085,34609,58143,83588,118441,138288,121564,62943,9986,20513,48272,43695,34577,34571,37567,41632,48352,57796,75577,105994,98236,56642,0,8968,84413,99462,101185,154039,135052,77086,35224,7434,440,121,0,0,8161,77171,108393,101851,149346,130272,78720,39261,9610,516,123,0,34271,57785,43911,41931,42881,44739,49172,56716,64481,84926,107276,66053,9282,25209,31473,44779,59408,60400,65477,68719,69539,66279,79724,96794,32535,3088,8176,1479,2147,9501,23239,40369,66749,95319,103789,98270,90535,67878,95973,264604,109584,69452,56374,47571,37649,27985,21979,18686,15758,12249,11100,10433,4352,83977,52048,48884,51726,55632,58083,60018,63315,59060,56937,63655,45737,574
