band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
0,0,18,400,3147,14983,42069,74785,98462,72771,58089,65883,52001,381,0,18,490,2243,6074,17224,38420,69666,89836,80019,58172,65773,54864,190,19,1070,8587,28384,53823,65166,66099,57412,44879,35414,34773,42449,44527,387,344,481,628,1126,1899,3229,5265,9270,20597,49254,112363,167548,101618,9367,388,1261,10931,27095,45488,64463,75014,63517,51085,37260,32621,34935,31444,7487,0,3,14811,96251,125601,84226,65380,43601,28797,19660,4645,14,0,0,0,6,16755,103927,126780,88309,58288,38694,26350,18635,5228,17,0,0,175,2072,17923,51157,71562,66756,54450,40538,28509,24758,25135,30821,40676,28457,147,253,333,467,700,1238,3197,7904,26523,92377,169298,123771,56152,629,37,6330,26972,25510,20394,19551,21120,26590,38759,60909,89854,98246,44749,3968,10,56,323,2153,11246,34011,46575,62618,86048,91247,86394,52529,9517,262,506,33713,97866,102020,71396,41566,25340,19218,18125,21615,25999,21747,3863,15,80
0,13,85,383,6357,5221,11011,13784,23596,42968,63166,76132,14416,2483,0,156,643,4738,12803,13756,31435,49157,59899,43467,30383,9141,3046,991,0,1766,15081,40295,56200,55174,39189,24462,13655,6418,3042,1902,2424,7,3037,2596,2986,4632,6850,10368,14840,21897,32263,46709,64141,42531,6713,52,2524,5181,28575,42727,45361,40563,35170,25606,16298,8891,4729,2398,1496,96,0,103,1292,7421,35877,85084,73956,44208,9743,1644,235,51,1,0,0,122,1278,9380,39928,82089,79532,37155,8200,1627,251,51,2,0,1883,10181,39419,47685,42948,36489,28587,19772,13438,8026,5174,3106,1812,1095,1251,1534,2744,4287,10198,19908,31256,42883,60123,59217,19747,4224,2243,0,3446,3125,1297,1496,1812,2887,5913,12818,24130,41069,63628,70281,26322,1391,1,61,352,1111,2429,4876,8793,14062,21692,33783,52344,71987,45916,2208,490,30558,69947,61218,40387,22871,12631,7237,4491,3223,2275,2211,1975,101,178
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,6,5,5,1,5,4,7,13,1,0,0,1,17,18,38,29,16,15,15,19,24,18,0,201,25,15,8,2,0,1,0,0,0,0,0,0,0,49,123,40,20,18,11,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,35,35,2,0,0,0,0,0,0,0,2,0,0,1,28,48,1,0,0,0,1,25,71,47,30,33,19,18,23,19,1,0,136,32,25,16,9,7,4,12,6,6,12,22,7,0,236,8,2,0,0,0,0,0,0,0,0,0,0,60,300,0,0,0,0,0,0,0,0,0,0,0,72,5,0,0,1,2,10,28,86,94,29,20,7,4,3,32,339
39,1054,4129,26570,61553,101161,94079,122022,119024,105676,116576,142332,263141,17146,761,2021,2727,9575,31320,53521,77409,85610,102154,121246,151997,206642,313204,16315,884,1137,4510,17619,35019,50681,64234,72695,84615,106322,157134,224734,334634,20284,5318,5918,7171,9120,11710,15964,20225,25719,31802,48732,91195,232790,461296,207542,2343,1370,1413,2178,5145,14038,32574,57866,83630,109573,146583,209069,298298,210422,0,0,1100,2593,4327,12048,42391,113467,160657,186405,208137,198221,230159,14997,0,0,1084,2873,4368,12234,42728,110329,163076,179909,207453,206207,233380,10861,1751,588,1416,5024,14638,27627,41472,54471,66193,85600,117887,187662,306228,263945,5139,3584,3427,3224,4603,6916,9333,18523,36965,83049,176169,348034,442992,32544,3423,20606,129744,170584,144913,116895,94189,82368,79528,81936,89386,96010,57171,7749,73028,127063,152162,199209,248615,202345,97782,37771,17646,8842,4465,2091,1856,1627,965,9202,50211,80170,88165,88000,87147,87576,92828,115425,149176,148695,104162,72780,469
330,18578,25844,28285,32055,41055,22797,32793,16609,9863,7858,3766,2188,997,12351,51942,35781,32627,33932,25600,15559,10598,9063,8256,3606,2075,1317,311,21287,42847,34943,40745,34348,21490,22988,12586,6214,3051,1030,696,773,20,17168,26358,51654,47590,40273,29551,13145,8270,4054,2303,1345,918,331,58,14814,17489,31311,33432,33568,27393,26555,21075,16758,11067,6377,2610,447,122,0,21636,117803,86478,14413,2273,372,38,4,1,0,0,0,0,0,26584,115236,89002,9929,2004,231,26,5,1,0,0,0,0,20529,29732,33013,33157,25272,29150,21675,20484,12994,8521,4903,2466,591,531,14007,25191,51360,54270,30903,27474,14539,13321,6904,2551,1174,729,593,2,11989,1933,1352,1313,2185,5499,12284,25136,38997,37348,33597,33063,32040,6282,1752,7130,13482,18775,24864,27787,27573,24888,22506,20407,17506,13106,11245,11997,10663,3316,15379,32260,36746,35409,29594,24476,19139,13506,8975,6760,5277,1518,352
4566,14352,13544,9714,8296,8726,8738,8566,8176,6302,4489,2911,629,1,9456,17500,12000,9859,8780,8223,7640,6923,6434,5750,4184,1921,340,0,5898,16531,15239,11666,9311,7873,7151,6956,6881,5951,3862,1524,167,0,11011,13302,11234,10205,9094,8349,8022,6881,6697,6295,4967,2438,484,31,4992,11658,12543,11909,11423,10672,10037,9204,8022,5581,2487,461,21,0,0,10693,40813,27091,12386,6282,1577,168,0,0,0,0,0,0,0,10871,37578,30274,12547,6152,1444,144,0,0,0,0,0,0,4646,10404,13634,12406,10738,9096,8013,7648,7248,6633,5344,2731,462,7,15757,12375,8478,7480,7135,8643,9247,9846,8784,6192,3652,1300,121,0,41,780,1733,2700,4670,7351,8887,9633,11136,12372,13675,14590,10043,1399,178,973,2248,3862,6428,8940,10246,10460,11110,11395,12269,12318,8417,166,140,5589,10928,14134,14281,13285,11718,10728,8543,5777,2597,981,295,14,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,35,10,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,3,7,16,2,0,15,0,3,2,5,1,2,8,12,17,12,4,7,3,92,20,7,1,2,4,2,0,0,0,2,3,0,0,28,47,22,24,8,7,4,1,4,2,3,1,2,1,0,8,6,4,2,20,7,3,0,0,0,0,0,0,0,8,6,0,3,25,10,3,1,0,0,0,0,0,23,1,0,0,12,27,35,20,36,17,22,13,14,4,101,44,13,18,14,22,14,9,4,8,14,7,15,11,77,6,3,5,0,3,2,0,1,0,0,1,2,62,174,0,0,0,0,1,1,1,1,0,1,0,34,1,0,1,1,3,15,18,41,37,8,6,3,4,4,37,598
3696,15730,9816,11353,11818,12769,13458,11101,10331,8271,4427,2053,1922,135,9307,16018,11126,12282,10798,11069,10971,9633,9056,7266,5181,2422,1750,1,6722,11849,14308,13295,13759,10701,10947,10142,10028,7241,4927,2104,857,0,10519,17588,15568,13714,12059,12426,11206,10145,6746,4119,1788,746,193,63,6125,8436,7890,10466,11678,13445,13673,12217,13101,11197,6919,1646,84,3,5,9929,45196,34459,16655,8352,2002,243,33,5,1,0,0,0,5,12838,43394,36908,14484,7746,1293,181,24,7,0,0,0,0,5332,6089,8624,10053,11823,11210,11270,11350,11147,11727,10604,6535,1106,10,15939,13815,10444,9517,9156,12847,10144,12540,8883,7783,3788,1590,434,0,565,2489,1799,2921,6327,11142,14342,15715,15101,14305,13237,12005,6269,663,237,1276,3834,7784,11969,15045,15866,14497,13025,11100,8687,6016,6801,743,433,3591,8023,10981,12219,13017,13363,13302,12470,10517,8346,5823,3627,1168,22
137693,148898,121972,86800,59817,45706,33246,24565,17467,11101,6032,3173,2905,4049,92011,66130,78969,70547,64655,57300,56944,52877,50723,46488,37726,21216,4731,3107,77430,47730,63053,61603,56165,55278,55943,56061,58242,59924,57263,43860,8901,1971,15535,9256,10999,13217,17889,26501,41869,65099,91626,115774,130115,107303,49793,8448,17976,43553,42701,33175,31604,33655,36640,41279,47889,57493,77222,101983,86470,51784,0,5227,59748,100576,89472,121444,141106,102482,56295,21828,4937,245,64,0,0,4298,55821,104108,90842,122155,143954,96145,55070,25726,4966,277,62,0,30736,54988,40966,39350,39529,40137,43788,48901,54648,64633,85487,98362,54486,7413,23601,27786,40009,52657,55661,60746,60837,63315,62056,65124,78123,90051,20573,2885,8002,1445,1650,6311,16874,30980,49058,75358,94343,95860,89389,81924,60116,92114,253234,108954,68058,54478,46707,38770,30030,22986,19024,16450,13915,10714,10683,9421,2288,77028,50442,45280,47194,50121,53116,54459,57321,58515,53162,53526,59493,41479,574
