band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
0,7,103,692,2541,12922,60313,171491,224346,10574,0,32,509,1517,7321,31208,102382,155410,173346,11264,2,433,2239,12823,46493,92079,114042,105499,101945,7434,1083,1464,2930,6130,14469,32894,82462,170733,158923,11901,1049,8443,23706,44501,79624,98634,86142,71342,61312,8236,0,882,55405,124529,65955,67990,54264,43016,39317,31631,0,730,73561,106466,68461,65802,52898,46453,35951,32667,491,7947,29670,56524,75561,72454,67194,69202,73042,30904,430,548,1259,4748,16393,37875,73822,166996,165907,15011,789,28820,48185,56008,74346,99090,103695,60693,10971,392,9,190,3254,31389,67490,84309,115516,110764,60578,9490,2287,38567,92149,111233,83700,59809,50371,33746,10626,501,80
0,0,21,360,2147,14530,63889,105732,69060,3876,0,156,1103,6543,20248,47375,95886,69880,17044,1380,18,1868,22508,51482,62048,60382,44021,13937,2961,390,4459,3910,7586,14484,25114,44785,66990,70579,21527,181,3770,7836,24804,46238,62457,60864,37516,12991,2974,165,8,14596,36950,118553,62194,21202,4425,1518,167,2,9,14121,46818,107666,65191,19742,4438,1503,125,2,2833,8933,29906,46208,56559,53137,38796,18222,4233,788,1937,2202,5941,14687,27668,44348,91196,66072,5250,314,5204,2206,3498,9075,21342,42450,69203,80388,26086,163,51,458,2544,9878,23348,38871,58119,69650,48992,7704,2771,26161,66482,69038,48354,26273,12278,5004,2728,526,178
2,1,2,1,1,0,0,0,1,6,6,2,7,1,4,6,0,2,10,11,0,7,6,6,10,9,1,13,12,13,58,4,1,4,5,7,1,0,2,2,29,22,12,7,6,10,7,2,3,0,0,0,2,23,11,0,0,0,0,0,0,0,8,22,12,0,0,0,0,0,0,0,6,33,35,10,21,15,35,6,59,17,6,7,6,10,10,5,27,21,91,6,0,0,0,0,0,0,0,10,70,0,0,0,0,0,1,0,5,56,0,0,0,0,39,45,9,6,2,20,339
4206,29274,59024,119920,167197,157006,181317,187432,235234,33892,9059,23950,34357,75171,132819,145678,150621,204165,357137,41545,10437,17631,38723,71240,100582,132580,151068,215003,383398,53840,16442,7745,8676,10747,15195,25622,46883,107644,480226,455322,11739,6387,7968,13597,37356,100224,182456,258795,384031,171949,0,6419,4400,12451,33194,127938,274031,333512,289901,92656,0,6495,5188,11323,35663,126561,265502,359177,264314,100279,10283,7069,11986,26431,59612,104928,159748,248075,402711,143659,17574,8437,9685,13635,18556,36496,79900,260646,627130,102443,18220,35899,106117,165433,160452,144370,153693,193274,167469,29575,105772,280877,363308,258582,94918,30576,14197,9099,6281,10892,9004,31369,119338,163109,169312,189410,213529,155593,94977,28861,469
4,13172,30526,32944,50279,46063,32115,21558,14111,2246,26,22518,42142,28540,42354,43537,33359,22572,7190,780,535,40618,47841,39513,43695,37880,23072,8200,1359,305,16678,20941,33818,47416,56450,38462,20303,6955,1858,137,16259,26973,37664,44269,42634,34362,23007,13260,4315,275,0,14273,87603,113319,23359,4241,217,6,0,0,0,14657,110925,88721,24796,3722,191,6,0,0,19320,39773,43185,37487,37733,30343,20206,10937,3446,588,11714,17792,35967,53055,50197,38449,21203,12796,1602,243,11073,3152,6089,14848,29181,43989,48720,46490,35223,4253,337,4019,14652,27356,33896,32431,34606,40110,36739,18872,12728,24875,41894,46564,43816,34866,20509,9306,5894,2566,352
27267,20906,9482,11427,9997,8348,6663,3818,1080,22,28360,17003,10505,9885,11547,9271,7161,4006,1258,14,22871,19651,11937,11735,9424,9480,7821,4597,1475,19,10939,12679,9582,15092,13119,13592,11760,7969,3442,836,14277,17607,16549,16903,13511,9672,6923,3149,414,5,962,28748,31091,30918,6177,1015,91,8,0,0,1069,30112,35606,24706,6551,864,94,8,0,0,14353,17373,15151,12312,12128,10625,8794,6196,2024,54,19639,13390,14079,12387,12797,10421,9758,5117,1409,13,291,2111,3210,5175,7496,10179,12186,15377,21355,21630,221,2123,6742,11988,14109,14448,15716,15147,14044,4472,7464,24915,20569,17015,13555,9131,4657,1428,255,21,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,15,6,2,5,0,0,1,0,9,4,37,13,9,10,3,4,4,3,4,4,186,1,0,1,0,2,3,2,0,0,283,29,8,4,4,2,7,3,0,0,0,0,18,81,23,0,0,0,0,0,0,0,38,76,55,3,0,0,0,0,157,173,161,130,45,66,22,17,31,1,738,34,40,28,8,5,4,9,36,11,95,0,0,0,0,0,0,0,0,152,417,0,0,0,0,0,0,0,0,54,3,4,8,16,54,50,10,6,6,211,598
11237,16552,15003,16324,16186,15015,13253,8310,3699,857,11714,19006,16115,15797,15954,15842,10731,7279,3700,350,10652,23720,17689,16527,15348,13305,10125,6366,2738,62,6831,9925,10213,14119,17141,22210,21297,11247,3287,296,7633,15795,17247,20473,19598,16683,12675,6001,563,10,1314,29520,20473,24533,14775,14421,7583,3109,892,74,1441,29164,24117,20918,15697,13672,7431,3383,789,82,6560,18269,20368,18151,16586,13612,11584,8748,2668,90,10819,11241,12144,12118,15510,20487,21864,10063,2238,18,1084,2580,3358,5688,9251,13391,19088,24097,25258,12727,106,1512,6379,13838,19581,20935,20700,17758,11961,3684,3801,21900,23980,21698,17818,13362,8716,3960,1060,241,22
281946,187314,94560,63073,37416,23567,11038,3352,941,217,156071,126449,103945,73916,72084,64800,52343,38086,15449,281,114849,91794,76462,65751,60450,66011,75889,85174,65580,1464,22031,19958,28276,41830,61583,93961,129275,155304,130066,21140,50344,69118,44599,39511,42902,49318,63156,93001,126230,125245,5,75292,54471,81331,100019,150903,138907,75786,25472,1238,7,71340,66338,73526,104186,146329,135143,82903,22293,1359,71358,68190,51964,46637,47826,53719,72085,102217,128881,60547,46599,68279,74354,81283,78625,77467,89006,104467,80348,2996,7674,2931,29347,64966,83228,88474,87807,88425,97641,152931,375242,87645,56524,43132,35240,29290,25523,20751,15782,14295,86419,65779,47759,42436,42878,46336,50092,51844,76517,193364,574
337,8711,33750,58836,108401,174093,232399,170234,75698,10808,1859,19173,49657,78304,129757,168484,171476,153213,96638,4706,2226,10992,39732,88322,131548,160215,172628,161697,101137,4770,117238,112512,81233,71010,71780,83732,103734,121234,97740,13054,18612,37756,68986,85404,106737,138851,165076,145925,89220,16700,0,1696,4508,14442,37798,103794,163792,237055,236915,73267,0,1573,5605,13417,40414,101167,157038,252793,222246,79014,13745,9289,31975,75267,113214,142897,174409,188579,111546,12346,43113,66975,68111,80770,93123,114642,143949,156231,99491,6862,30961,149524,162832,145779,110644,88380,79111,66434,36033,3569,8247,66997,136634,150634,123859,97305,90512,94137,82323,22619,10711,17700,45166,83214,124413,155211,163427,142416,107942,23067,474
242225,76059,10410,3154,835,266,57,19,5,3,227471,95230,8227,1492,423,138,32,11,6,3,245294,78856,7339,1116,285,83,40,11,7,2,41045,33389,27262,28802,28078,30550,34220,37969,44808,26910,84155,107147,73936,42614,18550,5192,1129,277,30,3,4214,224117,92646,11584,387,78,7,0,0,0,4743,226471,94137,7195,406,75,6,0,0,0,138101,152664,31672,7241,2141,832,286,83,9,4,101969,67053,51689,36805,28520,22894,15482,7153,1458,10,2,15,23,70,191,467,1858,9074,55679,265654,4087,20027,36647,44222,43539,39568,38590,38561,41501,26291,83090,192385,44590,9371,2515,739,209,84,31,19,281
276037,91082,13716,4177,1451,641,495,414,527,633,272934,92865,15496,3326,1102,639,406,440,718,461,272617,88064,18112,4441,1546,817,495,506,685,248,14537,13706,16672,26896,44961,68338,80529,70959,41175,8869,92035,130213,62337,41143,26908,16370,9023,4324,1434,386,1,11486,31746,110212,146113,74227,7783,990,300,21,1,11492,39196,99317,159083,64852,7291,1026,278,23,171642,121413,49027,21631,10746,5534,3063,1325,531,143,67967,112558,111145,62064,22325,8847,3212,1417,816,488,3591,633,476,644,964,1800,3974,11363,44829,318185,23016,31795,39610,43674,45706,49725,51914,50289,33659,13820,162516,114719,47388,23802,14023,8430,4910,2786,2157,2421,569
0,58,846,1524,3488,14461,74639,134173,28864,979,3,358,2451,10433,35902,71566,79962,50469,7156,732,23,1852,19366,62224,76913,60720,28411,7254,1723,546,14504,29824,33291,44923,48803,45918,29195,10710,1670,194,933,8324,41155,64863,62437,43490,23355,10112,3478,885,10,25875,92709,97568,31894,8966,1540,387,83,0,15,26058,109679,80360,33030,7947,1423,462,58,0,651,4841,34250,63167,63375,48601,27410,12029,3699,1009,1672,12684,25011,48612,66062,56513,34801,11055,2059,563,411,4328,13456,32187,53116,62725,55726,31197,5800,86,147,1633,4901,10600,18752,29963,49403,74449,65436,3748,353,6595,34856,63914,67912,46362,22695,9391,5028,1926,229
45,9033,18270,14600,9591,15801,44364,110690,49953,2226,633,24010,21840,8076,15109,46842,78175,63936,14121,1831,2815,40151,12010,17805,43129,71713,57453,22192,5714,1591,5719,16462,23132,35020,50848,62327,50883,23537,5508,1137,5745,15436,18793,28851,48247,59007,49333,29866,14284,5011,272,72403,94462,70911,25216,8776,2100,408,24,1,291,69971,108920,58035,26700,8178,2023,429,25,1,5308,21533,19612,25127,43912,57051,50993,33399,13439,4199,11626,19060,13549,20889,47845,73975,56290,22730,6944,1665,1406,4328,11403,34059,52941,54850,44154,32688,33932,4812,2393,10644,21564,32397,42582,48339,50714,41095,20060,4785,2026,15333,31437,43789,51671,47719,35001,21474,16096,10027,237
16611,169503,154849,107616,77171,47739,28295,11136,4279,396,4786,83043,116803,87246,85684,75083,71739,58722,33777,712,3846,64017,65127,46778,47343,56381,77712,122250,128915,5226,39704,56257,54291,62060,53585,77418,90487,102349,71043,10401,22444,49420,22940,19255,23431,35381,56167,88179,126511,173867,0,3231,12097,64667,42031,60399,118705,201153,108917,6395,0,3322,18448,57886,45553,59301,115253,219920,90930,6982,24087,54586,24747,18777,22585,32159,56570,101318,165189,117577,24072,47780,59732,64149,71250,68625,87838,96787,92633,4729,4584,50915,186477,106663,56361,41445,40096,52623,55383,23048,368934,76670,36299,19954,13423,11345,12779,18117,42838,17236,24629,55903,26775,18503,17244,19786,24426,28658,53178,348493,567
187816,136628,81449,70272,40453,20038,6916,1428,63,152,258771,193593,64757,17449,7121,2382,826,178,78,60,303738,190210,36956,8564,3620,1430,457,162,58,20,83615,128338,87317,60610,49600,40332,32738,26886,23457,12322,143293,186037,113434,59257,26164,10511,4788,1547,169,15,110933,402027,24211,6701,936,287,87,16,11,6,115977,397654,25398,4835,972,263,78,20,13,5,196182,234159,73405,21927,10107,5602,2760,926,133,14,209409,164465,90182,38143,20397,12481,6633,2585,754,166,1955,988,1018,1785,3749,8974,22523,61721,167491,275011,7050,19759,32865,44871,54323,60860,74866,91784,110435,48402,112363,203144,119127,54981,26554,13900,7366,3718,2389,1673,315
0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,16,5,1,12,62,0,0,0,6,28,10,6,12,42,57,100,17,24,7,6,6,10,27,8,33,45,35,24,25,21,16,36,11,18,14,0,0,0,0,0,16,39,19,2,0,0,0,0,0,0,16,40,22,2,0,0,0,0,74,17,26,16,60,50,51,90,12,11,11,4,3,20,34,36,87,183,3,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,2,120,0,0,1,11,160,88,13,5,2,10,582
3445,9934,4724,9728,26340,33340,26305,12080,3158,175,5807,7908,6602,16032,35492,29419,17139,8546,2198,86,3627,10252,14182,26685,25354,24114,16017,7177,1758,63,6148,12720,13101,23438,23747,23260,16081,7895,2503,336,3615,11707,23949,33592,26298,15559,9891,4078,518,22,2,14055,56504,51204,6479,946,36,3,0,0,2,15388,66684,39331,6963,820,39,2,0,0,2730,8112,15975,24268,25485,22653,17263,10076,2528,139,8060,6572,12428,21077,29508,23625,19999,6401,1494,65,555,3793,7192,11778,17939,21555,24150,24457,16094,1716,1,253,2660,8196,13455,18676,29055,33540,21110,2283,1247,16050,30442,29646,23276,15055,8730,3749,975,59,52
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,10,2,4,0,1,3,1,0,2,2,41,25,2,1,0,0,1,2,3,2,62,26,8,1,4,5,4,7,7,12,73,80,6,0,0,0,0,0,0,0,0,119,5,1,1,0,0,0,0,0,0,48,23,19,21,15,14,30,28,41,236,140,14,9,14,5,5,9,14,35,266,61,4,7,1,0,2,1,1,0,60,191,0,0,0,0,0,0,0,9,9,15,11,15,5,32,12,4,9,9,95,26
0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,4,0,0,2,11,10,2,8,2,7,5,6,28,19,108,8,12,8,7,1,3,3,3,1,82,43,19,9,16,15,3,2,0,0,0,58,0,3,7,0,0,0,0,0,0,61,5,0,6,2,0,0,0,0,22,56,27,52,42,20,20,15,31,2,186,30,17,8,5,7,4,13,40,5,110,3,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,17,0,3,12,29,78,39,6,3,6,53,180
199566,221530,135732,48391,13240,3141,375,29,1,0,177729,155295,141125,87176,41205,13847,4477,1065,86,0,156505,87359,102126,98026,77150,57030,32556,10525,728,0,103743,165984,125144,80502,58965,41671,25128,13833,6014,1021,65490,127946,96087,96009,98345,72814,40497,18260,6029,528,3867,179548,60474,132085,117663,85897,22745,8283,7516,3927,5380,179919,72195,116387,125507,80452,22169,8685,7224,4087,89309,106185,91773,96612,98206,74101,43943,17824,3877,175,128191,193924,126742,84645,46944,25118,11877,4122,442,0,1558,6770,44614,95227,98287,72067,49779,39436,53008,161259,24258,47458,80800,91276,85728,80566,80648,74357,49214,7700,57419,101056,45081,55317,81072,99403,92027,52241,27365,11024,453
0,15,345,1890,8861,29991,88494,169959,113079,2487,0,103,896,4586,21301,70659,125724,135149,56416,287,0,877,10713,46125,91254,116138,96631,46528,6784,71,1896,3314,6655,20153,63635,119154,138709,56490,5045,70,945,11117,45085,76820,98104,93113,57649,26406,5694,188,92,35211,94159,145488,77770,46473,13952,1892,84,0,91,35092,113220,126142,80821,44069,13635,1985,66,0,461,15369,49345,72152,87407,79619,60932,36561,12507,768,205,1140,3869,11215,42086,98763,146824,101018,9883,118,1287,4215,12575,32106,66758,111838,123216,57463,5638,25,0,72,1784,10392,28934,55264,90752,117596,102499,7828,355,26612,94675,115260,89630,50429,24149,9800,3922,289,135
13530,58870,17856,11001,12748,39713,138309,188060,58611,6450,7044,60111,25917,18101,44984,103454,136397,113692,36710,2641,25472,65650,45958,89141,93101,96715,79549,44519,12487,272,29481,54592,87025,103503,103762,83678,56350,27681,9620,911,12002,76473,90307,71324,77881,90406,85276,52126,10357,385,50,27297,47369,59585,68061,108160,125605,83688,35362,15278,54,27125,53621,52461,72686,105607,123957,86859,32373,15712,18566,76523,74032,70214,72199,82532,91713,57025,18961,1266,21398,43545,69693,83960,90813,80223,89510,48957,13506,275,12612,17797,38201,69318,95067,99789,79763,48846,46844,44621,49,1431,12493,37474,63431,78847,97194,121491,114134,22499,12032,65592,78118,75929,83482,92077,79407,46313,20339,3237,203
52733,103670,72122,61334,72127,59035,35532,15223,4025,4271,83369,106509,65401,64680,56477,44796,29188,18529,6620,4520,95273,83079,66558,65876,51912,44804,37155,23583,7328,4535,27719,66965,95463,98776,77386,50960,28317,16847,10915,6774,42902,80103,53533,53702,57339,58294,56609,48464,22615,6597,316,115671,116595,163043,60314,20205,3626,367,46,0,309,118699,140490,135740,63010,18070,3422,416,27,0,65662,81126,55294,58676,54441,53458,49651,40248,15704,5886,50690,107379,90996,73851,57562,41894,30934,17564,5066,4326,8620,11651,25737,42353,51663,55391,58375,57905,66944,101444,24675,59253,70351,68221,60764,51601,47725,46143,37621,13608,39539,81528,41936,42657,49467,52523,51058,42463,42657,36171,383
41344,260114,324405,173813,60089,9199,773,151,81,13,56140,348753,279667,131394,43046,9326,1337,242,70,7,76825,253634,204107,145954,102049,59831,23723,3578,275,6,83608,188882,227223,154568,89214,50310,33085,22516,16810,3766,44013,86102,90560,95125,106424,126864,147997,128885,43186,826,0,5605,18058,67168,102245,166796,187101,170731,122538,29740,0,5137,23713,61906,102322,161388,181243,182874,118389,33010,58685,123065,121950,106671,110621,121197,130328,87972,9471,22,115019,258691,239412,136548,70533,32453,13187,3619,513,7,10673,13829,35275,60585,83232,101103,122946,158712,191998,91629,226394,182228,117675,83777,63303,49742,45743,44560,34947,21613,29244,87252,89751,83025,81297,80431,75782,66879,82810,193511,528
63184,30748,13747,6969,4300,3206,2713,927,104,19,55681,43084,14428,7490,3635,1186,266,95,39,13,48614,46181,20826,7166,2087,645,246,99,50,3,20626,21849,16642,14442,13363,11454,9950,8816,6499,2276,23092,32082,22788,18258,14562,9235,4096,1487,299,18,2915,82223,20789,11891,3736,2359,1038,507,291,168,3309,82062,22610,9649,4034,2243,1030,549,261,170,27184,42030,27556,15151,7264,3377,1874,1140,327,14,37050,33579,24871,15014,8219,4430,1934,670,142,8,109,572,660,1143,2441,4998,9770,18374,35092,52758,6835,14181,15947,15051,13527,11941,12199,13591,15849,6796,16222,35907,25754,18626,12278,7768,4354,2165,1317,1526,285
0,3,16,131,736,5306,38760,205727,270253,8286,1,17,98,402,1697,7383,34995,133066,337874,13685,0,83,454,1822,10151,35340,72724,155775,237521,15348,659,886,1577,2802,5703,12651,35646,138538,304900,25856,620,3149,8087,13959,27152,51554,89652,158372,151853,24820,0,534,22581,62717,83335,145457,87786,39011,37079,50718,0,322,28611,56639,85808,140115,87701,43596,34458,51968,284,2453,9181,17060,25483,36083,56858,115334,191061,75421,311,447,844,2194,6199,12826,28202,103307,344441,30447,630,37977,92657,113920,112835,94202,58720,17230,1029,18,8,424,25469,122229,132392,94228,75366,52741,22300,4061,675,10468,36779,68247,101399,116648,104436,66685,23450,431,81
4862,9801,6202,6358,5571,6909,5307,2381,692,61,7596,11128,8956,6064,5595,4902,2568,1003,300,32,7658,14689,7627,6963,5542,3456,1504,532,157,16,31781,9615,2876,1346,940,550,436,247,212,141,17101,14530,8197,4508,2340,957,339,136,33,3,0,642,5935,9592,10320,10667,6620,3310,1032,26,0,623,6986,8405,10981,10204,6448,3539,925,33,14346,9197,9237,6356,4173,2957,1447,371,59,1,26387,12845,4851,1833,967,582,385,215,65,14,11362,7903,4628,3556,2836,2528,2572,3499,5661,3599,52,245,554,976,1523,2214,3384,5974,14856,18366,10545,6035,6476,6929,5817,4491,3097,1967,1725,1062,518
0,0,0,0,0,1,1,2,1,2,0,0,0,0,1,0,2,3,7,1,0,3,1,0,7,3,4,5,4,1,22,3,2,0,0,0,1,0,0,0,12,15,6,3,2,3,1,0,0,0,0,0,0,0,2,2,2,4,2,0,0,0,0,0,0,0,4,6,4,2,0,1,3,20,26,9,20,17,5,4,63,12,8,5,11,11,14,7,16,7,32,3,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,18,0,0,1,2,22,6,0,2,1,21,501
