band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
2,219,3122,40345,288362,150939,9,804,8566,85697,260204,127709,158,4455,57377,168044,177880,75075,1998,5008,19070,79235,273906,103772,5060,38661,113602,158105,120866,46695,1,117230,129540,107964,72110,56144,9,117181,132028,104760,71210,57801,3099,50460,116634,117105,115484,80207,790,2140,20448,81813,262178,115620,15273,79613,113262,170318,100306,4217,71,8077,94184,157184,176891,46582,22141,148909,156886,94214,55544,5295,80
0,68,2460,48509,171011,37567,66,2626,25358,110680,112370,8515,534,39025,98365,93174,26497,2020,6880,12435,36238,85935,110623,7504,7463,42263,95379,88922,24014,1574,5736,85977,140588,24755,2528,31,6560,84266,142979,23278,2495,37,6708,48569,89162,81499,30998,2679,3167,10358,38910,101427,103334,2419,6653,6354,28318,86004,122458,9828,270,4921,31088,74854,111993,36489,14788,105224,92794,35584,9019,2206,178
3,2,2,0,1,6,7,8,5,6,6,17,6,8,15,9,19,20,62,2,8,8,1,3,45,19,12,16,4,2,0,6,30,0,0,0,0,14,28,0,0,0,0,15,59,25,31,31,74,12,9,17,9,47,96,1,0,0,0,10,70,0,0,0,1,61,0,0,39,53,9,20,339
22201,105408,252012,280446,327771,186664,24382,64319,186655,242807,362357,293982,20271,68144,150198,224992,379813,331084,21822,13897,23086,54005,206928,854764,15883,13747,47417,212598,437055,447802,1962,12325,42177,313130,545804,259104,2932,11243,44494,305753,534207,275873,14509,21251,79621,203822,421623,433676,23167,16045,28675,79599,466895,560121,37219,174546,274356,243895,315006,129480,279295,577458,246704,40740,15580,14725,21238,190458,280436,332848,261637,87885,469
4829,53270,68826,69036,36436,10621,8548,66475,60557,67863,35784,3791,20759,79750,71693,55263,14551,1002,29976,56214,89113,54390,12351,974,32105,63542,72152,51252,21940,2027,4530,166306,67718,4451,13,0,5174,159384,74541,3902,17,0,44372,69870,63256,45127,18397,1996,21138,62882,84705,53725,19752,816,13078,10889,40376,76617,77234,24824,2187,24791,53282,54717,65951,42090,26456,68361,75060,50135,16491,6515,352
41700,21859,15520,13624,5819,488,40426,18652,18222,13957,7169,584,37823,20918,16877,14752,8042,598,18889,19101,23421,21839,12888,2872,26268,27900,24679,14744,5306,113,15920,63347,18629,1099,15,0,18635,58873,20536,955,11,0,26675,24453,20189,16949,9751,993,29849,20786,21657,17759,8443,516,1637,5455,11191,18102,25937,36688,1270,11407,22506,24752,25058,14017,24250,34838,24430,12717,2641,134,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,19,5,4,1,4,9,44,23,5,7,4,8,187,1,0,5,2,0,306,16,6,7,5,0,0,64,58,0,0,0,0,56,113,3,0,0,271,292,103,83,28,26,761,63,24,9,12,44,95,0,0,0,0,152,417,0,0,0,0,54,7,11,67,59,11,213,598
22803,24608,27891,25042,13245,2847,24897,25871,27818,23261,11990,2651,27570,29939,26427,20227,10808,1561,13453,17967,26809,37013,19513,1811,17975,29411,33360,25552,10246,134,20351,42430,27834,20359,5244,476,22001,40283,29053,19466,5372,519,18525,33002,28407,21653,13971,1078,18409,20029,23394,35982,17502,1186,2890,5656,13415,25613,39380,29568,761,11071,29584,34647,29427,10964,17818,39478,31901,19731,6817,791,22
416258,174508,73543,32004,6393,718,248112,153815,130538,101267,63243,6449,176788,128958,103560,114664,141381,38073,34743,45571,93364,176950,253298,99498,100865,76864,68745,89698,154122,213130,38884,120047,152187,251388,129772,11146,41028,118348,156021,247608,127721,12698,118651,88680,78644,97877,172136,147436,90296,128735,130109,134789,170655,48840,8967,48032,131147,147059,148749,219470,439196,95720,62867,46342,34928,24371,133407,80784,71080,79428,88364,250361,574
4136,53928,151971,328453,279841,54938,10110,83710,184930,283095,253239,58183,7697,68219,196904,275305,266185,58957,197139,137876,118758,149668,198595,71231,38790,114187,164518,250147,237480,68145,410,9892,48142,212124,390717,211982,517,9709,50783,207521,384443,220294,19285,55157,169048,254899,299877,75001,87961,115873,148258,208379,250276,62520,128426,266930,204384,142105,108080,23342,42952,220092,223327,157079,157592,72225,20312,76049,184843,264766,237472,89825,474
310117,19981,2585,319,27,4,312670,18951,1222,158,24,8,315519,16517,854,118,17,8,65180,46505,46891,52599,64511,57347,159759,122796,43847,6120,493,18,144525,185803,2620,85,0,0,161670,168296,2986,80,1,0,260207,65762,5850,1051,154,9,148864,83673,53499,34089,12412,496,9,43,249,1394,18724,312614,15291,59985,73246,65031,64525,54955,232653,92203,7095,900,142,40,281
352488,30605,3370,983,719,1008,353009,29643,3071,927,734,1003,346041,34849,3890,1144,838,769,23203,28796,64773,123532,114489,31849,190132,110544,51960,23030,7426,1081,3264,70922,225372,81215,1929,177,4237,67635,237217,71292,1968,210,263507,88080,22872,7743,2417,436,138311,181012,56736,11263,2499,1018,4069,817,1422,4052,21339,354760,43404,64941,75456,83018,82086,34303,250119,84091,28238,12037,4789,3878,569
8,1346,4562,54454,190235,8427,114,5121,43912,125423,81375,3087,714,36332,123332,82593,14524,1537,33663,57675,80007,67545,19266,876,3686,67411,106615,61059,17566,2695,5049,162624,80383,10182,783,11,6790,160906,81446,9087,788,15,2404,56082,107798,68987,20780,2981,8540,45628,99873,82128,21237,1626,2717,23863,76918,101743,51735,2056,962,8640,26431,59766,120423,42810,2755,58048,112827,63568,16765,5069,229
3717,29379,18443,40513,165844,16677,13561,35753,20354,96385,100916,7604,33801,25266,56843,112154,41901,4608,15022,39937,76222,98486,41218,3688,15344,32495,69233,94220,50441,12840,26812,176420,60032,10557,746,6,32070,171042,60805,9869,780,7,18286,34851,62355,92888,54798,11395,25752,24712,62505,114668,41568,5368,4408,21092,78637,85893,57481,27062,8397,35892,65291,81842,67357,15794,9869,52094,82293,72747,36942,20628,237
118431,272660,134659,69720,19375,2750,46634,191196,139732,122702,99410,17921,36033,112107,78971,105010,197476,87998,77422,92200,96275,138654,160306,52738,60233,41027,36230,70624,148066,261415,1743,41212,79071,135319,311638,48612,2137,38322,84750,131618,304313,56455,65697,43651,35434,66051,172852,233910,53547,98432,115004,120616,169063,60933,19552,267288,118160,67502,87479,57614,426278,63359,25643,19262,31911,51142,65902,47938,29214,35654,49571,389316,567
281405,152981,82232,25682,2728,187,404413,121909,15369,3038,373,113,458563,76159,8366,1782,287,58,167725,154261,87494,62074,46053,27608,279456,188976,59753,14156,2791,83,468313,73414,3081,360,36,11,480970,60614,3252,329,37,13,373565,139683,22532,7678,1689,68,329254,147685,45657,17541,4559,519,2671,1767,5057,21430,111132,403158,18763,54832,85273,108454,153197,124696,252740,205317,58112,19378,6502,3166,315
