band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
0,35,469,2839,19391,122096,290417,47742,0,185,1341,7853,43604,166846,211471,51689,13,1172,8487,52318,119777,141905,128380,30937,1408,2328,5628,16712,48789,141749,230572,35803,1638,18522,42188,94975,122971,98155,84555,19985,0,26591,134817,85363,82796,62378,50883,40161,0,25856,135067,88295,82257,61959,49171,40384,784,20493,55862,93054,88508,84753,89953,49582,565,896,3408,18509,50943,128853,231665,48150,2868,50003,65706,89571,126149,114796,32928,968,21,859,21075,80377,109681,151570,96454,22952,7220,73480,137091,110145,73247,56980,23433,1393,80
0,2,209,2317,22727,104747,120098,9515,11,454,4975,22610,69267,116017,43590,2691,88,8693,51975,77168,73497,40752,6452,990,5223,6141,14023,30166,59083,90188,53774,1017,4637,16844,47215,76409,72732,34328,6984,466,1034,32652,106243,92372,22778,3893,640,3,1098,31640,108500,92567,21502,3753,552,3,3638,20931,51034,68836,65332,38191,10338,1315,2368,3881,13468,32718,64650,117401,24175,954,5807,2973,8120,24425,57383,96337,63242,1328,96,1195,8150,26838,51271,80938,75293,15834,4967,54133,89470,64236,30404,11114,4241,1050,178
3,0,3,1,0,0,1,6,7,6,2,5,6,1,9,13,0,11,5,13,9,6,16,17,59,3,4,6,7,1,2,2,41,17,10,8,13,6,3,0,0,1,20,15,0,0,0,0,0,4,22,16,0,0,0,0,0,0,25,49,15,27,31,14,69,11,7,8,14,8,13,38,95,2,0,0,0,0,0,10,70,0,0,0,0,1,2,59,0,0,0,39,48,11,3,20,339
10546,46699,128290,194086,209141,212561,299733,73446,14826,33245,73041,154244,187993,202496,384801,123856,13702,30204,72941,121766,167273,213303,399617,155696,18451,9799,11821,18734,34562,79456,345055,656624,13108,8918,13002,42019,139095,264583,415252,278525,66,9089,9848,37461,184690,385120,403371,144857,61,8977,10014,39617,190253,387774,390516,147290,11551,10943,24762,68125,138576,232006,432073,256466,19547,10854,14762,22724,48214,159864,610678,287859,24284,71809,186583,203445,180737,208431,240546,58667,163797,403865,394384,141411,34882,14862,9127,12174,11077,79192,190466,211397,241960,249871,142463,48076,469
163,28592,45222,52948,55352,33974,22890,3877,315,45067,40073,50125,51432,37116,17431,1459,3436,65027,48273,55466,47024,18870,4346,576,20547,31819,54370,68567,45600,17607,4196,312,21509,39663,52215,54412,41756,23783,9122,558,310,59476,139272,39496,4383,80,1,0,613,55286,146733,36467,3847,72,0,0,28040,52395,49338,47725,36448,20615,7669,788,14346,31373,60601,62405,45471,21438,6936,448,11748,4869,13514,34212,56252,59710,52647,10066,778,9122,28859,41501,40547,46092,49488,26631,16445,40922,57227,55283,41418,19557,8113,4053,352
35451,16196,14827,12605,11472,5723,2623,113,33520,16808,14228,12744,10645,8097,2840,128,29730,19237,13950,12701,11818,8103,3369,102,14504,13644,15283,17980,16561,13411,6141,1486,18910,21093,20752,18092,11831,6831,1491,10,5761,43804,37517,10814,1063,48,3,0,6072,42882,39604,9486,915,48,3,0,18258,21915,15866,15278,13461,9462,4554,216,23155,17318,16654,15165,14167,8900,3586,65,744,3015,5530,8994,13093,16346,23834,27454,452,4560,12801,17370,18121,19833,17677,8196,13587,29693,22770,17468,10653,4128,662,49,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,17,5,6,0,0,1,7,6,40,14,14,4,5,5,4,5,186,1,1,0,4,3,0,0,291,27,4,6,4,7,1,0,0,5,68,49,0,0,0,0,0,0,93,76,3,0,0,0,193,237,172,64,76,19,33,9,751,43,44,10,6,6,24,29,95,0,0,0,0,0,0,152,417,0,0,0,0,0,0,54,4,5,20,56,53,11,7,212,598
15803,19116,18887,21496,19493,13582,6488,1571,16777,22575,18587,20647,18645,12221,5804,1232,17176,26537,20726,19497,16011,11234,4887,464,9137,12481,15109,21502,28233,22228,7235,641,11599,19810,24598,24739,20531,13066,2315,20,7627,35779,27594,19615,16876,7085,1951,167,7824,34878,28623,20012,16348,6985,1855,169,10487,24357,24100,20990,16740,13298,6357,307,13953,14268,15569,18042,26755,22291,5368,256,1820,3300,5835,11006,17728,26117,31802,18914,232,3780,13693,23711,25961,25292,17470,6315,8516,29286,28411,22984,15926,8724,2306,383,22
338190,185935,95403,44781,27874,8739,2158,344,189862,140247,106911,95445,77341,62129,30280,1209,137404,110984,84375,76543,83788,97784,103586,8960,26733,27586,44950,74409,122341,176410,186485,44510,72260,71013,50190,53011,63549,91233,144738,157430,3105,104138,84223,119652,189273,146065,53917,3051,2807,103955,83266,125369,188809,144710,51394,3114,90161,76958,59188,59668,69276,101163,154492,92518,62824,92229,97598,96489,99583,118839,121099,14763,8100,11400,66552,102094,110181,109882,116487,178728,402614,90855,59258,45056,35823,30199,21591,18028,106387,70810,54549,53525,58578,63538,77648,218389,574
1288,19857,62496,126394,230730,273201,135795,23506,3659,39187,85426,150478,217465,202805,157095,17152,4002,24060,84841,159917,203426,212241,168121,16659,150212,122009,92613,88939,107122,140215,143232,28925,23952,65644,99098,128801,181045,200132,142796,31799,1,4003,11947,42493,139260,237665,320791,117107,2,3932,11850,45225,140484,238870,315284,117620,16035,18497,72934,136024,181766,233548,185768,28695,58581,83845,94592,115074,147344,191869,160799,21163,62385,198282,195249,143824,108913,94150,61689,8775,16726,121764,187572,160309,119663,114150,116246,36837,13669,33230,84785,149520,196037,198093,154653,43280,474
