band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
0,2,33,186,745,2377,7850,32495,101142,187220,148398,2541,0,9,176,628,2323,6243,23881,61816,124753,135451,126623,1086,2,156,1027,3428,14484,42893,73629,94415,93638,84242,74245,830,889,1109,1738,3270,6142,12928,25293,53942,111303,162603,99795,3977,799,4261,15100,23561,44166,69436,82687,75418,63021,57845,42769,3926,0,1,26590,90640,68290,61250,61491,46473,37210,34900,30420,25724,0,9,25847,91334,75664,56364,57461,47299,39456,31754,31613,26188,360,2739,18178,32282,52244,64390,61191,55914,56156,59328,61453,18754,345,445,671,1469,5607,14841,30073,51740,97983,164195,112758,2862,376,14897,37598,42015,49600,63662,81160,89158,70627,29679,4012,205,4,67,809,7268,36838,57346,68634,88550,104067,72824,44110,2472,696,21445,58559,90350,89436,67450,50530,43684,36013,19531,5083,212,80
0,0,2,66,407,2053,10409,38100,78965,92046,35224,2343,0,66,399,2227,7964,17394,37694,72986,74604,37766,7674,841,1,533,8247,30778,46884,51481,51087,42087,21075,5422,1929,91,4033,2847,4484,7951,14031,22207,35788,50147,63336,47287,7451,53,3354,4109,14018,28245,42374,53005,51932,36990,18138,5876,1491,83,0,5736,27950,58027,82271,58317,19602,5153,1916,612,31,0,0,6560,26178,58088,94836,48143,18428,4850,1977,518,37,0,2520,4188,17861,30708,41501,47661,45199,36300,22024,8974,2169,510,1634,1533,3082,7276,15147,23763,37261,64166,80624,22710,2346,73,4698,1955,2127,4227,9445,18873,33595,52409,67716,54742,9800,28,29,241,1021,3900,10597,20491,31230,43624,57355,54638,31706,4783,2114,12674,44312,60912,54185,38609,23087,12497,5934,3085,1907,299,178
1,2,0,2,1,1,0,0,0,1,0,6,3,4,6,2,1,4,3,3,1,5,8,9,0,6,5,3,5,10,9,0,6,13,13,7,58,4,0,2,3,5,6,2,0,1,1,2,15,30,13,6,7,5,8,8,3,1,2,0,0,0,1,5,19,11,0,0,0,0,0,0,0,0,4,10,19,9,0,0,0,0,0,0,0,0,0,15,35,24,8,17,17,14,28,3,50,24,6,6,5,4,8,9,5,4,35,12,86,10,1,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,1,0,11,50,0,0,0,0,0,39,41,12,6,3,0,20,339
1782,20419,35044,70364,106879,145133,141091,139355,141256,186515,163447,23217,5975,18407,23689,40630,74926,111729,126538,116269,147682,214675,273347,20635,8734,11537,23635,44509,64207,85991,106229,118763,155584,224229,307914,23170,14942,6880,6428,7469,9477,13609,20380,33625,60013,146915,547851,306913,10784,5099,6143,7604,14050,33367,76511,136087,191080,245975,335272,112530,0,1962,7193,5132,9943,32234,110840,202290,256680,289124,194829,64275,0,2932,6106,5137,12350,32144,99555,206198,272274,261933,208141,67732,9515,4994,7985,13266,27616,52005,84494,119328,166760,254863,350750,82926,16042,7125,7234,8811,12580,16095,27561,52038,128479,338416,521940,38181,15283,21936,58874,115672,142307,132049,120746,123149,145273,169733,113075,16405,72943,206352,288367,289091,176642,70062,27367,13373,9004,6576,4782,9943,8025,13213,69031,121427,139336,141100,155329,177519,158983,102654,68373,19512,469
0,4829,23926,29344,29574,39252,31981,37055,20290,16146,8980,1641,4,8544,36834,29641,25745,34812,35802,32061,20685,15099,3296,495,81,20678,47704,32046,37514,34179,34446,20817,10631,3920,861,141,14531,15445,22390,33824,43509,45604,35511,18879,8817,3534,896,78,13950,18155,29067,34475,36650,35502,28182,23070,14287,7653,1848,179,0,4530,55256,111050,45738,21980,4191,260,12,1,0,0,0,5174,50725,108659,57116,17425,3566,336,17,0,0,0,16338,28034,36063,33807,32077,31179,26000,19127,11936,6461,1514,482,10048,11090,24581,38301,40487,44218,32870,20855,13184,6568,698,118,10675,2403,3539,7350,14866,25510,35911,40706,39345,37889,22939,1885,178,2009,7713,17078,24934,28348,27336,27381,31922,34029,27361,14729,11236,15220,30911,37450,38787,36273,29865,20270,10840,5651,4832,1683,352
20425,21275,9947,11912,8040,7480,7567,6057,3571,2248,474,14,23031,17395,9902,8750,8768,9454,7682,6275,4785,2384,576,8,19126,18697,11144,9774,8388,8489,8573,6179,5169,2873,591,7,8968,9921,9259,9842,11307,12114,10819,11020,8133,4755,2359,513,10636,15632,13735,14165,13484,11195,8304,6440,3918,1388,110,3,5,15915,33645,29702,12654,5975,985,114,12,3,0,0,5,18630,30319,28554,16006,4530,830,125,8,3,0,0,10904,15771,13498,10955,10036,10153,9025,7924,5974,3777,973,20,17547,12302,10624,10162,10862,10795,9789,7970,5308,3135,510,6,158,1479,2122,3333,4808,6383,8438,9664,11337,14600,19191,17497,128,1142,3742,7665,10683,11823,11931,12821,13202,11856,11783,2234,4155,20095,19030,15808,13339,11091,7981,4736,2064,577,126,8,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,2,4,0,0,1,0,4,5,4,33,11,10,13,4,1,4,3,3,1,4,4,183,4,0,1,0,0,2,3,2,0,0,0,267,39,12,4,2,4,1,6,4,1,0,0,0,0,5,59,35,23,0,0,0,0,0,0,0,0,0,56,74,39,3,0,0,0,0,0,123,148,159,133,64,39,55,28,12,16,25,1,726,35,33,30,17,7,3,6,3,9,40,4,95,0,0,0,0,0,0,0,0,0,0,152,417,0,0,0,0,0,0,0,0,0,0,54,3,4,2,9,15,52,46,13,5,6,5,208,598
8535,14268,12116,12492,13740,14151,13801,11241,8033,5212,2403,444,7877,17020,14455,11416,14029,13789,12747,10514,7605,4385,2618,33,7249,20321,16143,13796,14105,12322,11151,9076,7018,3790,1556,5,5157,8296,8165,9802,11513,15296,18340,18673,13448,6065,1650,161,5267,12708,13434,15977,17046,16314,14222,11330,8045,2201,126,8,34,20317,23055,19375,13829,14005,13206,7153,3602,1642,448,28,42,21959,20701,19582,16221,12832,12052,7414,3867,1505,487,32,4594,13931,16319,16683,15145,13262,11505,10148,8385,5586,1054,24,8654,9755,9812,10217,11393,12001,17522,18460,13064,4438,1179,7,529,2361,2230,3426,5459,7956,10780,14833,18232,21148,20531,9037,53,708,3251,7820,13015,16569,17469,17178,16606,12821,9029,1935,1585,16233,19984,19494,17422,14479,11481,8250,4919,1898,619,172,22
236588,179670,107867,66641,39817,33726,21272,10732,4609,1784,560,158,130901,117211,81997,71818,67830,62708,54256,47011,38203,25040,6317,132,100771,76017,71600,57358,52584,50976,52042,62622,66908,74473,37792,281,19100,15643,19576,25995,39343,54021,73899,103051,121801,131497,88274,11224,34735,66130,42408,34456,33113,35632,40392,49306,65084,89038,109130,104000,0,38884,68359,51688,57946,94241,130453,120935,83950,45822,10641,505,0,41028,65734,52614,66981,89040,124816,122792,85911,41810,12145,553,56850,61801,48468,40212,38484,40160,45169,52708,72562,99574,107157,40279,36491,53805,64757,63978,64309,65800,65380,69409,83633,87022,48106,734,7401,1566,10533,37499,60632,70515,73650,73409,73004,75745,84310,135160,354095,85101,54273,41447,34027,28840,24475,21867,19680,15248,12605,11766,70011,63396,43790,36994,35209,35871,38351,41077,42688,45676,76644,173717,574
