band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
0,0,7,64,150,581,1293,3978,10192,27423,64941,139440,169479,64968,473,0,0,32,212,569,1245,4381,9720,24428,54489,97789,105514,117512,67031,67,0,30,405,1143,3035,10884,27779,44533,66260,75965,75677,67899,69135,40190,54,692,840,1015,1728,2731,4601,8291,14511,24561,46341,84603,122251,122781,46989,1054,607,1427,7458,14666,19563,33978,49005,64041,65212,59471,51144,46869,44509,23439,1600,0,0,882,28130,88219,63585,46429,50047,37469,39974,26095,31211,25640,24876,20432,0,0,730,38085,78375,63567,46687,49714,37862,38958,32785,27608,24362,23947,20309,267,761,7410,17951,27170,41073,49022,50971,48022,44651,45356,46389,48190,46873,8883,246,371,361,660,1292,4055,9464,16158,28646,43938,73931,122949,119202,61456,260,169,4301,25139,31447,33830,38916,46740,58115,68581,71228,59535,33625,10022,1234,107,2,30,167,1219,6730,26694,43417,49692,58690,72875,84688,68717,42338,27068,662,217,9266,31371,56176,74020,73186,59403,45896,38210,34405,29820,19892,9207,1842,78,80
0,0,0,6,62,313,958,3632,12087,33979,63731,71911,60382,11008,1546,0,16,140,480,2056,5110,10605,22228,34790,63305,62543,39918,15012,3010,402,0,134,1752,10392,27281,36317,41908,41808,38714,32792,18532,6634,2176,1173,2,3553,1951,2865,4197,6749,11124,14477,22785,32637,41150,50850,45569,20121,1575,12,2984,2072,6550,14409,23711,32922,40415,43890,39016,28058,15972,6477,2492,602,45,0,1873,12731,20750,56359,78394,49791,24946,8659,3553,1488,902,162,7,0,0,1550,12580,26442,50254,77788,52360,23641,8932,3536,1775,630,117,10,0,2227,1789,7750,17798,25713,32603,37026,37421,35249,28362,18653,10003,3489,1300,232,1227,1272,1640,3056,6330,11242,16485,24964,30567,57079,66752,33437,4372,1185,7,3946,2040,1424,1973,3624,6976,12192,20407,31193,43554,53506,52531,24085,2163,1,19,105,385,1262,3420,7740,13842,20476,27901,35983,45607,46179,37146,16204,3346,1694,4623,22615,41931,49149,44440,34836,24197,15594,9311,5035,2936,1988,1095,171,178
0,3,0,0,2,1,0,1,0,0,0,0,1,0,6,3,4,1,5,2,1,2,4,4,0,1,1,7,7,7,0,1,6,5,2,5,8,8,3,0,5,9,7,14,4,54,5,3,0,2,3,4,2,6,1,0,0,2,0,2,7,35,9,9,4,6,2,6,8,6,2,1,2,1,0,0,0,0,1,5,19,11,0,0,0,0,0,0,0,0,0,0,0,4,10,16,10,2,0,0,0,0,0,0,0,0,0,0,1,14,24,29,8,8,15,14,7,22,18,1,31,40,5,4,6,3,4,5,7,7,5,3,8,33,7,80,15,2,0,0,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0,0,0,0,0,0,1,0,2,57,2,0,0,0,0,0,0,4,60,20,8,2,5,2,0,20,339
645,12333,20502,36189,57940,84815,103094,107253,113856,123440,108568,136741,180667,71271,17188,2421,14199,16389,21248,34444,53836,81863,99072,97562,97129,109157,148500,239547,145786,13349,6540,8529,12999,22094,38253,49616,65496,77720,89946,92412,122776,150883,244953,180096,12189,13386,5728,5073,5582,5950,7891,9204,13370,18243,28383,43019,83125,221701,541605,172242,9789,3831,4506,5256,6248,10061,18975,39470,79135,112374,146121,182756,241004,245711,69265,0,149,6270,2889,4979,8983,18641,50321,92170,185192,171057,251294,202656,135853,44048,0,121,6374,3348,4332,8831,19248,50220,92756,179192,218491,226996,190637,128973,44983,8928,3126,5298,7127,11281,20009,36508,53241,74791,98894,129364,179565,251516,252328,42526,14204,6069,5738,6486,6715,10119,12349,15552,27151,43103,90286,207157,381971,332165,15437,11949,14493,27677,61168,96478,113904,109646,100048,95128,99525,113715,133727,125974,62957,8113,46055,138963,201631,243313,226791,151786,75049,33591,16854,10164,7438,5694,4549,3811,8813,7022,5244,28107,71208,100115,111124,112763,115840,130119,143438,131642,94042,68191,42946,12701,469
0,209,12967,27356,17567,18547,33808,24812,37722,22973,17155,13545,11303,3878,1176,0,664,21880,28874,23605,18203,26675,31390,27826,24326,16661,14944,6187,1507,276,0,4947,36206,34821,24535,27998,30591,25318,25666,17383,9181,4708,1006,627,31,12758,9746,15115,21671,26900,32663,40548,28037,26327,15928,7915,3415,1580,380,35,12144,11696,19392,24609,27806,29518,27036,27355,22605,16890,11938,7439,3886,607,97,0,2023,12250,46612,109951,44359,19501,6970,1129,210,12,1,0,0,0,0,1763,12894,63581,86320,49745,20832,6521,1165,180,16,1,0,0,0,13069,18554,27470,27406,27743,25523,24782,24349,18945,14784,9770,6589,3122,526,386,8551,6478,14477,27993,26521,34508,33559,32494,22593,15276,11251,7472,1330,501,14,10200,1789,2236,3421,6321,11195,17597,25200,30373,32628,31657,30925,26909,11876,691,62,905,3389,8158,14464,19386,22315,22438,21574,22286,24908,27522,25919,17890,11802,10132,7946,19525,26947,30267,31244,29852,26734,22096,15269,9264,5282,3906,3707,847,352
16052,19591,12530,7039,8347,5523,6098,6628,5619,5276,3181,2024,958,137,7,16757,18568,10038,6901,6814,6675,7490,7606,5722,4686,4119,2362,1080,188,4,14335,17204,10983,8513,7706,7453,5816,6729,6359,5272,4265,2881,1317,174,3,6014,9858,7746,6337,8035,10302,7740,9559,9412,8247,6587,4895,2630,1329,319,6455,14054,11375,10764,11520,11168,9275,7855,6053,5072,3289,1711,400,17,2,0,8103,21607,20319,29238,12452,5194,1750,248,84,11,4,0,0,0,0,7595,23586,23790,22537,13985,5585,1589,241,91,8,3,0,0,0,8255,11878,11593,10916,8486,8061,8357,7157,7239,6324,4954,3712,1747,320,11,13457,11851,7721,9098,8508,8860,8471,8733,6014,7338,4593,2944,1307,112,3,87,849,1466,1926,2764,3695,4820,5810,7045,7923,8841,10799,13582,16093,13310,56,516,1772,3862,6471,8397,9384,9510,9663,10304,10786,9773,9060,8866,590,1995,13806,16578,14130,12579,10875,9406,7734,5546,3586,1788,711,220,51,5,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,2,1,4,0,0,0,1,0,0,5,4,4,29,11,10,5,12,2,2,4,1,3,3,1,3,5,0,182,4,1,0,1,0,0,1,1,3,2,0,0,0,0,229,67,16,6,4,2,2,2,2,5,3,2,0,0,0,0,0,0,5,59,35,17,6,0,0,0,0,0,0,0,0,0,0,6,50,58,47,11,0,0,0,0,0,0,0,107,106,117,126,107,58,29,35,47,17,9,13,22,10,0,714,38,20,38,14,16,5,4,4,4,1,8,12,34,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,152,417,0,0,0,0,0,0,0,0,0,0,0,0,20,34,1,3,3,4,7,13,19,62,23,9,5,2,5,5,207,598
6302,10580,10907,10059,9563,11705,11059,11034,9108,10027,6382,5154,2836,1580,140,5026,13565,12129,11257,8791,11864,10863,11030,9903,7419,6153,4438,2520,1528,2,4160,15325,14887,12167,10970,11079,10352,9689,8612,6922,5789,3780,2129,670,1,3592,6316,6848,7662,7002,9668,10617,13868,14866,14803,11950,5791,2741,778,64,2837,10053,10538,11008,12950,13762,12976,12536,10769,8869,6813,2994,542,27,4,0,10939,19895,13213,18734,13059,10521,10882,7793,5938,2768,1986,725,229,12,0,9934,20671,16157,15522,13356,10846,10808,7715,5794,3366,1654,636,222,13,2459,9760,12610,13408,13290,11821,11515,9735,8948,8041,6985,5306,2363,380,15,6608,8264,7188,7997,8381,7884,11473,11475,13049,15495,11216,5216,1876,378,2,178,1867,1619,2063,2819,4164,5700,7518,9424,12222,14311,16652,17024,15401,5560,35,265,1318,3542,6672,10003,12789,13675,14052,13712,13529,11217,8485,6657,503,387,9906,15408,16031,15564,14083,12354,10521,8305,6369,4205,2102,854,316,131,22
195151,158831,115278,72161,49345,36127,24659,23995,12329,8437,4049,1904,767,281,110,110047,86935,85538,68940,50467,58454,50185,44917,41782,36467,30646,23316,13816,1838,76,88663,56339,61641,56000,43103,43110,39968,38801,47692,48653,54255,58155,53604,13351,89,16190,11900,13899,17475,20850,31781,36144,54111,65289,82989,96199,105391,96451,49289,5466,22202,56469,40791,31391,26876,25843,27981,29194,35045,40380,49602,66175,82889,81228,87358,0,7513,67784,36071,47563,52168,65982,93563,91377,100485,63263,50945,21513,4992,205,0,6632,64715,45831,42198,51835,66271,92862,91382,101279,73480,43287,19134,4321,197,40994,55026,43528,36205,31578,30818,31044,33570,36931,44158,56719,73425,85671,78808,24949,29881,36832,48165,53347,50806,51484,52833,53783,49476,57322,66504,69647,62869,20304,171,7145,1113,2347,14379,32015,47919,54674,58159,58869,58585,58438,59209,63546,69739,117287,328716,81898,52273,39668,32361,27627,24589,20915,19026,17052,16103,13119,10721,9884,9472,47124,65186,39888,32694,29299,28202,28162,29750,31302,33092,34132,34712,44253,74845,150783,574
