band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
411,25697,84304,120712,122967,92804,36094,231,31431,86935,109773,112590,95488,46541,13303,101547,89916,94253,80245,71733,31992,3110,6256,14333,33153,110851,245714,69572,35076,56578,91505,129320,90647,56479,23384,1170,53178,161163,119239,77497,50717,20025,1127,52744,164268,126427,74255,44731,19437,41822,70955,89314,92456,75292,68859,44291,1393,4422,18264,55948,153295,204026,45641,11985,42043,43457,61341,97629,127765,98769,417,11621,64722,120795,148699,81798,54937,76799,107863,129071,81968,48229,32799,6260,80
0,11,972,16298,71859,148244,22231,0,414,7922,66794,125406,52521,6558,43,7278,52404,102998,74864,19407,2621,4983,6408,20738,50756,92743,74334,9653,4203,19377,54839,89871,68182,20715,2428,450,11837,80560,104964,51619,9518,667,527,11924,80934,110531,47695,7407,597,3125,20739,57130,84057,65686,25440,3438,2230,4748,25793,63630,108687,51681,2846,6211,4931,17204,64102,117651,48537,979,628,7717,34345,62502,75011,63037,16375,4347,46562,96041,76604,27706,6419,1936,178
3,2,0,2,0,0,7,5,8,2,8,6,2,18,0,11,6,13,11,17,19,61,9,5,3,4,0,2,41,22,8,14,7,5,1,0,8,24,4,0,0,0,0,14,24,4,0,0,0,0,0,37,40,28,32,24,70,15,11,12,4,10,46,91,5,1,0,0,0,10,71,0,0,1,0,0,61,0,0,0,52,34,6,25,339
7502,70816,178945,263884,236875,250635,165845,6113,31031,85168,214915,266652,340813,229810,6571,41956,114675,193520,276441,359885,181454,15667,14802,25387,54119,119831,357243,587453,9442,12124,37659,157880,318208,407469,231720,886,11981,122510,398358,350823,195121,94823,906,12391,123024,434132,336291,174737,93021,8304,20698,75677,163516,248451,392299,265557,12457,13772,25294,49609,160083,540342,372945,36882,106650,204211,261510,270027,238329,56893,97631,290667,429476,242468,82755,21473,10032,9556,115893,252032,308052,271632,154786,62551,469
3,3544,20194,37620,48606,100508,32543,495,28874,41459,37618,66611,59824,8137,6752,52323,48996,60463,52218,20974,1292,36563,83933,65074,36728,14880,5118,722,31773,59041,59532,46895,28823,15514,1440,23963,169480,45230,4002,343,0,0,22450,168023,48274,4047,224,0,0,38122,65551,54937,42815,26695,13266,1632,15472,50261,70286,56980,33249,15534,1236,13882,27343,60847,57845,45370,32407,5324,95,2819,16748,31041,51152,78492,62671,15509,47240,66561,55509,35635,16385,6179,352
20250,28585,13868,14311,12732,7945,1319,26301,24488,14051,14421,13398,5774,577,27537,24019,16064,16766,11426,3044,154,14194,17116,18474,21519,17473,7533,2701,16753,32183,27987,15992,5329,738,28,1198,37305,48447,11491,554,15,0,1131,36722,48894,11829,423,11,0,25718,24591,19587,17669,8883,2377,185,16232,20439,15096,21081,20589,5371,202,811,3106,6486,13684,21389,30173,23361,199,2767,9240,15932,26657,33907,10308,8403,42288,30953,14300,2881,175,10,69
0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,0,0,18,0,0,0,0,0,0,20,0,0,0,0,0,0,17,0,0,0,0,0,0,23,0,0,0,0,0,0,14,0,0,0,0,0,7,30,0,0,0,0,0,0,0,3,2,11,1,1,8,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
28459,32241,24099,15482,9497,4738,2364,22827,33893,24989,16624,10837,5695,2015,30432,35403,21059,14624,9660,4711,991,6434,11212,17199,25499,30684,20106,5746,12583,29814,30471,23684,15014,5202,112,527,18619,50656,32903,10905,2898,372,669,19074,50977,34171,9299,2347,343,20561,32978,23261,18769,13140,7408,763,9320,18855,25921,31322,24368,6292,802,2064,3542,6068,10559,17449,32908,44290,780,7803,18006,28235,34955,21203,5898,17310,39893,25086,19016,11420,3801,354,22
354991,216892,69201,38856,16507,5890,1087,205044,187987,116706,87778,65573,35611,4725,145421,120135,106617,101945,115387,98691,15228,54792,96310,132968,155747,158519,87176,17912,81643,60498,50532,65350,95967,155529,193905,1303,97990,84026,145038,212825,141524,20718,2494,99834,83833,166797,213068,118187,19211,94923,60771,57386,67715,96468,167855,158306,107536,158034,148645,110196,92505,71641,14867,5565,79075,142699,118397,98898,95933,162857,446509,88367,54409,41935,35406,23802,12996,97059,54278,45880,51374,61387,74038,319408,574
3412,59585,110323,199176,222724,185381,92666,3044,62495,148466,203310,187006,195336,73610,7742,79545,136665,199480,200253,198918,50664,159624,120145,112870,134463,156254,145908,44003,58945,104231,158297,188040,190928,132319,40507,189,15950,55778,152665,216621,245271,186793,135,16386,56789,172302,219106,225404,183145,46858,55997,144219,194937,191424,182909,56923,57815,108279,148334,174712,178139,162369,43619,158538,172206,145173,123197,122471,117718,33964,12615,84776,150260,172863,170730,171578,110445,48707,89671,143579,196681,202161,150228,42240,474
329449,3129,325,73,27,10,20,329212,3134,429,129,66,47,16,329128,2998,573,202,81,44,7,48788,31105,26105,28755,35241,50554,112485,153126,103198,55325,18003,2681,619,81,295045,37684,290,13,1,0,0,301853,30892,273,15,0,0,0,267680,59243,4103,1363,488,135,21,144085,78294,46197,28976,21215,13141,1125,18,40,122,316,882,3743,327912,89718,71978,50224,35329,28487,25704,31593,280136,45950,4843,1366,490,172,76,281
259708,112188,16862,5410,1676,974,1333,305364,71999,12396,4285,1773,1062,1166,298598,71177,16271,6450,3100,1482,891,25831,51949,84323,101927,81450,39022,13366,161511,101099,56167,37627,24282,13199,3699,263,38445,155922,156614,39619,6037,550,558,39831,158028,160591,33329,4678,526,209677,98320,44937,24203,13021,6281,1273,137909,184260,53071,14914,5636,2191,925,5004,2282,4130,7629,17407,57279,303985,46562,47576,48626,51877,71286,90797,40012,180695,89318,49725,32603,20379,11861,12150,569
9,5317,22051,76308,103919,49197,2231,560,5651,44706,101897,79268,25916,1034,1227,28980,55300,81416,79846,11786,477,19278,49599,61528,63535,46685,16224,2183,2128,23417,62127,83262,65117,21386,1595,79,75704,109796,40177,20934,9615,2727,110,79865,106379,42361,19904,7810,2603,2081,20109,56518,82086,70157,25829,2252,3250,19340,72743,98767,55680,8794,458,2267,29290,61380,68147,55729,35481,6738,2113,22480,50176,62095,63977,50316,7875,2996,23420,57433,76917,61554,29168,7544,229
152,22039,30703,45674,85980,79174,10851,10731,35665,32829,56534,78326,55864,4624,21338,39578,39028,62457,80626,28122,3424,37244,49237,65814,64680,43808,12138,1652,10158,24367,47159,70514,70371,41340,10664,2104,63363,79942,55488,31531,30441,11704,2031,64406,78851,59269,31322,27458,11236,8034,25170,43991,66121,71448,47638,12171,29575,27247,55883,85459,56753,16625,3031,3911,31016,66447,67861,57448,42969,4921,9534,37436,62314,64431,56713,35183,8962,2091,17194,46774,71020,67721,43621,26152,237
