band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
1240,49500,114624,148878,117921,50826,778,59354,112615,134312,110989,64941,32425,111981,107999,103614,82403,44567,3858,9248,22701,77477,262350,107355,46957,65523,137965,126504,74598,31442,3170,100315,188621,105061,60076,25746,2818,97849,189111,107633,60073,25505,54014,86783,109650,95685,82047,54810,1732,7869,35483,121143,247467,69295,19767,48127,56587,94903,143141,120464,820,26465,101775,172726,113282,67921,90831,139170,131217,68325,42900,10546,80
0,106,4895,50218,165972,38424,8,1331,27865,135013,84888,10510,177,17566,92656,109522,35851,3843,5694,9950,36886,88111,102144,16830,5494,32036,83938,97959,36441,3747,1113,24490,140915,75044,16965,1088,989,23383,139309,77603,17291,1040,4173,34100,83674,91926,40659,5083,2520,9717,46142,109870,86720,4646,6900,7538,37895,118377,86247,2658,1109,14756,55833,82887,80704,24326,7640,72454,111594,54126,11226,2575,178
3,2,1,1,0,7,7,7,5,6,6,18,3,10,13,12,17,22,62,9,6,3,2,2,48,17,15,10,5,3,0,15,21,0,0,0,0,17,25,0,0,0,0,7,63,27,31,33,72,13,18,6,11,48,91,6,0,0,0,10,71,0,1,0,0,61,0,0,11,65,15,26,339
13851,104774,254290,311060,278847,211680,9643,45297,168187,287029,354664,309682,9415,69697,170930,282620,391346,250494,17810,19519,40129,102049,309369,685626,11032,18072,86884,295059,463900,299555,2402,27669,314575,475191,237378,117287,2234,26304,305033,483746,239279,117906,10551,35533,128617,248851,413974,336976,14337,18299,39997,111107,486746,504016,49660,151668,274006,314554,295503,89111,132224,403177,431814,159109,36259,11919,16734,181543,332288,346067,216032,81838,469
23,7438,35816,45954,104323,49464,2050,45028,41317,60152,80285,14186,15296,58244,62076,71741,33741,1920,49065,95471,62727,26570,7966,1219,40009,70767,64869,42683,21811,2879,43711,178099,20041,1159,8,0,39938,180426,21374,1272,8,0,50237,73063,58802,38560,19856,2500,20679,69025,77690,50028,23595,2001,16169,42718,74470,57580,43090,8991,202,6158,27188,48029,83812,77629,19888,65160,74287,51716,23772,8195,352
28316,25602,15767,16571,10241,2513,32493,22674,16641,17327,8819,1056,33993,22837,19389,16837,5628,326,17595,19413,23147,23880,11519,3456,22037,37049,27496,10689,1686,53,2727,57912,35589,2748,33,1,2569,57646,35889,2873,31,2,30965,25713,22721,14922,4369,320,20197,21681,19251,26865,10588,428,1226,4284,10533,21774,32049,29144,352,4875,13966,24941,39714,15162,13810,49486,27322,7874,502,16,69
0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,23,0,0,0,0,0,14,0,0,0,0,7,30,0,0,0,0,0,0,4,3,9,2,8,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
35764,34398,23167,14069,6538,2944,30150,35893,24322,15730,7999,2786,38700,35440,20568,13887,6837,1448,8172,14096,25062,33929,27309,8312,16834,36500,32538,21628,8978,402,1851,38045,52327,20073,3979,605,1576,36568,53700,20447,3999,590,26858,35032,24814,18215,10642,1319,11959,23926,33498,33851,12357,1289,2573,4689,9013,16428,32523,51654,1426,12027,26042,38841,30496,8048,26353,39944,26327,17107,6629,520,22
410358,192621,60342,29290,9220,1593,248019,188136,121541,87012,49806,8910,167878,134995,120282,128335,124472,27462,69061,125885,159883,195498,127696,25401,92936,64745,66218,91923,163602,224000,10089,120857,127163,235955,177529,31831,7389,121591,127732,240156,175602,30954,105217,68899,72465,92569,169968,194306,132205,192382,146492,113781,93108,25456,9737,122763,157990,122210,111313,179411,465873,89470,55925,44461,31626,16069,108120,58382,55367,66016,81749,333790,574
8786,83805,168622,259692,231052,121310,5752,100982,206469,228157,221771,110136,17107,107655,193897,242978,230496,81134,183160,131437,143091,174732,176604,64243,71676,139994,202141,227458,174287,57711,1975,25627,120029,244449,255783,225404,1582,25432,117219,247341,256555,225138,53462,86396,206190,222539,221468,83212,71369,141508,188483,205529,197536,68842,191068,191554,155947,141836,142145,50717,20680,122291,189839,202882,194679,142896,59986,120306,196462,239804,193986,62723,474
330543,2197,206,51,14,22,330722,1850,288,91,61,21,330262,2134,430,136,61,10,55351,32431,32869,36371,53661,122350,175123,103817,45277,7654,1025,137,322634,10285,111,3,0,0,320687,12226,117,3,0,0,294457,34404,3015,897,224,36,161181,78775,43571,29182,17913,2411,24,67,208,694,2942,329098,103146,77461,50230,35713,30647,35836,301553,26945,3290,887,263,95,281
304088,75974,12063,3350,1189,1487,334722,48528,9232,2840,1376,1347,322368,55134,12435,4889,2063,1080,31793,70917,110732,110064,56812,17550,185253,98930,55463,34227,18450,5261,1385,80360,220733,84349,9759,864,1378,77274,223095,85292,9643,859,232489,94167,40208,19798,9146,1904,176440,172835,35169,10023,3235,1204,5325,3102,6070,14176,48761,320282,54178,56305,56808,71539,103753,54153,201497,87647,48679,29282,15817,13809,569
126,8374,50226,115696,79795,4815,987,12026,88271,111843,43544,2361,3036,43012,75900,108082,28116,886,27110,61941,73089,67175,26290,3427,3383,38428,87047,90364,36960,2850,1056,129060,83351,29649,12562,3354,885,127041,84231,31177,12427,3271,3213,33125,82702,92742,43560,3690,4442,35011,110725,89257,18760,837,4541,44851,78412,72360,48141,10727,3749,35085,66392,74704,65386,13716,4871,37107,79837,83768,42735,10714,229
972,31952,40587,76121,106173,18768,18184,37152,50562,83455,76610,8610,29285,42057,57246,91174,49865,4946,46188,62128,78494,63225,22160,2378,13604,33536,67971,86431,58061,14970,5659,93443,82138,44992,32995,15346,4852,92203,81063,47802,33471,15182,11792,33526,63160,83658,65178,17259,35935,32509,89959,83626,28189,4355,5806,49421,81340,72095,56365,9546,13581,52076,76733,70791,48580,12812,3231,28225,68379,84174,58628,31936,237
101990,207596,160330,100947,40873,5859,54691,132945,133456,137989,129586,28928,31524,75412,80211,116019,206194,108235,100950,87930,95928,136428,148061,48298,24426,29495,40408,78869,150649,293748,794,5799,53768,126240,226868,204126,786,5500,52739,126969,225621,205980,27058,34965,43768,78980,178371,254453,65287,92200,108867,113999,154697,82545,62607,283609,108039,65742,56161,41437,444820,82630,31884,21441,21674,15146,28624,30253,32049,46647,71104,408918,567
