band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
15,1225,12038,37462,52729,61895,75706,73172,67871,50050,47950,2876,17,761,13951,45403,53924,58691,68889,65423,57380,53609,62311,2630,67,32358,60176,51805,53543,54456,56355,47259,39313,43090,41573,2994,1466,2392,3576,5672,8711,13990,26006,51471,105038,157312,91642,15713,2141,44816,31687,33836,60134,77831,71629,54875,42951,31647,25975,5467,0,3170,23008,77307,107827,80794,59301,45760,35096,24980,16822,8924,0,2818,20798,77051,112224,76887,62076,45557,33489,26584,17321,8184,5815,48199,39843,46940,52496,57154,51351,44334,41485,40562,36766,18044,776,956,2322,5547,12184,23299,43404,77739,123980,123487,65247,4048,659,19108,24669,23458,25448,31139,40923,53980,67889,75252,81444,39020,48,772,5048,21417,42296,59479,81443,91283,69940,43342,61051,6870,38423,52408,61737,77433,74363,56854,39237,29088,23902,18998,10159,387,80
0,0,0,106,644,4251,16062,34156,74481,91491,34463,3961,0,8,123,1208,5617,22248,57046,77967,56210,28678,8828,1682,0,177,3389,14177,35943,56713,61535,47987,26237,9614,3152,691,3302,2392,3285,6665,13701,23185,37646,50465,59480,42664,15688,1142,2403,3091,10321,21715,34679,49259,53047,44912,25923,10518,3238,509,0,1113,6026,18464,63062,77853,43022,32022,13792,3173,1036,52,0,989,5336,18047,64788,74521,45560,32043,13633,3658,1021,19,1764,2409,11154,22946,37123,46551,48530,43396,27070,13589,3691,1392,1600,920,2150,7567,18136,28006,44617,65253,62774,23946,4093,553,4397,2503,2687,4851,11337,26558,48628,69749,62362,23885,2637,21,106,1003,3821,10935,22789,33044,39585,43302,44143,36561,20133,4193,1159,6481,25354,47100,58618,52976,35826,18300,7972,3254,2226,349,178
1,2,2,0,0,1,1,0,0,0,2,5,2,5,5,2,1,4,4,2,4,2,9,9,0,3,4,6,4,9,7,5,4,13,10,12,58,4,6,3,4,2,1,2,2,0,0,2,17,31,12,5,5,10,6,4,4,1,3,0,0,0,7,8,17,4,0,0,0,0,0,0,0,0,7,10,21,4,0,0,0,0,0,0,0,0,0,7,26,37,9,18,16,15,24,9,47,25,12,1,9,9,5,1,6,5,29,19,86,5,4,2,0,0,0,0,0,0,0,10,70,1,0,0,0,1,0,0,0,0,10,51,0,0,0,0,0,11,47,18,11,4,3,23,339
49,13802,37845,66929,116078,138212,165937,145123,134805,144042,164876,46804,951,8692,18329,26968,61279,106908,130379,156650,164839,189825,274312,35370,1970,7445,21102,48595,74632,96298,124142,158478,179779,211567,214219,36275,10045,7765,8353,11166,15614,24515,38081,63968,104973,204396,417361,268265,6212,4820,6952,11120,25374,61510,118102,176957,223395,240505,213196,86359,0,2402,5346,22323,97163,217412,261412,213779,141713,95665,75704,41583,0,2234,4930,21374,99356,205677,270767,212979,137615,101664,80186,37720,5186,5365,10378,25155,50552,78065,107462,141389,178006,235968,242039,94937,8161,6176,7780,10519,16012,23985,36257,74850,164764,321982,446102,57914,14121,35539,60066,91602,126283,147723,156300,158254,155724,139779,83001,6110,32509,99715,161256,241921,251886,179928,104320,54789,24944,11315,5608,6311,3939,12795,63947,117596,154889,177399,180058,166009,130345,85687,61396,20442,469
0,23,1187,6251,11787,24029,22577,23377,38011,66312,45018,4446,4,2046,16785,28243,21483,19834,24171,35981,46744,33541,12916,1270,47,15249,31852,26392,30490,31586,38472,33269,21517,12224,1421,499,15516,33549,48724,46747,37070,25657,16955,9615,5310,2656,1052,167,14919,25090,34130,36637,34755,30114,24595,18088,12804,9007,2457,422,0,43711,98624,79475,16791,3250,1024,135,8,0,0,0,0,39938,90646,89780,18136,3238,1141,131,8,0,0,0,16116,34121,37841,35222,31290,27512,22252,16308,12043,7813,1669,831,9037,11642,29031,39994,39362,38328,28891,21137,14878,8717,1612,389,10609,5560,15102,27616,37731,36739,30701,26879,24023,19067,8646,345,4,198,1254,4904,11320,15868,20677,27352,37337,46475,54440,23189,9773,10115,27061,38099,38918,35369,29293,22423,14985,8787,6439,1756,352
5625,22691,15896,9706,7787,7980,8873,7698,5610,4631,2399,114,8183,24310,13661,9013,7977,8664,8643,8684,5569,3250,1032,24,6589,27404,13397,9440,9465,9924,9337,7500,4130,1498,318,8,4536,13059,9923,9490,10908,12239,12432,11448,7653,3866,2452,1004,4302,17735,19095,17954,16083,11413,7151,3538,1365,321,44,9,0,2727,14543,43369,25198,10391,2443,305,28,5,1,0,0,2569,14555,43091,25204,10685,2566,307,29,2,2,0,8259,22706,14476,11237,11623,11098,9289,5633,3215,1154,294,26,5045,15152,12467,9214,8939,10312,13420,13445,7975,2613,412,16,152,1074,1744,2540,4108,6425,9630,12144,13990,18059,20096,9048,27,325,1387,3488,6009,7957,10540,14401,19523,20191,13893,1269,1147,12663,25847,23639,16460,10862,5885,1989,451,51,11,5,69
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,9,0,2,0,0,8,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
2863,32901,19155,15243,11604,11563,7774,6295,3943,2595,2085,859,3480,26670,18635,17258,12495,11827,9415,6315,4874,3125,2493,293,5396,33304,20731,14709,11468,9100,7716,6171,4204,2633,1376,72,2648,5524,6317,7779,11187,13875,16065,17864,16063,11246,6869,1443,3827,13007,17114,19386,17497,15041,12451,9177,6402,2576,397,5,0,1851,9249,28796,29331,22996,13759,6314,2789,1190,556,49,0,1576,8323,28245,31416,22284,14507,5940,2683,1316,552,38,5212,21646,19095,15937,13453,11361,10088,8127,6384,4258,1226,93,3726,8233,10748,13178,16738,16760,17901,15950,9514,2843,1251,38,583,1990,2013,2676,3746,5267,7026,9402,13272,19251,33134,18520,86,1340,4111,7916,11224,14818,18083,20758,18786,11710,6517,1531,1172,25181,23133,16811,14134,12193,9918,7189,4671,1958,388,132,22
159375,250983,126952,65669,33340,27002,18015,11275,5984,3236,1323,270,117338,130681,116265,71871,68483,53058,48976,38036,29007,20799,8650,260,99510,68368,68783,66212,59255,61027,65044,63291,64334,60138,26839,623,22233,46828,56293,69592,75734,84149,103627,91871,75648,52048,20834,4567,32039,60897,35889,28856,30779,35439,40641,51282,68512,95090,113568,110432,2,10087,70078,50779,51029,76134,107525,128430,113570,63959,27768,4063,2,7387,63785,57806,55639,72093,116252,123904,106883,68719,27919,3035,55630,49587,36544,32355,33603,38862,41402,51167,70534,99434,128598,65708,42405,89800,94109,98273,74098,72394,61391,52390,51672,41436,24503,953,3220,6517,43796,78967,83930,74060,64252,57958,55518,55795,61302,118109,377705,88168,51393,38077,29984,25941,22640,21821,17873,13753,10145,5924,57721,50399,31307,27075,26686,28681,31352,34664,39421,42328,66928,266862,574
