band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
13,788,7926,27066,45413,51799,63545,71162,70410,54522,46277,42386,1682,12,405,8653,37345,46600,52444,58557,62184,61336,50400,49774,54159,1120,41,21287,59197,48193,48019,49871,50916,49765,41331,36286,40494,36184,1405,1334,2093,2998,4669,6805,10276,17170,31265,62575,114262,143180,74031,12331,1351,39596,30999,28331,45456,67943,71840,59187,46798,35771,28814,22730,4173,0,2272,14065,57949,96429,73892,70002,55380,38724,30540,22104,14262,7370,0,2133,14270,51228,104432,87121,61796,49605,38763,29851,21481,14488,7821,2961,44685,36677,41087,47591,52185,50221,43833,39821,37939,37083,33362,15544,712,801,1776,4090,8612,16886,29386,49918,88058,124405,102669,53673,2003,477,15115,23385,21390,22853,25962,32597,42616,54391,65734,69715,77381,31373,36,522,3239,14153,33581,47169,65383,81610,81414,55644,39050,58484,2704,32650,50505,53343,68945,72013,60032,43491,31426,25052,20924,16421,7963,224,80
0,0,0,21,413,2035,8476,18941,36213,79671,83448,27043,3354,0,4,90,689,2883,10884,35810,63776,69510,45455,22245,6823,1446,0,100,2046,9196,25675,44452,56833,55652,37387,18042,7102,2646,484,3105,2196,2868,5202,10171,16863,27140,43384,49200,52704,33803,12196,783,2279,2511,7972,16426,28015,40639,47831,49539,34062,19622,7770,2559,390,0,744,4284,12438,40474,62897,63146,39220,24728,8750,2260,667,7,0,757,4180,10563,42236,76938,54022,33951,24758,9251,2164,776,19,1696,1835,7965,18574,29219,39859,46451,43453,34897,21512,10020,2864,1270,1502,872,1592,5158,11902,23196,32558,48486,63398,50994,16354,3242,361,4120,2399,2346,3660,7623,17252,34314,54513,66458,49360,15971,1586,13,79,759,2831,7568,17092,27138,34009,37712,41380,39609,31624,16222,3592,1031,4624,19386,38743,52199,52897,41429,25969,12795,5657,2649,2010,226,178
1,2,2,0,0,1,1,0,0,0,0,3,4,2,4,6,1,1,4,2,3,3,3,2,10,8,0,1,6,5,4,3,8,9,4,6,11,12,8,58,4,4,4,4,3,0,2,1,2,0,0,2,14,32,13,5,5,4,10,5,4,2,2,2,0,0,0,6,4,20,2,4,0,0,0,0,0,0,0,0,6,8,16,10,2,0,0,0,0,0,0,0,0,0,4,15,30,27,7,19,13,17,22,7,42,30,11,2,3,12,4,4,2,8,2,32,16,86,5,4,1,1,0,0,0,0,0,0,0,10,70,1,0,0,0,1,0,0,0,0,0,11,50,0,0,0,0,0,2,20,50,10,5,4,3,23,339
13,9464,31141,56747,82459,137774,131737,148420,132293,124416,132952,149187,37899,254,7268,15270,23378,43068,78407,114791,134030,144940,148131,196371,241047,27547,1696,6126,16610,38027,56491,80524,106437,128946,150916,175422,201212,183878,28217,9376,7357,7320,9487,12847,18719,28295,42474,68073,112589,223463,403881,230621,5846,4349,5910,8612,16268,40157,83198,132520,179661,209450,226273,186872,75386,0,1827,4144,12704,58034,119550,246086,259437,165127,119510,85166,70152,32765,0,1734,4264,10908,59448,153820,233402,231324,172659,117595,84248,69634,35466,4930,4383,8452,17488,38209,61380,86838,111337,138734,180118,222044,220081,80508,7598,5651,6862,9515,12403,18426,24769,45792,90208,180113,340245,391024,41896,12254,30360,50699,75528,106916,129397,141821,145685,145811,141481,123400,67186,3964,27441,85657,136903,204053,242726,197453,128900,74244,39050,18278,8950,4930,5917,3629,8700,48218,96762,132575,157018,167595,162773,144576,108400,73055,54524,16677,469
0,4,588,4063,9515,18100,20715,20551,24580,43187,61053,36993,3669,0,1020,11985,25650,22200,18367,18689,27766,37980,41607,26972,9755,1027,32,10175,29921,25097,26297,28758,34206,33300,27286,17381,9045,1104,416,14154,28112,45285,42819,38018,28100,19988,12026,7410,3910,2277,787,132,13703,21820,30236,34346,32526,29774,25403,20311,14518,10883,7540,1597,361,0,35467,83683,91746,24405,4951,2066,635,65,0,0,0,0,0,32553,78357,92365,31862,5704,1623,493,60,1,0,0,0,14951,28490,36352,32576,30514,27126,23170,18009,13728,10034,6143,1136,789,8560,8832,23493,34851,39543,36070,30461,24365,16375,12971,5959,1243,295,10288,4575,11734,22230,32750,35465,31135,26430,24323,21061,16130,6694,203,2,135,843,3210,8455,13148,16399,21334,28567,36657,44574,50851,18843,9470,7852,22030,33482,36357,34388,29978,24675,18172,12100,7411,5682,1421,352
4895,19852,16880,9574,7924,7074,7624,7787,6257,5578,3792,1691,82,6521,22530,14436,9163,7638,7032,8861,8412,6195,4848,2593,763,18,5148,25395,14282,9202,8629,8971,8904,8108,6065,2982,1095,223,6,3364,12372,9410,8934,9330,11077,11818,11103,9430,5887,3337,2089,859,3328,15930,17601,16783,15650,12566,8401,5236,2389,892,195,34,5,0,2052,10483,35776,29749,13170,6578,1054,126,18,3,1,0,0,1933,10791,33220,31772,14666,5610,869,130,15,3,1,0,6919,21191,14460,10801,10290,10982,9482,7051,4398,2351,845,219,21,3995,14287,11565,9451,7592,8921,11659,12914,10936,5667,1731,284,8,134,864,1514,2114,3188,4973,7278,10088,11718,13678,17381,18494,7586,26,236,1007,2628,4745,6514,8615,10888,15012,18887,18013,11567,872,891,9832,22603,23489,17209,12226,7723,3671,1073,246,36,6,5,69
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,8,2,0,2,0,0,8,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
2102,29244,18723,16112,12297,9931,7680,8143,4286,3352,2304,2001,705,2357,24272,18708,14095,15220,10597,10234,6817,5659,3780,2805,2146,190,3574,31138,20599,14763,11482,9312,7685,6586,4891,3556,2118,1145,31,2254,5130,5989,6732,8673,11634,14575,15768,15866,13802,9529,5803,1125,2992,11524,15228,17612,16671,15118,12634,10185,7996,4812,1892,211,5,0,1134,7308,20164,30362,19121,20154,10596,4530,2114,978,394,25,0,1107,6948,17247,34109,23543,17328,8909,4301,1979,948,429,32,3724,19949,18352,15496,12652,11505,9983,8511,6834,5446,3423,942,63,3122,7523,9397,11269,13635,17033,15474,17105,12517,6791,2009,985,20,403,1898,1711,2320,3095,4231,5627,7359,9669,13416,19260,32913,14978,66,990,3232,6399,9244,12248,15242,17813,19431,15923,9426,5739,1127,667,20881,23520,16418,13797,11955,10261,8084,5893,3618,1352,320,114,22
142537,246358,127665,64136,43195,29365,18237,15442,7925,4756,2543,1046,219,112254,108551,112484,80918,69549,54274,44287,38167,32754,26698,16969,6305,214,93787,61695,64604,63048,58378,53103,57270,58509,62264,60648,48930,20811,377,19502,40423,52257,59227,68061,72960,90108,84376,89756,65964,39434,17762,3594,25232,62113,34265,27225,28704,29119,34246,42055,52495,69436,89772,106656,102106,2,4442,56561,54646,46159,43204,87121,118840,123486,95081,50923,20602,2357,2,4559,55603,51573,51156,59879,86557,111372,118322,90841,49015,21726,2819,52139,47658,33912,30869,30422,33614,35585,42665,52095,70902,98494,117794,57275,34130,87639,90501,83944,82677,60066,61308,52528,50486,44370,35829,19351,595,3158,3941,32260,67285,78278,72499,63293,56803,52316,51298,51743,57609,112941,367487,88378,51014,37989,29433,25417,22301,20640,19130,15391,11908,9041,5295,51017,51470,30252,25694,24443,25470,27708,30004,33600,37126,40501,67308,258831,574
0,6476,24964,42835,56198,80355,108522,113825,118657,113968,99830,88344,19293,53,4077,24105,57158,73542,101893,103804,113859,98608,99136,106600,85257,5175,309,11306,40295,51520,70429,94120,106428,115594,105915,105624,107240,61429,3058,79005,91722,65282,59671,63241,63299,71559,80614,86844,85573,73381,42688,10388,22938,41838,49244,71441,84056,93715,101747,103954,104143,87199,65748,36794,10450,0,914,7014,13249,27782,44729,91617,125018,119689,120608,125825,121632,75190,0,779,7178,11727,29696,57378,90232,115649,119448,118262,119233,122619,81066,21025,28891,23301,45771,75116,98004,108452,101047,100641,105662,95868,59844,9645,23086,42720,51314,69587,80675,85217,91692,98765,98419,92189,84518,51709,3376,41560,132585,94157,86805,79675,70567,65813,65105,66242,67712,61505,38338,3203,1514,14530,38658,62691,80055,88919,93391,93995,92035,87016,94941,97229,28293,19002,34608,43680,59986,74532,92170,106944,111861,109159,93988,76101,45104,6132,474
307795,22222,2146,523,159,79,40,19,17,4,9,12,8,308099,21951,1856,567,231,121,60,47,33,24,26,16,2,316075,13674,1891,649,293,194,100,58,36,28,27,8,0,29539,22225,17212,14242,14957,13922,16105,16058,19583,23310,28309,41516,76055,77063,86867,58979,44342,31750,19417,9173,3403,1150,528,258,88,15,1947,312136,17881,886,148,25,8,2,0,0,0,0,0,2264,312087,17607,858,177,32,7,1,0,0,0,0,0,140419,141299,40088,6055,2367,1242,708,424,234,117,54,23,3,94110,59027,45808,32475,24145,19401,16656,12429,12027,9202,6073,1662,18,6,15,20,28,59,89,169,297,487,965,2417,9948,318533,48437,47608,40726,34359,27399,22496,18757,16467,15321,14122,13751,18236,15354,96921,194985,28937,6520,2679,1358,696,401,252,127,73,48,36,281
