band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
58,6661,44021,71684,91965,99853,81139,72229,15379,44,6989,53099,74978,81593,90356,75534,80072,20324,814,73534,70058,72245,74396,64972,53599,58297,15074,2164,3862,7080,12565,25278,62335,157859,177307,34539,15761,53246,43473,85008,102417,77044,53778,39406,12856,35,9612,93838,137678,92253,63751,44536,28324,12962,57,11270,89340,141964,91308,63472,43696,29144,12738,22664,57400,60733,72127,72617,60591,55123,51543,30191,1038,2018,6545,18092,43344,95190,169072,127237,20453,3303,33292,31299,35018,47452,69020,92783,101821,69001,151,2979,24155,59583,94503,120415,85497,62488,33218,58265,71358,100378,95738,63257,40547,30925,20515,2006,80
0,0,106,1383,13285,40445,104044,91625,8727,0,87,1252,10680,50607,101591,68853,23201,3344,2,1657,16084,52869,83900,65409,30818,7350,1526,4041,3550,8053,20064,40832,64101,75894,39182,3898,3078,8021,26431,49968,70832,61097,30796,8144,1248,25,3155,22423,91344,80347,44268,15403,2492,158,28,3686,20658,93272,79102,44538,15523,2638,170,2197,7741,28335,52362,65037,58201,33183,10481,2078,1919,1800,8518,25332,49332,81348,75292,14663,1411,5324,3280,5834,17962,49498,88812,74607,14140,158,248,2944,12673,32854,48907,56959,57619,38885,8526,1985,20047,58062,77638,59816,28266,9293,3444,1064,178
2,2,1,0,2,0,0,1,6,4,8,2,3,6,2,5,5,14,0,6,7,4,12,9,8,13,18,60,6,5,6,0,3,2,0,2,30,28,7,6,14,5,5,2,1,0,2,13,17,4,0,0,0,0,0,5,12,21,4,0,0,0,0,0,0,7,36,34,20,18,35,11,59,22,4,14,5,5,9,15,35,90,5,2,0,0,0,0,0,10,70,1,0,1,0,0,0,1,60,0,0,0,1,41,34,12,5,24,339
1833,35233,81559,152411,224708,188231,178481,210196,101850,3190,18148,33602,97143,160814,197259,225898,325615,112833,3469,17849,57794,102239,149118,202193,247211,300643,93986,12709,10487,14133,23014,41758,77406,157379,401255,436361,7648,7461,13995,40149,120667,221127,302658,314500,146297,0,4750,25321,155596,338767,295403,178630,113054,62981,0,5090,23448,158154,334336,296289,177782,116863,62540,6332,10300,29452,73666,124177,179625,249819,331020,170111,10056,9263,13317,22327,39634,89143,250086,562549,178127,23103,63747,114478,173586,204376,210598,205070,156512,23032,59244,172827,303330,320733,188034,82156,29766,10431,7981,5417,47024,145836,212211,240935,225209,163073,95248,39549,469
0,468,6993,19915,30555,31300,59746,82147,11894,29,10540,36509,27545,28858,45066,61031,30710,2730,891,35968,36681,41301,46370,46146,26528,8257,876,23531,57744,63261,47042,28314,13941,6404,2430,351,21918,40160,48698,45168,36631,25753,16233,7729,728,1369,91244,129197,18396,2465,339,8,0,0,1820,92502,126042,19783,2530,333,8,0,0,24956,51132,47212,40799,33310,23253,15150,6162,1044,11477,26023,52204,53208,44290,30220,18924,5937,735,11979,12817,34091,50430,45002,36618,31226,19052,1803,24,792,5544,16184,24065,34968,51695,67776,41970,11619,24548,48881,51266,43251,31486,18431,9829,3707,352
12115,28152,13651,10645,10895,10798,7454,4885,415,16267,26403,12497,10871,11915,11182,6962,2756,157,15534,28254,13042,12498,13487,10241,4834,1080,40,9147,15308,12553,14882,16963,15182,9252,4006,1717,9816,25355,23915,20116,12574,5495,1554,170,15,54,8726,51859,29736,8012,589,31,3,0,52,9592,50571,29563,8608,591,30,3,0,16937,24255,15486,15518,13848,8277,3762,866,61,10316,18432,13130,11862,16204,18050,9281,1672,63,329,2005,3176,6041,10548,15718,19486,26122,15585,68,1008,4151,8364,12414,18129,26634,23634,4608,3289,27158,32849,20665,11128,3403,480,31,7,69
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,1,3,2,10,0,2,0,8,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
13276,35579,21307,16606,12473,8157,4861,3030,1591,11916,31061,23066,17101,13501,9450,6076,3649,1060,17620,35698,20822,14775,11004,8676,5304,2512,469,4450,7757,10061,15031,20174,23786,20206,12251,3164,7723,20150,25461,22591,18370,13205,7624,1732,24,0,5996,33900,37643,24952,9805,3272,1187,125,0,6510,31634,40248,24546,9353,3266,1199,124,11785,27936,22169,17528,14292,11209,8083,3548,330,6354,12355,17176,20416,25540,21393,10874,2468,304,1373,2423,3466,5337,8175,11929,18827,33154,32196,279,3513,9661,15659,22250,26974,23650,11467,3427,6433,36544,23320,18422,14812,10200,5615,1330,204,22
250901,251515,100563,44247,28995,16390,7245,3024,544,156346,170789,109020,86284,71185,51084,36995,20468,1253,120241,95154,87478,79715,82110,86792,85781,61859,4294,36844,67397,90705,108158,122333,124890,95896,47949,9252,58739,59613,39329,41461,51425,65255,96592,142232,148778,2,41183,89761,72552,123392,167174,141187,59587,8586,2,48861,80117,79210,123070,165608,136787,61290,8479,76732,53247,44137,45251,53667,66116,99145,157708,107421,71940,126149,126498,100156,83766,76351,65581,48131,4852,3710,30234,98556,109598,91779,78823,74032,76989,139703,414717,87497,53129,38479,33841,28066,22986,15704,9005,79560,50175,36767,36054,39994,45335,53179,67032,295328,574
