band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
5,406,4704,20993,35624,48680,54952,65760,66404,56563,48468,44336,35031,1063,10,221,5060,26371,43682,43253,54150,55623,63302,49288,46758,48730,46035,506,26,13277,56074,45473,43294,46622,47639,46614,43587,36658,34441,37292,31364,628,1219,1891,2564,3692,5638,8695,12108,21045,36858,73993,118291,127423,60025,9547,1086,33990,31247,25331,36037,55468,67286,62034,49733,40914,30892,25587,20083,3301,0,1170,8477,44701,79212,81951,76595,42644,50617,26880,30368,20349,13265,6760,0,1127,9805,42939,81209,83059,71639,54788,37984,36271,25853,18878,12711,6726,1744,40078,34878,36077,42349,46965,48356,44100,39331,35961,35220,33639,30892,13399,639,754,1389,3033,6346,11918,21005,34943,59236,94059,118485,85541,44685,956,354,11631,22304,19739,20843,22614,26996,34345,43722,53907,62849,64916,74025,24744,32,385,2205,9416,25637,39085,52300,68495,78455,70244,45113,36685,53510,1427,27287,49512,46624,61239,67609,61462,47485,34483,26205,22024,18420,14379,6110,150,80
0,0,0,11,139,833,4018,12280,21998,49861,83470,64774,19301,2930,0,0,45,369,2065,5857,20868,45926,68657,56749,35152,17369,5296,1262,0,43,1283,5995,18347,34057,50674,52324,47362,27502,14228,5179,2314,307,2965,2018,2412,3996,7487,13251,20401,30355,43373,49370,47828,26506,9132,521,2174,2029,6014,13363,21797,33042,43049,46822,39761,28421,14759,5956,2141,287,0,450,2730,9107,25052,55508,73671,31293,36604,15015,7554,1964,661,6,0,527,3090,8834,25291,55643,70296,40235,27489,20206,5764,1643,592,5,1621,1504,5967,14772,24875,32255,40953,43104,37797,27889,17825,7615,2270,1168,1386,844,1234,3514,8949,16844,25608,38022,52188,56499,40872,10809,2586,260,3841,2370,2109,2822,5571,11633,23987,40115,57359,60292,37941,10596,976,3,64,564,2134,5583,12669,21676,29008,33494,36317,38694,35533,27504,13164,3211,919,3428,14953,31609,45430,50611,44738,31866,18435,9271,4195,2224,1778,158,178
1,2,0,2,0,0,1,1,0,0,0,0,3,4,2,3,5,3,1,1,4,4,1,5,1,1,10,8,0,0,5,6,5,1,9,4,8,3,8,9,14,5,58,3,5,4,1,4,2,1,1,3,0,0,0,2,10,31,16,6,4,4,9,5,4,3,3,2,1,0,0,0,2,6,15,9,4,0,0,0,0,0,0,0,0,0,4,10,13,11,4,0,0,0,0,0,0,0,0,0,0,0,16,21,33,7,12,16,11,21,18,6,36,34,11,4,1,10,7,5,1,3,6,4,31,15,86,5,4,1,1,0,0,0,0,0,0,0,0,10,70,1,0,0,0,0,1,0,0,0,0,0,20,41,0,0,0,0,0,0,11,41,24,10,2,4,3,22,339
7,7495,23603,47213,74963,103982,115652,148232,126487,110388,122936,127699,133940,31905,120,5993,12378,18653,31764,53404,100815,114100,134026,132626,143206,197607,207336,22474,1460,5111,12632,29324,48854,65821,86840,106680,127994,148447,168874,191011,158379,23075,8895,6772,6898,7904,10237,15150,21602,32517,47206,72625,125569,231674,390843,196610,5594,3848,5222,6902,12165,25494,56763,101117,141781,176427,199167,208302,164712,67008,0,886,3864,8117,34223,88287,209269,189089,238212,112611,118873,76248,66000,28823,0,906,3972,8419,33844,89180,197250,236882,184609,151682,100266,74471,64201,28820,4833,3471,7137,13561,28057,47620,70022,93494,109995,138456,179726,212573,197812,67745,7192,5265,6099,7673,10579,14715,21110,28499,54212,105871,193853,346489,340572,32373,10630,26252,43917,62733,91098,113113,127591,133919,135927,134100,129467,108862,54288,2605,23508,74123,118434,172233,223388,206088,149441,93027,54287,28468,14241,7232,4481,5551,3329,6227,35980,79913,113835,138197,153084,154968,146090,125542,91296,63490,48878,13673,469
0,3,407,3137,5618,14576,19536,18084,20568,28038,42859,57649,29397,3146,0,495,9658,19216,24175,17284,17567,20051,28032,38579,37789,22035,7243,894,17,6735,27395,24928,22320,26676,27545,32918,30531,21687,14784,6190,968,324,13154,23409,39811,44122,36056,29018,21693,15035,9253,5627,3274,1844,597,125,12687,19086,27180,31861,29845,29687,25299,21596,16534,12289,9404,6110,1119,321,0,23963,68650,100830,36622,8608,3178,824,318,25,0,0,0,0,0,22450,71254,96769,39297,8977,2991,1056,197,27,0,0,0,0,13686,24436,33999,31552,28588,26349,23492,19323,15056,11639,8496,4770,881,751,8239,7233,19111,31150,34625,35661,31375,25605,19019,14230,11101,4433,1001,235,10025,3857,9291,18052,27909,32938,31285,26560,23573,21797,18822,13585,5196,128,1,94,581,2238,6064,10684,13886,17155,22060,29092,35698,42794,47127,15544,9220,6289,17809,29431,33655,32906,30025,25484,20731,14904,9895,6490,5038,1141,352
3763,16487,18576,10009,7759,6109,6982,7329,7337,5395,4325,3620,1252,67,5273,21028,15064,9424,7045,7006,6968,7453,7513,5885,3767,2007,566,11,4033,23504,14979,9040,7933,8131,8599,8167,6691,4735,2213,831,149,5,2636,11558,9382,7734,8639,9835,10371,11148,9572,7901,4833,2700,1991,710,2654,14099,16348,15835,14997,12990,9659,6333,3641,1688,615,123,24,4,0,1198,7582,29723,30988,17459,9278,2213,501,53,12,3,0,0,0,1131,7998,28724,31924,16970,9357,2472,357,66,8,3,0,0,5290,20428,14286,10305,9729,9858,9503,8166,5462,3421,1771,606,166,19,3335,12897,11724,8715,7615,7481,9362,11719,11387,9202,4225,1146,197,5,129,682,1353,1753,2532,3954,5640,8044,10061,11328,13455,16718,17036,6325,19,180,730,2037,3772,5468,6987,8945,11332,15325,17958,15949,9717,591,718,7685,19465,22823,17914,13039,8974,5326,2223,658,149,26,6,4,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,9,0,1,1,0,0,8,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
1073,27386,18891,13350,12938,11161,8530,6952,5220,4277,2770,1968,1822,542,1491,21336,18286,15607,11826,13163,8656,7968,6081,4756,3321,2374,1908,107,2476,27956,20902,14501,11798,9261,7814,6810,5514,4146,2942,1769,977,14,1831,4603,5236,5976,7618,9581,12485,13014,14718,15966,11908,8198,4799,947,2299,10284,13652,16162,16162,14309,13004,10680,8422,6592,3797,1405,111,1,0,527,5469,13150,30263,20393,22421,10482,8142,2763,1988,910,351,21,0,669,5741,13333,30136,20841,21124,13047,5696,3603,1550,797,326,17,2804,17757,17704,15274,12461,10800,9904,8865,7233,5907,4728,2680,722,41,2701,6619,8483,10372,12298,13623,15287,16035,14103,10265,4728,1564,787,15,299,1765,1542,2000,2558,3510,4601,5958,7532,9917,13597,19311,32243,12047,51,729,2592,5211,7759,10247,12906,15329,17294,17661,13315,7888,5107,791,396,16914,23611,16282,13434,11652,10335,8681,6610,4810,2834,967,252,102,22
128430,226561,143731,73161,38779,30422,22237,16619,10274,6233,3973,1917,895,192,105814,99230,115946,72041,62215,54491,47959,39819,37553,28020,21403,14208,4574,151,92251,53170,64828,55307,55543,51074,50982,50963,55596,59791,54684,44007,14994,234,16631,38161,44174,52136,62037,70931,70759,84988,79395,79124,54575,32601,14907,3005,21119,60524,32592,27906,24394,26138,31226,34124,42476,53491,66989,88540,97894,96011,0,1303,39882,58108,46018,38008,74790,70248,126392,86433,95759,45765,18698,2020,0,2494,46253,53581,43080,40753,70551,96246,96933,116135,77520,40667,17321,1890,46094,48829,31082,29689,29134,28252,33501,34214,42279,54189,69073,98782,107440,50866,30727,76809,79909,78125,81235,67410,56864,53332,45111,47394,36791,34850,14416,451,3101,2464,23589,55486,72588,70111,63151,55246,50835,48063,47353,48580,54408,108449,357644,88865,51233,37134,29593,24816,21983,19952,18780,16626,13365,10437,8175,4821,44601,52458,29896,24382,22793,23087,24652,26722,28966,32421,34820,39218,68088,251320,574
