band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
0,625,6255,23606,57783,118885,190692,85143,1,1415,7174,35091,74899,135122,149918,79369,509,10676,38993,67399,100917,112754,90548,61193,1022,1328,2914,6999,20341,78181,283341,88863,1754,11917,46277,98268,123621,102037,59966,39149,453,32823,138670,155050,90874,50571,13063,1485,553,28631,142145,151761,95629,49842,13102,1326,1626,29639,64146,77813,81340,87835,79106,61484,411,508,1099,2992,14666,101820,290690,70803,36478,37160,34417,51385,91621,122492,91974,17462,110,1312,15494,90483,151772,125161,76390,22267,19908,122266,138490,79583,43421,35320,38749,5249,80
0,1,120,6112,32178,67070,132050,22084,0,813,16741,44008,69314,82865,42053,3821,107,31001,68301,81110,53529,18877,5354,1336,6295,5297,10590,17113,30382,64286,104035,21617,10555,47460,61506,66701,47727,19948,5247,471,1207,35376,105467,94954,19036,2470,1061,44,1131,29133,112572,93437,19847,2354,1116,25,10539,55014,61575,59720,41394,22478,7531,1364,2851,5457,17747,35192,59695,113579,23902,1192,5980,2159,3953,10241,27434,85101,103105,21642,235,1225,5574,16178,32282,52354,88180,63587,44432,100109,65385,28267,12155,5693,2922,652,178
1,1,3,2,0,0,1,6,5,5,1,6,5,5,5,17,0,7,5,13,11,9,15,17,57,5,8,2,5,5,0,2,40,18,7,15,7,8,2,1,0,22,14,0,0,0,0,0,2,16,24,0,0,0,0,0,0,1,20,49,16,22,42,11,66,9,8,8,11,10,30,26,89,6,2,0,0,0,0,10,70,0,1,0,2,0,2,55,0,0,1,26,55,8,3,21,339
2575,59826,160090,184048,174947,156545,197570,238901,6223,20149,77935,150315,154236,191940,267002,306702,4625,29802,87120,114454,140577,188860,304682,304382,14582,12255,18223,28610,47188,88535,334423,630686,6706,6145,17415,64793,139618,222373,384952,332500,1044,6845,36171,179896,294302,314701,301748,39795,1143,6077,39069,176234,299376,313399,307287,31917,4264,9507,38245,78029,115277,179782,338622,410776,14957,10646,14026,22622,48439,153648,490992,419172,33253,145837,235382,199570,155588,151708,186651,66513,182895,264512,375170,237734,70973,24026,12253,6939,21572,122665,153045,152867,200399,263872,159101,100981,469
0,16692,59387,71313,56538,20045,13323,5720,339,45971,54038,65771,36207,24736,12334,3622,1200,76015,69907,51057,26934,11957,4201,1747,39846,65400,62274,43277,20662,8338,3131,90,15424,17289,40388,64889,63263,31564,9207,994,15438,50437,91390,74223,11120,405,5,0,17275,46692,88640,76727,13309,370,5,0,12603,22543,54278,76191,44368,21988,9140,1907,40746,45344,56473,48077,30289,16092,4494,1503,12508,5393,8360,27707,78815,85744,24078,413,357,14821,51080,65333,44720,28281,18787,19639,10146,8521,24643,53459,73111,51914,17496,3728,352
8385,18531,15628,11619,13783,18503,12100,461,19433,20394,12486,10068,16730,13139,6483,277,22922,21649,10327,11964,14928,12034,4969,217,10609,12410,16038,18085,19605,11435,7352,3476,19954,18892,17764,15929,15053,9278,2132,8,19687,36813,23456,12975,5079,990,10,0,22267,33714,23291,13078,5721,927,12,0,20796,20872,12043,11442,14259,13139,6111,348,15916,12958,16022,16391,18666,14620,4314,123,1208,4181,8583,12575,14581,14434,20882,22566,290,2845,9252,14962,16105,16605,20797,18154,19164,25705,16922,16255,13223,6675,1029,37,69
0,1,56,277,975,5496,46770,1531221,0,2,29,66,324,2350,25072,1556953,0,5,59,180,642,3159,26402,1554349,23,48,81,221,553,2766,54133,1526971,49,42,100,312,1539,9516,48848,1524390,6,109,334,3077,38153,130665,206413,1206039,8,99,338,2764,38921,129199,218172,1195295,14,23,84,280,919,3673,30023,1549780,8,1,2,17,26,119,22413,1562210,1454239,88167,18611,13851,7097,2265,545,21,106,4033,412085,966686,190590,9993,1052,251,112,974,4910,13649,21425,82020,1193350,268353,102
6655,30403,33101,20316,14153,7468,3127,1657,8630,24111,29894,19810,14569,11121,6801,1944,6941,35619,26703,18448,14208,9675,4329,957,11468,12888,14856,17644,20859,19055,16736,3374,7279,18896,25994,24923,21007,15747,3023,11,1187,7015,26543,37913,29428,11785,2828,181,1220,6306,26894,36864,31635,11018,2806,137,3252,21297,24458,24145,20227,16042,7212,247,16995,15476,14007,15646,19687,23901,10501,667,2499,2517,4331,10152,20749,30223,34469,11940,41,2503,16061,28536,28361,22041,15322,4015,8001,25548,27584,25141,17899,9753,2308,646,22
293537,194308,100699,54970,37278,17156,4887,589,175822,129040,93277,76577,80099,77781,65571,5257,125155,94987,71025,65264,80207,102772,134055,29959,20778,19192,33938,63208,116198,155328,214478,80304,85441,53449,41121,44054,56014,89806,157093,176446,4127,110669,110177,186916,193660,56872,32846,8157,7913,104277,107051,178351,210952,54285,34890,5705,99517,60995,52791,53425,62774,104098,174767,95057,67746,76222,76437,86582,87720,113197,150214,45306,5945,14889,70890,113875,117484,111694,116357,152290,427684,87251,58677,44126,31712,21218,16689,16067,108189,61643,54466,57549,64658,76831,91790,188298,574
3,6671,54136,130376,172811,223398,223218,62654,104,19611,80643,139921,173445,202895,210482,46166,239,13809,69870,154941,202097,202890,193639,35782,182164,111779,88304,90684,107698,136692,135495,20451,36639,68656,90716,124347,165397,202630,158009,26873,248,3969,7804,49386,103237,166436,307016,235171,341,3715,8062,47682,107769,164129,327928,213641,14251,21277,67972,127987,169822,219880,211535,40543,77811,87924,77753,100734,139956,181124,175772,32193,130962,198977,179902,136936,100828,77766,43850,4046,10694,95367,168612,149851,121249,113591,126227,87676,11062,38989,84060,134749,181959,202762,160319,59365,474
