band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
24,3011,27451,83396,223633,145474,180,3839,39662,115886,197576,125846,1913,32057,83607,141634,135583,88195,1426,2548,8289,36132,227425,207169,3764,34637,119815,162959,105527,56287,2935,93644,230417,111298,41144,3551,2741,115146,205203,117125,39456,3318,5719,64975,102530,109809,115592,84364,550,1005,3455,28771,306861,142347,51297,44315,63828,131583,151356,40610,277,7022,100100,198546,135070,41974,49665,190579,120003,55008,50531,17200,80
0,17,6216,48333,133475,71574,56,8699,52807,96917,92016,9120,3086,69343,108090,62666,14076,2354,7861,9712,21722,45686,120337,54297,23818,73521,88883,56954,14993,1446,3503,83611,149890,19938,2545,128,3289,97790,135194,20746,2483,113,26265,80722,79861,50946,19069,2752,3930,14445,42872,93260,102217,2891,6593,3825,11915,45916,144892,46474,468,3886,18858,47154,92540,96709,76746,116821,44626,14591,5333,1498,178
2,3,2,0,1,6,6,5,6,7,5,20,2,9,14,12,14,26,58,11,3,9,1,2,47,14,19,9,7,2,4,27,5,0,0,0,6,34,2,0,0,0,0,14,56,27,40,24,71,8,12,15,18,44,91,5,1,0,0,10,70,1,0,2,1,56,0,0,27,60,5,22,339
9914,154167,242458,220000,220085,327878,10878,54487,189257,213189,290325,416366,8528,78719,148754,196030,316407,426064,18444,19802,35424,69878,221647,809307,8595,12825,73639,204923,380141,494379,2851,17251,203854,400788,434744,115014,2899,20967,198657,405772,445078,101129,6107,29484,94454,164502,325285,554670,18514,15961,27776,77935,405837,628479,65595,269870,278577,204070,226464,129926,260903,434721,364687,81506,22368,10317,53705,192704,203740,290246,287465,146642,469
23,54396,92973,65268,21427,8931,6913,72850,86356,43710,26624,6565,18841,106173,73165,32194,10007,2638,59077,87513,64207,23898,7912,411,19468,37243,81279,76378,26770,1880,28749,78254,124485,11384,146,0,29650,93764,105920,13578,106,0,16528,50587,98500,52346,21842,3215,60936,61667,68037,38248,11893,2237,14231,8319,31418,112328,74092,2630,1910,44155,85526,55701,31237,24489,12501,19856,64412,94929,44242,7078,352
15217,22638,16308,19907,22466,2474,26573,21469,14339,20835,14400,1394,33399,17879,15584,19591,11506,1051,14640,19076,23426,23415,12793,5660,26344,23823,22372,19002,7357,112,33390,35988,23553,5552,527,0,34642,38892,18816,6213,447,0,29986,19847,15320,19025,13311,1521,20364,19512,21411,23910,13005,808,2226,8362,15959,19330,21998,31135,777,7631,18941,21563,24434,25664,29793,26578,21675,16338,4500,126,69
0,26,308,1935,22452,1560075,0,12,85,598,11389,1572712,0,29,215,1165,13504,1569883,38,80,255,1045,15307,1568071,61,82,360,2972,32856,1548465,32,231,3263,69021,222528,1289721,35,272,2902,72410,225236,1283941,22,60,319,1608,16203,1566584,8,2,18,39,3926,1580803,1511997,43469,19402,8193,1626,109,452,114003,1268455,197025,4458,403,250,3387,16008,31445,631248,902455,102
16082,45830,28563,17252,6536,2617,16755,36053,29637,18290,12605,3540,16746,44698,26267,17902,9187,2080,16061,17690,23105,27847,23858,8319,11790,32254,33048,26967,12709,112,2239,18390,52029,34227,9299,696,2239,22824,46221,36445,8595,556,8467,32384,32301,25514,17029,1185,21776,20714,19634,28226,24497,2033,3360,4146,11993,30019,44335,23027,220,10996,35925,36365,25836,7538,16342,35528,34404,22077,7497,1032,22
370238,194759,78517,43568,14988,1354,224543,144048,106125,105778,101809,21121,160813,106231,89387,109971,158992,78030,25253,35174,76689,158603,254954,152751,106701,59389,57975,82535,157128,239696,39951,124307,247631,218766,52500,20269,43411,138946,215235,236439,52131,17262,120096,75401,71231,91933,183580,161183,93118,107394,106475,123175,169970,103292,7136,54057,144406,155242,150762,191821,462244,93776,61718,39451,24998,21237,130920,75068,75859,88965,108386,224226,574
152,37565,153469,252055,305435,124591,1335,64760,174184,238279,278704,116005,1202,50998,186659,266778,273535,94095,227056,125975,119900,151070,192005,57261,56288,106463,157607,233440,253137,66332,1657,4821,54929,147193,313380,351287,1762,5698,52340,152976,327067,333424,17215,57582,156690,234536,309592,97652,107706,111603,124913,203357,242746,82942,196526,257238,193013,128745,84875,12870,29918,186861,207745,159068,158884,130791,18837,81406,168617,249581,248981,105843,474
324634,6182,1774,385,51,7,326894,5337,546,166,72,18,330055,2276,441,161,78,22,39002,23913,25186,31913,52566,160453,181444,91382,47847,10901,1356,103,324720,7745,542,25,1,0,325124,7485,399,24,1,0,310025,19860,2195,694,248,11,120250,61591,51883,46028,45228,8053,13,29,122,459,2732,329678,100729,69722,49846,34781,30533,47422,322095,9248,1290,276,94,30,281
18,1304,9543,51047,92104,16014,136,1415,4918,25352,104257,33952,414,2321,7952,36266,99553,23524,1472,1913,6355,25865,111307,23118,1298,3907,11065,47946,96850,8964,1546,6612,34774,59257,60558,7283,1567,8118,31281,64239,59266,5559,1010,3769,9034,27420,88185,40612,559,1030,2595,11875,125391,28580,3566,32312,66927,49460,15854,1911,310,24211,86372,38357,14865,5915,2680,18466,56898,65304,24517,2165,85
355097,35626,5129,1793,1354,962,341019,45098,7582,3255,1908,1099,314562,60914,15056,5906,2635,888,25259,54461,130466,130433,49065,10277,179992,86577,56838,43513,27489,5552,3183,38714,145781,157121,48955,6207,3312,47424,132982,164084,46658,5501,231110,89470,41906,23482,11534,2459,165835,172403,46392,11656,2924,751,5036,2444,5587,15123,57897,313874,93690,67849,60096,60454,68479,49393,199527,85782,48344,29117,17732,19459,569
240,7963,128038,111487,10644,660,2210,45864,173454,33066,3818,620,14827,171178,60436,10737,1441,413,22435,26491,54209,97466,51254,7177,24359,140035,72283,18110,3670,575,107358,145059,5967,620,28,0,114251,140394,3722,642,23,0,33053,144734,59206,17542,3836,661,12967,38309,91745,96495,19042,474,1482,4263,12603,42842,133332,64510,793,5320,16742,47967,121577,66633,60942,128372,51084,13474,3821,1339,229
18099,36383,78163,113383,25487,3058,42200,32339,119496,60537,16440,3561,49310,77690,90775,44021,10248,2529,17251,37418,63941,94315,55925,5723,29553,64563,91634,59812,23674,5337,17782,195938,50368,5138,5062,285,20282,207439,36145,5408,5054,245,38324,73174,84497,51480,21978,5120,34557,38964,96744,79764,21451,3093,3017,4616,21307,74651,106343,64639,10402,32634,60604,77389,70923,22621,40269,95909,77372,37775,15223,8025,237
61177,247105,165992,92615,43270,7436,13390,120262,145732,149127,146542,42542,8403,55335,83461,119538,215024,135834,63325,63919,82283,123485,195884,88699,12769,21813,31856,77189,180407,293561,277,2115,16258,49684,166412,382849,289,2424,15959,48914,170016,379993,15338,27195,33027,73924,197466,270645,34848,51409,85414,147735,194289,103900,42775,269110,145738,69199,56906,33867,458296,88537,30889,16227,13986,9660,27384,30305,33558,42219,67588,416541,567
275686,81647,46727,77464,61331,2360,342000,129080,61439,10142,2306,248,423508,109046,8605,3127,792,137,161510,142070,90779,59345,49895,41616,314666,148929,61423,14926,5005,266,540155,4474,501,65,17,3,540492,4256,375,73,16,3,441341,81028,13817,6700,2223,106,317236,125468,63541,29456,8777,737,4746,3305,9796,32675,150207,344486,32378,60454,62869,65598,94269,229647,302076,177312,39048,13645,7113,6021,315
0,0,0,0,0,0,0,0,0,20,10,75,0,0,8,38,16,99,106,30,12,10,35,45,74,26,46,18,54,27,0,0,0,2,74,0,0,0,0,1,79,0,0,0,84,37,68,105,88,18,18,5,47,132,198,0,0,0,0,110,200,0,0,0,0,135,0,5,126,152,13,12,582
365,8032,5351,16244,89278,9959,4613,9349,7724,50328,54828,2387,9130,9222,25943,54934,28943,1057,10423,26604,43152,37130,10733,1187,10759,21930,41162,43079,12105,194,18646,52810,51758,5906,109,0,19396,62386,40708,6658,81,0,10821,14326,23671,42722,35678,2011,6531,12519,23571,53297,32474,837,4294,26154,39708,33236,17947,7890,45,2747,17378,35197,44807,29055,10763,29906,39383,35508,12909,760,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,6,5,15,34,2,6,4,5,5,35,7,14,7,13,1,8,10,12,10,2,0,16,32,12,16,0,0,0,16,83,75,79,83,142,38,13,26,63,117,34,1,0,0,0,40,100,0,0,0,0,9,0,7,28,16,7,36,164
203689,284903,108434,23024,1947,8,158198,221451,162677,64097,15050,532,82596,167929,169237,152380,48554,1309,228189,244760,111762,33578,3634,82,37797,165228,248365,139026,29912,1677,6331,7889,55101,116435,204654,231595,6403,9053,51345,120091,207743,227370,31012,112471,192555,211028,71150,3789,121351,271495,171998,50221,6594,346,38764,160223,153104,96522,106406,66986,43393,135480,199753,154753,75718,12908,23694,82696,120408,230936,137805,26466,453
3495,39438,78043,134438,123965,35742,617,34746,96583,172859,103187,7129,2251,85124,160109,125952,39695,1990,9622,48054,119776,181936,54358,1375,7727,72043,152822,134666,45853,2010,2874,43448,262478,88162,16925,1234,3254,54549,247455,93124,15656,1083,4721,71435,129694,130587,71458,7226,2747,20934,80372,197964,110043,3061,5320,24888,72648,153736,145132,13397,953,22916,89259,138183,126272,37538,12016,126380,157116,85083,29181,5345,135
64326,92796,116853,174451,112541,30741,104718,115187,211767,116456,30296,13284,136305,257058,148703,32750,10694,6198,145639,266613,127511,38384,11518,2043,180413,247375,117037,35978,9887,1018,27552,289122,258032,15276,1537,189,26578,316696,229912,16833,1508,181,183720,237845,117838,35803,11513,4989,164041,255857,135949,25101,6588,4172,32886,25642,70420,175672,160396,126692,1447,9231,36309,87047,192585,265089,136288,192055,171108,66064,19677,6515,203
