band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
0,0,118,725,2192,5286,10885,19861,31703,43112,76913,92449,104848,85895,9002,0,18,561,1102,2338,7956,17305,33163,45079,52045,79196,76335,79027,77741,11123,0,741,3708,10204,19317,28112,34315,46716,48975,67123,59060,52565,45577,55811,10765,553,533,646,829,1413,2280,3551,5461,10644,22485,44783,100558,177298,105801,6154,636,1453,4445,10526,21341,35437,53770,63160,67823,62584,51918,39064,28143,31225,11464,0,717,6375,26184,63303,87673,107493,62752,47675,36122,22840,15674,4624,1172,385,0,621,6861,34793,75612,79549,89551,66956,48799,37473,24071,11987,5102,1227,387,279,1782,10825,25792,32016,39701,42387,43171,42716,44364,47461,47120,39456,37039,28880,203,225,263,385,479,588,1809,2741,7626,19462,55995,149664,162533,71872,9144,6037,33882,20792,17139,17762,20803,26351,36170,49928,62159,66234,60444,44067,18790,2431,25,113,453,1354,5354,19417,46558,72500,83099,77072,63940,51721,35463,22768,3152,2399,22273,58420,79550,77602,60851,42784,30080,22402,18894,18693,21046,20770,6905,317,80
0,0,1,1,15,440,2596,7355,18253,25905,38826,55594,78027,30523,2079,0,0,201,1039,7515,15891,24634,26691,37394,45114,42221,40327,14024,3941,623,0,256,10953,27130,34090,44132,43079,39002,28069,16474,8253,4715,1937,1484,41,4273,2328,2546,3487,4939,7328,9101,11717,16191,23071,38262,52179,55495,28295,403,3735,8956,24087,28567,31994,35894,36172,32337,25020,16414,9251,4452,2113,610,13,7,1310,6897,28369,50531,65254,66943,27096,8504,2031,1024,1281,324,40,4,3,1299,6964,33639,59174,60064,58019,27481,8342,2034,1129,1107,317,40,3,2598,10800,28341,32540,32708,33777,31675,27373,21811,16171,10826,6468,2978,1278,271,1580,1409,2192,4518,8676,13480,17071,20785,35490,49306,71348,27344,4999,1370,47,4774,1321,1057,1368,1898,3026,5111,8561,14564,26569,50191,67152,48086,24740,1197,96,176,478,1065,2539,4739,8424,12504,17488,22857,28767,39697,50358,56402,14025,11014,39428,54627,50976,37522,24287,15154,9404,6190,4182,2683,1893,1400,763,92,178
0,1,1,0,3,0,2,0,0,0,0,1,0,1,5,2,4,0,5,0,0,2,6,2,3,3,1,3,12,6,0,0,4,3,4,3,9,6,6,2,5,5,11,14,5,55,2,4,3,5,1,2,2,2,5,1,0,0,0,2,11,30,9,8,3,6,10,5,4,3,6,0,2,1,0,0,0,8,14,9,5,0,0,0,0,0,0,0,0,0,0,2,11,14,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,13,14,35,9,8,17,8,19,25,6,6,39,28,7,2,3,5,6,5,3,8,5,7,19,19,12,80,9,4,2,1,1,0,0,0,0,0,0,0,0,10,70,0,0,0,1,0,0,1,0,1,0,1,1,4,51,0,0,0,0,0,2,10,41,28,6,3,1,2,1,20,339
269,3845,18457,55745,85765,95556,98241,94829,89956,83876,92775,84832,109132,221989,39235,1340,5767,8791,13963,35504,64990,78326,94931,77794,86405,101437,119738,156033,305672,23811,867,4261,9681,28313,44125,54339,61825,67827,74474,86319,104344,130813,175054,308569,23691,8914,6533,6276,7279,9244,10791,15694,19542,24954,34321,47097,90564,218577,433231,241485,3833,3237,3042,3827,7481,16541,32435,53897,76367,99322,122222,158250,224855,285331,83862,5,1484,2514,3886,12213,35806,97242,139221,167945,164428,148607,199287,158454,40299,3111,6,1350,2822,4660,15028,37057,94980,142675,165598,164119,162411,175290,166613,38404,3489,2376,2251,3515,8549,18900,29244,41081,51918,61205,75508,100493,137103,197302,323890,121167,9592,6232,5657,5849,7145,8520,11865,15775,23708,45843,92744,178465,297206,423217,42684,11047,27352,65047,105052,126967,123650,106525,93048,81972,77452,81307,93238,103336,70696,7813,81760,116346,130430,164113,202975,193414,131818,67236,34678,19047,11314,7804,6009,4031,3527,3008,23628,60606,76978,82189,80947,80860,86368,107245,138566,142943,105481,75872,63100,46711,469
0,0,571,17643,36205,25920,33140,57192,21468,20521,10553,7281,6308,4096,2120,0,385,18552,31132,29694,43686,24081,32414,13508,16377,13434,10206,5339,3092,1118,2,2885,42391,44874,34862,34447,29245,18982,13113,9572,5532,3379,1810,1691,233,15456,27810,32067,37116,34141,33926,23706,13432,10579,6462,4747,2442,1018,111,5,10818,5276,7327,13352,19938,26193,42121,33459,35939,19945,15272,9274,2986,1087,31,222,20207,18069,27377,41128,51126,62592,16760,4518,873,128,18,0,0,0,193,17420,23275,32931,49595,43374,48283,21924,5049,868,97,9,0,0,0,8886,4136,9086,18934,26073,42323,36507,30825,25335,15856,12195,7511,3234,1159,958,17177,32664,22835,27374,22553,27669,24190,25544,15649,13233,6475,4486,1558,1544,67,10203,2650,2781,3091,3825,6674,13954,27197,43276,52645,44075,24865,7175,602,5,5,488,4713,14782,26077,34250,34798,30625,23337,18217,14036,12442,8999,6619,13630,4666,5977,3768,6191,11755,19090,28480,36462,39305,36004,25408,14763,6792,3774,583,352
1556,9307,9831,11356,5805,5683,6140,6197,10999,7196,7326,12592,4237,780,5,3861,16437,14362,5968,7414,5407,5023,8743,7290,8711,7815,5103,2447,429,0,4458,21492,12905,7421,5002,5921,6742,6597,7748,8167,6261,3928,2029,339,0,4633,6780,7049,6555,8699,9980,8323,10473,10669,7396,6088,4921,3436,2761,1247,8553,12483,10588,9532,9011,9503,9009,8265,7750,6847,4626,2340,492,11,0,3275,22061,16106,15058,12878,10763,10328,4379,2509,1126,452,75,0,0,0,3260,19259,21037,16283,13695,8210,7797,5045,2813,1164,411,36,0,0,0,7672,15359,12670,7666,6466,6185,5853,6954,7744,7609,6638,5131,2529,529,5,8634,7841,7545,7238,8618,6717,10100,10237,10735,7532,8129,4038,1443,202,1,156,1186,1940,3006,4300,5528,6673,7697,7713,7678,7682,8859,12197,15866,8529,47,322,1074,2493,4472,6693,7986,8557,8512,8756,8863,10026,11588,13516,6105,4169,17205,15278,10599,9120,8900,8559,8253,7005,5296,3120,1172,287,37,10,69
0,0,0,6,20,34,143,252,648,1166,3200,9132,29443,1222962,317790,0,0,0,5,7,21,45,89,178,350,1418,4188,16797,384550,1177148,0,0,0,7,22,64,97,191,307,721,1814,5544,17401,198196,1360432,12,12,31,27,36,69,119,150,268,694,1424,5049,35604,355415,1185886,27,22,25,21,48,84,148,290,826,1984,5512,15450,30153,148187,1382019,0,14,36,65,148,237,1048,5554,19564,45881,62167,113126,127644,162319,1046993,0,11,40,89,167,222,844,5637,19472,49137,71513,94769,126340,159689,1056866,1,14,15,18,34,75,128,243,496,985,2127,6311,20578,69707,1484064,4,4,0,1,1,3,7,13,13,21,74,673,15642,258469,1309871,717028,755508,57084,15775,10071,8771,7548,5662,3647,1967,1013,479,214,29,0,6,142,968,5847,107492,558151,538554,275841,77799,15135,3179,1057,349,153,123,28,106,316,955,2232,4200,7161,9985,11309,14798,43084,251412,842668,395291,1248,102
304,8135,16643,15611,21219,12762,12395,8754,6630,5274,3308,2318,1722,1612,193,1602,8604,13196,13343,16063,14780,10271,9202,7567,6107,6180,4806,2948,2201,10,605,7514,19015,19137,15173,11911,9979,9148,6851,6280,5010,3189,1915,1153,0,4958,7297,6936,6995,7565,8352,10027,9934,11202,11437,10234,9285,8510,3727,421,2032,6046,8550,12719,14697,12889,13294,12849,11154,9829,8177,4108,515,21,0,240,1159,1748,5055,12427,16049,25762,19277,15400,9768,5418,3346,1042,176,13,209,1098,1994,6905,14857,14319,21274,20628,16259,10186,5357,2437,1174,169,14,543,3437,10780,12667,13424,12782,13642,11373,10686,9332,8690,6374,2796,354,0,8922,8911,8392,7758,8507,6853,9078,7889,11233,12807,12875,9239,3570,846,0,963,1709,1282,1446,2106,3263,5129,7926,11369,14325,16529,18306,18449,13086,992,2,53,589,3040,7532,12544,15330,16044,15283,13089,11350,10261,7187,3423,1153,573,8993,13593,13896,14815,14679,13625,11731,9317,7129,4751,2265,789,469,255,22
161707,142428,122137,86855,51870,41494,22375,26797,18860,12559,9356,4292,1974,600,120,107889,71294,83394,51056,54958,43888,41663,45974,37857,42521,41138,40705,32696,8309,82,89480,43980,54794,41109,37681,38235,31387,39961,40636,49139,55921,65560,74608,40776,157,12660,8515,10067,11540,17645,26188,28633,46785,58979,74707,90687,112282,116623,77866,10247,33886,56301,30599,22606,22698,22863,21941,26295,30238,39173,48680,67414,91117,103179,86434,0,16474,49790,48532,49462,64185,127631,112920,104355,57306,24304,21290,19017,7807,351,0,7971,64248,53002,57136,57354,98366,122799,112216,60939,24522,16084,20882,7553,352,60366,43699,31210,31127,29095,27033,29279,29528,34038,43286,53444,79650,103404,96008,12257,36255,34726,41838,37480,50213,29940,48162,40406,56317,54825,55865,74757,86121,55933,586,5052,1065,4145,16275,34656,51489,61161,63535,62806,60657,59329,60441,62510,60425,99878,354269,81107,49710,38617,32317,27339,23769,20418,16625,13018,10773,9999,8374,7595,9494,67025,45897,34185,30252,28629,29490,30275,32430,34562,38067,41515,43518,50335,81048,116196,574
0,9,970,8103,28635,46215,60776,77840,103427,117266,123917,121984,112378,61999,9748,2,155,5495,22242,38201,54576,67782,98178,99455,92472,108166,110567,117332,55425,3219,0,321,3777,16051,32051,57179,80979,101783,106844,106652,111664,109868,100364,44304,1430,98503,94739,63766,50892,45131,47431,47056,49970,58250,68263,72066,79887,70789,25011,1513,15798,23926,33739,41919,47369,55471,65909,74108,90598,104961,110202,99323,75944,30280,3720,0,556,2094,1567,2261,7310,28946,39308,56549,70009,80431,153858,189586,157988,82804,0,434,2352,1772,2902,8352,25168,41594,57778,72424,90726,126257,205440,151284,86784,8342,6455,6899,19993,33108,51184,68276,79700,91202,100864,121435,131059,103750,47723,3277,34523,50310,46762,45495,42219,44055,48564,66566,77782,91303,96705,98853,88727,39953,1450,45769,98042,106262,105851,97840,87332,73666,61255,53460,46045,40822,32593,18955,5253,122,1056,12472,41137,72152,89962,91023,80753,70054,63920,61063,59993,65383,68113,67157,29029,6761,5459,16627,29698,41698,56947,70596,86143,98172,106340,108932,98085,79562,54898,13347,474
