band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
0,28,862,4397,12599,23431,55417,89422,122972,138183,35678,0,321,1401,4964,18866,43398,70999,89479,110660,97654,45247,50,2772,13257,28904,48186,58703,78465,82187,70898,62530,37037,754,773,1257,2092,3937,8321,18564,50709,148667,221882,26033,873,3991,13141,33524,63138,89824,88697,75330,51670,39814,22987,49,5004,45310,87224,131365,91606,62106,38470,17379,3771,705,44,4343,47813,93117,134227,86199,57374,40283,15256,3665,668,593,7984,32519,45472,57258,58797,61014,62646,62824,49948,43934,288,335,469,773,1490,4485,13838,63239,212242,150177,35653,17767,37900,23675,25144,32747,49871,74624,89845,80198,44803,6415,51,355,1795,11453,48999,97968,111845,92189,67849,41106,9379,6786,56900,106840,99938,67028,40837,28588,25113,28791,21197,968,80
0,0,2,77,2487,12908,27292,46823,77838,87978,4210,0,122,1159,14467,30539,36749,55043,58590,50165,11250,1531,0,6050,35287,51390,58783,53027,32440,14029,5814,2256,539,5119,3315,4472,7738,11905,15250,25262,45820,72765,63913,4056,5113,24319,38538,45170,50134,44039,29267,15411,5629,1924,71,349,5467,39538,73734,89902,39340,7933,1703,1481,160,8,325,4834,41189,77676,89327,36043,6912,1682,1451,167,9,3981,29430,43456,45408,44450,37686,26505,17106,8137,2753,703,2047,2332,5697,13115,22491,32352,53500,84939,39070,3665,407,5392,1457,1829,2890,5864,11730,24878,58906,88360,51022,7287,139,449,1382,4251,9424,17213,26672,36583,55378,73690,34434,22924,66696,70585,45744,24757,13078,7306,4165,2518,1638,204,178
0,2,0,3,1,1,0,0,1,0,6,2,4,5,0,1,7,3,5,2,8,12,0,3,5,4,11,6,7,5,10,16,10,57,2,5,6,0,5,4,3,0,0,2,26,21,12,6,10,8,4,8,0,3,0,0,6,20,10,0,0,0,0,0,0,0,0,8,22,11,1,0,0,0,0,0,0,0,0,1,18,39,15,16,16,27,21,8,55,19,2,6,8,5,11,5,7,30,20,85,7,3,2,0,0,0,0,0,0,10,70,0,0,1,0,1,1,0,1,2,54,0,0,0,1,6,49,28,5,3,2,20,339
887,13315,70983,118657,136673,125440,127677,119494,109357,242846,109173,2738,10812,17994,60278,104910,114990,121399,130519,162285,330840,117737,2267,8650,34752,66298,81307,91101,106510,134222,184417,337404,127574,11376,8459,9769,13372,18828,25883,38412,58809,136788,430562,422244,5026,4254,5163,13054,35944,73653,115534,156898,222925,369030,173021,289,3272,5924,24322,100803,189739,225581,223421,261346,128442,11363,293,3235,6082,25085,101393,192446,219524,227966,258897,129094,10487,3076,3821,11316,29184,50211,69527,91015,125898,194867,345619,249968,12186,7578,7934,10468,14068,23263,39972,102901,264577,502511,189044,17761,63844,137703,174301,153779,126832,108781,108712,128738,128646,25405,121947,168728,219307,279387,212816,93941,38391,17774,10451,6935,4825,7197,60992,103423,112065,109860,118632,162399,196810,139089,97287,66748,469
0,458,17758,40007,53586,59879,32571,15450,12672,7431,3206,5,15638,34929,49031,47435,34115,21402,19062,13622,5882,1897,83,29012,61605,56014,35695,27384,16707,9118,4289,2029,1082,26257,42818,52231,39964,34374,24405,12089,6486,3698,679,17,12356,8886,15724,31181,46797,52376,38497,23549,10727,2517,408,7263,30589,45952,48256,72919,32710,4947,364,18,0,0,6098,28797,48995,54047,76570,24568,3594,340,9,0,0,10385,8114,22901,44392,51289,46184,27770,17712,10148,2806,1317,25873,36706,37719,30750,43017,29970,17899,13222,5274,1718,870,11101,3814,4092,6120,14492,37852,64917,64714,31347,4528,41,46,3130,18690,38551,49102,40736,29314,20520,16102,10494,16333,7469,5880,8087,18452,34257,48373,53046,39627,19037,7110,1680,352
5196,15028,11875,6771,9900,11906,7711,12791,13819,3942,71,9010,21774,9945,8864,8227,9586,12001,10598,6970,2019,16,10897,24943,10480,7791,8196,9463,11512,9097,5141,1484,6,6855,9329,8913,13001,13653,13036,12296,9480,5931,4489,2027,12943,15678,13842,11922,12143,12287,9731,7277,2932,254,1,10253,30827,21840,12211,12631,7134,3132,907,75,0,0,9446,29651,24183,13295,12875,6066,2572,881,41,0,0,13202,19490,11995,8033,8624,8922,10391,9759,6408,2150,36,12669,9999,9692,10280,11405,14485,11634,12308,5448,1083,7,489,2176,3906,6366,8553,10310,10657,10442,12456,19325,14330,116,925,3247,6814,10543,11359,12019,11904,13775,16859,11449,9700,23410,15023,12232,11904,11158,8777,5119,1480,194,13,69
0,0,6,24,160,352,1026,3412,14202,411338,1154276,0,0,5,18,36,138,356,1328,7236,70458,1505221,0,0,7,39,138,234,554,1985,8628,58444,1514767,17,28,41,58,138,211,566,1649,8732,161954,1411402,42,20,39,73,162,439,1572,5871,22243,77787,1476548,1,43,115,205,724,7095,39612,86919,139890,187969,1122223,1,41,117,215,804,8337,38050,94031,134729,187212,1121259,2,26,21,60,152,335,920,2333,10139,44898,1525910,6,2,1,2,8,14,23,68,1822,72937,1509913,1260471,260987,24935,13209,10876,7809,4013,1712,624,158,2,14,664,8039,309227,810942,382384,64737,6963,1334,325,167,57,277,1211,3680,8202,13461,16626,43053,418752,1060751,18723,102
2059,16810,26409,22829,16276,12013,9008,5512,2957,2258,749,4075,15212,17853,22095,16899,12302,9339,8524,6385,3587,609,2199,19445,27056,19223,13900,11415,9741,7147,4272,2372,110,7555,9600,10077,10402,12992,12812,15644,14613,12936,9111,1138,4142,9665,17651,17941,18790,17044,14706,11896,4794,251,0,591,2254,9106,16355,26922,27726,19779,9570,3826,692,59,569,2136,9706,17386,29413,26355,17900,9486,3144,740,45,1289,9812,17960,17915,17376,16263,13898,12046,8469,1832,20,12132,11962,10011,11620,10827,11305,16252,17563,12447,2712,49,1730,1902,1978,3130,6048,10893,17036,21740,25044,23266,4113,4,356,3785,12390,19685,21856,19718,16112,13612,7070,2292,2586,16901,18920,20329,19085,15950,11593,7398,2900,828,390,22
209829,184482,119677,72322,41130,36524,17792,14215,5462,1746,245,134886,108010,82030,65115,61493,59435,52978,56253,52456,30272,496,104610,67973,61334,51629,49832,50667,60189,67920,92257,93917,3096,15402,11794,15631,29312,42403,62598,82652,112027,158857,145025,27723,59099,54218,32895,29342,32512,34311,44174,64551,92409,137417,122496,153,65537,70592,57852,118035,161154,134700,46936,28132,18144,2189,80,57841,78999,63596,134100,156420,119299,47459,24562,19424,1644,79243,49523,40313,38526,37943,42351,49304,73396,108959,144890,38976,46569,54576,49378,62062,57729,66494,66790,81267,97239,114060,7260,5407,2817,20582,54057,79544,86376,84598,81745,82503,84994,120801,390124,82817,54020,41854,34580,27533,20747,15415,13194,10739,12401,86997,51478,41554,39349,40848,43974,48649,55453,60171,84745,150206,574
0,338,10855,42895,80115,103610,141834,171776,165957,133951,21936,14,2332,27615,58064,90285,129150,138801,132619,152946,129645,11796,7,2226,19538,55044,102423,134432,144171,144971,153462,109133,7860,136350,105510,69653,61948,64271,69747,83377,98401,107868,70800,5342,23077,40933,55712,68052,82327,104102,127755,150515,134753,76772,9269,17,2373,2360,4135,24895,55163,84783,115305,215294,223351,145591,16,2348,2455,4630,28280,55559,81694,123078,200447,234035,140725,10590,8362,25570,52298,82998,109925,129146,158272,173895,110444,11767,54799,64980,60163,58973,64725,87683,111568,128645,138464,96343,6924,78775,142347,143735,130437,106976,83997,69291,57456,42783,16604,866,3248,36869,94297,125244,115018,95797,85898,81664,89209,93302,52721,7977,14974,38912,62442,89606,116833,138501,148318,131360,95889,28453,474
