band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
0,0,222,1106,3117,9002,17039,28472,41642,56448,96688,118022,98997,12234,0,29,681,1388,4041,13226,24316,38797,59829,71627,86298,84340,80957,17460,2,932,5059,14280,23240,32241,41823,53058,63789,65918,59436,50495,57833,14883,588,582,719,1137,1581,2967,4689,8654,17349,40131,88221,180239,127685,8447,670,1882,5558,12286,28776,44950,64094,70996,69673,60152,45662,31625,33162,13503,3,1172,14037,45489,76886,91749,97660,56744,38924,36129,15524,6352,1934,386,2,1007,11392,46247,86669,99955,77818,56812,48705,30477,15345,6492,1679,389,324,2360,15118,29577,36920,42603,46322,45317,48149,50821,50132,44364,38850,32132,214,260,283,382,691,1012,2168,5196,14819,42998,129052,191605,81277,13032,7576,35927,21055,18229,19725,24346,32582,46171,61950,71014,67144,51031,23230,3009,26,138,596,2071,9060,31028,64480,86140,86447,72719,59149,40983,25980,4172,3052,27815,68495,86649,78336,57304,38596,27149,21326,19602,22053,22747,9478,384,80
0,0,1,3,70,1017,5142,12906,25569,34472,55711,83097,39230,2397,0,5,313,2328,12732,19617,26567,37188,41577,49087,44676,19768,4993,764,0,636,15379,30367,41063,47023,46051,36048,22203,10771,5821,2503,1653,97,4428,2499,2794,4293,6022,8332,10927,15227,19906,35264,53693,62244,33224,762,3948,11553,26964,31912,35860,38448,37537,30841,20895,12473,5783,2567,816,18,20,1877,13343,44150,59698,64442,53474,15822,3437,1506,1281,489,71,5,15,1677,11687,41945,68700,69979,42270,16045,4236,1212,1309,478,59,3,2812,13967,31497,35560,35445,35067,32500,26334,19255,13443,8212,3704,1466,353,1661,1560,2706,5892,10799,14729,23900,25940,48551,71893,42700,7571,1622,91,4902,1335,1187,1570,2299,4025,7015,12112,22264,44612,70325,56835,29199,1935,108,209,582,1457,3414,6430,11012,16259,22147,28295,39385,52141,60481,17695,13182,44517,59454,51275,35029,21800,12936,8039,5240,3317,2218,1566,941,101,178
0,2,0,1,2,0,2,0,0,0,0,1,1,5,2,4,3,2,0,1,5,3,2,4,1,3,13,6,0,0,4,5,3,3,10,8,3,5,6,9,16,5,55,3,3,6,3,0,2,3,4,3,0,0,0,2,14,29,11,6,5,6,9,4,3,7,1,2,1,0,0,1,10,16,9,0,0,0,0,0,0,0,0,0,0,2,13,17,9,1,0,0,0,0,0,0,0,0,0,0,0,3,16,23,28,8,11,12,20,26,7,7,40,28,6,3,4,8,2,5,10,3,6,19,20,14,80,10,3,2,2,0,0,0,0,0,0,0,0,10,70,0,0,1,0,0,0,1,1,0,0,2,2,53,0,0,0,0,1,4,22,41,17,4,2,2,1,20,339
319,4576,26702,70578,98735,103366,102263,99624,94025,93440,88287,106782,235944,49861,1547,7205,9832,18273,51102,78618,88045,84071,101626,101567,121327,154611,325429,31249,1133,4752,13447,35440,52387,61348,67494,78658,85321,102854,133719,177375,327566,33008,9422,6822,6958,8361,10120,13645,18342,23582,32794,44296,80676,201485,434257,283742,4077,3485,3306,4521,10537,23251,45882,69975,96236,122618,158225,223805,310712,97872,14,1812,3295,7019,21667,55548,134601,174461,151513,186667,186973,181114,65794,4024,15,1773,3151,6274,23482,66739,121089,157659,185309,181305,178175,193437,52257,3837,2535,2488,4336,11781,23693,36863,48349,60554,75480,96977,134748,199285,332616,144797,10105,6599,5988,6192,8064,11300,14003,19698,37875,76299,169396,294846,454461,59676,11936,33198,77750,120981,137593,125305,107279,92420,83941,85024,96107,109954,82686,10328,89250,126357,144507,187229,221868,185200,105900,50252,25688,14157,9074,6736,4476,3808,3567,29895,69342,84702,88148,86268,88227,102200,135893,157035,124581,84580,69707,50357,469
0,0,4373,28871,24534,47608,42006,43346,14100,14348,8636,8187,4695,2314,0,1439,29068,31659,37261,25327,41365,25577,10882,16788,12046,6772,3608,1226,3,4743,48223,43511,42678,33244,25777,17398,11970,7086,4091,2196,1667,431,18002,30281,35165,38696,35059,27605,25989,13167,8251,6109,3049,1481,156,8,11202,5396,9403,15634,23241,37906,35208,43544,27580,18089,10205,4308,1233,69,1291,19786,29429,34161,47393,51087,48341,9159,1989,364,18,0,0,0,555,20358,26660,36982,53382,55381,36016,11182,2283,202,17,0,0,0,9233,4754,10305,23977,29776,47205,40365,25291,23048,12993,9293,4425,1328,1025,17521,32600,23078,27690,29560,32733,27458,22428,11280,8769,6103,2043,1601,154,10353,2911,3049,3183,5041,9412,20019,39113,54467,52099,32121,10261,983,6,9,789,6547,19124,31860,37272,35990,27923,21539,16182,13920,10277,7380,14206,5480,5734,4197,7730,15142,24676,33810,41380,40619,32353,18527,8392,4247,731,352
3109,8271,9937,11208,6077,9736,5825,6938,7349,11770,11202,6322,1256,10,5851,14872,15142,7298,5660,7715,5843,8565,8959,8889,6549,3045,622,0,6471,22353,11885,6943,6384,5747,7079,7859,8678,7770,4773,2629,439,0,4855,7747,6416,8297,8163,11487,10177,12000,8448,7147,5820,3911,3095,1447,9658,13308,10984,10246,9983,9205,9155,9353,7346,5789,3189,769,25,0,4730,21221,23275,14045,11860,9172,8628,3405,1692,900,81,1,0,0,4172,22079,21588,15638,13098,9509,6266,3877,2121,572,89,1,0,0,9208,16224,11921,7871,6797,6358,6774,8173,8014,7686,6116,3144,718,6,10170,8737,7180,7501,8958,9383,9358,12220,9647,7495,5920,2115,324,2,191,1397,2222,3493,5110,6451,7683,8241,8421,8140,9021,12197,16992,9451,57,405,1355,3125,5675,7885,8847,8991,9455,9394,10269,12092,14217,7243,5129,18808,15131,10895,9545,9507,9031,8238,6425,4159,1670,408,52,12,69
0,0,0,6,22,91,215,450,956,2115,7145,25956,1111073,436767,0,0,0,6,16,29,46,148,327,972,3525,14031,250343,1315353,0,0,1,11,32,93,107,277,533,1416,4514,15279,154132,1408401,12,15,29,39,47,100,131,224,552,1033,3925,27042,313782,1237865,32,22,23,25,69,105,227,521,1508,4239,13116,28202,128854,1407853,0,18,50,108,188,340,2822,12068,32201,74473,98197,114852,188789,1060690,0,14,53,112,195,419,2416,10704,41622,69306,95817,124035,176506,1063597,1,15,18,21,50,92,204,365,820,1742,4950,18556,61884,1496078,4,4,1,0,2,6,11,10,20,50,384,10932,200126,1373246,876086,611648,46443,14370,10213,8901,7207,4918,2693,1369,630,280,38,0,7,210,1397,12947,247515,670324,450510,162393,31791,5503,1436,459,176,128,34,132,420,1280,2957,5730,9092,11563,13756,29137,181356,784049,543304,1983,102
619,9888,15996,22104,16744,14606,10518,9651,5839,4470,2619,1798,1743,285,1860,10376,13254,16384,16389,13388,10794,9064,7813,6155,5415,3373,2589,26,837,9655,21573,19235,14520,12027,9864,8505,7530,5617,3886,2257,1371,3,5619,7859,7521,7435,8671,9245,10506,11417,12127,11381,10408,9418,4763,510,2360,6798,9955,14307,14995,14987,13690,12269,11235,9492,5819,943,30,0,266,1367,2942,9157,14574,17512,26840,18199,11876,9278,2940,1567,349,13,283,1270,2596,9457,16191,20055,21432,18928,15127,6737,3020,1523,247,14,673,4421,12634,13447,13995,14729,13253,11375,11224,9270,7890,3446,523,0,9457,10114,8610,8450,7374,9098,9021,10070,12469,15579,10779,4710,1149,0,1102,1783,1353,1665,2575,4257,6764,10515,14177,16886,19321,19932,15136,1414,2,85,935,4298,9967,14882,16972,16953,15031,12661,11383,8389,3936,1386,826,10646,14643,15117,15857,15695,13490,11242,8550,5908,3079,1021,535,271,22
169115,158390,126648,64065,56294,36910,32092,22932,18510,9171,5693,2726,736,142,114842,80110,75831,63212,54608,44333,41780,45227,45467,43974,43038,40057,10837,108,93219,49219,54748,45363,38863,35199,39820,41074,49716,57371,68092,80320,50138,282,13770,8521,11217,16871,21636,24291,40810,53565,69982,106771,109182,118201,94484,14123,39875,54936,31397,24348,23786,24012,25711,31363,35837,47909,64231,94304,111865,93850,2,16633,74271,47686,55542,73481,144274,116293,79841,45874,15943,20015,13218,351,0,16661,69315,52395,62145,84667,112409,124258,100313,31186,17417,22071,10235,352,62570,46067,36080,29956,28907,31271,31877,34645,41739,52723,77530,105717,108307,16035,36373,46589,38488,46604,34754,53978,50201,41110,61273,63465,71699,89488,68497,905,5103,1204,6095,22052,43691,60329,67125,67580,66086,64310,63856,66763,65434,103796,362221,81284,50624,39415,32497,28223,23474,19655,15539,12219,10825,9125,8177,10146,71480,47004,35308,31722,31145,31479,33709,35890,38988,43375,46424,50443,83267,123190,574
0,18,1614,17735,32989,51902,86928,92327,114089,129389,135204,124118,75581,11373,3,360,7729,29716,44453,69294,88724,94460,115701,106859,117951,123984,69975,4058,0,528,5708,21731,42764,73645,94483,117976,108411,119157,117062,114554,55255,1993,107245,95574,65569,51919,49482,50352,52790,57976,66433,76469,84341,81503,31697,1917,16917,27061,38987,44732,54077,64070,74514,87413,107003,116836,112218,86832,38065,4542,0,716,2611,1893,3665,13153,39369,52831,59488,101660,117283,190596,198409,91593,0,694,2525,1879,4351,16825,33526,49931,76657,91202,118101,210652,176552,90372,8746,6609,9665,24895,40170,63170,78232,90860,106325,121870,140543,119736,58195,4251,39259,52983,51921,44327,44672,47909,63151,76001,92704,100162,107756,100868,49633,1921,50907,107719,114614,111734,101494,87858,72451,60854,52245,45332,37762,23224,6860,213,1333,15984,50411,83844,98699,93384,80869,70992,66703,63965,68377,72511,72362,33833,6976,6757,20624,34828,49661,66955,83059,99848,110757,117192,109809,88228,62729,15842,474
288419,31865,7604,2242,832,999,629,306,72,32,20,7,3,3,277105,45988,7143,1642,502,249,148,98,52,43,25,28,10,0,307791,21044,2487,745,356,200,149,95,55,49,25,20,17,0,22366,12777,10725,10152,9678,10508,11895,11800,14682,16899,22319,31351,49198,98683,85500,77491,51047,38137,29846,23431,15221,7784,2686,1100,514,222,47,7,130683,186893,12824,1733,540,230,104,21,4,1,0,0,0,0,116133,200892,13103,1984,589,223,84,19,5,1,0,0,0,0,148554,139790,35399,4780,1801,1111,645,381,249,164,120,34,3,2,69740,38890,30173,26564,23193,19769,25395,19223,21311,20898,19306,14433,4106,32,3,8,7,11,21,30,84,143,197,427,966,2790,13317,315029,50902,38083,33853,29997,26108,22599,18755,16307,14088,12677,13041,14201,18700,23722,219908,96535,10874,3064,1328,619,305,166,92,55,39,21,9,18,281
0,0,134,560,1121,2566,6484,13912,24875,36131,42692,33914,7585,56,0,57,312,645,893,1662,2900,6060,12910,26053,46799,54450,17271,18,0,193,731,962,1495,2575,4731,9219,18104,30417,47607,41915,12073,8,507,727,634,803,1222,2282,3565,6478,12202,29063,51711,49499,10972,365,214,777,1056,1605,2430,3706,6482,12547,23476,41573,48182,24047,3883,52,0,1015,2082,2758,5743,10002,21332,25108,22370,34771,23304,17999,3294,252,0,993,1849,2827,6090,11498,17709,25428,31018,27890,24310,17722,2455,241,78,580,1230,1512,2257,3277,4879,7974,13241,23121,37692,49371,24118,700,235,265,293,430,616,1005,1340,2400,6063,17265,58360,69259,12492,7,193,1689,7227,13728,20962,28550,30456,26533,18478,11511,6563,2905,1024,211,34,140,989,7809,27088,40483,34350,22124,13152,8241,6255,5008,3491,866,416,1339,3720,7525,13562,21676,29806,31599,26689,18184,9919,4473,1100,22,85
132002,198991,42478,12594,5421,2809,1557,949,666,580,596,519,532,267,149809,169148,47500,15045,6393,3640,2164,1771,1195,899,784,726,676,211,159533,132191,54371,21637,11293,6939,4568,3054,2184,1608,1172,756,566,89,12512,9049,13414,23039,33745,53071,65356,62936,52801,36450,19431,11197,5678,1282,66041,94224,50773,34714,30207,24577,22871,19733,18755,15318,11869,7276,2917,686,0,1294,10260,16631,32119,41960,85414,81374,55499,45314,16776,9191,3576,553,1,1198,9271,17080,35633,48372,72163,80322,70633,35233,17122,9372,2983,578,119586,90024,56306,35462,25438,20445,15225,11897,8953,7096,4938,2902,1413,276,46462,88451,96715,73045,45407,24652,9898,6997,3846,2107,1150,647,433,151,4329,519,693,1057,1442,1992,3035,4576,7273,12339,22376,45886,106396,188048,49006,33978,31163,28605,27695,26132,25056,25595,26076,26844,29932,29926,25340,14613,100050,80090,51009,35076,27660,21978,17790,14172,11520,9539,7531,6075,6879,10592,569
104,39,755,1786,11421,43113,79023,68895,36246,12951,3331,924,381,63,168,1356,2399,11177,61789,87139,57500,22395,9101,3573,1361,627,412,35,328,4138,59747,82106,55321,30564,14237,7138,3072,1229,519,314,290,29,6942,11836,10734,10935,13235,19306,30147,39502,44735,33894,22324,11138,3861,443,2011,11232,46746,64913,54629,36287,20859,11178,5655,2952,1539,610,274,147,8,56832,144814,43774,10139,1962,855,412,170,62,4,0,0,0,4,56179,139584,49702,10466,1790,642,404,214,41,6,0,0,0,1467,15543,62079,66470,45166,28145,18123,10518,5747,2961,1643,677,339,154,2395,6576,12328,15725,26078,31673,48246,46039,40282,21803,6617,932,296,42,252,859,1179,1764,2759,4279,7256,12383,20803,35028,57408,74457,38128,2477,101,418,1134,2191,3736,5859,9416,14595,23235,34092,53131,66108,39466,5550,4239,35607,65484,56059,39075,24889,15045,8085,4444,2522,1500,1028,669,386,229
5,9585,26779,10408,9733,25344,50791,48619,52076,25252,10017,3871,1766,327,2796,32065,14429,9979,27323,50829,56614,36157,19934,11150,6837,3932,2316,212,11246,32946,20644,36129,41094,44583,31133,24167,16693,8025,3731,2338,1630,214,4766,8216,14686,16063,18972,25924,29983,38244,42177,34780,26282,11471,2759,250,6013,17761,18662,26982,36341,40788,39203,30680,22636,15983,10028,5571,2690,1235,11,5456,87413,91879,49158,20676,9495,2324,1817,2975,2430,802,133,4,11,5233,78764,101307,52274,19468,6809,2361,2215,2805,2353,855,114,4,10353,21453,22590,32090,38181,37254,34074,25847,19966,14881,9065,4970,2757,1092,10966,18068,15120,14003,29770,30177,52161,35432,34899,19099,8425,4400,1865,188,1185,1453,1293,1777,3238,6599,13395,24107,36820,44529,46684,42210,42159,9124,2121,5753,9031,13788,19530,24286,29131,32651,34072,31920,31783,24998,11487,4022,1411,25206,41415,41186,39832,35743,28757,20027,14220,9587,6242,4221,3666,3060,237
