band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
0,118,1716,6487,22165,40284,78762,133712,148684,51061,0,579,2068,9328,31706,63841,89096,118480,113372,54519,114,4335,18636,38997,55495,74511,97276,81472,67807,44346,818,914,1462,3060,6009,13647,38773,129053,251012,38241,1022,5512,18556,48748,84378,100375,90514,63052,43246,27586,52,7040,53609,123551,142744,75176,48530,26106,5452,729,146,7336,70215,119739,125654,79652,50771,22760,5914,802,812,12074,38892,58617,62829,65445,68842,70103,56625,48750,317,374,518,934,2867,9309,43185,181936,197572,45977,23160,37551,25753,29951,43025,69424,95710,93127,56607,8681,58,533,3113,23012,80683,121474,110342,82391,49079,12304,9302,73790,120037,97966,59152,36114,28020,30613,26504,1488,80
0,1,7,449,5776,22428,43583,76742,104279,6350,0,201,3416,21029,36916,51803,66178,61484,16620,1968,0,11209,43398,61954,63958,46192,21254,8188,2686,776,5477,3670,5741,10013,14394,22615,39491,74021,77236,6957,5980,30798,44298,52157,52989,40540,21846,8271,2598,138,422,7792,51176,92978,84636,17907,2546,1790,360,8,510,7756,62330,90547,75130,18712,2559,1711,348,12,5130,36609,49067,49958,46084,34775,22151,11314,3652,875,2256,2925,8178,18496,29392,43954,83144,64854,5823,593,5561,1591,2193,4099,8889,19347,48228,95684,63378,10645,164,586,2062,6281,14119,24297,36008,55313,78553,42232,27991,77078,71678,41107,20339,10409,5642,3116,1973,282,178
1,1,1,2,2,0,0,1,0,6,2,4,5,0,6,4,5,2,8,13,0,4,5,5,11,10,6,6,19,11,57,4,6,3,2,4,6,0,0,2,30,20,10,7,13,6,6,3,3,0,0,8,19,9,0,0,0,0,0,0,0,13,20,9,0,0,0,0,0,0,0,0,5,23,42,10,19,25,28,9,60,14,5,5,7,7,10,10,26,24,87,6,3,1,0,0,0,0,0,10,70,0,1,0,0,1,1,1,1,55,0,0,0,2,25,54,8,2,2,21,339
1124,21447,98343,138723,146902,136124,134588,126895,220901,149455,3490,12408,29254,85203,124267,126784,136856,170724,305047,180469,2797,12012,48310,78467,94415,109711,137150,184326,322811,184503,12258,9465,11235,16079,24633,35557,54929,117053,409261,484032,5462,4650,6843,21006,57098,105601,156562,223232,375780,218268,369,3634,8137,43768,168048,236360,238252,274070,188202,13662,442,3736,10503,46242,161600,241653,242936,258884,193520,14986,3403,4739,16615,40078,65210,88994,122407,190697,343949,298410,12877,8604,9287,12227,19256,32092,81501,235551,505965,257142,21336,82110,166017,189652,154927,126618,117160,134837,147147,34698,138187,190349,262267,298235,171273,62459,25363,12802,8255,5312,9897,77345,117855,122259,122793,151680,213101,173889,110479,75204,469
0,571,36047,43721,67053,44747,26252,12103,8739,3785,9,18928,47533,56979,42670,27333,22786,17231,7287,2262,191,45087,60520,53663,38718,22622,12713,5770,2448,1286,26896,48437,55588,49595,30281,17436,8726,4925,1106,28,13365,10056,23360,36123,55086,56433,28463,16028,3505,599,7599,30899,46169,73462,73359,10511,978,41,0,0,10060,30828,55822,70078,62546,12710,946,28,0,0,10915,11193,27038,60292,56177,36490,22809,12753,3894,1457,31303,41373,32128,45468,40368,25015,16758,7436,2081,1088,11492,4142,4840,8750,24744,59683,76758,44827,7690,92,80,5126,26205,48904,51276,37484,25547,19148,12101,17147,8173,6238,11149,25887,45322,58925,49888,26287,8944,2205,352
5579,15115,12297,10547,10625,12711,12623,14491,4872,150,9819,24841,9737,9052,8932,12124,13502,8127,2823,53,14488,24367,10272,8072,9663,11424,11231,7125,2344,24,7901,10561,10065,15169,13446,16019,11051,7354,5006,2438,15074,16550,13763,14283,12869,12155,9355,4458,500,3,10613,30829,21829,16870,12790,4426,1420,233,0,0,13390,30166,23416,14772,10606,5049,1449,162,0,0,15524,20177,10925,9392,9135,11416,11100,8278,2973,90,12827,11193,10665,11908,14694,16378,11723,7976,1635,11,650,2632,4979,7855,10431,11652,11504,12715,20000,16592,154,1289,4474,9184,12248,12807,13036,14609,17550,13659,12170,24482,15257,13362,12775,11042,7161,2427,316,18,69
0,0,11,49,274,769,2241,11257,182023,1388172,0,0,6,27,64,248,846,5110,48187,1530308,0,0,15,78,151,444,1413,6666,43632,1532397,18,37,40,92,186,351,1248,5919,121469,1455436,44,30,37,116,276,988,4016,18930,66042,1494317,3,47,126,324,3026,23140,74037,147137,199506,1137450,3,48,165,313,2680,23273,80252,135167,199284,1143611,4,26,30,97,244,623,1866,7557,40599,1533750,8,0,1,4,15,18,46,722,50480,1533502,1333213,196407,21030,13587,10631,6226,2573,886,239,4,27,1089,26626,644864,710304,181890,17271,2100,431,194,71,379,1869,5518,11808,16647,28401,280893,1191688,47519,102
3268,21814,26233,23359,15801,11978,6724,4176,2534,993,5246,18156,20747,23439,14857,12183,9145,7948,4213,946,2991,24143,27549,18672,14356,11622,8999,5480,2778,290,8697,10494,10669,12243,14753,16410,16405,14551,11166,1492,5011,11617,19715,20590,20159,17138,14309,7805,536,0,680,2467,10585,22946,35980,24459,12830,5702,1170,61,742,2559,13940,22141,31902,26259,13326,4654,1288,69,1553,13207,19539,19334,19519,16182,14033,10363,3100,50,13645,12580,11826,11292,12781,15419,19008,15913,4283,133,1964,1990,2366,4449,8730,15694,22438,26722,26609,5918,9,635,6177,16939,23381,23276,19047,15653,9091,2672,3704,19455,21210,22180,19725,14948,9755,4390,1072,441,22
234831,191441,114045,66174,37023,31009,18709,7498,2383,311,144190,118387,83888,66014,62237,63257,62569,61795,40049,1038,108974,79280,59658,57367,51152,60832,77354,93266,108177,7364,16977,14265,19403,35970,50501,83896,113206,164470,165262,39474,67399,53387,34291,33876,35112,43362,59927,95340,143117,137613,161,66103,72328,89851,183446,161460,71651,31249,24986,2189,507,71712,79837,87655,157881,175500,75361,26184,26168,2619,84527,50748,45142,42113,44198,48647,69689,106691,159978,51691,54849,57970,62211,55422,76535,68350,85185,100262,128816,13824,5547,4715,30962,71458,92917,94585,90489,89938,93693,129120,401035,84051,55139,43134,34379,26433,18503,15287,12062,13401,92948,54159,44523,43848,46369,50898,58452,64648,85926,161653,574
0,979,21099,61854,107254,134789,178842,184325,154250,29875,25,5627,36471,78548,119608,145807,144804,166401,157125,18851,40,4058,29051,76230,129480,160126,162797,165387,133219,12879,150544,106464,73837,69617,72469,82807,101178,119038,89280,8033,26454,47009,64878,79881,102136,128479,157549,156937,96999,12945,25,2625,2570,8568,47619,77184,108209,196089,276669,153709,30,2756,2981,10045,43988,80552,114253,175154,281568,161940,11572,10124,35419,68866,105506,133672,160256,193102,137204,17546,60020,71575,67764,64005,80858,112054,138739,148122,118746,11384,92522,157551,155416,135607,105681,82700,67180,52280,22898,1432,4713,49952,116083,137054,116722,98005,90760,95679,102630,61669,8548,20299,48730,79613,111670,143241,161088,152269,112143,35664,474
